,Drop_Reason,File_List,Street,Text
23,"SCORE LESS THAN CUTOFF: -490 Main Pawtucket,68.0,PROVIDENCE","['cd1940/entry/1940_Page_1126 (3)_18.png', 'cd1940/entry/1940_Page_1126 (3)_19.png', 'cd1940/entry/1940_Page_1126 (3)_20.png', 'cd1940/entry/1940_Page_1126 (3)_21.png']",PAWTUXET AV,CHEVROLET MOTOR CARS Frank Crook Ine 450-490 Main Pawtucket tels Perry 4900 and Plantations 4900 See page 4 Buyers Guide
24,"SCORE LESS THAN CUTOFF: Broadway Pawtucket,68,PROVIDENCE","['cd1940/entry/1940_Page_1126 (3)_34.png', 'cd1940/entry/1940_Page_1126 (3)_35.png', 'cd1940/entry/1940_Page_1126 (3)_36.png', 'cd1940/entry/1940_Page_1126 (3)_37.png']",PAWTUXET AV,PACKARD MOTOR CARS (Suttell Mo- tors Inc) 110 Broadway Pawtucket tel Perry 9200See page 5 Buyers Guide
25,"SCORE LESS THAN CUTOFF: Broadway Pawtucket,68,PROVIDENCE","['cd1940/entry/1940_Page_1126 (3)_42.png', 'cd1940/entry/1940_Page_1126 (3)_43.png', 'cd1940/entry/1940_Page_1126 (3)_44.png', 'cd1940/entry/1940_Page_1126 (3)_45.png', 'cd1940/entry/1940_Page_1126 (3)_46.png']",PAWTUXET AV,STUDEBAKER MOTOR CARS (Suttell Motors Inc) 110 Broadway Paw- tucket tel Perry 9200See page 5 Buyers Guide
26,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1126 (3)_65.png'],N/A,White Matar Ca Tha RA Rrannh aw
27,"SCORE LESS THAN CUTOFF: -490 Main Pawtucket,68.0,PROVIDENCE","['cd1940/entry/1940_Page_1127 (1)_17.png', 'cd1940/entry/1940_Page_1127 (1)_18.png', 'cd1940/entry/1940_Page_1127 (1)_19.png', 'cd1940/entry/1940_Page_1127 (1)_20.png']",PAWTUXET AV,CHEVROLET MOTOR CARS Frank Crook Ine 450-490 Main Pawtucket tels Perry 4900 and Plantations 4900 See page 4 Buyers Guide
28,"SCORE LESS THAN CUTOFF: Main, Pawtucket,73.0,PROVIDENCE","['cd1940/entry/1940_Page_1127 (1)_24.png', 'cd1940/entry/1940_Page_1127 (1)_25.png', 'cd1940/entry/1940_Page_1127 (1)_26.png', 'cd1940/entry/1940_Page_1127 (1)_27.png']",PAWTUXET AV,"CROOK FRANK Ine (Chevrolet) 450- 490 Main, Pawtucket tels Perry 4900 and Plantations 4900See page 4 Buyers Guide"
29,"SCORE LESS THAN CUTOFF: Fountain service parts used cars,75.5,PROVIDENCE","['cd1940/entry/1940_Page_1127 (1)_44.png', 'cd1940/entry/1940_Page_1127 (1)_45.png', 'cd1940/entry/1940_Page_1127 (1)_46.png', 'cd1940/entry/1940_Page_1127 (1)_47.png', 'cd1940/entry/1940_Page_1127 (1)_48.png', 'cd1940/entry/1940_Page_1127 (1)_49.png']",FOUNTAIN SPRING LN,"HOWARD & LEWIS MOTOR SALES Inc (Providence Ford, Mercury and Lincoln-Zephyr Dealer) sales 186 Fountain service, parts and used cars 207-219 Promenade and 532 Broad tel Gaspee 2100"
30,"SCORE LESS THAN CUTOFF: Bway Packard-Providence Inc 185 Aborn,72.0,PROVIDENCE",['cd1940/entry/1940_Page_1127 (1)_66.png'],PROVIDENCE PL,"Nu-Way Garage 393 Bway
Packard-Providence Inc 185 Aborn"
31,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1127 (2)_67.png'],N/A,(See Gasoline & Oil Service Stations)
32,EMPTY STREET,['cd1940/entry/1940_Page_1127 (3)_42.png'],,Eddy & Ship St Garage 305 Eddy
33,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1128 (1)_1.png'],N/A,Automobile GaragesCon
34,"SCORE LESS THAN CUTOFF: National Bank of Commerce bldg,52.5,PROVIDENCE","['cd1940/entry/1940_Page_1128 (2)_8.png', 'cd1940/entry/1940_Page_1128 (2)_9.png', 'cd1940/entry/1940_Page_1128 (2)_10.png', 'cd1940/entry/1940_Page_1128 (2)_11.png']",NATURAL HISTORY WY,BEACON FINANCE CO 202 National Bank of Commerce bldg tel GA 0248 See left top lines and page 67 Buy- ers Guide
35,"SCORE LESS THAN CUTOFF: Union Trust bldg,74.0,PROVIDENCE","['cd1940/entry/1940_Page_1128 (2)_33.png', 'cd1940/entry/1940_Page_1128 (2)_34.png']",UNION ST,PUBLIC LOAN CORP 408 Union Trust bldg tel Gaspee 2994
36,FAILED TO PARSE AN ADDRESS,"['cd1940/entry/1940_Page_1128 (2)_56.png', 'cd1940/entry/1940_Page_1128 (2)_57.png']",N/A,"Court House Parking Station, S Main nr Crawford"
37,FAILED TO PARSE AN ADDRESS,"['cd1940/entry/1940_Page_1128 (2)_61.png', 'cd1940/entry/1940_Page_1128 (2)_62.png']",N/A,"Empire Parking Co, Empire corner Wash"
38,FAILED TO PARSE AN ADDRESS,"['cd1940/entry/1940_Page_1128 (3)_11.png', 'cd1940/entry/1940_Page_1128 (3)_12.png']",N/A,"Majestic Parking Station, Fountain cor Aborn"
39,"SCORE LESS THAN CUTOFF: S Water S Main near Crawford Snow,66.5,PROVIDENCE","['cd1940/entry/1940_Page_1128 (3)_14.png', 'cd1940/entry/1940_Page_1128 (3)_15.png', 'cd1940/entry/1940_Page_1128 (3)_16.png', 'cd1940/entry/1940_Page_1128 (3)_17.png', 'cd1940/entry/1940_Page_1128 (3)_18.png']",CRAWFORD ST,"New Jersey Parking Corp 110 Dyer, 45 Exchange pl, 133 Dorrance, 100 S Water, S Main near Crawford, Snow corner Chapel, 44 N Main and 184 Wash"
40,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1128 (3)_42.png'],N/A,(See Radiator RepairersAutomobile)
41,"SCORE LESS THAN CUTOFF: Ormsbee ay,65.0,PROVIDENCE",['cd1940/entry/1940_Page_1128 (3)_59.png'],ORMS ST,Andrews Auto Service 19 Ormsbee ay
42,"SCORE LESS THAN CUTOFF: Jonathan,71.0,PROVIDENCE",['cd1940/entry/1940_Page_1129 (1)_8.png'],NAHANT ST,Butler Clarence A 50 Jonathan
43,"SCORE LESS THAN CUTOFF: Foun-,67.0,PROVIDENCE","['cd1940/entry/1940_Page_1129 (1)_36.png', 'cd1940/entry/1940_Page_1129 (1)_37.png']",FOUNTAIN ST,H & R Automotive Service 416 Foun-
44,"SCORE LESS THAN CUTOFF: Third,67,PROVIDENCE","['cd1940/entry/1940_Page_1129 (3)_19.png', 'cd1940/entry/1940_Page_1129 (3)_20.png', 'cd1940/entry/1940_Page_1129 (3)_21.png']",TIDD ST,WILLIAMS & ANDERSON CO Inc The 14 Third tels Gaspee 3621-3622 See page 66 Buyers Guide
45,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1940/entry/1940_Page_1129 (3)_29.png'],SHAW ST,Atlantic Burlap Bag Co 10 Shawmut
46,"SCORE LESS THAN CUTOFF: Black,67,PROVIDENCE",['cd1940/entry/1940_Page_1129 (3)_30.png'],BLACKSTONE ST,Blazer Bag Co 58 Black
47,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1940/entry/1940_Page_1129 (3)_31.png'],SHAW ST,Dwares Saml 11 Shawmut
48,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1129 (3)_36.png'],N/A,Foster Walter S ft of S Angell
49,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1130 (1)_1.png'],N/A,"Bakers, RetallCon"
50,"SCORE LESS THAN CUTOFF: Mussolini,63,PROVIDENCE",['cd1940/entry/1940_Page_1130 (1)_5.png'],MESSINA ST,Corrente Lorenzo 58 Mussolini
51,"SCORE LESS THAN CUTOFF: Miantonomi ct,78.5,PROVIDENCE",['cd1940/entry/1940_Page_1130 (1)_27.png'],MANTON CT,Golato Nicholas 4 Miantonomi ct
52,"SCORE LESS THAN CUTOFF: -394 Westminster, to place an order call Plantations 1234, other business,63.5,PROVIDENCE","['cd1940/entry/1940_Page_1130 (2)_5.png', 'cd1940/entry/1940_Page_1130 (2)_6.png', 'cd1940/entry/1940_Page_1130 (2)_7.png', 'cd1940/entry/1940_Page_1130 (2)_8.png', 'cd1940/entry/1940_Page_1130 (2)_9.png']",WESTMINSTER ST,"PROVIDENCE PUBLIC MARKET CO 380-394 Westminster, to place an order call Plantations 1234, other business tel Plantations 4414See insert opp page 33"
53,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1940/entry/1940_Page_1130 (2)_34.png'],SHAW ST,Skaskauskas John 16 Shawmut
54,FAILED TO PARSE AN ADDRESS,"['cd1940/entry/1940_Page_1130 (2)_75.png', 'cd1940/entry/1940_Page_1130 (2)_76.png', 'cd1940/entry/1940_Page_1130 (2)_77.png']",N/A,RUMFORD CHEMICAL WORKS Rum- ford tel East Providence 2880See page 26 Buyers Guide
55,FAILED TO PARSE AN ADDRESS,"['cd1940/entry/1940_Page_1130 (3)_39.png', 'cd1940/entry/1940_Page_1130 (3)_40.png', 'cd1940/entry/1940_Page_1130 (3)_41.png', 'cd1940/entry/1940_Page_1130 (3)_42.png']",N/A,CITIZENS SAVINGS BANK Westmin- ster junction Cranston tel Gaspee 1717See left top lines and page 15 Buyers Guide
56,"SCORE LESS THAN CUTOFF: Dexter Barbaro Phillipo 1087 Chalkstone av,70.5,PROVIDENCE",['cd1940/entry/1940_Page_1131 (1)_69.png'],CHALKSTONE AVE,"Baligian Armen 250 Dexter
Barbaro Phillipo 1087 Chalkstone av
Barberian Kachadoor S 993 Eddy"
57,"SCORE LESS THAN CUTOFF: Pine Beauchamp Francis 576 Cranston,51.5,PROVIDENCE",['cd1940/entry/1940_Page_1131 (1)_71.png'],BEACHMONT AV,"Basile Orazio M 165 Pine
Beauchamp Francis 576 Cranston"
58,"SCORE LESS THAN CUTOFF: Cranston Bellano Nicholas 171 Westminster rm,70.0,PROVIDENCE",['cd1940/entry/1940_Page_1131 (1)_72.png'],WESTMINSTER ST,"Bedrosian Peter 46 Cranston
Bellano Nicholas 171 Westminster rm"
59,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1131 (2)_1.png'],N/A,"Bigney Clarence M, Union sta"
60,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1132 (1)_1.png'],N/A,BarbersCon
61,FAILED TO PARSE AN ADDRESS,"['cd1940/entry/1940_Page_1132 (2)_67.png', 'cd1940/entry/1940_Page_1132 (2)_68.png']",N/A,"Providence-Biltmore Hotel Barber Shop, Providence-Biltmore"
62,"SCORE LESS THAN CUTOFF: Hddy,75.0,PROVIDENCE",['cd1940/entry/1940_Page_1132 (3)_68.png'],EDDY ST,Volino Antonio 1013 Hddy
63,"SCORE LESS THAN CUTOFF: Eddy 2d fi,78.5,PROVIDENCE",['cd1940/entry/1940_Page_1133 (1)_4.png'],EDDY ST,Yankee Barber Shop 108 Eddy 2d fi
64,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1133 (1)_59.png'],N/A,North End Turkish & Russian Baths
65,"SCORE LESS THAN CUTOFF: Quaid,71.0,PROVIDENCE",['cd1940/entry/1940_Page_1133 (1)_62.png'],QUAIL RIDGE RD,"lic)
Quaid St Bath House 47 Quaid (pub-"
66,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1134 (1)_1.png'],N/A,Beauty ShopsCon
67,"SCORE LESS THAN CUTOFF: Paca pl,65.0,PROVIDENCE",['cd1940/entry/1940_Page_1134 (1)_11.png'],PACKARD ST,Dutchies Beauty Shop 104 Paca pl
68,"SCORE LESS THAN CUTOFF: Empire Ethel Muriel Beauty Shop 4864 Elmwood av,67.5,PROVIDENCE","['cd1940/entry/1940_Page_1134 (1)_25.png', 'cd1940/entry/1940_Page_1134 (1)_26.png']",ELMWOOD AV,"Empire Beauty Shop 30 Empire
Ethel Muriel Beauty Shop 4864 Elm- wood av"
69,"SCORE LESS THAN CUTOFF: Braman Fitzpatrick Alice S,50.0,PROVIDENCE","['cd1940/entry/1940_Page_1134 (1)_34.png', 'cd1940/entry/1940_Page_1134 (1)_35.png', 'cd1940/entry/1940_Page_1134 (1)_36.png']",PATRICIA DR,"Finleys Beauty Shoppe 3 Braman
Fitzpatrick Alice S 120 Union rm 211 and 57 Eddy rm 211 (scalp treat- ment)"
70,EMPTY STREET,"['cd1940/entry/1940_Page_1134 (1)_34.png', 'cd1940/entry/1940_Page_1134 (1)_35.png', 'cd1940/entry/1940_Page_1134 (1)_36.png']",211 ,"Finleys Beauty Shoppe 3 Braman
Fitzpatrick Alice S 120 Union rm 211 and 57 Eddy rm 211 (scalp treat- ment)"
71,"SCORE LESS THAN CUTOFF: Wash rm 203,76,PROVIDENCE","['cd1940/entry/1940_Page_1135 (1)_32.png', 'cd1940/entry/1940_Page_1135 (1)_33.png']",WASHINGTON ST,Supreme Beauty Shoppe 187 Westmin- ster rm 212 and 77 Wash rm 203
72,"SCORE LESS THAN CUTOFF: Wash rm 203,76,PROVIDENCE","['cd1940/entry/1940_Page_1135 (1)_32.png', 'cd1940/entry/1940_Page_1135 (1)_33.png']",WASHINGTON ST,Supreme Beauty Shoppe 187 Westmin- ster rm 212 and 77 Wash rm 203
73,"SCORE LESS THAN CUTOFF: Hape Washington Park Beauty Shop 1474 Broad,71.5,PROVIDENCE","['cd1940/entry/1940_Page_1135 (1)_58.png', 'cd1940/entry/1940_Page_1135 (1)_59.png']",WASHINGTON PL,"Vogue Beauty Shop 957 Hape
Washington Park Beauty Shop 1474 Broad"
74,"SCORE LESS THAN CUTOFF: Angell Wayland Manor Beauty Shop 225,69.5,PROVIDENCE",['cd1940/entry/1940_Page_1135 (1)_60.png'],WAYLAND SQ,"Watts Walter H 501 Angell
Wayland Manor Beauty Shop 225"
75,"SCORE LESS THAN CUTOFF: Westmin-,78.0,PROVIDENCE",['cd1940/entry/1940_Page_1135 (1)_63.png'],WESTMINSTER ST,"205
Willards Beauty Salon 334 Westmin-"
76,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1135 (2)_11.png'],N/A,(See Liquor DealersWholesale)
77,"SCORE LESS THAN CUTOFF: Clemence Congress Alleys Inc,72.0,PROVIDENCE","['cd1940/entry/1940_Page_1135 (2)_50.png', 'cd1940/entry/1940_Page_1135 (2)_51.png']",CLEMENCE ST,"Colangelo Domenico 934 Clemence
Congress Alleys Inc 99 Eddy and 153 Weybosset"
78,"SCORE LESS THAN CUTOFF: Plainfield Hermans Billiard Parlor 191 Weybos-,72.0,PROVIDENCE",['cd1940/entry/1940_Page_1135 (2)_53.png'],PLAINFIELD CIR,"Eddy Effie 562 Plainfield
Hermans Billiard Parlor 191 Weybos-"
79,"SCORE LESS THAN CUTOFF: Codding,67,PROVIDENCE",['cd1940/entry/1940_Page_1135 (3)_31.png'],GOULDING ST,Zimarino Michele A 116 Codding
80,"SCORE LESS THAN CUTOFF: Stevens,71,PROVIDENCE","['cd1940/entry/1940_Page_1136 (1)_30.png', 'cd1940/entry/1940_Page_1136 (1)_31.png', 'cd1940/entry/1940_Page_1136 (1)_32.png']",STEUBEN ST,AMERICAN SCREW CO 21 Stevens tel Dexter 1800 and 588 EddySee page 98 Buyers Guide
81,"SCORE LESS THAN CUTOFF: Hospital Trust bidg 15 Westminster,74.5,PROVIDENCE","['cd1940/entry/1940_Page_1136 (2)_21.png', 'cd1940/entry/1940_Page_1136 (2)_22.png', 'cd1940/entry/1940_Page_1136 (2)_23.png']",WESTMINSTER ST,MILLER & GEORGE 330 Hospital Trust bidg 15 Westminster tel Gas- pee 6070See page 23 Buyers Guide
82,FAILED TO PARSE AN ADDRESS,"['cd1940/entry/1940_Page_1136 (2)_42.png', 'cd1940/entry/1940_Page_1136 (2)_43.png', 'cd1940/entry/1940_Page_1136 (2)_44.png']",N/A,INTERLAKEN MILLS Fiskeville RI tels Valley 480-481See page 102 Buyers Guide
83,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1136 (3)_2.png'],N/A,(For everything connected with this
84,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1136 (3)_3.png'],N/A,industry see Shoes)
85,"SCORE LESS THAN CUTOFF: Sabin Pawtucket,71.5,PROVIDENCE","['cd1940/entry/1940_Page_1137 (1)_11.png', 'cd1940/entry/1940_Page_1137 (1)_12.png', 'cd1940/entry/1940_Page_1137 (1)_13.png']",PAWTUXET AV,SHAW PAPER BOX CO 37 Sabin Paw- tucket tel Perry 0410See page 21 Buyers Guide
86,FAILED TO PARSE AN ADDRESS,"['cd1940/entry/1940_Page_1137 (1)_51.png', 'cd1940/entry/1940_Page_1137 (1)_52.png']",N/A,"Narragansett Brewing Co, Elmwood station, Prov"
87,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1138 (1)_1.png'],N/A,"Brokers, Stocks & BondsCon"
88,FAILED TO PARSE AN ADDRESS,"['cd1940/entry/1940_Page_1138 (1)_39.png', 'cd1940/entry/1940_Page_1138 (1)_40.png']",N/A,"Chapman John M jr, Bucklin cor Wood- man"
89,"SCORE LESS THAN CUTOFF: Armistice blvd Pawtucket,52.0,PROVIDENCE","['cd1940/entry/1940_Page_1138 (2)_11.png', 'cd1940/entry/1940_Page_1138 (2)_12.png']",HARBORSIDE BLVD,SOULE HENRY M 110 Armistice blvd Pawtucket tel Perry 0350See page
90,FAILED TO PARSE AN ADDRESS,['cd1940/entry/1940_Page_1138 (2)_13.png'],N/A,37 Buyers Guide
91,"SCORE LESS THAN CUTOFF: Post rd, Apponaug,58.5,PROVIDENCE","['cd1940/entry/1940_Page_1138 (2)_15.png', 'cd1940/entry/1940_Page_1138 (2)_16.png', 'cd1940/entry/1940_Page_1138 (2)_17.png', 'cd1940/entry/1940_Page_1138 (2)_18.png']",EAST APPROACH,"ALBERTSON CONSTRUCTION CO Inc 3076 Post rd, Apponaug tel Green- wood 1793See page 33 Buyers Guide"
92,EMPTY STREET,"['cd1940/entry/1940_Page_1138 (2)_44.png', 'cd1940/entry/1940_Page_1138 (2)_45.png']",,"Cinder Products Corp, Ellenfield st (blocks)"
93,"SCORE LESS THAN CUTOFF: High Pawtucket,73,PROVIDENCE","['cd1940/entry/1940_Page_1138 (3)_3.png', 'cd1940/entry/1940_Page_1138 (3)_4.png', 'cd1940/entry/1940_Page_1138 (3)_5.png']",PAWTUXET AV,McDUFF COAL & LUMBER CO 11 High Pawtucket tel Perry 2400See page 72 Buyers Guide
94,"SCORE LESS THAN CUTOFF: High Pawtucket,73,PROVIDENCE","['cd1940/entry/1940_Page_1138 (3)_14.png', 'cd1940/entry/1940_Page_1138 (3)_15.png', 'cd1940/entry/1940_Page_1138 (3)_16.png', 'cd1940/entry/1940_Page_1138 (3)_17.png']",PAWTUXET AV,NEWELL COAL & LUMBER CO 28 High Pawtucket tels Perry 7900 and Gaspee 3392See page 72 Buyers Guide
95,EMPTY STREET,"['cd1940/entry/1940_Page_1138 (3)_24.png', 'cd1940/entry/1940_Page_1138 (3)_25.png', 'cd1940/entry/1940_Page_1138 (3)_26.png', 'cd1940/entry/1940_Page_1138 (3)_27.png']",,RHODE ISLAND SAND & GRAVEL CO Kilvert st Hillsgrove tel Williams 3760 (sand)See page 38 Buyers Guide
96,"SCORE LESS THAN CUTOFF: Broadway, East Providence,79.5,PROVIDENCE","['cd1940/entry/1940_Page_1138 (3)_45.png', 'cd1940/entry/1940_Page_1138 (3)_46.png', 'cd1940/entry/1940_Page_1138 (3)_47.png', 'cd1940/entry/1940_Page_1138 (3)_48.png']",PROVIDENCE ST,"SWEENEY BROS CO Inc 866 Broad- way, East Providence tel East Provi- dence 1374 (all types, moving, rais- ing and shoring)"
97,"SCORE LESS THAN CUTOFF: first floor 10 Weybosset,77,PROVIDENCE","['cd1940/entry/1940_Page_1139 (1).chop_1.png', 'cd1940/entry/1940_Page_1139 (1).chop_2.png', 'cd1940/entry/1940_Page_1139 (1).chop_3.png', 'cd1940/entry/1940_Page_1139 (1).chop_4.png', 'cd1940/entry/1940_Page_1139 (1).chop_5.png']",WEYBOSSET ST,ROGER WILLIAMS SAVINGS FUND AND LOAN ASSOCIATION 105 Gros- venor bldg first floor 10 Weybosset tel Gaspee 5112-See page 19 Buyers Guide
98,FAILED TO PARSE AN ADDRESS,"['cd1940/entry/1940_Page_1139 (1).chop_9.png', 'cd1940/entry/1940_Page_1139 (1).chop_10.png']",N/A,"Administration Building, B U, Prospect cor College"
99,FAILED TO PARSE AN ADDRESS,"['cd1940/entry/1940_Page_1139 (1).chop_38.png', 'cd1940/entry/1940_Page_1139 (1).chop_39.png']",N/A,"Brown John Carter Library, Brown opp Georze"
100,FAILED TO PARSE AN ADDRESS,"['cd1940/entry/1940_Page_1139 (1).chop_40.png', 'cd1940/entry/1940_Page_1139 (1).chop_41.png']",N/A,"Brown University, Prospect opp Col- leze"
101,"SCORE LESS THAN CUTOFF: -291 Weybos-,71.5,PROVIDENCE",['cd1940/entry/1940_Page_1139 (1).chop_59.png'],WEYBOSSET ST,Champlin Building 287-291 Weybos-
102,"SCORE LESS THAN CUTOFF: Angell Citizens Savings Bank Building, Westminster junction Cranston,64.0,PROVIDENCE","['cd1940/entry/1940_Page_1139 (1).chop_63.png', 'cd1940/entry/1940_Page_1139 (1).chop_64.png']",WESTMINSTER ST,"Churchill House 155 Angell
Citizens Savings Bank Building, West- minster junction Cranston"
103,"SCORE LESS THAN CUTOFF: Snow Columbus Exchange Building 3 Governor,72.0,PROVIDENCE","['cd1940/entry/1940_Page_1139 (1).chop_66.png', 'cd1940/entry/1940_Page_1139 (1).chop_67.png']",COLUMBUS BLVD,"Columbia Building 15 Snow
Columbus Exchange Building 3 Gover- nor"
104,"SCORE LESS THAN CUTOFF: Crawford sq,69,PROVIDENCE",['cd1940/entry/1940_Page_1139 (2).chop_14.png'],BRADFORD ST,Day Building 5 Crawford sq
