,Drop_Reason,File_List,Street,Text
15,"SCORE LESS THAN CUTOFF: llth St,67.5,PROVIDENCE",['cd1990/entry/1990_Page_89 (1)_5.png'],ALTHEA ST,Poschesci Linda 84 llth St
16,"SCORE LESS THAN CUTOFF: Belcourt Ave,72.5,PROVIDENCE",['cd1990/entry/1990_Page_89 (1)_8.png'],BELMONT AVE,Ribeiro Arlene M Mrs 3 Belcourt Av (NP)
17,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_89 (1)_41.png'],N/A,Carlson Alan Graphics le Jackson Walkway
18,"SCORE LESS THAN CUTOFF: th Floor,71.0,PROVIDENCE","['cd1990/entry/1990_Page_89 (2)_39.png', 'cd1990/entry/1990_Page_89 (2)_40.png', 'cd1990/entry/1990_Page_89 (2)_41.png']",FLORA ST,"Davis Jenckes Kilmarx & Swan Inc One Hospital Trust Plaza, 14th Floor (02903), Tel 273-9000"
19,"SCORE LESS THAN CUTOFF: Turks Head Bldg, 76 Westminster St, Providence, RI,69.0,PROVIDENCE","['cd1990/entry/1990_Page_89 (2)_42.png', 'cd1990/entry/1990_Page_89 (2)_43.png', 'cd1990/entry/1990_Page_89 (2)_44.png', 'cd1990/entry/1990_Page_89 (2)_45.png']",WESTMINSTER ST,"GARDNER SAWYER GATES & SLOAN 1309 Turks Head Bldg, 76 Westminster St, Providence, RI (02903), Tel 421-5927, FAX 421-9506"
20,EMPTY STREET,"['cd1990/entry/1990_Page_89 (2)_52.png', 'cd1990/entry/1990_Page_89 (2)_53.png', 'cd1990/entry/1990_Page_89 (2)_54.png', 'cd1990/entry/1990_Page_89 (2)_55.png', 'cd1990/entry/1990_Page_89 (2)_56.png']",,"HANSON CURRAN PARKS & WHITMAN 1210 Turks Head Bldg (02903-2274), Tel 421-2154, Telecopier (401) 521- 7040"
21,"SCORE LESS THAN CUTOFF: Pine St, 3d Fl, Providence,79.5,PROVIDENCE","['cd1990/entry/1990_Page_89 (3)_6.png', 'cd1990/entry/1990_Page_89 (3)_7.png', 'cd1990/entry/1990_Page_89 (3)_8.png']",PROVIDENCE ST,"MARKOFF & BORISKIN 55 Pine St, 3d Fl, Providence (02903), Tel 272- 9330"
22,"SCORE LESS THAN CUTOFF: Smithfield Av, Lincoln, RI,79.5,PROVIDENCE","['cd1990/entry/1990_Page_89 (3)_12.png', 'cd1990/entry/1990_Page_89 (3)_13.png', 'cd1990/entry/1990_Page_89 (3)_14.png', 'cd1990/entry/1990_Page_89 (3)_15.png']",SMITHFIELD AVE,"OSTER GROFF ATTORNEYS AT LAW 9386 Smithfield Av, Lincoln, RI (02865), Tel 724-2400, FAX 724-1188"
23,"SCORE LESS THAN CUTOFF: -7196),,50.5,PROVIDENCE","['cd1990/entry/1990_Page_89 (3)_22.png', 'cd1990/entry/1990_Page_89 (3)_23.png', 'cd1990/entry/1990_Page_89 (3)_24.png', 'cd1990/entry/1990_Page_89 (3)_25.png', 'cd1990/entry/1990_Page_89 (3)_26.png']",I 195,"ROBERTS CARROLL FELDSTEIN & TUCKER INCORPORATED One Old Stone Square, Providence, RI (02903-7196), Tel (401) 521-7000, Telecopier (401) 521-1328"
24,"SCORE LESS THAN CUTOFF: Bellows St, Warwick, RI,53.5,PROVIDENCE","['cd1990/entry/1990_Page_89 (3)_44.png', 'cd1990/entry/1990_Page_89 (3)_45.png', 'cd1990/entry/1990_Page_89 (3)_46.png', 'cd1990/entry/1990_Page_89 (3)_47.png', 'cd1990/entry/1990_Page_89 (3)_48.png', 'cd1990/entry/1990_Page_89 (3)_49.png']",BIGELOW RD,"MASS AV MASS AUDIO VISUAL EQUIPMENT CORP 100 Bellows St, Warwick, RI (02888), Tel (401) 941- 2780, Corporate Address 103 Terrace Hall Av (Burlington, Ma; 01803), Tel (617) 270-0027"
25,"SCORE LESS THAN CUTOFF: Elmwood Av, Warwick, RI,75.0,PROVIDENCE","['cd1990/entry/1990_Page_90 (2)_20.png', 'cd1990/entry/1990_Page_90 (2)_21.png', 'cd1990/entry/1990_Page_90 (2)_22.png']",ELMWOOD AVE,"ALLENDALE AUTO BODY & SALES 2058 Elmwood Av, Warwick, RI (02888), Tel (401) 781-2300"
26,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE","['cd1990/entry/1990_Page_90 (2)_53.png', 'cd1990/entry/1990_Page_90 (2)_54.png', 'cd1990/entry/1990_Page_90 (2)_55.png']",TARA DR,"GINOS AUTO SALES INC 4 Tag Dr (North Providence; 02911), Tels 353-3773 And 231-8000"
27,EMPTY STREET,"['cd1990/entry/1990_Page_90 (3)_7.png', 'cd1990/entry/1990_Page_90 (3)_8.png', 'cd1990/entry/1990_Page_90 (3)_9.png']",,"ROSSI AUTO BODY INC & Humbert St (North Providence; 02911), Tel 231-9725"
28,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_90 (3)_26.png'],N/A,
29,"SCORE LESS THAN CUTOFF: Francis Av, North Providence, RI,75.5,PROVIDENCE","['cd1990/entry/1990_Page_90 (3)_33.png', 'cd1990/entry/1990_Page_90 (3)_34.png']",PROVIDENCE PL,"BREGGIA AUTO SALES 248 Francis Av, North Providence, RI (02904)"
30,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE",['cd1990/entry/1990_Page_90 (3)_58.png'],TARA DR,Gino's Auto Sales Inc 4 Tag Dr (NP)
31,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE",['cd1990/entry/1990_Page_90 (3)_81.png'],TARA DR,Route Six Auto Sales Inc 11 Tag Dr (NP)
32,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_91 (1)_3.png', 'cd1990/entry/1990_Page_91 (1)_4.png', 'cd1990/entry/1990_Page_91 (1)_5.png']",02771),285 HIGHLAND AVENUE (SEEKONE MA 02771) TELEPHONE 336-3144
33,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE",['cd1990/entry/1990_Page_91 (1)_56.png'],TARA DR,Lion Auto Inc 5 Tag Dr (NP)
34,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_91 (3)_3.png', 'cd1990/entry/1990_Page_91 (3)_4.png']","02860),","206 Pine St, Pawtucket (02860), Tel (401) 728-0088"
35,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE",['cd1990/entry/1990_Page_91 (3)_67.png'],TARA DR,Charlie's Auto Service 1 Tag Dr (NP)
36,"SCORE LESS THAN CUTOFF: BREWERY PARK,70.0,PROVIDENCE","['cd1990/entry/1990_Page_92 (2)_51.png', 'cd1990/entry/1990_Page_92 (2)_52.png']",BREWSTER ST,POLK RL & CO 1155 BREWERY PARK
37,"SCORE LESS THAN CUTOFF: -2697,50.5,PROVIDENCE","['cd1990/entry/1990_Page_92 (2)_54.png', 'cd1990/entry/1990_Page_92 (2)_55.png']",I 295,"DETROIT, MI 48207-2697 TELEPHONE (313) 393-0880"
38,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_92 (3)_1.png'],N/A,AULUIIVUDILE WACMAINU mine
39,"SCORE LESS THAN CUTOFF: BREWERY PARK,70.0,PROVIDENCE","['cd1990/entry/1990_Page_92 (3)_22.png', 'cd1990/entry/1990_Page_92 (3)_23.png']",BREWSTER ST,POLK RL & CO 1155 BREWERY PARK
40,"SCORE LESS THAN CUTOFF: -2697,50.5,PROVIDENCE","['cd1990/entry/1990_Page_92 (3)_25.png', 'cd1990/entry/1990_Page_92 (3)_26.png']",I 295,"DETROIT, MI 48207-2697 TELEPHONE (313) 393-0880"
41,"SCORE LESS THAN CUTOFF: ELM HILL PIKE NASHVILLE TN,57.5,PROVIDENCE","['cd1990/entry/1990_Page_93 (1)_53.png', 'cd1990/entry/1990_Page_93 (1)_54.png', 'cd1990/entry/1990_Page_93 (1)_55.png', 'cd1990/entry/1990_Page_93 (1)_56.png']",OLD SIMMONSVILLE RD,POLK RL & CO 2001 ELM HILL PIKE NASHVILLE TN (37210) TELEPHONE (615) 871-0142
42,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (1)_58.png', 'cd1990/entry/1990_Page_93 (1)_59.png']",N/A,BANK OF NEW ENGLAND-OLD COLONY
43,"SCORE LESS THAN CUTOFF: -0100,50.0,PROVIDENCE",['cd1990/entry/1990_Page_93 (1)_62.png'],10TH ST,TELEPHONE 431-0100
44,ERROR IN STREET MATCHING,['cd1990/entry/1990_Page_93 (1)_65.png'],029093),58 WEYBOSSET STREET (029093)
45,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (1)_66.png'],N/A,CITIZENS BANK
46,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (1)_68.png'],N/A,870 WESTMINSTER STREET
47,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_93 (1)_70.png', 'cd1990/entry/1990_Page_93 (1)_71.png']",02903),(02903) TELEPHONE 4586-7000
48,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (1)_73.png'],N/A,146 WESTMINSTER STREET
49,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_93 (1)_75.png', 'cd1990/entry/1990_Page_93 (1)_76.png']",02908),(02908) TELEPHONE 456-7440
50,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (2)_3.png'],N/A,63 WESTMINSTER STREET
51,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_93 (2)_5.png', 'cd1990/entry/1990_Page_93 (2)_6.png', 'cd1990/entry/1990_Page_93 (2)_7.png']",02903),(02903) TELEPHONE 456-7010 270 ACADEMY AVENUE
52,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_93 (2)_9.png', 'cd1990/entry/1990_Page_93 (2)_10.png']",02908),(02908) TELEPHONE 456-7070
53,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (2)_11.png'],N/A,732 PLAINFIELD STREET
54,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (2)_12.png'],N/A,PROVIDENCE RI
55,ERROR IN STREET MATCHING,['cd1990/entry/1990_Page_93 (2)_13.png'],02909),(02909)
56,"SCORE LESS THAN CUTOFF: -7080,29.0,PROVIDENCE",['cd1990/entry/1990_Page_93 (2)_14.png'],7TH ST,TELEPHONE 456-7080
57,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (2)_15.png'],N/A,120 WATERMAN STREET
58,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (2)_16.png'],N/A,PROVIDENCE RI
59,ERROR IN STREET MATCHING,['cd1990/entry/1990_Page_93 (2)_17.png'],029086),(029086)
60,"SCORE LESS THAN CUTOFF: -7050,29.0,PROVIDENCE",['cd1990/entry/1990_Page_93 (2)_18.png'],I 95,TELEPHONE 456-7050
61,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (2)_19.png'],N/A,1 EMPIRE PLAZA
62,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (2)_20.png'],N/A,PROVIDENCE RI
63,ERROR IN STREET MATCHING,['cd1990/entry/1990_Page_93 (2)_21.png'],02903),(02903)
64,"SCORE LESS THAN CUTOFF: -7155,50.5,PROVIDENCE",['cd1990/entry/1990_Page_93 (2)_22.png'],I 195,TELEPHONE 456-7155
65,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (2)_24.png'],N/A,1525 SMITH STREET
66,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_93 (2)_25.png', 'cd1990/entry/1990_Page_93 (2)_26.png']",02911),(02911) TELEPHONE 456-7020
67,"SCORE LESS THAN CUTOFF: Pontiac Av, PO Box 8830, Cranston, RI,69.0,PROVIDENCE","['cd1990/entry/1990_Page_93 (2)_27.png', 'cd1990/entry/1990_Page_93 (2)_28.png', 'cd1990/entry/1990_Page_93 (2)_29.png', 'cd1990/entry/1990_Page_93 (2)_30.png']",CRANSTON ST,"COLONIAL BANK 1210 Pontiac Av, PO Box 8830, Cranston, RI (02920), Tels (401) 467- 8800, 1-800-234-5855"
68,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (2)_31.png'],N/A,FLEET NATIONAL BANK
69,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_93 (2)_33.png', 'cd1990/entry/1990_Page_93 (2)_34.png']",02903),111 WESTMINSTER STREET (02903) TELEPHONE 278-6000
70,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (2)_36.png', 'cd1990/entry/1990_Page_93 (2)_37.png']",N/A,215 ATWELLS AVENUE TELEPHONE 278-6020
71,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (2)_39.png', 'cd1990/entry/1990_Page_93 (2)_40.png']",N/A,2073 SMITH STREET TELEPHONE 231-6300
72,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (2)_41.png', 'cd1990/entry/1990_Page_93 (2)_42.png']",N/A,814 HOPE STREET TELEPHONE 278-6030
73,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (2)_43.png', 'cd1990/entry/1990_Page_93 (2)_44.png']",N/A,575 CHARLES STREET TELEPHONE 278-6040
74,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (2)_45.png', 'cd1990/entry/1990_Page_93 (2)_46.png']",N/A,661 BROADWAY TELEPHONE 278-6050
75,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (2)_47.png', 'cd1990/entry/1990_Page_93 (2)_48.png']",N/A,1473 BROAD STREET TELEPHONE 278-6025
76,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (2)_49.png', 'cd1990/entry/1990_Page_93 (2)_50.png']",N/A,457 ANGELL STREET TELEPHONE 278-6090
77,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (2)_51.png'],N/A,HUNTINGTON PARK
78,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (2)_52.png', 'cd1990/entry/1990_Page_93 (2)_53.png']",N/A,125 DUPONT DRIVE TELEPHONE 278-6035
79,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (2)_77.png', 'cd1990/entry/1990_Page_93 (2)_78.png']",N/A,BANK OF NEW ENGLAND-OLD COLONY
80,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_93 (2)_80.png', 'cd1990/entry/1990_Page_93 (2)_81.png', 'cd1990/entry/1990_Page_93 (2)_82.png']",02803),58 WEYBOSSET STREET (02803) TELEPHONE 431-0100
81,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (3)_3.png'],N/A,BANK OF NEW ENGLAND-OLD
82,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (3)_5.png', 'cd1990/entry/1990_Page_93 (3)_6.png']",N/A,489 ANGELL STREET TELEPHONE 421-2243
83,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (3)_8.png', 'cd1990/entry/1990_Page_93 (3)_9.png', 'cd1990/entry/1990_Page_93 (3)_10.png', 'cd1990/entry/1990_Page_93 (3)_11.png', 'cd1990/entry/1990_Page_93 (3)_12.png']",N/A,11 WATERMAN STREET TELEPHONE 231-7900 1080 CHARLES STREET (02911) TELEPHONE 728-6001
84,ERROR IN STREET MATCHING,['cd1990/entry/1990_Page_93 (3)_13.png'],1st,Citizens Bank 1st Fl One Empire Plaza
85,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (3)_37.png'],N/A,FLEET NATIONAL BANK
86,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_93 (3)_39.png', 'cd1990/entry/1990_Page_93 (3)_40.png']",02903),111 WESTMINSTER STREET (02903) TELEPHONE 278-6000
87,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (3)_42.png', 'cd1990/entry/1990_Page_93 (3)_43.png']",N/A,215 ATWELLS AVENUE TELEPHONE 278-6020
88,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (3)_45.png', 'cd1990/entry/1990_Page_93 (3)_46.png']",N/A,2073 SMITH STREET TELEPHONE 231-6300
89,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (3)_47.png', 'cd1990/entry/1990_Page_93 (3)_48.png']",N/A,814 HOPE STREET TELEPHONE 278-6030
90,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (3)_49.png', 'cd1990/entry/1990_Page_93 (3)_50.png']",N/A,575 CHARLES STREET TELEPHONE 278-6040
91,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (3)_51.png', 'cd1990/entry/1990_Page_93 (3)_52.png']",N/A,661 BROADWAY TELEPHONE 278-6050
92,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (3)_53.png', 'cd1990/entry/1990_Page_93 (3)_54.png']",N/A,1473 BROAD STREET TELEPHONE 278-6025
93,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (3)_55.png', 'cd1990/entry/1990_Page_93 (3)_56.png']",N/A,457 ANGELL STREET TELEPHONE 278-6090
94,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_93 (3)_57.png'],N/A,HUNTINGTON PARK
95,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_93 (3)_58.png', 'cd1990/entry/1990_Page_93 (3)_59.png']",N/A,125 DUPONT DRIVE TELEPHONE 278-6085
96,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_94 (1)_7.png', 'cd1990/entry/1990_Page_94 (1)_8.png']",N/A,OLD STONE CORPORATION
97,EMPTY STREET,"['cd1990/entry/1990_Page_94 (1)_10.png', 'cd1990/entry/1990_Page_94 (1)_11.png']",,"150 S Main St (Providence; 02903), Tel 278-2000"
98,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_94 (1)_12.png', 'cd1990/entry/1990_Page_94 (1)_13.png', 'cd1990/entry/1990_Page_94 (1)_14.png']",N/A,RHODE ISLAND HOSPITAL TRUST NATIONAL BANK
99,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_94 (1)_16.png', 'cd1990/entry/1990_Page_94 (1)_17.png', 'cd1990/entry/1990_Page_94 (1)_18.png', 'cd1990/entry/1990_Page_94 (1)_19.png', 'cd1990/entry/1990_Page_94 (1)_20.png']",02903),(02903) TELEPHONE 278-8454 10 DORRANCE STREET (02903) TELEPHONE 278-8100
100,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_94 (1)_21.png', 'cd1990/entry/1990_Page_94 (1)_22.png']",02906),238 THAYER STREET (02906)
101,"SCORE LESS THAN CUTOFF: -8138,29.0,PROVIDENCE",['cd1990/entry/1990_Page_94 (1)_23.png'],1ST ST,TELEPHONE 278-8138
102,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_94 (1)_24.png', 'cd1990/entry/1990_Page_94 (1)_25.png']",02904),501 N MAIN STREET (02904)
103,"SCORE LESS THAN CUTOFF: -8090,29.0,PROVIDENCE",['cd1990/entry/1990_Page_94 (1)_26.png'],I 95,TELEPHONE 278-8090
104,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_94 (1)_27.png'],N/A,RHODE ISLAND HOSPITAL
105,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_94 (1)_29.png', 'cd1990/entry/1990_Page_94 (1)_30.png']",02902),583 EDDY STREET (02902)
106,"SCORE LESS THAN CUTOFF: -1330,50.0,PROVIDENCE",['cd1990/entry/1990_Page_94 (1)_31.png'],10TH ST,TELEPHONE 276-1330
107,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_94 (1)_32.png'],N/A,PROVIDENCE COLLEGE OFFICE
108,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_94 (1)_33.png', 'cd1990/entry/1990_Page_94 (1)_34.png']",02918),SLAVIN CENTER (02918)
109,"SCORE LESS THAN CUTOFF: -1354,50.5,PROVIDENCE",['cd1990/entry/1990_Page_94 (1)_35.png'],I 195,TELEPHONE 276-1354
110,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_94 (1)_36.png'],N/A,ATWELLS AVENUE OFFICE
111,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_94 (1)_37.png', 'cd1990/entry/1990_Page_94 (1)_38.png']",029808),280 ATWELLS AVENUE (029808)
112,"SCORE LESS THAN CUTOFF: -3244,29.0,PROVIDENCE",['cd1990/entry/1990_Page_94 (1)_39.png'],2ND ST,TELEPHONE 421-3244
113,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_94 (1)_40.png'],N/A,CHARLES STREET OFFICE
114,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_94 (1)_41.png', 'cd1990/entry/1990_Page_94 (1)_42.png']",02904),591 CHARLES STREET (02904)
115,"SCORE LESS THAN CUTOFF: -9260,29.0,PROVIDENCE",['cd1990/entry/1990_Page_94 (1)_43.png'],I 95,TELEPHONE 751-9260
116,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_94 (1)_44.png'],N/A,ELMGROVE AVENUE OFFICE
117,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_94 (1)_45.png', 'cd1990/entry/1990_Page_94 (1)_46.png']",02906),131 ELMGROVE AVENUE (02906)
118,"SCORE LESS THAN CUTOFF: -9220,29.0,PROVIDENCE",['cd1990/entry/1990_Page_94 (1)_47.png'],I 95,TELEPHONE 751-9220
119,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_94 (1)_48.png'],N/A,ELMHURST OFFICE
120,FAILED TO PARSE AN ADDRESS,['cd1990/entry/1990_Page_94 (1)_49.png'],N/A,1025 SMITH STREET
121,ERROR IN STREET MATCHING,"['cd1990/entry/1990_Page_94 (1)_50.png', 'cd1990/entry/1990_Page_94 (1)_51.png']",02908),(02908) TELEPHONE 274-1025
122,FAILED TO PARSE AN ADDRESS,"['cd1990/entry/1990_Page_94 (1)_83.png', 'cd1990/entry/1990_Page_94 (1)_84.png']",N/A,Hospital Trust Barber Shop One Hosp Trust Plaza Ist Fl
123,"SCORE LESS THAN CUTOFF: Park Av, Cranston, RI,79.5,PROVIDENCE","['cd1990/entry/1990_Page_95 (3)_53.png', 'cd1990/entry/1990_Page_95 (3)_54.png', 'cd1990/entry/1990_Page_95 (3)_55.png', 'cd1990/entry/1990_Page_95 (3)_56.png']",CRANSTON ST,"CULLCO COMMUNICATIONS 1424 Park Av, Cranston, RI (02920). Tels 946-3150, 942-0050"
124,"SCORE LESS THAN CUTOFF: Barton St, PO Box 520, Pawtucket,59.5,PROVIDENCE","['cd1990/entry/1990_Page_96 (1)_21.png', 'cd1990/entry/1990_Page_96 (1)_22.png', 'cd1990/entry/1990_Page_96 (1)_23.png', 'cd1990/entry/1990_Page_96 (1)_24.png', 'cd1990/entry/1990_Page_96 (1)_25.png']",PAWTUXET AV,"M & F CASE CO INC 335 Barton St, PO Box 520, Pawtucket (02860), Tels (401) 722- 4830, FAX (401) 725-8652, 1-800-343- 8820"
125,"SCORE LESS THAN CUTOFF: th Fl,65,PROVIDENCE","['cd1990/entry/1990_Page_96 (3)_22.png', 'cd1990/entry/1990_Page_96 (3)_23.png']",4TH ST,Dean Witter Reynolds Inc One Hosp Trust Plaza 20th Fl
126,"SCORE LESS THAN CUTOFF: KENNEDY PLAZA 1200 FLEET CENTER,76.0,PROVIDENCE","['cd1990/entry/1990_Page_96 (3)_27.png', 'cd1990/entry/1990_Page_96 (3)_28.png', 'cd1990/entry/1990_Page_96 (3)_29.png', 'cd1990/entry/1990_Page_96 (3)_30.png', 'cd1990/entry/1990_Page_96 (3)_31.png']",KENNEDY PLZ,KIDDER PEABODY & CO INC 50 KENNEDY PLAZA 1200 FLEET CENTER (02903) TELEPHONE 863-8200
127,"SCORE LESS THAN CUTOFF: th Fl,65,PROVIDENCE","['cd1990/entry/1990_Page_96 (3)_32.png', 'cd1990/entry/1990_Page_96 (3)_33.png']",4TH ST,Merrill Lynch Pierce Fenner & Smith Inc One Hosp Trust Plaza 18th Fl
