,Drop_Reason,File_List,Street,Text
63,"SCORE LESS THAN CUTOFF: Pine Pawtucket PO Box,65.0,PROVIDENCE","['cd1941/entry/1941_Page_1139 (1)_20.png', 'cd1941/entry/1941_Page_1139 (1)_21.png', 'cd1941/entry/1941_Page_1139 (1)_22.png', 'cd1941/entry/1941_Page_1139 (1)_23.png']",PAWTUXET AV,"NATIONAL RING TRAVELER CO 354 Pine, Pawtucket and PO Box 1565, Providence tel GAspee 4528See page 70 Buyers Guide"
64,"SCORE LESS THAN CUTOFF: Plain Recreation Billiard Academy 37 Clemence,50.5,PROVIDENCE","['cd1941/entry/1941_Page_1139 (1)_64.png', 'cd1941/entry/1941_Page_1139 (1)_65.png']",CELEBRATION WY,"Raymond Leo 300 Plain
Recreation Billiard Academy 37 Cle- mence"
65,"SCORE LESS THAN CUTOFF: Wickenden Strand Billiard Parlors 147 Westmin-,66.5,PROVIDENCE",['cd1941/entry/1941_Page_1139 (1)_66.png'],WICKENDEN ST,"Rei Delvina Mrs 8 Wickenden
Strand Billiard Parlors 147 Westmin-"
66,FAILED TO PARSE AN ADDRESS,['cd1941/entry/1941_Page_1139 (2)_1.png'],N/A,Bird & Pet Animal Dealers
67,"SCORE LESS THAN CUTOFF: Codding,67,PROVIDENCE",['cd1941/entry/1941_Page_1139 (2)_17.png'],GOULDING ST,Zimarino Michele A 116 Codding
68,"SCORE LESS THAN CUTOFF: Sabin, Pawtucket,71.5,PROVIDENCE","['cd1941/entry/1941_Page_1139 (2)_20.png', 'cd1941/entry/1941_Page_1139 (2)_21.png', 'cd1941/entry/1941_Page_1139 (2)_22.png']",PAWTUXET AV,"HALL J C CO The 21 Sabin, Pawtucket tels DExter 1124 and PErry 9512 See page 82 Buyers Guide"
69,"SCORE LESS THAN CUTOFF: Stevens,71,PROVIDENCE","['cd1941/entry/1941_Page_1139 (2)_67.png', 'cd1941/entry/1941_Page_1139 (2)_68.png', 'cd1941/entry/1941_Page_1139 (2)_69.png']",STEUBEN ST,AMERICAN SCREW CO 21 Stevens tel DExter 1800 and 588 EddySee page 89 Buyers Guide
70,"SCORE LESS THAN CUTOFF: Sabin, Pawtucket,71.5,PROVIDENCE","['cd1941/entry/1941_Page_1139 (3)_57.png', 'cd1941/entry/1941_Page_1139 (3)_58.png', 'cd1941/entry/1941_Page_1139 (3)_59.png']",PAWTUXET AV,"HALL J C CO The 21 Sabin, Pawtucket tels DExter 1124 and PErry 9512 See page 82 Buyers Guide"
71,FAILED TO PARSE AN ADDRESS,"['cd1941/entry/1941_Page_1139 (3)_67.png', 'cd1941/entry/1941_Page_1139 (3)_68.png', 'cd1941/entry/1941_Page_1139 (3)_69.png']",N/A,INTERLAKEN MILLS Fiskeville R I tels VAlley 480-481See page 94 Buyers Guide
72,"SCORE LESS THAN CUTOFF: Pond, W Warwick,79.0,PROVIDENCE","['cd1941/entry/1941_Page_1140 (1)_30.png', 'cd1941/entry/1941_Page_1140 (1)_31.png', 'cd1941/entry/1941_Page_1140 (1)_32.png']",WARWICK AV,"WARWICK CLUB GINGER ALE CO Inc 108 Pond, W Warwick tel VAlley 565"
73,"SCORE LESS THAN CUTOFF: Pleas ant Valley pkwy,77.5,PROVIDENCE","['cd1941/entry/1941_Page_1140 (1)_38.png', 'cd1941/entry/1941_Page_1140 (1)_39.png']",GREEN VALLEY DR,Coca-Cola Bottling Co of R I 95 Pleas ant Valley pkwy
74,"SCORE LESS THAN CUTOFF: Sabin Pawtucket,71.5,PROVIDENCE","['cd1941/entry/1941_Page_1140 (2)_31.png', 'cd1941/entry/1941_Page_1140 (2)_32.png', 'cd1941/entry/1941_Page_1140 (2)_33.png']",PAWTUXET AV,SHAW PAPER BOX CO 37 Sabin Paw- tucket tel PErry 0410See page 20 Buyers Guide
75,"SCORE LESS THAN CUTOFF: Armistice blvd Pawtucket,52.0,PROVIDENCE","['cd1941/entry/1941_Page_1141 (2)_41.png', 'cd1941/entry/1941_Page_1141 (2)_42.png', 'cd1941/entry/1941_Page_1141 (2)_43.png']",HARBORSIDE BLVD,SOULE HENRY M CO 110 Armistice blvd Pawtucket tel PErry 0350See page 35 Buyers Guide
76,"SCORE LESS THAN CUTOFF: High, Pawtucket,73,PROVIDENCE","['cd1941/entry/1941_Page_1141 (3)_31.png', 'cd1941/entry/1941_Page_1141 (3)_32.png', 'cd1941/entry/1941_Page_1141 (3)_33.png']",PAWTUXET AV,"McDUFF COAL & LUMBER CO 11 High, Pawtucket tel PErry 2400-See page 65 Buyers Guide"
77,"SCORE LESS THAN CUTOFF: High, Pawtucket,73,PROVIDENCE","['cd1941/entry/1941_Page_1141 (3)_44.png', 'cd1941/entry/1941_Page_1141 (3)_45.png', 'cd1941/entry/1941_Page_1141 (3)_46.png', 'cd1941/entry/1941_Page_1141 (3)_47.png']",PAWTUXET AV,"NEWELL COAL & LUMBER CO 28 High, Pawtucket tels PErry 7900 and GAspee 3392See page 66 Buyers Guide"
78,EMPTY STREET,"['cd1941/entry/1941_Page_1141 (3)_57.png', 'cd1941/entry/1941_Page_1141 (3)_58.png', 'cd1941/entry/1941_Page_1141 (3)_59.png', 'cd1941/entry/1941_Page_1141 (3)_60.png']",,RHODE ISLAND SAND & GRAVEL CO Kilvert st Hillsgrove tel Williams 3760 (sand)-See page 36 Buyers Guide
79,FAILED TO PARSE AN ADDRESS,['cd1941/entry/1941_Page_1142 (1)_1.png'],N/A,Building Materials & SuppliesCon
80,"SCORE LESS THAN CUTOFF: Broadway, East Providence,79.5,PROVIDENCE","['cd1941/entry/1941_Page_1142 (1)_11.png', 'cd1941/entry/1941_Page_1142 (1)_12.png', 'cd1941/entry/1941_Page_1142 (1)_13.png', 'cd1941/entry/1941_Page_1142 (1)_14.png']",PROVIDENCE ST,"SWEENEY BROS CO Inc 866 Broad- way, East Providence tel East Provi- dence 1374 (all types, moving, rais- ing and shoring)"
81,"SCORE LESS THAN CUTOFF: first floor 10 Weybosset,77,PROVIDENCE","['cd1941/entry/1941_Page_1142 (1)_35.png', 'cd1941/entry/1941_Page_1142 (1)_36.png', 'cd1941/entry/1941_Page_1142 (1)_37.png', 'cd1941/entry/1941_Page_1142 (1)_38.png', 'cd1941/entry/1941_Page_1142 (1)_39.png']",WEYBOSSET ST,ROGER WILLIAMS SAVINGS FUND AND LOAN ASSOCIATION 105 Gros- venor bldg first floor 10 Weybosset tel GAspee 5112-See page 18 Buyers Guide
82,FAILED TO PARSE AN ADDRESS,"['cd1941/entry/1941_Page_1142 (1)_50.png', 'cd1941/entry/1941_Page_1142 (1)_51.png']",N/A,Armory of Providence Marine Corps of Main
83,FAILED TO PARSE AN ADDRESS,"['cd1941/entry/1941_Page_1142 (1)_69.png', 'cd1941/entry/1941_Page_1142 (1)_70.png']",N/A,"Brown John Carter Library, Brown opp George"
84,FAILED TO PARSE AN ADDRESS,"['cd1941/entry/1941_Page_1142 (1)_71.png', 'cd1941/entry/1941_Page_1142 (1)_72.png']",N/A,"Brown University Administration Building, Prospect cor College"
85,"SCORE LESS THAN CUTOFF: Crawford sq,69,PROVIDENCE",['cd1941/entry/1941_Page_1142 (2)_33.png'],BRADFORD ST,Day Building 5 Crawford sq
86,"SCORE LESS THAN CUTOFF: Chestnut and: 70 Ship,78.5,PROVIDENCE","['cd1941/entry/1941_Page_1142 (2)_36.png', 'cd1941/entry/1941_Page_1142 (2)_37.png']",CHESTNUT ST,Doran Building 150 Chestnut and: 70 Ship
87,EMPTY STREET,"['cd1941/entry/1941_Page_1142 (2)_53.png', 'cd1941/entry/1941_Page_1142 (2)_54.png']",,"Equitable Building, Custom House st cor Weybosset"
88,FAILED TO PARSE AN ADDRESS,"['cd1941/entry/1941_Page_1142 (2)_58.png', 'cd1941/entry/1941_Page_1142 (2)_59.png']",N/A,"Federal Building, Exchange cor Ex- change pl"
89,FAILED TO PARSE AN ADDRESS,"['cd1941/entry/1941_Page_1142 (3)_10.png', 'cd1941/entry/1941_Page_1142 (3)_11.png']",N/A,"Hay John Library Building, Prospect cor College"
90,FAILED TO PARSE AN ADDRESS,"['cd1941/entry/1941_Page_1142 (3)_68.png', 'cd1941/entry/1941_Page_1142 (3)_69.png']",N/A,New England Telephone & Telegraph Co Building 112 Union and 234 Wash
91,FAILED TO PARSE AN ADDRESS,"['cd1941/entry/1941_Page_1142 (3)_71.png', 'cd1941/entry/1941_Page_1142 (3)_72.png']",N/A,"New York, New Haven & Hartford Railroad Buildings, Exchange ter"
92,"SCORE LESS THAN CUTOFF: Weybosset Eddy Pine Garnet,75.5,PROVIDENCE","['cd1941/entry/1941_Page_1142 (3)_81.png', 'cd1941/entry/1941_Page_1142 (3)_82.png', 'cd1941/entry/1941_Page_1142 (3)_83.png']",WEYBOSSET ST,"Outlet Building 176 Weybosset, Eddy, Pine and Garnet"
93,FAILED TO PARSE AN ADDRESS,"['cd1941/entry/1941_Page_1143 (1)_10.png', 'cd1941/entry/1941_Page_1143 (1)_11.png']",N/A,"Post Office Annex, Exchange cor Ex- change ter"
94,FAILED TO PARSE AN ADDRESS,"['cd1941/entry/1941_Page_1143 (1)_14.png', 'cd1941/entry/1941_Page_1143 (1)_15.png']",N/A,"Providence Biltmore The, Dorrance cor Wash"
95,EMPTY STREET,"['cd1941/entry/1941_Page_1143 (1)_40.png', 'cd1941/entry/1941_Page_1143 (1)_41.png']",,"RI School of Design Auditorium, Canal st"
96,"SCORE LESS THAN CUTOFF: Benent,77,PROVIDENCE","['cd1941/entry/1941_Page_1143 (2)_3.png', 'cd1941/entry/1941_Page_1143 (2)_4.png']",BENEFIT ST,Supreme Court Building (old) 205 Benent
97,FAILED TO PARSE AN ADDRESS,['cd1941/entry/1941_Page_1143 (2)_19.png'],N/A,"Union Station, Exchange ter"
98,"SCORE LESS THAN CUTOFF: Broad, 364, 829 and: 1932 Westminster,74.5,PROVIDENCE","['cd1941/entry/1941_Page_1143 (3)_52.png', 'cd1941/entry/1941_Page_1143 (3)_53.png']",WESTMINSTER ST,"Kennedy & Co Inc 1503 Broad, 364, 829 and: 1932 Westminster"
99,"SCORE LESS THAN CUTOFF: all other business call Plantations 4414See insert opp page 33,47.0,PROVIDENCE","['cd1941/entry/1941_Page_1143 (3)_58.png', 'cd1941/entry/1941_Page_1143 (3)_59.png', 'cd1941/entry/1941_Page_1143 (3)_60.png', 'cd1941/entry/1941_Page_1143 (3)_61.png', 'cd1941/entry/1941_Page_1143 (3)_62.png']",UNION STATION ST,PROVIDENCE PUBLIC MARKET CO 880-394 Westminster to place an or- der call PLantations 1234 all other business call Plantations 4414See insert opp page 33
100,FAILED TO PARSE AN ADDRESS,['cd1941/entry/1941_Page_1144 (1)_1.png'],N/A,
101,FAILED TO PARSE AN ADDRESS,['cd1941/entry/1941_Page_1144 (1)_2.png'],N/A,"Butter, Cheese & Eqgs, WholesaleCon"
