,Drop_Reason,File_List,Street,Text
36,EMPTY STREET,"['cd1972/entry/1972_Page_111 (3)_38.png', 'cd1972/entry/1972_Page_111 (3)_39.png', 'cd1972/entry/1972_Page_111 (3)_40.png']",3 ,"FINN AUTO SALES & SALVAGE INC, Rt 3 (Coventry; 02889), Tels 821-2011 And 828-2995 (See Index To Advertisers)"
37,FAILED TO PARSE AN ADDRESS,['cd1972/entry/1972_Page_112 (1)_9.png'],N/A,POLK RL & CO
38,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE","['cd1972/entry/1972_Page_112 (1)_11.png', 'cd1972/entry/1972_Page_112 (1)_12.png']",1ST ST,"431 HOWARD STREET DETROIT, MICHIGAN 48231"
39,"SCORE LESS THAN CUTOFF: ELM HILL PIKE NASHVILLE, TENNESSEE 37217,51.5,PROVIDENCE","['cd1972/entry/1972_Page_112 (3)_7.png', 'cd1972/entry/1972_Page_112 (3)_8.png', 'cd1972/entry/1972_Page_112 (3)_9.png']",OLD SIMMONSVILLE RD,"POLK RL & CO 2001 ELM HILL PIKE NASHVILLE, TENNESSEE 37217"
40,EMPTY STREET,"['cd1972/entry/1972_Page_112 (3)_61.png', 'cd1972/entry/1972_Page_112 (3)_62.png']",,215 ATWELLS AV TELEPHONE 278-6020
41,EMPTY STREET,['cd1972/entry/1972_Page_112 (3)_64.png'],,582 ELMWOOD AV
42,"SCORE LESS THAN CUTOFF: -1100,50.0,PROVIDENCE",['cd1972/entry/1972_Page_112 (3)_65.png'],10TH ST,TELEPHONE 781-1100
43,"SCORE LESS THAN CUTOFF: -4070,29.0,PROVIDENCE",['cd1972/entry/1972_Page_112 (3)_68.png'],4TH ST,TELEPHONE 521-4070
44,FAILED TO PARSE AN ADDRESS,"['cd1972/entry/1972_Page_112 (3)_76.png', 'cd1972/entry/1972_Page_112 (3)_77.png']",N/A,62 DORRANCE STREET TELEPHONE 521-9700
45,EMPTY STREET,"['cd1972/entry/1972_Page_113 (1)_7.png', 'cd1972/entry/1972_Page_113 (1)_8.png']",,457 ANGELL ST TELEPHONE 278-6090
46,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_113 (1)_27.png'],"02904),","(02904), Tel 351-5450, 1917 Westminster"
47,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_113 (1)_28.png'],"02909),","St (02909), Tel 351-9830, 1477 Broad St"
48,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_113 (1)_29.png'],"02905),","(02905), Tel 941-4400, Other Branches:"
49,EMPTY STREET,['cd1972/entry/1972_Page_113 (1)_30.png'],,"464 Hope St (Bristol, RI 02809), 1030"
50,"SCORE LESS THAN CUTOFF: ), 555,34.5,PROVIDENCE",['cd1972/entry/1972_Page_113 (1)_31.png'],I 95,"Park Av (Cranston, RI 02910), 555"
51,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_113 (1)_32.png'],"02818),","Main St (East Greenwich RI 02818),"
52,EMPTY STREET,['cd1972/entry/1972_Page_113 (1)_33.png'],,"1859 Pawtucket Av (East Providence,"
53,EMPTY STREET,['cd1972/entry/1972_Page_113 (1)_37.png'],146 ,Park Sq-Rte 146 (North Smithfield) 65
54,"SCORE LESS THAN CUTOFF: ) 401,33,PROVIDENCE",['cd1972/entry/1972_Page_113 (1)_38.png'],1ST ST,"Goff Av (Pawtucket, RI 02860) 401"
55,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_113 (1)_39.png'],"02879),","Kingstown Rd (Wakefield, RI 02879),"
56,EMPTY STREET,['cd1972/entry/1972_Page_113 (1)_40.png'],,"521 Main St (Warren, RI 02885), 555"
57,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_113 (1)_41.png'],"02886),","Greenwich Av (Warwick RI, 02886),"
58,EMPTY STREET,['cd1972/entry/1972_Page_113 (1)_42.png'],,"Hoxie-10 West Shore Rd (Warwick, RI"
59,ERROR IN STREET MATCHING,"['cd1972/entry/1972_Page_113 (1)_46.png', 'cd1972/entry/1972_Page_113 (1)_47.png']",02895),"St (Woonsocket, RI 02895) (See Index To Advertisers)"
60,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_113 (1)_57.png'],"02904),","(02904), Tel 351-5450, 1917 Westminster"
61,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_113 (1)_58.png'],"02909),","St (02909), Tel 351-9830, 1477 Broad St"
62,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_113 (1)_59.png'],"02905),","(02905), Tel 941-4400, Other Branches:"
63,EMPTY STREET,['cd1972/entry/1972_Page_113 (1)_60.png'],,"464 Hope St (Bristol, RI 02809), 1030"
64,"SCORE LESS THAN CUTOFF: ), 555,34.5,PROVIDENCE",['cd1972/entry/1972_Page_113 (1)_61.png'],I 95,"Park Av (Cranston, RI 02910), 555"
65,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_113 (1)_62.png'],"02818),","Main St (East Greenwich, RI 02818),"
66,EMPTY STREET,['cd1972/entry/1972_Page_113 (1)_63.png'],,"1859 Pawtucket Av (East Providence,"
67,EMPTY STREET,['cd1972/entry/1972_Page_113 (1)_67.png'],146 ,"Park Sq, Rte 146 (North Smithfield), 65"
68,"SCORE LESS THAN CUTOFF: ), 401,33.0,PROVIDENCE",['cd1972/entry/1972_Page_113 (1)_68.png'],1ST ST,"Goff Av (Pawtucket, RI 02860), 401"
69,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_113 (1)_69.png'],"02879),","Kingstown Rd (Wakefield, RI 02879),"
70,EMPTY STREET,['cd1972/entry/1972_Page_113 (1)_70.png'],,"521 Main St (Warren, RI 02885), 555"
71,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_113 (1)_71.png'],"02886),","Greenwich Av (Warwick, RI 02886),"
72,"SCORE LESS THAN CUTOFF: Broad St, And And,74.0,PROVIDENCE",['cd1972/entry/1972_Page_113 (1)_73.png'],BROAD ST,"RI 02888), 35 Broad St, And And"
73,FAILED TO PARSE AN ADDRESS,['cd1972/entry/1972_Page_113 (1)_74.png'],N/A,"Franklin Shopping Plaza (Westerly, RI"
74,EMPTY STREET,"['cd1972/entry/1972_Page_113 (2)_37.png', 'cd1972/entry/1972_Page_113 (2)_38.png', 'cd1972/entry/1972_Page_113 (2)_39.png', 'cd1972/entry/1972_Page_113 (2)_40.png']",116 ,"JOHNNY SHADOW RESTAURANT INC, Geo Washington Hwy Rt 116 (S Lincoln; 02865), Tel 728-6611 (See Index To Advertisers)"
75,FAILED TO PARSE AN ADDRESS,['cd1972/entry/1972_Page_114 (1)_52.png'],N/A,Persia Mario (Persia Barber Salon)
76,FAILED TO PARSE AN ADDRESS,"['cd1972/entry/1972_Page_114 (2)_29.png', 'cd1972/entry/1972_Page_114 (2)_30.png']",N/A,Union Station Barber Shop Union Station
77,EMPTY STREET,"['cd1972/entry/1972_Page_114 (2)_57.png', 'cd1972/entry/1972_Page_114 (2)_58.png', 'cd1972/entry/1972_Page_114 (2)_59.png', 'cd1972/entry/1972_Page_114 (2)_60.png', 'cd1972/entry/1972_Page_114 (2)_61.png']",,"NIAGARA BASEMENT WATERPROOFING, Waterman Av (East Providence, RI; 02914), Tels 434- 3150, Fall River 617-674-4960 (See Index To Advertisers)"
78,"SCORE LESS THAN CUTOFF: Pomfret St,71,PROVIDENCE",['cd1972/entry/1972_Page_117 (1)_7.png'],SOMERSET ST,Abrams Philip Inc 2 Pomfret St
79,"SCORE LESS THAN CUTOFF: Eddy St, PO Box 2192,67.5,PROVIDENCE","['cd1972/entry/1972_Page_117 (1)_45.png', 'cd1972/entry/1972_Page_117 (1)_46.png', 'cd1972/entry/1972_Page_117 (1)_47.png', 'cd1972/entry/1972_Page_117 (1)_48.png']",EDDY ST,"RAM CONSTRUCTION CO, 1025 Eddy St, PO Box 2192 (02905), Tels 724-2814, Office 461-1771 (Sec Index To Advertisers)"
80,FAILED TO PARSE AN ADDRESS,['cd1972/entry/1972_Page_117 (2)_15.png'],N/A,
81,FAILED TO PARSE AN ADDRESS,['cd1972/entry/1972_Page_117 (2)_39.png'],N/A,PAINE WEBBER JACKSON
82,ERROR IN STREET MATCHING,"['cd1972/entry/1972_Page_117 (2)_43.png', 'cd1972/entry/1972_Page_117 (2)_44.png', 'cd1972/entry/1972_Page_117 (2)_45.png']",02903),(02903) TELEPHONE 274-6900 (See Index To Advertisers)
83,"SCORE LESS THAN CUTOFF: STATION STREET. CRANSTON, RI 02910,70.0,PROVIDENCE","['cd1972/entry/1972_Page_117 (3)_52.png', 'cd1972/entry/1972_Page_117 (3)_53.png', 'cd1972/entry/1972_Page_117 (3)_54.png', 'cd1972/entry/1972_Page_117 (3)_55.png', 'cd1972/entry/1972_Page_117 (3)_56.png']",CRANSTON ST,"MANCHESTER & HUDSON Co 300 STATION STREET. CRANSTON, RI 02910 TELEPHONE 467-8815"
84,"SCORE LESS THAN CUTOFF: Hospital Trust Bldg, 15 Westminster,74.5,PROVIDENCE","['cd1972/entry/1972_Page_118 (2)_35.png', 'cd1972/entry/1972_Page_118 (2)_36.png', 'cd1972/entry/1972_Page_118 (2)_37.png']",WESTMINSTER ST,"HOSPITAL TRUST BUILDING 540 Hospital Trust Bldg, 15 Westminster (02903), Tel 521-6700"
85,FAILED TO PARSE AN ADDRESS,"['cd1972/entry/1972_Page_118 (2)_73.png', 'cd1972/entry/1972_Page_118 (2)_74.png']",N/A,New England Telephone & Telegraph Co Bldg 234 Washington St
86,EMPTY STREET,['cd1972/entry/1972_Page_118 (3)_49.png'],,State Health Building Davis St
87,FAILED TO PARSE AN ADDRESS,['cd1972/entry/1972_Page_119 (1)_62.png'],N/A,INDUSTRIAL NATIONAL BANK
88,"SCORE LESS THAN CUTOFF: 3,50.0,PROVIDENCE","['cd1972/entry/1972_Page_119 (1)_64.png', 'cd1972/entry/1972_Page_119 (1)_65.png', 'cd1972/entry/1972_Page_119 (1)_66.png']",3RD ST,111 WESTMINSTER STREET PROVIDENCE R I 02903 TELEPHONE 278-6000
89,"SCORE LESS THAN CUTOFF: Pomfret St,71,PROVIDENCE",['cd1972/entry/1972_Page_119 (3)_59.png'],SOMERSET ST,Stiller Carpet Co 9 Pomfret St
90,"SCORE LESS THAN CUTOFF: Douglas Av, Providence, RI,79.5,PROVIDENCE","['cd1972/entry/1972_Page_119 (3)_71.png', 'cd1972/entry/1972_Page_119 (3)_72.png', 'cd1972/entry/1972_Page_119 (3)_73.png']",PROVIDENCE ST,"CLARKS CASTING CO, 580 Douglas Av, Providence, RI (02908), Tel 351-1978 (See Index To Advertisers)"
91,"SCORE LESS THAN CUTOFF: S County Trail,75.0,PROVIDENCE","['cd1972/entry/1972_Page_120 (1)_63.png', 'cd1972/entry/1972_Page_120 (1)_64.png']",COUNTY ST,"ROTH'S E K INC, 3347 S County Trail (East Greenwich; 02886), Tel 884-2400"
92,ERROR IN STREET MATCHING,"['cd1972/entry/1972_Page_120 (2)_4.png', 'cd1972/entry/1972_Page_120 (2)_5.png']",02903),"PROVIDENCE, R I (02903) TELEPHONE 861-9800"
93,FAILED TO PARSE AN ADDRESS,['cd1972/entry/1972_Page_120 (2)_17.png'],N/A,CATHOLIC CEMETERIES
94,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_120 (2)_19.png'],02903),CATHEDRAL SQ (02903)
95,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE",['cd1972/entry/1972_Page_120 (2)_21.png'],10TH ST,861-9800
96,FAILED TO PARSE AN ADDRESS,['cd1972/entry/1972_Page_120 (2)_30.png'],N/A,SWAN POINT CEMETERY
97,ERROR IN STREET MATCHING,"['cd1972/entry/1972_Page_120 (2)_33.png', 'cd1972/entry/1972_Page_120 (2)_34.png', 'cd1972/entry/1972_Page_120 (2)_35.png']",02906),585 BLACKSTONE BLVD (02906) TELEPHONE 272-1314 (See Index To Advertisers)
98,"SCORE LESS THAN CUTOFF: Hsley Drive,60.0,PROVIDENCE","['cd1972/entry/1972_Page_120 (2)_49.png', 'cd1972/entry/1972_Page_120 (2)_50.png', 'cd1972/entry/1972_Page_120 (2)_51.png']",HALSEY ST,"PERRI J & SONS INC, Office, 75 Hsley Drive (Warwick; 02889), Tels 737-5953, 737-4145 (See Index To Advertisers)"
99,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_120 (3)_21.png'],"02904),","(02904), Tel 351-5450, 1917 Westminster"
100,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_120 (3)_22.png'],"02909),","St (02909), Tel 351-9830, 1477 Broad St"
101,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_120 (3)_23.png'],"02905),","(02905), Tel 941-4400, Other Branches:"
102,EMPTY STREET,['cd1972/entry/1972_Page_120 (3)_24.png'],,"464 Hope St (Bristol, RI 02809), 1030"
103,"SCORE LESS THAN CUTOFF: ), 555,34.5,PROVIDENCE",['cd1972/entry/1972_Page_120 (3)_25.png'],I 95,"Park Av (Cranston, RI 02910), 555"
104,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_120 (3)_26.png'],"02818),","Main St (East Greenwich, RI 02818),"
105,EMPTY STREET,['cd1972/entry/1972_Page_120 (3)_27.png'],,"1859 Pawtucket Av (East Providence,"
106,EMPTY STREET,['cd1972/entry/1972_Page_120 (3)_31.png'],146 ,"Park Sq, Rte 146 (North Smithfield), 65"
107,"SCORE LESS THAN CUTOFF: ), 401,33.0,PROVIDENCE",['cd1972/entry/1972_Page_120 (3)_32.png'],1ST ST,"Goff Av (Pawtucket, RI 02860), 401"
108,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_120 (3)_33.png'],"02879),","Kingstown Rd (Wakefield, RI 02879),"
109,EMPTY STREET,['cd1972/entry/1972_Page_120 (3)_34.png'],,"521 Main St (Warren, RI 02885), 555"
110,ERROR IN STREET MATCHING,['cd1972/entry/1972_Page_120 (3)_35.png'],"02886),","Greenwich Av (Warwick, RI 02886),"
111,"SCORE LESS THAN CUTOFF: Broad St, And And,74.0,PROVIDENCE",['cd1972/entry/1972_Page_120 (3)_37.png'],BROAD ST,"RI 02888), 35 Broad St, And And"
112,FAILED TO PARSE AN ADDRESS,['cd1972/entry/1972_Page_120 (3)_38.png'],N/A,"Franklin Shopping Plaza (Westerly, RI"
113,"SCORE LESS THAN CUTOFF: Seneca Ave,67.0,PROVIDENCE","['cd1972/entry/1972_Page_121 (1)_43.png', 'cd1972/entry/1972_Page_121 (1)_44.png', 'cd1972/entry/1972_Page_121 (1)_45.png']",GENEVA ST,"NORTHERN CHIMNEY CO, 88 Seneca Av (Pawtucket, RI; 02860), Tel 722-6660 (See Index To Advertisers)"
114,ERROR IN STREET MATCHING,"['cd1972/entry/1972_Page_121 (2)_36.png', 'cd1972/entry/1972_Page_121 (2)_37.png', 'cd1972/entry/1972_Page_121 (2)_38.png']","02903),","CHANCERY OFFICE OF THE PROVIDENCE DIOCESE Cathedral Sq (02903), Tel (401) 861-9800"
115,"SCORE LESS THAN CUTOFF: WASHINGTON STREET BOSTON, MASS 02111,73,PROVIDENCE","['cd1972/entry/1972_Page_122 (2)_7.png', 'cd1972/entry/1972_Page_122 (2)_8.png', 'cd1972/entry/1972_Page_122 (2)_9.png']",WASHINGTON PL,"POLK R L & CO 600 WASHINGTON STREET BOSTON, MASS 02111"
116,"SCORE LESS THAN CUTOFF: Broadway Suite E,79,PROVIDENCE","['cd1972/entry/1972_Page_122 (3)_38.png', 'cd1972/entry/1972_Page_122 (3)_39.png']",BROADWAY ST,Swiss Cleansing Co Inc (Br) 60 Broadway Suite E
117,FAILED TO PARSE AN ADDRESS,"['cd1972/entry/1972_Page_123 (1)_71.png', 'cd1972/entry/1972_Page_123 (1)_72.png']",N/A,Frappier Geo L Rev Catholic Social Services
118,EMPTY STREET,"['cd1972/entry/1972_Page_123 (3)_27.png', 'cd1972/entry/1972_Page_123 (3)_28.png']",,Thomas Oliver Jr Rev E32 Wiggin Gardner Ct
119,FAILED TO PARSE AN ADDRESS,"['cd1972/entry/1972_Page_123 (3)_44.png', 'cd1972/entry/1972_Page_123 (3)_45.png']",N/A,Welsh Elbridge B Rev Church Of The Messiah
120,FAILED TO PARSE AN ADDRESS,['cd1972/entry/1972_Page_123 (3)_72.png'],N/A,PROVIDENCE GAS
121,ERROR IN STREET MATCHING,"['cd1972/entry/1972_Page_123 (3)_74.png', 'cd1972/entry/1972_Page_123 (3)_75.png', 'cd1972/entry/1972_Page_123 (3)_76.png', 'cd1972/entry/1972_Page_123 (3)_77.png']",02903),"100 WEYBOSSET STREET (PROVIDENCE, 02903) TELEPHONE 831-8800 (See Index To Advertisers)"
122,"SCORE LESS THAN CUTOFF: Seneca Ave,67.0,PROVIDENCE","['cd1972/entry/1972_Page_124 (1)_3.png', 'cd1972/entry/1972_Page_124 (1)_4.png', 'cd1972/entry/1972_Page_124 (1)_5.png']",GENEVA ST,"NORTHERN CHIMNEY CO, 88 Seneca Av (Pawtucket, RI; 02860), Tel 722-6660 (See Index To Advertisers)"
123,EMPTY STREET,"['cd1972/entry/1972_Page_124 (3)_30.png', 'cd1972/entry/1972_Page_124 (3)_31.png']",,Brown University Yacht Club River Dr
124,FAILED TO PARSE AN ADDRESS,"['cd1972/entry/1972_Page_125 (2)_1.png', 'cd1972/entry/1972_Page_125 (2)_2.png']",N/A,108
125,FAILED TO PARSE AN ADDRESS,['cd1972/entry/1972_Page_125 (2)_15.png'],N/A,
126,"SCORE LESS THAN CUTOFF: Burgess St,72,PROVIDENCE","['cd1972/entry/1972_Page_125 (2)_58.png', 'cd1972/entry/1972_Page_125 (2)_59.png']",BURNS ST,Hope John Settlement House 7 Burgess St
127,FAILED TO PARSE AN ADDRESS,['cd1972/entry/1972_Page_125 (3)_8.png'],N/A,Nixon Wallace R State Office Bldg
128,"SCORE LESS THAN CUTOFF: Seneca Ave,67.0,PROVIDENCE","['cd1972/entry/1972_Page_126 (1)_18.png', 'cd1972/entry/1972_Page_126 (1)_19.png', 'cd1972/entry/1972_Page_126 (1)_20.png']",GENEVA ST,"NORTHERN CHIMNEY CO, 88 Seneca Av (Pawtucket, RI; 02860), Tel 722-6660 (See Index To Advertisers)"
129,"SCORE LESS THAN CUTOFF: Eddy St, PO Box 2192,67.5,PROVIDENCE","['cd1972/entry/1972_Page_126 (1)_21.png', 'cd1972/entry/1972_Page_126 (1)_22.png', 'cd1972/entry/1972_Page_126 (1)_23.png', 'cd1972/entry/1972_Page_126 (1)_24.png']",EDDY ST,"RAM CONSTRUCTION CO, 1025 Eddy St, PO Box 2192 (02905), Tels 724-2814, Office 461-1771 (See Index To Advertisers)"
130,"SCORE LESS THAN CUTOFF: Mc Donough St,67.0,PROVIDENCE",['cd1972/entry/1972_Page_126 (2)_17.png'],BOUGH ST,Davis Ernest 26 Mc Donough St
131,EMPTY STREET,['cd1972/entry/1972_Page_126 (3)_48.png'],,Eaton Robt M56 River Av
132,"SCORE LESS THAN CUTOFF: Mc Donough St,67.0,PROVIDENCE",['cd1972/entry/1972_Page_126 (3)_78.png'],BOUGH ST,Reard Henry J 28 Mc Donough St
133,"SCORE LESS THAN CUTOFF: Centennial Ct,71.0,PROVIDENCE",['cd1972/entry/1972_Page_127 (3)_79.png'],CENTRAL AVE,De Roach Joseph A 24 Centennial Ct
134,EMPTY STREET,"['cd1972/entry/1972_Page_128 (3)_51.png', 'cd1972/entry/1972_Page_128 (3)_52.png', 'cd1972/entry/1972_Page_128 (3)_53.png']",5097 ,"CAPALDI BROS CORP PO Box 5097 (Esmond, 02917), Office Washington Hwy (Smithfield), Tel 231-1350"
135,"SCORE LESS THAN CUTOFF: Edendale Ave,79,PROVIDENCE","['cd1972/entry/1972_Page_129 (1)_46.png', 'cd1972/entry/1972_Page_129 (1)_47.png']",VERNDALE AVE,Saint Thomas Convent 41 Edendale Av
