,Drop_Reason,File_List,Street,Text
21,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_109 (2)_1.png'],N/A,ADVERTISING NOVELTIES
22,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_109 (3)_1.png'],N/A,ALTERATION SHOPS
23,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_110 (1)_1.png'],N/A,APARTMENT BUILDINGS  CONTD
24,EMPTY STREET,['cd1964/entry/1964_Page_110 (1)_17.png'],,BURNS APARTMENTS LO MOORE ST
25,EMPTY STREET,"['cd1964/entry/1964_Page_110 (3)_9.png', 'cd1964/entry/1964_Page_110 (3)_10.png']",,WOSTMINSTER APARTMENTS QI11 WESTMINSTER ST
26,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1964/entry/1964_Page_110 (3)_36.png', 'cd1964/entry/1964_Page_110 (3)_37.png', 'cd1964/entry/1964_Page_110 (3)_38.png', 'cd1964/entry/1964_Page_110 (3)_39.png']",WESTMINSTER ST,"HURLEY RICHARD A, 723 HOSPITAL TRUST BLDG 15 WESTMINSTER, TEL 421-7210 (SEE PAGE 84 BUYERS GUIDE)"
27,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_111 (1)_1.png'],N/A,ARCHITECTS  CONTD
28,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_111 (2)_10.png'],N/A,(SEE ALSO ARTISTS - COMMER-
29,"SCORE LESS THAN CUTOFF: CABOT ST,77,PROVIDENCE",['cd1964/entry/1964_Page_111 (2)_22.png'],TALBOT ST,FLETCHER EDW G JR 29 CABOT ST
30,FAILED TO PARSE AN ADDRESS,"['cd1964/entry/1964_Page_111 (3)_44.png', 'cd1964/entry/1964_Page_111 (3)_45.png']",N/A,"ESS BUREAU OF RHODE
WEYBOSSET, TEL 421- 8390 (SEE PAGE 18 BUYERS GUIDE)"
31,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_111 (3)_46.png'],N/A,JEWELERS BOARD OF
32,"SCORE LESS THAN CUTOFF: -2960 331-5045 331-5046 331-5047,37.0,PROVIDENCE","['cd1964/entry/1964_Page_111 (3)_50.png', 'cd1964/entry/1964_Page_111 (3)_51.png', 'cd1964/entry/1964_Page_111 (3)_52.png', 'cd1964/entry/1964_Page_111 (3)_53.png', 'cd1964/entry/1964_Page_111 (3)_54.png']",I 295,TELEPHONES 331-2960 331-5045 331-5046 331-5047
33,"SCORE LESS THAN CUTOFF: 9,53.5,PROVIDENCE",['cd1964/entry/1964_Page_111 (3)_56.png'],I 95,331-5069
34,FAILED TO PARSE AN ADDRESS,"['cd1964/entry/1964_Page_111 (3)_57.png', 'cd1964/entry/1964_Page_111 (3)_58.png']",N/A,"*ASSOCIATIONS, CLUBS AND SOCIETIES"
35,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_111 (3)_59.png'],N/A,(SEE ALSO CLUBS; ORGANIZATIONS)
36,"SCORE LESS THAN CUTOFF: INDUSTRIAL BANK BLDG 111 WESTMINSTER,,73.5,PROVIDENCE","['cd1964/entry/1964_Page_111 (3)_60.png', 'cd1964/entry/1964_Page_111 (3)_61.png', 'cd1964/entry/1964_Page_111 (3)_62.png']",WESTMINSTER ST,"AUTOMOBILE LEGAL ASSOCIATION. 609 INDUSTRIAL BANK BLDG 111 WEST- MINSTER, TEL 421-8723"
37,FAILED TO PARSE AN ADDRESS,"['cd1964/entry/1964_Page_112 (1)_1.png', 'cd1964/entry/1964_Page_112 (1)_2.png']",N/A,~*ATTORNEYS-AT-LAW (SEE ALSO LAW OFFICES)
38,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1964/entry/1964_Page_112 (1)_3.png', 'cd1964/entry/1964_Page_112 (1)_4.png', 'cd1964/entry/1964_Page_112 (1)_5.png']",WESTMINSTER ST,"BOWEN E HOWLAND, ASSOCIATE SHERWOOD & CLIFFORD, 440 HOSPITAL TRUST BLDG 15 WESTMINSTER, TEL 421-2154"
39,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1964/entry/1964_Page_112 (1)_8.png', 'cd1964/entry/1964_Page_112 (1)_9.png', 'cd1964/entry/1964_Page_112 (1)_10.png']",WESTMINSTER ST,"CURRAN WILLIAM A, ASSOCIATE SHERWOOD & CLIFFORD, 440 HOSPITAL TRUST BLDG 15 WESTMINSTER, TEL 421-2154"
40,"SCORE LESS THAN CUTOFF: TURKS HEAD BLDG 76 WESTMINSTER,77.0,PROVIDENCE","['cd1964/entry/1964_Page_112 (1)_11.png', 'cd1964/entry/1964_Page_112 (1)_12.png', 'cd1964/entry/1964_Page_112 (1)_13.png']",WESTMINSTER ST,"GARDNER, SAWYER, COTTAM & GATES, 309- 310 TURKS HEAD BLDG 76 WESTMINSTER TEL 421-5927"
41,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLOG 15 WESTMINSTER,74.5,PROVIDENCE","['cd1964/entry/1964_Page_112 (1)_14.png', 'cd1964/entry/1964_Page_112 (1)_15.png', 'cd1964/entry/1964_Page_112 (1)_16.png']",WESTMINSTER ST,"GRAHAM, REID, EWING & STAPLETON, 1130 HOSPITAL TRUST BLOG 15 WESTMINSTER TEL 421-7730"
42,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_112 (1)_17.png'],N/A,"HANSON KIRK (SHERWOOD & CLIFFORD),"
43,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1964/entry/1964_Page_112 (1)_20.png', 'cd1964/entry/1964_Page_112 (1)_21.png', 'cd1964/entry/1964_Page_112 (1)_22.png']",WESTMINSTER ST,"JORDAN RAYMOND E (SHERWOOD & CLIF- FORD), 440 HOSPITAL TRUST BLDG 15 WESTMINSTER, TEL 421-2154"
44,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1964/entry/1964_Page_112 (1)_23.png', 'cd1964/entry/1964_Page_112 (1)_24.png']",WESTMINSTER ST,"LETTS & QUINN, 830 HOSPITAL TRUST BLDG 15 WESTMINSTER, TEL 521-5650"
45,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1964/entry/1964_Page_112 (1)_25.png', 'cd1964/entry/1964_Page_112 (1)_26.png', 'cd1964/entry/1964_Page_112 (1)_27.png']",WESTMINSTER ST,"PARKS A LAURISTON ASSOCIATE SHERWOOD & CLIFFORD, 440 HOSPITAL TRUST BLDG 15 WESTMINSTER, TEL 421-2154"
46,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1964/entry/1964_Page_112 (1)_30.png', 'cd1964/entry/1964_Page_112 (1)_31.png', 'cd1964/entry/1964_Page_112 (1)_32.png']",WESTMINSTER ST,"SHERWOOD & CLIFFORD, 440 HOSPITAL TRUST BLDG 15 WESTMINSTER, TEL 421- 2154"
47,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,74.5,PROVIDENCE","['cd1964/entry/1964_Page_112 (1)_33.png', 'cd1964/entry/1964_Page_112 (1)_34.png', 'cd1964/entry/1964_Page_112 (1)_35.png', 'cd1964/entry/1964_Page_112 (1)_36.png', 'cd1964/entry/1964_Page_112 (1)_37.png']",WESTMINSTER ST,"TILLINGHAST, COLLINS & TANNER, 1030 HOSPITAL TRUST BLDG 15 WESTMINSTER TEL 831-7400  AUCTIONEERS."
48,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1964/entry/1964_Page_112 (1)_45.png', 'cd1964/entry/1964_Page_112 (1)_46.png', 'cd1964/entry/1964_Page_112 (1)_47.png', 'cd1964/entry/1964_Page_112 (1)_48.png']",WESTMINSTER ST,"HURLEY RICHARD A, 723 HOSPITAL TRUST BLDG 15 WESTMINSTER, TEL 421-7210 (SEE PAGE 84 BUYERS GUIDE)"
49,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_112 (1)_69.png'],N/A,ST
50,"SCORE LESS THAN CUTOFF: INDUSTRIAL BANK BLDG 111 WEST MINSTER,,71.5,PROVIDENCE","['cd1964/entry/1964_Page_112 (2)_79.png', 'cd1964/entry/1964_Page_112 (2)_80.png', 'cd1964/entry/1964_Page_112 (2)_81.png']",INDUSTRIAL DR,"AUTOMOBILE LEGAL ASSOCIATION, 609 INDUSTRIAL BANK BLDG 111 WEST - MINSTER, TEL 421-8723"
51,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_112 (3)_1.png'],N/A,*AUTOMOBILE BATTERIES
52,"SCORE LESS THAN CUTOFF: ORMSBEE AV,73.0,PROVIDENCE","['cd1964/entry/1964_Page_112 (3)_12.png', 'cd1964/entry/1964_Page_112 (3)_13.png']",ORMS ST,ALLSTATE BODY & RADIATOR WORKS INC 19 ORMSBEE AV
53,EMPTY STREET,"['cd1964/entry/1964_Page_112 (3)_45.png', 'cd1964/entry/1964_Page_112 (3)_46.png']",,FRIENOSHIP BODY  RADIATOR WORKS LIL POINT ST
54,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_113 (1)_1.png'],N/A,AUTOMOBILE DEALERS
55,"SCORE LESS THAN CUTOFF: BALD HILL ROAD,60.5,PROVIDENCE","['cd1964/entry/1964_Page_113 (1)_31.png', 'cd1964/entry/1964_Page_113 (1)_32.png', 'cd1964/entry/1964_Page_113 (1)_33.png']",BALDWIN CT,"FLORE PONTIAC INC, 399 BALD HILL ROAD (WARWICK), TEL 739-2100 (SEE PAGE 3 BUYERS GUIDE)"
56,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_113 (1)_65.png'],N/A,
57,"SCORE LESS THAN CUTOFF: BALD HILL RD,67.5,PROVIDENCE","['cd1964/entry/1964_Page_113 (2)_40.png', 'cd1964/entry/1964_Page_113 (2)_41.png', 'cd1964/entry/1964_Page_113 (2)_42.png']",BALDWIN CT,"FIORE PONTIAC INC, 399 BALD HILL RD (WARWICK), TEL 739-2100 (SEE PAGE 3 BUYERS GUIDE)"
58,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1964/entry/1964_Page_113 (3)_23.png', 'cd1964/entry/1964_Page_113 (3)_24.png', 'cd1964/entry/1964_Page_113 (3)_25.png']",WESTMINSTER ST,"BEACH & SWEET INC, 524 HOSPITAL TRUST BLDG 15 WESTMINSTER, TEL 421-9870 (SEE PAGE 52 BUYERS GUIDE)"
59,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_114 (1)_1.png'],N/A,AUTOMOBILE PARKING  CONTD
60,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_114 (1)_76.png'],N/A,(SEE ALSO AUT OMOBILE GARAGES)
61,"SCORE LESS THAN CUTOFF: 80YD ST,60.5,PROVIDENCE",['cd1964/entry/1964_Page_114 (2)_9.png'],BOYD ST,CHUCKS AUTO SERVICE 13 80YD ST
62,"SCORE LESS THAN CUTOFF: BALD HILL RD,67.5,PROVIDENCE","['cd1964/entry/1964_Page_114 (2)_28.png', 'cd1964/entry/1964_Page_114 (2)_29.png', 'cd1964/entry/1964_Page_114 (2)_30.png']",BALDWIN CT,"FIORIE PONTIAC INC, 399 BALD HILL RD (WARWICK), TEL 739-2100 (SEE PAGE 3 BUYERS GUIDE)"
63,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_114 (3)_42.png'],N/A,
64,FAILED TO PARSE AN ADDRESS,"['cd1964/entry/1964_Page_114 (3)_43.png', 'cd1964/entry/1964_Page_114 (3)_44.png']",N/A,POLK RL & CO POLK BUILDING
65,ERROR IN STREET MATCHING,['cd1964/entry/1964_Page_114 (3)_46.png'],"31,","DETROIT 31,"
66,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_114 (3)_48.png'],N/A,AUTOMOBILE WASHING AND POLISH-
67,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_115 (1)_1.png'],N/A,* AUTOMOBILES
68,FAILED TO PARSE AN ADDRESS,"['cd1964/entry/1964_Page_115 (1)_10.png', 'cd1964/entry/1964_Page_115 (1)_11.png']",N/A,POLK RL & CO POLK BUILDING
69,ERROR IN STREET MATCHING,['cd1964/entry/1964_Page_115 (1)_13.png'],"31,","DETROIT 31,"
70,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_115 (1)_15.png'],N/A,AWNINGS AND CANOPIES
71,"SCORE LESS THAN CUTOFF: NV MAIN ST,77.0,PROVIDENCE","['cd1964/entry/1964_Page_115 (1)_25.png', 'cd1964/entry/1964_Page_115 (1)_26.png']",MARVIN ST,EMBLEM & BADGE MFG CO INC 859 NV MAIN ST
72,"SCORE LESS THAN CUTOFF: UIDE) ICE C CO INC Sw *BADGES AND METAL CHECKS,51.5,PROVIDENCE","['cd1964/entry/1964_Page_115 (1)_33.png', 'cd1964/entry/1964_Page_115 (1)_34.png']",BADGER RD,"169 DOR-
L 421-1064 (SEE PAGE 90

UIDE)

ICE C CO INC

Sw *BADGES AND METAL CHECKS"
73,FAILED TO PARSE AN ADDRESS,"['cd1964/entry/1964_Page_115 (1)_35.png', 'cd1964/entry/1964_Page_115 (1)_36.png', 'cd1964/entry/1964_Page_115 (1)_37.png']",N/A,BAG DEALERS
74,"SCORE LESS THAN CUTOFF: ORMSBEE AV,73.0,PROVIDENCE",['cd1964/entry/1964_Page_115 (3)_8.png'],ORMS ST,BANNER FOODS INC 105 ORMSBEE AV
75,FAILED TO PARSE AN ADDRESS,"['cd1964/entry/1964_Page_115 (3)_25.png', 'cd1964/entry/1964_Page_115 (3)_26.png', 'cd1964/entry/1964_Page_115 (3)_27.png', 'cd1964/entry/1964_Page_115 (3)_28.png']",N/A,"RUMFORD COMPANY THE (RUMFORD), TEL 434-2400 (SEE PAGE 24 BUYERS GUIDE) BANDS AND ORCHESTRAS"
76,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_115 (3)_48.png'],N/A,*BANKS
77,FAILED TO PARSE AN ADDRESS,"['cd1964/entry/1964_Page_116 (1).chop_1.png', 'cd1964/entry/1964_Page_116 (1).chop_2.png']",N/A,BANKS AND TRUST COMPANIES CONTD
78,"SCORE LESS THAN CUTOFF: ACADEMY AV, NINE OTHER CON-,72.0,PROVIDENCE","['cd1964/entry/1964_Page_116 (1).chop_12.png', 'cd1964/entry/1964_Page_116 (1).chop_13.png', 'cd1964/entry/1964_Page_116 (1).chop_14.png', 'cd1964/entry/1964_Page_116 (1).chop_15.png']",ACADEMY AVE,"CITIZENS TRUST COMPANY, MAIN OF-  WESTMINSTER, MT PLEASANT OFFICE 270 ACADEMY AV, NINE OTHER CON-"
79,"SCORE LESS THAN CUTOFF: POST ROAD, WILDES CORNER OFFICE,58.0,PROVIDENCE","['cd1964/entry/1964_Page_116 (1).chop_16.png', 'cd1964/entry/1964_Page_116 (1).chop_17.png', 'cd1964/entry/1964_Page_116 (1).chop_18.png', 'cd1964/entry/1964_Page_116 (1).chop_19.png', 'cd1964/entry/1964_Page_116 (1).chop_20.png', 'cd1964/entry/1964_Page_116 (1).chop_21.png', 'cd1964/entry/1964_Page_116 (1).chop_22.png', 'cd1964/entry/1964_Page_116 (1).chop_23.png', 'cd1964/entry/1964_Page_116 (1).chop_24.png', 'cd1964/entry/1964_Page_116 (1).chop_25.png']",WILDER RD,"VENIENT COMMUNITY OFFICES IN BARRINGTON, CRANSTON, EAST PROVIDENCE, CENTREDALE, PAWTUCK~- ET AND GREENVILLE, WARWICK, 800 POST ROAD, WILDES CORNER OFFICE (WARWICK), 27 STRAWBERRY FIELD RD, TEL STUART 1-1200, CUMBER- LAND HILL OFFICE, 3755 MENDON RD (CUMBERLAND), TEL PO 7-3200 (SEE PAGE 7 BUYERS GUIDE)"
80,FAILED TO PARSE AN ADDRESS,"['cd1964/entry/1964_Page_116 (1).chop_52.png', 'cd1964/entry/1964_Page_116 (1).chop_53.png']",N/A,PEOPLES SAVINGS BANK IN PROVIDENCE
81,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_116 (1).chop_55.png'],N/A,PROVIDENCE (MAIN OFFICE)
82,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_116 (1).chop_57.png'],N/A,PROVIDENCE WAYLAND SQUARE
83,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_116 (1).chop_59.png'],N/A,EAST PROVIDENCE
84,"SCORE LESS THAN CUTOFF: NAMQUID DR,62.0,PROVIDENCE","['cd1964/entry/1964_Page_116 (1).chop_63.png', 'cd1964/entry/1964_Page_116 (1).chop_64.png']",AQUIDNECK ST,WARWICK 963 NAMQUID DR
85,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_116 (1).chop_65.png'],N/A,WESTERLY
86,FAILED TO PARSE AN ADDRESS,"['cd1964/entry/1964_Page_116 (2).chop_1.png', 'cd1964/entry/1964_Page_116 (2).chop_2.png', 'cd1964/entry/1964_Page_116 (2).chop_3.png']",N/A,PEOPLES SAVINGS BANK IN PROVI- DENCE- CONTD NORTH KINGSTOWN
87,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_116 (2).chop_6.png'],N/A,HOME OFFICE
88,FAILED TO PARSE AN ADDRESS,"['cd1964/entry/1964_Page_116 (2).chop_11.png', 'cd1964/entry/1964_Page_116 (2).chop_12.png']",N/A,BRANCH OFFICES MONDAY THROUGH FRIDAY
89,"SCORE LESS THAN CUTOFF: :00 AM,27.5,PROVIDENCE","['cd1964/entry/1964_Page_116 (2).chop_14.png', 'cd1964/entry/1964_Page_116 (2).chop_15.png', 'cd1964/entry/1964_Page_116 (2).chop_16.png']",10TH ST,"JOHNSTON, WAYLAND SQUARE AND WESTERLY OFFICES OPEN ALL DAY FRIDAY 9:00 AM"
90,"SCORE LESS THAN CUTOFF: :00 PM,27.5,PROVIDENCE","['cd1964/entry/1964_Page_116 (2).chop_18.png', 'cd1964/entry/1964_Page_116 (2).chop_19.png', 'cd1964/entry/1964_Page_116 (2).chop_20.png', 'cd1964/entry/1964_Page_116 (2).chop_21.png']",10TH ST,"WARWICK, EAST PROVIDENCE, AND NORTH KINGSTOWN OFFICES OPEN FRIDAY EVENINGS 5:00 PM"
91,"SCORE LESS THAN CUTOFF: BUYERS GUIDE),63.5,PROVIDENCE",['cd1964/entry/1964_Page_116 (2).chop_23.png'],BURNSIDE ST,(SEE PAGE 11 BUYERS GUIDE)
92,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_116 (2).chop_41.png'],N/A,"(WARREN), TEL CHERRY 5-7200: WEST ~-"
93,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_116 (2).chop_42.png'],N/A,MINSTER OFFICECOR DORRANCE
94,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_116 (2).chop_43.png'],N/A,"AND WESTMINSTER, TEL 781-7730:"
95,"SCORE LESS THAN CUTOFF: 7,50,PROVIDENCE",['cd1964/entry/1964_Page_116 (2).chop_44.png'],7TH ST,"GATEWAY-WARWICK OFFICE, 1637"
96,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_116 (2).chop_45.png'],N/A,"WARWICK AV, TEL REGENT 9-2620,"
97,"SCORE LESS THAN CUTOFF: BUYERS GUIDE),63.5,PROVIDENCE","['cd1964/entry/1964_Page_116 (2).chop_47.png', 'cd1964/entry/1964_Page_116 (2).chop_48.png']",BURNSIDE ST,TEL TURNER 4-8550 (SEE PAGE 10 BUYERS GUIDE)
98,"SCORE LESS THAN CUTOFF: NARRAGANSETT BLVD, ROUTE I-A, CRANS~TON-PROVIDENCE CITY LINE,,72.5,PROVIDENCE","['cd1964/entry/1964_Page_116 (2).chop_59.png', 'cd1964/entry/1964_Page_116 (2).chop_60.png', 'cd1964/entry/1964_Page_116 (2).chop_61.png', 'cd1964/entry/1964_Page_116 (2).chop_62.png', 'cd1964/entry/1964_Page_116 (2).chop_63.png', 'cd1964/entry/1964_Page_116 (2).chop_64.png']",NARRAGANSETT BLVD,"COLONY MOTOR HOTEL, 1150 NARRA- GANSETT BLVD, ROUTE I-A, CRANS~- TON-PROVIDENCE CITY LINE, TEL 467-8800 (SEE PAGE 48 BUYERS GUIDE) BARBER AND BEAUTY SHOP EQUIP-"
99,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_116 (3).chop_73.png'],N/A,CORVESE ERNEST UNION STATION
100,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_117 (1)_1.png'],N/A,BARBER SHOPS - CONTD
101,EMPTY STREET,"['cd1964/entry/1964_Page_117 (1)_56.png', 'cd1964/entry/1964_Page_117 (1)_57.png']",,INDUSTRIAL BK BUILDING BARBER SHOP L11l WESTMINSTER ST RM 431
102,FAILED TO PARSE AN ADDRESS,['cd1964/entry/1964_Page_118 (1)_1.png'],N/A,BEARINGS  BALL AND ROLLER
103,"SCORE LESS THAN CUTOFF: H 21 HO ET, ANGELOS S WEYBOS R L POP * GUIDE) N,56.5,PROVIDENCE","['cd1964/entry/1964_Page_118 (1)_8.png', 'cd1964/entry/1964_Page_118 (1)_9.png', 'cd1964/entry/1964_Page_118 (1)_10.png']",ANGELO AVE,"N, 169

H
21

HO
ET,

ANGELOS S
WEYBOS R

L POP
* GUIDE)

N (WOONSOCKET), T
2-9694 (SEE PAGE 17 BUYERS

CLINTO BEAUTY SHOPS"
104,"SCORE LESS THAN CUTOFF: EDGEWORTH Ave,75.5,PROVIDENCE",['cd1964/entry/1964_Page_118 (2)_59.png'],EDGEWOOD AVE,FRECHETTE LOLA F MRS 48 EDGEWORTH Av
105,EMPTY STREET,['cd1964/entry/1964_Page_118 (3)_1.png'],,70 WESTMINSTER ST 2M
