,Drop_Reason,File_List,Street,Text
31,"SCORE LESS THAN CUTOFF: Dexter Central Falls,76.0,PROVIDENCE","['cd1943/entry/1943_Page_1081 (1)_68.png', 'cd1943/entry/1943_Page_1081 (1)_69.png']",CENTRAL AVE,GORMANS BAKERY Inc 817 Dexter Central Falls tel PErry 5644
32,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1081 (3)_22.png', 'cd1943/entry/1943_Page_1081 (3)_23.png', 'cd1943/entry/1943_Page_1081 (3)_24.png', 'cd1943/entry/1943_Page_1081 (3)_25.png']",N/A,"RUMFORD CHEMICAL WORKS, Rum- ford tel East Providence 2880-For further information see page 27 Buy- ers Guide"
33,"SCORE LESS THAN CUTOFF: Sabin, Pawtucket,71.5,PROVIDENCE","['cd1943/entry/1943_Page_1081 (3)_36.png', 'cd1943/entry/1943_Page_1081 (3)_37.png', 'cd1943/entry/1943_Page_1081 (3)_38.png', 'cd1943/entry/1943_Page_1081 (3)_39.png', 'cd1943/entry/1943_Page_1081 (3)_40.png']",PAWTUXET AV,"HALL J C CO The 21 Sabin, Pawtucket tels DExter 1124 and PHErry 9512 For further information see page 86 Buyers Guide . Bankers & Brokers"
34,"SCORE LESS THAN CUTOFF: Main, W Warwick,79.0,PROVIDENCE","['cd1943/entry/1943_Page_1081 (3)_55.png', 'cd1943/entry/1943_Page_1081 (3)_56.png', 'cd1943/entry/1943_Page_1081 (3)_57.png', 'cd1943/entry/1943_Page_1081 (3)_58.png']",WARWICK AV,"CENTREVILLE NATIONAL BANK 1218 Main, W Warwick tel Valley 0003For further information see page 17 Buyers Guide"
35,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1081 (3)_59.png', 'cd1943/entry/1943_Page_1081 (3)_60.png', 'cd1943/entry/1943_Page_1081 (3)_61.png', 'cd1943/entry/1943_Page_1081 (3)_62.png', 'cd1943/entry/1943_Page_1081 (3)_63.png']",N/A,"CITIZENS SAVINGS BANK, Westmin- ster junction Cranston tel GAspee 1717For further information see page 14 Buyers Guide and left top lines"
36,FAILED TO PARSE AN ADDRESS,['cd1943/entry/1943_Page_1082 (1)_1.png'],N/A,Banks & Trust Companies-Con
37,"SCORE LESS THAN CUTOFF: Main Phenix, W Warwick,72.5,PROVIDENCE","['cd1943/entry/1943_Page_1082 (1)_45.png', 'cd1943/entry/1943_Page_1082 (1)_46.png', 'cd1943/entry/1943_Page_1082 (1)_47.png', 'cd1943/entry/1943_Page_1082 (1)_48.png']",WARWICK AV,"PHENIX TRUST COMPANY 710 Main Phenix, W Warwick tel VAlley 0036 For further information see page 16 Buyers Guide"
38,FAILED TO PARSE AN ADDRESS,['cd1943/entry/1943_Page_1082 (2)_39.png'],N/A,"Bigney Clarence M, Union Station"
39,"SCORE LESS THAN CUTOFF: Hddy,75.0,PROVIDENCE",['cd1943/entry/1943_Page_1082 (3)_39.png'],EDDY ST,DiChiara Frank 497 Hddy
40,FAILED TO PARSE AN ADDRESS,['cd1943/entry/1943_Page_1083 (1)_1.png'],N/A,
41,EMPTY STREET,['cd1943/entry/1943_Page_1083 (1)_72.png'],,Maccarone Edw R12 Academy av
42,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1083 (3)_12.png', 'cd1943/entry/1943_Page_1083 (3)_13.png']",N/A,"Prov Biltmore Hotel Barber Shop, Prov-Biltmore"
43,EMPTY STREET,['cd1943/entry/1943_Page_1083 (3)_65.png'],,Vavala Salvatore 157Atwells av
44,FAILED TO PARSE AN ADDRESS,['cd1943/entry/1943_Page_1084 (1)_1.png'],N/A,BarbersCon
45,"SCORE LESS THAN CUTOFF: Quaid,71.0,PROVIDENCE",['cd1943/entry/1943_Page_1084 (2)_8.png'],QUAIL RIDGE RD,Quaid St Bath House 47 Quaid (public)
46,"SCORE LESS THAN CUTOFF: Hddy,75.0,PROVIDENCE","['cd1943/entry/1943_Page_1084 (3)_9.png', 'cd1943/entry/1943_Page_1084 (3)_10.png']",EDDY ST,Bernadettes Beauty Shoppe 57 Hddy rm 202
47,FAILED TO PARSE AN ADDRESS,['cd1943/entry/1943_Page_1086 (1)_1.png'],N/A,Beauty ShopsCon
48,"SCORE LESS THAN CUTOFF: Stevens,71,PROVIDENCE","['cd1943/entry/1943_Page_1087 (1)_2.png', 'cd1943/entry/1943_Page_1087 (1)_3.png', 'cd1943/entry/1943_Page_1087 (1)_4.png', 'cd1943/entry/1943_Page_1087 (1)_5.png']",STEUBEN ST,AMERICAN SCREW CO 21 Stevens tel DExter 1800 and 588 EddyFor fur- ther information see page 96 Buyers Guide
49,"SCORE LESS THAN CUTOFF: Sabin, Pawtucket,71.5,PROVIDENCE","['cd1943/entry/1943_Page_1087 (2)_37.png', 'cd1943/entry/1943_Page_1087 (2)_38.png', 'cd1943/entry/1943_Page_1087 (2)_39.png', 'cd1943/entry/1943_Page_1087 (2)_40.png']",PAWTUXET AV,"HALL J C CO The 21 Sabin, Pawtucket tels DExter 1124 and PErry 9512 For further information see page 8&6 Buyers Guide"
50,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1087 (2)_44.png', 'cd1943/entry/1943_Page_1087 (2)_45.png', 'cd1943/entry/1943_Page_1087 (2)_46.png', 'cd1943/entry/1943_Page_1087 (2)_47.png']",N/A,"INTERLAKEN MILLS, Fiskeville, R I tels VAlley 0480-0481-0482For fur- ther information see page 100 Buy- ers Guide"
51,"SCORE LESS THAN CUTOFF: -89 Beverage Hill av,59.5,PROVIDENCE","['cd1943/entry/1943_Page_1087 (3)_27.png', 'cd1943/entry/1943_Page_1087 (3)_28.png', 'cd1943/entry/1943_Page_1087 (3)_29.png']",BEVERLY ST,BERRY SPRING MINERAL WATER CO Ltd 81-89 Beverage Hill av Paw- tucket tel PErry 0572
52,"SCORE LESS THAN CUTOFF: Pond, W Warwick,79.0,PROVIDENCE","['cd1943/entry/1943_Page_1087 (3)_32.png', 'cd1943/entry/1943_Page_1087 (3)_33.png', 'cd1943/entry/1943_Page_1087 (3)_34.png']",WARWICK AV,"WARWICK CLUB GINGER ALE CO Inc 108 Pond, W Warwick tel VAlley 0565"
53,"SCORE LESS THAN CUTOFF: Edgewater av,74.0,PROVIDENCE",['cd1943/entry/1943_Page_1088 (1)_5.png'],VANDEWATER ST,Cerrone Michl 8 Edgewater av
54,"SCORE LESS THAN CUTOFF: Sabin Pawtucket,71.5,PROVIDENCE","['cd1943/entry/1943_Page_1088 (1)_44.png', 'cd1943/entry/1943_Page_1088 (1)_45.png', 'cd1943/entry/1943_Page_1088 (1)_46.png', 'cd1943/entry/1943_Page_1088 (1)_47.png']",PAWTUXET AV,SHAW PAPER BOX CO 37 Sabin Paw- tucket tels PErry 0414 and 0411For further information see page 22 Buy- ers Guide
55,"SCORE LESS THAN CUTOFF: Turks Head bidg 76 Westminster,77.0,PROVIDENCE","['cd1943/entry/1943_Page_1089 (1)_6.png', 'cd1943/entry/1943_Page_1089 (1)_7.png', 'cd1943/entry/1943_Page_1089 (1)_8.png', 'cd1943/entry/1943_Page_1089 (1)_9.png']",WESTMINSTER ST,"BROWN, LISLE & MARSHALL 201 Turks Head bidg 76 Westminster tel GAspee 8900For further informa- tion see page 23 Buyers Guide"
56,FAILED TO PARSE AN ADDRESS,['cd1943/entry/1943_Page_1089 (1)_31.png'],N/A,"Walker Chas S, Prov-Biltmore"
57,"SCORE LESS THAN CUTOFF: Hast av,75.0,PROVIDENCE","['cd1943/entry/1943_Page_1089 (1)_46.png', 'cd1943/entry/1943_Page_1089 (1)_47.png']",EAST ST,CHASE BRUSH CO 334 Hast av Paw- tucket tel PErry 2252
58,"SCORE LESS THAN CUTOFF: State Fuller Service 15 Westminster,74.0,PROVIDENCE",['cd1943/entry/1943_Page_1089 (1)_48.png'],WESTMINSTER ST,"Chronley J F Mfg Co 68 State
Fuller Service 15 Westminster rm 319"
59,"SCORE LESS THAN CUTOFF: Armistice blvd Pawtucket,52.0,PROVIDENCE","['cd1943/entry/1943_Page_1089 (1)_65.png', 'cd1943/entry/1943_Page_1089 (1)_66.png', 'cd1943/entry/1943_Page_1089 (1)_67.png', 'cd1943/entry/1943_Page_1089 (1)_68.png']",HARBORSIDE BLVD,SOULE HENRY M CO 110 Armistice blvd Pawtucket tel PErry 0350For further information see page 36 Buy- ers Guide
60,"SCORE LESS THAN CUTOFF: -262 Pine Pawtucket, RI,65.0,PROVIDENCE","['cd1943/entry/1943_Page_1089 (2)_29.png', 'cd1943/entry/1943_Page_1089 (2)_30.png', 'cd1943/entry/1943_Page_1089 (2)_31.png', 'cd1943/entry/1943_Page_1089 (2)_32.png']",PAWTUXET AV,"BUILDERS SPECIALTIES CO 258-262 Pine Pawtucket, RI tels Perry 2988- 89For further information see page 25 Buyers Guide and back cover"
61,"SCORE LESS THAN CUTOFF: High, Pawtucket,73,PROVIDENCE","['cd1943/entry/1943_Page_1089 (2)_59.png', 'cd1943/entry/1943_Page_1089 (2)_60.png', 'cd1943/entry/1943_Page_1089 (2)_61.png', 'cd1943/entry/1943_Page_1089 (2)_62.png']",PAWTUXET AV,"McDUFF OAL & LUMBER CO 11 High, Pawtucket tel PErry 2400 and GAspee 4148For further informa- tion see page 72 Buyers Guide"
62,"SCORE LESS THAN CUTOFF: High, Pawtucket,73,PROVIDENCE","['cd1943/entry/1943_Page_1089 (3)_5.png', 'cd1943/entry/1943_Page_1089 (3)_6.png', 'cd1943/entry/1943_Page_1089 (3)_7.png', 'cd1943/entry/1943_Page_1089 (3)_8.png']",PAWTUXET AV,"NEWELL COAL & LUMBER CO 28 High, Pawtucket tels PErry 7900 and GAspee 3392For further informa- tion see page 72 Buyers Guide"
63,EMPTY STREET,"['cd1943/entry/1943_Page_1089 (3)_20.png', 'cd1943/entry/1943_Page_1089 (3)_21.png', 'cd1943/entry/1943_Page_1089 (3)_22.png', 'cd1943/entry/1943_Page_1089 (3)_23.png']",,RHODE ISLAND SAND & GRAVEL CO Ine Kilvert st Hillsgrove tel Williams 3760 (sand)For further informa- tion see page 37 Buyers Guide
64,"SCORE LESS THAN CUTOFF: first floor 10 Weybosset,77,PROVIDENCE","['cd1943/entry/1943_Page_1089 (3)_50.png', 'cd1943/entry/1943_Page_1089 (3)_51.png', 'cd1943/entry/1943_Page_1089 (3)_52.png', 'cd1943/entry/1943_Page_1089 (3)_53.png', 'cd1943/entry/1943_Page_1089 (3)_54.png', 'cd1943/entry/1943_Page_1089 (3)_55.png']",WEYBOSSET ST,ROGER WILLIAMS SAVINGS FUND AND LOAN ASSOCIATION 105 Gros- venor bldg first floor 10 Weybosset tel GAspee 5112For further infor- mation see page 18 Buyers Guide and right top corner cards
65,FAILED TO PARSE AN ADDRESS,['cd1943/entry/1943_Page_1090 (1)_1.png'],N/A,"Buildings, Office & PublicCon"
66,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1090 (1)_19.png', 'cd1943/entry/1943_Page_1090 (1)_20.png']",N/A,"Brown John Carter Library, Brown opp George"
67,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1090 (1)_21.png', 'cd1943/entry/1943_Page_1090 (1)_22.png']",N/A,"Brown University, Adminstration Bldg Prospect cor College"
68,"SCORE LESS THAN CUTOFF: Crawford sq,69,PROVIDENCE",['cd1943/entry/1943_Page_1090 (1)_58.png'],BRADFORD ST,Day Bldg 5 Crawford sq
69,EMPTY STREET,"['cd1943/entry/1943_Page_1090 (2)_6.png', 'cd1943/entry/1943_Page_1090 (2)_7.png']",,Equitable Building Custom House St cor Weybosset
70,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1090 (2)_11.png', 'cd1943/entry/1943_Page_1090 (2)_12.png']",N/A,Federal Building Exchange cor Hx- change pl
71,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1090 (2)_46.png', 'cd1943/entry/1943_Page_1090 (2)_47.png']",N/A,"Hay John Library Building, Prospect cor College"
72,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1090 (3)_37.png', 'cd1943/entry/1943_Page_1090 (3)_38.png']",N/A,New England Telephone & Telegraph Co Building 112 Union and 234 Wash
73,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1090 (3)_40.png', 'cd1943/entry/1943_Page_1090 (3)_41.png']",N/A,"NYNH&HRR Buildings, Exchange ter race"
74,"SCORE LESS THAN CUTOFF: Hddy,75.0,PROVIDENCE",['cd1943/entry/1943_Page_1090 (3)_44.png'],EDDY ST,OGorman Building 93 Hddy
75,"SCORE LESS THAN CUTOFF: Weybosset Eddy Pine Garnet,75.5,PROVIDENCE","['cd1943/entry/1943_Page_1090 (3)_50.png', 'cd1943/entry/1943_Page_1090 (3)_51.png']",WEYBOSSET ST,"Outlet Building 176 Weybosset, Eddy, Pine and Garnet"
76,FAILED TO PARSE AN ADDRESS,['cd1943/entry/1943_Page_1090 (3)_62.png'],N/A,"Post Office, Exchange"
77,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1090 (3)_63.png', 'cd1943/entry/1943_Page_1090 (3)_64.png']",N/A,Post Office Annex. Exchange cor Ex- change ter
78,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1090 (3)_67.png', 'cd1943/entry/1943_Page_1090 (3)_68.png']",N/A,Providence Biltmore The. Dorrance cor Wash
79,EMPTY STREET,"['cd1943/entry/1943_Page_1091 (1)_21.png', 'cd1943/entry/1943_Page_1091 (1)_22.png']",,"RI School of Design Auditorium, Can- al st"
80,FAILED TO PARSE AN ADDRESS,['cd1943/entry/1943_Page_1091 (2)_1.png'],N/A,"Union Station, Exchange terrace"
81,"SCORE LESS THAN CUTOFF: Sabin elev A,79,PROVIDENCE",['cd1943/entry/1943_Page_1092 (1)_2.png'],SABIN ST,Flynn Frank Mfg Co 93 Sabin elev A
82,"SCORE LESS THAN CUTOFF: p m to closing 11 Dorrance,73.5,PROVIDENCE","['cd1943/entry/1943_Page_1092 (1)_6.png', 'cd1943/entry/1943_Page_1092 (1)_7.png', 'cd1943/entry/1943_Page_1092 (1)_8.png', 'cd1943/entry/1943_Page_1092 (1)_9.png', 'cd1943/entry/1943_Page_1092 (1)_10.png', 'cd1943/entry/1943_Page_1092 (1)_11.png', 'cd1943/entry/1943_Page_1092 (1)_12.png']",DORRANCE ST,GARDEN RESTAURANT Providence- Biltmore Hotel dancing and enter- tainment every week day evening 7 p m to closing 11 Dorrance cor Washington tel GAspee 9200For further information see page 48 Buy- ers Guide and right bottom lines
83,"SCORE LESS THAN CUTOFF: -89 Beverage Hill av,59.5,PROVIDENCE","['cd1943/entry/1943_Page_1092 (2)_9.png', 'cd1943/entry/1943_Page_1092 (2)_10.png', 'cd1943/entry/1943_Page_1092 (2)_11.png']",BEVERLY ST,BERRY SPRING MINERAL WATER CO Lid 81-89 Beverage Hill av Paw- tucket tel PErry 0572
84,"SCORE LESS THAN CUTOFF: Pond, W Warwick,79.0,PROVIDENCE","['cd1943/entry/1943_Page_1092 (2)_12.png', 'cd1943/entry/1943_Page_1092 (2)_13.png', 'cd1943/entry/1943_Page_1092 (2)_14.png']",WARWICK AV,"WARWICK CLUB GINGER ALE CO Ine 108 Pond, W Warwick tel VAlley 0565"
85,"SCORE LESS THAN CUTOFF: Black,67,PROVIDENCE",['cd1943/entry/1943_Page_1092 (2)_39.png'],BLACKSTONE ST,Doyle Jos 55 Black
86,"SCORE LESS THAN CUTOFF: Armistice bivd Pawtucket,50.0,PROVIDENCE","['cd1943/entry/1943_Page_1092 (3)_15.png', 'cd1943/entry/1943_Page_1092 (3)_16.png', 'cd1943/entry/1943_Page_1092 (3)_17.png', 'cd1943/entry/1943_Page_1092 (3)_18.png']",MYSTIC ST,SOULE HENRY M CO 110 Armistice bivd Pawtucket tel PErry 0350For _ further information see page 36 Buy- ers Guide
87,EMPTY STREET,"['cd1943/entry/1943_Page_1093 (2)_19.png', 'cd1943/entry/1943_Page_1093 (2)_20.png']",,"North Burial Ground, Branch av cor N Main"
88,FAILED TO PARSE AN ADDRESS,['cd1943/entry/1943_Page_1094 (1)_1.png'],N/A,Chemical MfrsCon
89,EMPTY STREET,"['cd1943/entry/1943_Page_1094 (1)_2.png', 'cd1943/entry/1943_Page_1094 (1)_3.png', 'cd1943/entry/1943_Page_1094 (1)_4.png', 'cd1943/entry/1943_Page_1094 (1)_5.png', 'cd1943/entry/1943_Page_1094 (1)_6.png', 'cd1943/entry/1943_Page_1094 (1)_7.png']",,"HARRISON A & CO Inc office and works Hurdis st off Charles, North Providence PO Box 494 Pawtucket tels DExter 5192 and PErry 0190 For further information see page 28 Buyers Guide"
90,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1094 (1)_22.png', 'cd1943/entry/1943_Page_1094 (1)_23.png', 'cd1943/entry/1943_Page_1094 (1)_24.png', 'cd1943/entry/1943_Page_1094 (1)_25.png']",N/A,RUMFORD CHEMICAL WORKS Rum- ford tel EAst Providence 2880For further information see page 27 Buy- ers Guide
91,FAILED TO PARSE AN ADDRESS,['cd1943/entry/1943_Page_1094 (2)_1.png'],N/A,"Fields Point Mfg Corp, Fields Point"
92,EMPTY STREET,"['cd1943/entry/1943_Page_1094 (2)_65.png', 'cd1943/entry/1943_Page_1094 (2)_66.png']",,"CLARK J EVERETT DR 197 Water- man, B Providence tels EA 3421-0107"
93,"SCORE LESS THAN CUTOFF: Dex-,67.0,PROVIDENCE","['cd1943/entry/1943_Page_1094 (3)_57.png', 'cd1943/entry/1943_Page_1094 (3)_58.png']",DEXTER ST,Advent Christian Advent Christian Church 46 Dex-
94,"SCORE LESS THAN CUTOFF: 9,53.5,PROVIDENCE","['cd1943/entry/1943_Page_1094 (3)_60.png', 'cd1943/entry/1943_Page_1094 (3)_61.png']",I 95,African Methodist African Methodist Zion Church 69
95,"SCORE LESS THAN CUTOFF: Bethel Church 193 Meeting Zion Church 148 Wadsworth,65.0,PROVIDENCE","['cd1943/entry/1943_Page_1094 (3)_63.png', 'cd1943/entry/1943_Page_1094 (3)_64.png', 'cd1943/entry/1943_Page_1094 (3)_65.png', 'cd1943/entry/1943_Page_1094 (3)_66.png']",WADSWORTH ST,Allen African Methodist Church 12  Bethel Church 193 Meeting Zion Church 148 Wadsworth
96,"SCORE LESS THAN CUTOFF: 7,50,PROVIDENCE","['cd1943/entry/1943_Page_1094 (3)_67.png', 'cd1943/entry/1943_Page_1094 (3)_68.png']",7TH ST,Baptist Broadway Baptist Church 647
97,"SCORE LESS THAN CUTOFF: 9,53.5,PROVIDENCE",['cd1943/entry/1943_Page_1094 (3)_70.png'],I 95,Calhoun av Baptist Chapel 149
98,"SCORE LESS THAN CUTOFF: Broad Central Baptist Church 440 Lloyd,65.5,PROVIDENCE","['cd1943/entry/1943_Page_1094 (3)_72.png', 'cd1943/entry/1943_Page_1094 (3)_73.png']",CENTRAL AVE,Calvary Baptist Church 747 Broad Central Baptist Church 440 Lloyd
99,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1094 (3)_75.png', 'cd1943/entry/1943_Page_1094 (3)_76.png']",N/A,"Congdon St Baptist Church, Cong- don cor DeFoe pl"
100,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1095 (1)_5.png', 'cd1943/entry/1943_Page_1095 (1)_6.png']",N/A,"Federal Hill Italian Baptist . Church, Knight cor Tell"
101,"SCORE LESS THAN CUTOFF: Hast,75.0,PROVIDENCE",['cd1943/entry/1943_Page_1095 (1)_26.png'],EAST ST,Union Baptist Church 10 Hast
102,FAILED TO PARSE AN ADDRESS,['cd1943/entry/1943_Page_1095 (1)_27.png'],N/A,"United Baptist Church, Park cor"
103,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1095 (1)_29.png', 'cd1943/entry/1943_Page_1095 (1)_30.png']",N/A,"Christian Scientist First Church of Christ Scientist,"
104,FAILED TO PARSE AN ADDRESS,"['cd1943/entry/1943_Page_1095 (1)_34.png', 'cd1943/entry/1943_Page_1095 (1)_35.png']",N/A,Congregational Armenian Huphrates Evangelical
105,FAILED TO PARSE AN ADDRESS,['cd1943/entry/1943_Page_1095 (1)_38.png'],N/A,Beneficent Congregational Church
