,Drop_Reason,File_List,Street,Text
12,"SCORE LESS THAN CUTOFF: Industrial Trust bidg 111 Westminster,73.0,PROVIDENCE","['cd1944/entry/1944_Page_829 (3)_10.png', 'cd1944/entry/1944_Page_829 (3)_11.png', 'cd1944/entry/1944_Page_829 (3)_12.png']",WESTMINSTER ST,Baker Harvey A 1010 Industrial Trust bidg 111 Westminster tel GAspee 9360
13,"SCORE LESS THAN CUTOFF: Hospital Trust bldg,79,PROVIDENCE","['cd1944/entry/1944_Page_829 (3)_41.png', 'cd1944/entry/1944_Page_829 (3)_42.png', 'cd1944/entry/1944_Page_829 (3)_43.png', 'cd1944/entry/1944_Page_829 (3)_44.png']",HOSPITAL ST,CARTER BARNETT & CO 317 Hospital Trust bldg tels office DExter 9576 and HOpkins 68384For further in- formation see page 4 Buyers Guide
14,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_830 (1)_53.png'],N/A,. (used)
15,"SCORE LESS THAN CUTOFF: Main, Pawtucket,73.0,PROVIDENCE","['cd1944/entry/1944_Page_830 (2)_11.png', 'cd1944/entry/1944_Page_830 (2)_12.png', 'cd1944/entry/1944_Page_830 (2)_13.png', 'cd1944/entry/1944_Page_830 (2)_14.png', 'cd1944/entry/1944_Page_830 (2)_15.png']",PAWTUXET AV,"CHEVROLET MOTOR CARS, Frank Crook Inc 490 Main, Pawtucket tels PErry 4900 and PLantations 4900 For further information see page 4 Buyers Guide"
16,"SCORE LESS THAN CUTOFF: Main, Pawtucket,73.0,PROVIDENCE","['cd1944/entry/1944_Page_830 (3)_9.png', 'cd1944/entry/1944_Page_830 (3)_10.png', 'cd1944/entry/1944_Page_830 (3)_11.png', 'cd1944/entry/1944_Page_830 (3)_12.png', 'cd1944/entry/1944_Page_830 (3)_13.png']",PAWTUXET AV,"CHEVROLET MOTOR CARS, Frank Crook Inc 490 Main, Pawtucket tels PErry 4900 and PLantations 4900 For further information see page 4 _ Buyers Guide"
17,"SCORE LESS THAN CUTOFF: Main, Pawtucket,73.0,PROVIDENCE","['cd1944/entry/1944_Page_830 (3)_15.png', 'cd1944/entry/1944_Page_830 (3)_16.png', 'cd1944/entry/1944_Page_830 (3)_17.png', 'cd1944/entry/1944_Page_830 (3)_18.png']",PAWTUXET AV,"CROOK FRANK Inc (Chevrolet) 490 Main, Pawtucket tels PErry 4900 and PLantations 4900For further information see page 4 Buyers Guide"
18,"SCORE LESS THAN CUTOFF: Main Pawtucket,73.0,PROVIDENCE","['cd1944/entry/1944_Page_830 (3)_64.png', 'cd1944/entry/1944_Page_830 (3)_65.png', 'cd1944/entry/1944_Page_830 (3)_66.png']",PAWTUXET AV,WINTERS WALTER Inc 483 Main Pawtucket tel PErry 2017 (Dodge- Plymouth cars and trucks)
19,EMPTY STREET,"['cd1944/entry/1944_Page_831 (2)_10.png', 'cd1944/entry/1944_Page_831 (2)_11.png']",,MtPleasant Avenue Garage.55 MtPleas- ant av
20,"SCORE LESS THAN CUTOFF: National Bank of Commerce bldg,52.5,PROVIDENCE","['cd1944/entry/1944_Page_831 (3)_19.png', 'cd1944/entry/1944_Page_831 (3)_20.png', 'cd1944/entry/1944_Page_831 (3)_21.png', 'cd1944/entry/1944_Page_831 (3)_22.png', 'cd1944/entry/1944_Page_831 (3)_23.png']",NATURAL HISTORY WY,BEACON FINANCE CO 202 National Bank of Commerce bldg tel GAspee 0248For further information see page 71 Buyers Guide and left top lines
21,"SCORE LESS THAN CUTOFF: Union Trust bldg,74.0,PROVIDENCE","['cd1944/entry/1944_Page_831 (3)_44.png', 'cd1944/entry/1944_Page_831 (3)_45.png', 'cd1944/entry/1944_Page_831 (3)_46.png', 'cd1944/entry/1944_Page_831 (3)_47.png']",UNION ST,PUBLIC LOAN CORP 408 Union Trust bldg tel GAspee 2994For further information see page 74 Buyers Guide
22,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_832 (1)_1.png'],N/A,Automobile ParkingCon
23,"SCORE LESS THAN CUTOFF: S Main nr Crawford,76.5,PROVIDENCE","['cd1944/entry/1944_Page_832 (1)_4.png', 'cd1944/entry/1944_Page_832 (1)_5.png']",CRAWFORD ST,Court House Parking Station 99 S Main nr Crawford
24,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_832 (1)_9.png', 'cd1944/entry/1944_Page_832 (1)_10.png']",N/A,"Empire Parking Co, Empire cor Wash sts"
25,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_832 (1)_58.png', 'cd1944/entry/1944_Page_832 (1)_59.png']",N/A,"Sears Parking Lot, Snow cor Chapel sts"
26,"SCORE LESS THAN CUTOFF: Ormsbee av,73,PROVIDENCE",['cd1944/entry/1944_Page_832 (2)_7.png'],ORMS ST,Andrews Auto Service 19 Ormsbee av
27,"SCORE LESS THAN CUTOFF: Foun-,67.0,PROVIDENCE","['cd1944/entry/1944_Page_832 (2)_43.png', 'cd1944/entry/1944_Page_832 (2)_44.png']",FOUNTAIN ST,H & R Automotive Service 416 Foun-
28,EMPTY STREET,['cd1944/entry/1944_Page_832 (2)_67.png'],,New Olney St Garage 1 Pratt
29,"SCORE LESS THAN CUTOFF: Hddy,75.0,PROVIDENCE",['cd1944/entry/1944_Page_832 (3)_53.png'],EDDY ST,Emblem & Badge Mfg Co 220 Hddy
30,"SCORE LESS THAN CUTOFF: Third,67,PROVIDENCE","['cd1944/entry/1944_Page_833 (1)_1.png', 'cd1944/entry/1944_Page_833 (1)_2.png', 'cd1944/entry/1944_Page_833 (1)_3.png', 'cd1944/entry/1944_Page_833 (1)_4.png']",TIDD ST,WILLIAMS & ANDERSON CO Inc The 14 Third tels GAspee 3621-3622For further information see page 69 Buy- ers Guide
31,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1944/entry/1944_Page_833 (1)_13.png'],SHAW ST,Atlantic Burlap Bag Co 10 Shawmut
32,"SCORE LESS THAN CUTOFF: Black,67,PROVIDENCE",['cd1944/entry/1944_Page_833 (1)_14.png'],BLACKSTONE ST,Blazer Bag Co 58 Black
33,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1944/entry/1944_Page_833 (1)_15.png'],SHAW ST,Dwares Saml 11 Shawmut
34,"SCORE LESS THAN CUTOFF: Dexter Central Falls,76.0,PROVIDENCE","['cd1944/entry/1944_Page_833 (1)_66.png', 'cd1944/entry/1944_Page_833 (1)_67.png']",CENTRAL AVE,GORMANS BAKERY Inc 817 Dexter Central Falls tel PErry 5644
35,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_833 (3)_21.png', 'cd1944/entry/1944_Page_833 (3)_22.png', 'cd1944/entry/1944_Page_833 (3)_23.png', 'cd1944/entry/1944_Page_833 (3)_24.png']",N/A,"RUMFORD CHEMICAL WORKS, Rum- ford tel East Providence 2880For further information see page 29 Buy- ers Guide"
36,"SCORE LESS THAN CUTOFF: Sabin, Pawtucket,71.5,PROVIDENCE","['cd1944/entry/1944_Page_833 (3)_36.png', 'cd1944/entry/1944_Page_833 (3)_37.png', 'cd1944/entry/1944_Page_833 (3)_38.png', 'cd1944/entry/1944_Page_833 (3)_39.png']",PAWTUXET AV,"HALL J C CO The 21 Sabin, Pawtucket tels DExter 1124 and PErry 9512 For further information see page 93 Buyers Guide"
37,"SCORE LESS THAN CUTOFF: Main, W Warwick,79.0,PROVIDENCE","['cd1944/entry/1944_Page_833 (3)_55.png', 'cd1944/entry/1944_Page_833 (3)_56.png', 'cd1944/entry/1944_Page_833 (3)_57.png', 'cd1944/entry/1944_Page_833 (3)_58.png']",WARWICK AV,"CENTREVILLE NATIONAL BANK 1218 Main, W Warwick tel Valley 0003F'or further information see page 17 Buyers Guide"
38,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_833 (3)_59.png', 'cd1944/entry/1944_Page_833 (3)_60.png', 'cd1944/entry/1944_Page_833 (3)_61.png', 'cd1944/entry/1944_Page_833 (3)_62.png', 'cd1944/entry/1944_Page_833 (3)_63.png']",N/A,"CITIZENS SAVINGS BANK, Westmin- ster junction Cranston tel GAspee 1717For further information see page 14 Buyers Guide and left top lines"
39,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_834 (1)_1.png'],N/A,Banks & Trust CompaniesCon
40,"SCORE LESS THAN CUTOFF: Main Phenix, W Warwick,72.5,PROVIDENCE","['cd1944/entry/1944_Page_834 (1)_47.png', 'cd1944/entry/1944_Page_834 (1)_48.png', 'cd1944/entry/1944_Page_834 (1)_49.png', 'cd1944/entry/1944_Page_834 (1)_50.png']",WARWICK AV,"PHENIX TRUST COMPANY 710 Main Phenix, W Warwick tel VAlley 0036 For further information see page 16 Buyers Guide"
41,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_834 (2)_39.png'],N/A,"Bigney Clarence M, Union Station"
42,"SCORE LESS THAN CUTOFF: Hddy,75.0,PROVIDENCE",['cd1944/entry/1944_Page_835 (1)_11.png'],EDDY ST,Geduldig Arth M 19 Hddy
43,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_835 (1)_76.png', 'cd1944/entry/1944_Page_835 (1)_77.png', 'cd1944/entry/1944_Page_835 (1)_78.png']",N/A,37 WAINWRICHT ST.
44,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_835 (3)_5.png', 'cd1944/entry/1944_Page_835 (3)_6.png']",N/A,"Prov-Biltmore Hotel Barber Shop, Prov-Biltmore"
45,"SCORE LESS THAN CUTOFF: Acad@my av,79.5,PROVIDENCE",['cd1944/entry/1944_Page_835 (3)_40.png'],ACADEMY AVE,Spadaro Francesco 91 Acad@my av
46,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_835 (3)_72.png'],N/A,CINDER OR CONCRETE
47,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_835 (3)_74.png', 'cd1944/entry/1944_Page_835 (3)_75.png']",N/A,HIGHEST TESTED BUILDING BLOCKS
48,"SCORE LESS THAN CUTOFF: Quaid,71,PROVIDENCE","['cd1944/entry/1944_Page_836 (1)_64.png', 'cd1944/entry/1944_Page_836 (1)_65.png']",QUAIL RIDGE RD,Quaid S T Bath House 47 Quaid (pub- lic)
49,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_836 (2)_19.png'],N/A,Beauty Shop Equipment & Sup-
50,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_837 (1)_16.png'],N/A,2d fl
51,"SCORE LESS THAN CUTOFF: 7,50,PROVIDENCE",['cd1944/entry/1944_Page_837 (2)_5.png'],7TH ST,- minster rm 407
52,"SCORE LESS THAN CUTOFF: Cranston Rose Petal Beauty Shoppe 953 Eddy Roses Beauty Shoppe 682 Admiral,60.0,PROVIDENCE",['cd1944/entry/1944_Page_837 (3)_33.png'],CRANSTON ST,"Rose Lees Beauty Salon 725 Cranston
Rose Petal Beauty Shoppe 953 Eddy
Roses Beauty Shoppe 682 Admiral"
53,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_838 (1)_1.png'],N/A,Beauty ShopsCon
54,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_838 (3)_1.png'],N/A,
55,"SCORE LESS THAN CUTOFF: Stevens,71,PROVIDENCE","['cd1944/entry/1944_Page_838 (3)_24.png', 'cd1944/entry/1944_Page_838 (3)_25.png', 'cd1944/entry/1944_Page_838 (3)_26.png', 'cd1944/entry/1944_Page_838 (3)_27.png', 'cd1944/entry/1944_Page_838 (3)_28.png']",STEUBEN ST,AMERICAN SCREW CO 21 Stevens tel DExter 1800 and 588 EddyFor fur- ther information see page 101 Buy-. ers Guide
56,"SCORE LESS THAN CUTOFF: Westminster tels DExter 1180-1-2-3-4-5, Boston,69.5,PROVIDENCE","['cd1944/entry/1944_Page_839 (1)_24.png', 'cd1944/entry/1944_Page_839 (1)_25.png', 'cd1944/entry/1944_Page_839 (1)_26.png', 'cd1944/entry/1944_Page_839 (1)_27.png']",WESTMINSTER ST,"BROOKS GILBERT F & CO 1012 Hos- pital Trust bldg 15 Westminster tels
DExter 1180-1-2-3-4-5, Boston tel CAP- itol 1229F er further information see page 22 Buyers Guide"
57,"SCORE LESS THAN CUTOFF: Grosvenor bidg 10 Weybosset,75.0,PROVIDENCE","['cd1944/entry/1944_Page_839 (1)_56.png', 'cd1944/entry/1944_Page_839 (1)_57.png']",GROSVENOR AVE,BOOK SHOP The 5 Grosvenor bidg 10 Weybosset tel GAspee 0520
58,"SCORE LESS THAN CUTOFF: Sabin, Pawtucket,71.5,PROVIDENCE","['cd1944/entry/1944_Page_839 (1)_63.png', 'cd1944/entry/1944_Page_839 (1)_64.png', 'cd1944/entry/1944_Page_839 (1)_65.png', 'cd1944/entry/1944_Page_839 (1)_66.png']",PAWTUXET AV,"HALL J C CO The 21 Sabin, Pawtucket tels DExter 1124 and PErry 9512 For further information see page 91 Buyers Guide"
59,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_839 (2)_4.png', 'cd1944/entry/1944_Page_839 (2)_5.png', 'cd1944/entry/1944_Page_839 (2)_6.png', 'cd1944/entry/1944_Page_839 (2)_7.png']",N/A,"INTERLAKEN MILLS, Fiskeville, R I tels VAlley 0480-0481-0482For fur- ther information see page 104 Buy- ers Guide"
60,"SCORE LESS THAN CUTOFF: Pond, W Warwick,79.0,PROVIDENCE","['cd1944/entry/1944_Page_839 (2)_57.png', 'cd1944/entry/1944_Page_839 (2)_58.png', 'cd1944/entry/1944_Page_839 (2)_59.png']",WARWICK AV,"WARWICK CLUB GINGER AL CO Inc 108 Pond, W Warwick tel VAlley 0565"
61,"SCORE LESS THAN CUTOFF: Iroquois,62.0,PROVIDENCE",['cd1944/entry/1944_Page_839 (3)_10.png'],LOUIS AVE,Import Beverage Corp 19 Iroquois
62,"SCORE LESS THAN CUTOFF: Edgeworth av,74.5,PROVIDENCE",['cd1944/entry/1944_Page_839 (3)_31.png'],EDGEWOOD AV,Cerrone Michl 8 Edgeworth av
63,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_840 (1)_1.png'],N/A,"Box Mfrs, PaperCon"
64,"SCORE LESS THAN CUTOFF: Sabin Pawtucket,71.5,PROVIDENCE","['cd1944/entry/1944_Page_840 (1)_4.png', 'cd1944/entry/1944_Page_840 (1)_5.png', 'cd1944/entry/1944_Page_840 (1)_6.png', 'cd1944/entry/1944_Page_840 (1)_7.png']",PAWTUXET AV,SHAW PAPER BOX CO 37 Sabin Paw- tucket tels PErry 0414 and 0411For further information see page 22 Buy- ers Guide
65,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_840 (3)_62.png', 'cd1944/entry/1944_Page_840 (3)_63.png']",N/A,"Chapman John M jr, Bucklin & Wood- man sts"
66,"SCORE LESS THAN CUTOFF: Armistice blvd Pawtucket,52.0,PROVIDENCE","['cd1944/entry/1944_Page_841 (1)_16.png', 'cd1944/entry/1944_Page_841 (1)_17.png', 'cd1944/entry/1944_Page_841 (1)_18.png', 'cd1944/entry/1944_Page_841 (1)_19.png']",HARBORSIDE BLVD,SOULE HENRY M CO 110 Armistice blvd Pawtucket tel PErry 0350For further information see page 39 Buy- ers Guide
67,"SCORE LESS THAN CUTOFF: -262,33.0,PROVIDENCE",['cd1944/entry/1944_Page_841 (1)_38.png'],2ND ST,BUILDERS SPECIALTIES CO 258-262
68,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_841 (1)_39.png', 'cd1944/entry/1944_Page_841 (1)_40.png', 'cd1944/entry/1944_Page_841 (1)_41.png']",N/A,"Pine Pawtucket, RI tels PErry 2988- 89Yor further information see page 27 Buyers Guide and back cover"
69,"SCORE LESS THAN CUTOFF: High, Pawtucket,73,PROVIDENCE","['cd1944/entry/1944_Page_841 (2)_3.png', 'cd1944/entry/1944_Page_841 (2)_4.png', 'cd1944/entry/1944_Page_841 (2)_5.png', 'cd1944/entry/1944_Page_841 (2)_6.png']",PAWTUXET AV,"McDUFF COAL & LUMBER CO 11 High, Pawtucket tel PErry 2400 and GAspee 4148For further informa- tion see page 76 Buyers Guide"
70,"SCORE LESS THAN CUTOFF: High, Pawtucket,73,PROVIDENCE","['cd1944/entry/1944_Page_841 (2)_14.png', 'cd1944/entry/1944_Page_841 (2)_15.png', 'cd1944/entry/1944_Page_841 (2)_16.png', 'cd1944/entry/1944_Page_841 (2)_17.png']",PAWTUXET AV,"NEWELL COAL & LUMBER CO 28 High, Pawtucket tels PErry 7900 and GAspee 3392-For further informa- tion see page 76 Buyers Guide"
71,EMPTY STREET,"['cd1944/entry/1944_Page_841 (2)_24.png', 'cd1944/entry/1944_Page_841 (2)_25.png', 'cd1944/entry/1944_Page_841 (2)_26.png', 'cd1944/entry/1944_Page_841 (2)_27.png']",,RHODE ISLAND SAND & GRAVEL CO Inc Kilvert st Hillsgrove tel Williams 3760 (sand)For further informa- tion see page 39 Buyers Guide
72,"SCORE LESS THAN CUTOFF: first floor 10 Weybosset,77,PROVIDENCE","['cd1944/entry/1944_Page_841 (2)_61.png', 'cd1944/entry/1944_Page_841 (2)_62.png', 'cd1944/entry/1944_Page_841 (2)_63.png', 'cd1944/entry/1944_Page_841 (2)_64.png', 'cd1944/entry/1944_Page_841 (2)_65.png', 'cd1944/entry/1944_Page_841 (2)_66.png']",WEYBOSSET ST,ROGER WILLIAMS SAVINGS FUND AND LOAN ASSOCIATION 105 Gros- venor bldg first floor 10 Weybosset tel GAspee 5112For further infor- mation see page 18 Buyers Guide and right top corner cards
73,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_841 (3)_29.png', 'cd1944/entry/1944_Page_841 (3)_30.png']",N/A,"Brown John Carter Library, Brown opp George"
74,"SCORE LESS THAN CUTOFF: Crawford sq,69,PROVIDENCE",['cd1944/entry/1944_Page_841 (3)_68.png'],BRADFORD ST,Day Building 5 Crawford sq
75,"SCORE LESS THAN CUTOFF: Shiv,75.0,PROVIDENCE","['cd1944/entry/1944_Page_841 (3)_71.png', 'cd1944/entry/1944_Page_841 (3)_72.png']",SHIP ST,Doran Building 150 Chestnut and 70 Shiv
76,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_842 (1)_1.png'],N/A,"Buildings, Office & PublicCon"
77,EMPTY STREET,"['cd1944/entry/1944_Page_842 (1)_18.png', 'cd1944/entry/1944_Page_842 (1)_19.png']",,"Equitable Building, Custom House st cor Weybosset"
78,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_842 (1)_22.png', 'cd1944/entry/1944_Page_842 (1)_23.png']",N/A,"Federal Building, Exchange cor Ex- change pl"
79,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_842 (1)_56.png', 'cd1944/entry/1944_Page_842 (1)_57.png']",N/A,"Hay John Library Building, Prospect cor College"
80,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_842 (2)_47.png', 'cd1944/entry/1944_Page_842 (2)_48.png']",N/A,New England Telephone & Telegraph Co Building 234 Wash
81,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_842 (2)_50.png'],N/A,"NYNH&H RR Buildings, Exchange ter"
82,"SCORE LESS THAN CUTOFF: Weybosset Eddy Pine Garnet sts,73.0,PROVIDENCE","['cd1944/entry/1944_Page_842 (2)_58.png', 'cd1944/entry/1944_Page_842 (2)_59.png']",WEYBOSSET ST,"Outlet Building 176 Weybosset, Eddy, Pine and Garnet sts"
83,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_842 (2)_70.png'],N/A,"Post Office, Exchange"
84,FAILED TO PARSE AN ADDRESS,"['cd1944/entry/1944_Page_842 (2)_71.png', 'cd1944/entry/1944_Page_842 (2)_72.png']",N/A,"Post Office Annex, Exchange cor Exchange ter"
85,"SCORE LESS THAN CUTOFF: Market sq Public Market Building,55.0,PROVIDENCE","['cd1944/entry/1944_Page_842 (3)_16.png', 'cd1944/entry/1944_Page_842 (3)_17.png', 'cd1944/entry/1944_Page_842 (3)_18.png', 'cd1944/entry/1944_Page_842 (3)_19.png', 'cd1944/entry/1944_Page_842 (3)_20.png', 'cd1944/entry/1944_Page_842 (3)_21.png', 'cd1944/entry/1944_Page_842 (3)_22.png', 'cd1944/entry/1944_Page_842 (3)_23.png', 'cd1944/entry/1944_Page_842 (3)_24.png']",FIELDING RD,Providence Washington Building 20 Market sq Public Market Building 394 Westmin- ster Raymond Block 96 Mathewson and 109 Wash Realty Building 117 Bway Remington Building 62 Page Rhode Island Auditorium 1111 N Main
86,"SCORE LESS THAN CUTOFF: Wash Realty Building,59.0,PROVIDENCE","['cd1944/entry/1944_Page_842 (3)_16.png', 'cd1944/entry/1944_Page_842 (3)_17.png', 'cd1944/entry/1944_Page_842 (3)_18.png', 'cd1944/entry/1944_Page_842 (3)_19.png', 'cd1944/entry/1944_Page_842 (3)_20.png', 'cd1944/entry/1944_Page_842 (3)_21.png', 'cd1944/entry/1944_Page_842 (3)_22.png', 'cd1944/entry/1944_Page_842 (3)_23.png', 'cd1944/entry/1944_Page_842 (3)_24.png']",GOULDING ST,Providence Washington Building 20 Market sq Public Market Building 394 Westmin- ster Raymond Block 96 Mathewson and 109 Wash Realty Building 117 Bway Remington Building 62 Page Rhode Island Auditorium 1111 N Main
87,"SCORE LESS THAN CUTOFF: Bway Remington Building,78.0,PROVIDENCE","['cd1944/entry/1944_Page_842 (3)_16.png', 'cd1944/entry/1944_Page_842 (3)_17.png', 'cd1944/entry/1944_Page_842 (3)_18.png', 'cd1944/entry/1944_Page_842 (3)_19.png', 'cd1944/entry/1944_Page_842 (3)_20.png', 'cd1944/entry/1944_Page_842 (3)_21.png', 'cd1944/entry/1944_Page_842 (3)_22.png', 'cd1944/entry/1944_Page_842 (3)_23.png', 'cd1944/entry/1944_Page_842 (3)_24.png']",REMINGTON ST,Providence Washington Building 20 Market sq Public Market Building 394 Westmin- ster Raymond Block 96 Mathewson and 109 Wash Realty Building 117 Bway Remington Building 62 Page Rhode Island Auditorium 1111 N Main
88,"SCORE LESS THAN CUTOFF: Page Rhode Island Auditorium,46.5,PROVIDENCE","['cd1944/entry/1944_Page_842 (3)_16.png', 'cd1944/entry/1944_Page_842 (3)_17.png', 'cd1944/entry/1944_Page_842 (3)_18.png', 'cd1944/entry/1944_Page_842 (3)_19.png', 'cd1944/entry/1944_Page_842 (3)_20.png', 'cd1944/entry/1944_Page_842 (3)_21.png', 'cd1944/entry/1944_Page_842 (3)_22.png', 'cd1944/entry/1944_Page_842 (3)_23.png', 'cd1944/entry/1944_Page_842 (3)_24.png']",STADIUM RD,Providence Washington Building 20 Market sq Public Market Building 394 Westmin- ster Raymond Block 96 Mathewson and 109 Wash Realty Building 117 Bway Remington Building 62 Page Rhode Island Auditorium 1111 N Main
89,EMPTY STREET,"['cd1944/entry/1944_Page_842 (3)_30.png', 'cd1944/entry/1944_Page_842 (3)_31.png']",,"RI School of Design Auditorium, Canal st"
90,FAILED TO PARSE AN ADDRESS,['cd1944/entry/1944_Page_843 (1)_9.png'],N/A,"Union Station, Exchange terrace"
91,"SCORE LESS THAN CUTOFF: Wash rm 315,76.5,PROVIDENCE","['cd1944/entry/1944_Page_843 (1)_62.png', 'cd1944/entry/1944_Page_843 (1)_63.png']",WASHINGTON ST,Arrow Line 38 Fountain and 77 Wash rm 315
92,"SCORE LESS THAN CUTOFF: Eddv,75,PROVIDENCE",['cd1944/entry/1944_Page_843 (2)_10.png'],EDDY ST,Johnson Bus Line 5 Eddv
93,"SCORE LESS THAN CUTOFF: Sabin elev A,79,PROVIDENCE",['cd1944/entry/1944_Page_843 (3)_9.png'],SABIN ST,Flynn Frank Mfg Co 93 Sabin elev A
94,"SCORE LESS THAN CUTOFF: p m to closing 11 Dorrance,73.5,PROVIDENCE","['cd1944/entry/1944_Page_843 (3)_13.png', 'cd1944/entry/1944_Page_843 (3)_14.png', 'cd1944/entry/1944_Page_843 (3)_15.png', 'cd1944/entry/1944_Page_843 (3)_16.png', 'cd1944/entry/1944_Page_843 (3)_17.png', 'cd1944/entry/1944_Page_843 (3)_18.png', 'cd1944/entry/1944_Page_843 (3)_19.png']",DORRANCE ST,GARDEN RESTAURANT Providence- Biltmore Hotel dancine and enter- tainment every week day evening 7 p m to closing 11 Dorrance cor Wash- ington tel GAspee 9200For further information see page 52 Buyers Guide and right bottom lines
95,EMPTY STREET,['cd1944/entry/1944_Page_843 (3)_50.png'],,"Hill James, Mfg Co 20-Gordon av"
96,"SCORE LESS THAN CUTOFF: Black,67,PROVIDENCE",['cd1944/entry/1944_Page_844 (1)_34.png'],BLACKSTONE ST,Doyle Jos 55 Black
