,Drop_Reason,File_List,Street,Text
37,"SCORE LESS THAN CUTOFF: National Bank of Commerce bldg,52.5,PROVIDENCE","['cd1945/entry/1945_Page_731 (1)_37.png', 'cd1945/entry/1945_Page_731 (1)_38.png', 'cd1945/entry/1945_Page_731 (1)_39.png', 'cd1945/entry/1945_Page_731 (1)_40.png', 'cd1945/entry/1945_Page_731 (1)_41.png']",NATURAL HISTORY WY,BEACON FINANCE CO 202 National Bank of Commerce bldg tel GAspee 0248For further information see page 90 Buyers Guide and left top lines
38,"SCORE LESS THAN CUTOFF: Canal, 26 N Main,74.0,PROVIDENCE","['cd1945/entry/1945_Page_731 (1)_42.png', 'cd1945/entry/1945_Page_731 (1)_43.png', 'cd1945/entry/1945_Page_731 (1)_44.png', 'cd1945/entry/1945_Page_731 (1)_45.png', 'cd1945/entry/1945_Page_731 (1)_46.png']",CANAL WALK,"MORRIS PLAN BANK OF RHODE IS- LAND The 25 Canal, 26 N Main tel DExter 800 and 30 Olneyville sq For further information see page 14 Buyers Guide and left side lines"
39,"SCORE LESS THAN CUTOFF: Union Trust bidg,74.0,PROVIDENCE","['cd1945/entry/1945_Page_731 (1)_52.png', 'cd1945/entry/1945_Page_731 (1)_53.png', 'cd1945/entry/1945_Page_731 (1)_54.png', 'cd1945/entry/1945_Page_731 (1)_55.png']",UNION ST,PUBLIC LOAN CORP 408 Union Trust bidg tel GAspee 2994For further information see page 92 Buyers Guide .
40,"SCORE LESS THAN CUTOFF: Woolworth bidg 187 Westminster,77.0,PROVIDENCE","['cd1945/entry/1945_Page_731 (1)_63.png', 'cd1945/entry/1945_Page_731 (1)_64.png', 'cd1945/entry/1945_Page_731 (1)_65.png', 'cd1945/entry/1945_Page_731 (1)_66.png']",WESTMINSTER ST,UNION FINANCE CO 405 Woolworth bidg 187 Westminster tel GAspee 3434For further information see page 93 Buyers Guide
41,"SCORE LESS THAN CUTOFF: S Main nr Crawford,76.5,PROVIDENCE","['cd1945/entry/1945_Page_731 (2)_10.png', 'cd1945/entry/1945_Page_731 (2)_11.png']",CRAWFORD ST,Court House Parking Station 99 S Main nr Crawford
42,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_731 (2)_16.png'],N/A,"Empire Parking Co, Empire cor Wash"
43,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_731 (2)_60.png'],N/A,"Sears Parking Lot, Snow cor Chapel"
44,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_731 (2)_72.png'],N/A,(See Radiator RepairersAuto-
45,"SCORE LESS THAN CUTOFF: Ormsbee av,73,PROVIDENCE",['cd1945/entry/1945_Page_731 (3)_3.png'],ORMS ST,Andrews Auto Service 19 Ormsbee av
46,EMPTY STREET,['cd1945/entry/1945_Page_731 (3)_67.png'],,New Olney St Garage 1 Pratt
47,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_732 (1)_1.png'],N/A,Automobile RepairingCon
48,EMPTY STREET,['cd1945/entry/1945_Page_732 (1)_6.png'],,Villas Orms St Garage 327 Orms
49,"SCORE LESS THAN CUTOFF: Third,67,PROVIDENCE","['cd1945/entry/1945_Page_732 (1)_61.png', 'cd1945/entry/1945_Page_732 (1)_62.png', 'cd1945/entry/1945_Page_732 (1)_63.png', 'cd1945/entry/1945_Page_732 (1)_64.png']",TIDD ST,WILLIAMS & ANDERSON CO Inc The 14 Third tels GAspee 3621-3622-For further information see page 88 Buy- ers Guide
50,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1945/entry/1945_Page_732 (2)_4.png'],SHAW ST,Atlantic Burlap Bag Co 10 Shawmut
51,"SCORE LESS THAN CUTOFF: Black,67,PROVIDENCE",['cd1945/entry/1945_Page_732 (2)_5.png'],BLACKSTONE ST,Blazer Bag Co 58 Black
52,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1945/entry/1945_Page_732 (2)_6.png'],SHAW ST,Dwares Saml 11 Shawmut
53,"SCORE LESS THAN CUTOFF: Dexter Central Falls,76.0,PROVIDENCE","['cd1945/entry/1945_Page_732 (2)_53.png', 'cd1945/entry/1945_Page_732 (2)_54.png']",CENTRAL AVE,GORMANS BAKERY Inc 817 Dexter Central Falls tel PErry 5644
54,EMPTY STREET,['cd1945/entry/1945_Page_732 (3)_27.png'],,Scialo Bros.257 Atwells av
55,FAILED TO PARSE AN ADDRESS,"['cd1945/entry/1945_Page_732 (3)_65.png', 'cd1945/entry/1945_Page_732 (3)_66.png', 'cd1945/entry/1945_Page_732 (3)_67.png', 'cd1945/entry/1945_Page_732 (3)_68.png', 'cd1945/entry/1945_Page_732 (3)_69.png']",N/A,"RUMFORD CHEMICAL WORKS, Rum-' ford tel East Providence 2880For | further information see page 34 Buy-. ers Guide"
56,"SCORE LESS THAN CUTOFF: Sabin, Pawtucket,71.5,PROVIDENCE","['cd1945/entry/1945_Page_733 (1)_2.png', 'cd1945/entry/1945_Page_733 (1)_3.png', 'cd1945/entry/1945_Page_733 (1)_4.png', 'cd1945/entry/1945_Page_733 (1)_5.png']",PAWTUXET AV,"HALL J C CO The 21 Sabin, Pawtucket tels DExter 1124 and PErry 9512 For further information see page 91 Buyers Guide"
57,"SCORE LESS THAN CUTOFF: Main, W Warwick,79.0,PROVIDENCE","['cd1945/entry/1945_Page_733 (1)_21.png', 'cd1945/entry/1945_Page_733 (1)_22.png', 'cd1945/entry/1945_Page_733 (1)_23.png', 'cd1945/entry/1945_Page_733 (1)_24.png']",WARWICK AV,"CENTREVILLE NATIONAL BANK 1218 Main, W Warwick tel Valley 0003For further information see page 23 Buyers Guide"
58,FAILED TO PARSE AN ADDRESS,"['cd1945/entry/1945_Page_733 (1)_25.png', 'cd1945/entry/1945_Page_733 (1)_26.png', 'cd1945/entry/1945_Page_733 (1)_27.png', 'cd1945/entry/1945_Page_733 (1)_28.png', 'cd1945/entry/1945_Page_733 (1)_29.png']",N/A,"CITIZENS SAVINGS. BANK, Westmin- ster junction Cranston tel GAspee 1717-For further information see . page 14 Buyers Guide and left top lines"
59,"SCORE LESS THAN CUTOFF: Buyers Guide right side lines,51.0,PROVIDENCE","['cd1945/entry/1945_Page_733 (1)_44.png', 'cd1945/entry/1945_Page_733 (1)_45.png', 'cd1945/entry/1945_Page_733 (1)_46.png']",BURNS ST,0116For further information see page 11 Buyers Guide and right side lines
60,"SCORE LESS THAN CUTOFF: Main Phenix, W Warwick,72.5,PROVIDENCE","['cd1945/entry/1945_Page_733 (2)_1.png', 'cd1945/entry/1945_Page_733 (2)_2.png', 'cd1945/entry/1945_Page_733 (2)_3.png', 'cd1945/entry/1945_Page_733 (2)_4.png']",WARWICK AV,"PHENIX TRUST COMPANY 710 Main Phenix, W Warwick tel VAlley 0036 For further information see page 22 Buyers Guide"
61,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_733 (2)_61.png'],N/A,"Bigney Clarence M, Union sta"
62,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_734 (1)_1.png'],N/A,BarbersCon
63,FAILED TO PARSE AN ADDRESS,"['cd1945/entry/1945_Page_734 (2)_65.png', 'cd1945/entry/1945_Page_734 (2)_66.png']",N/A,"Prov-Biltmore Hotel Barber Shop, Prov-Biltmore"
64,"SCORE LESS THAN CUTOFF: Quaid,71.0,PROVIDENCE",['cd1945/entry/1945_Page_735 (1)_31.png'],QUAIL RIDGE RD,Quaid St Bath House 47 Quaid (public)
65,"SCORE LESS THAN CUTOFF: Hddy,75.0,PROVIDENCE","['cd1945/entry/1945_Page_735 (2)_26.png', 'cd1945/entry/1945_Page_735 (2)_27.png']",EDDY ST,Anthony & Betty Beauty Shop The 93 Hddy rm 204
66,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_736 (1)_1.png'],N/A,Beauty ShopsCon
67,"SCORE LESS THAN CUTOFF: Wash rm. 217,76.5,PROVIDENCE",['cd1945/entry/1945_Page_736 (2)_55.png'],WASHINGTON ST,Pinto Jeanne M Mrs 77 Wash rm. 217
68,"SCORE LESS THAN CUTOFF: Hddy,75.0,PROVIDENCE","['cd1945/entry/1945_Page_737 (1)_30.png', 'cd1945/entry/1945_Page_737 (1)_31.png']",EDDY ST,Congress Amusements 153 Weybosset and 99 Hddy
69,"SCORE LESS THAN CUTOFF: Stevens,71,PROVIDENCE","['cd1945/entry/1945_Page_737 (2)_39.png', 'cd1945/entry/1945_Page_737 (2)_40.png', 'cd1945/entry/1945_Page_737 (2)_41.png', 'cd1945/entry/1945_Page_737 (2)_42.png', 'cd1945/entry/1945_Page_737 (2)_43.png']",STEUBEN ST,AMERICAN SCREW CO 21 Stevens tel DExter 1800 and 588 EddyFor fur- ther information see page 128 Buy- ers Guide
70,FAILED TO PARSE AN ADDRESS,"['cd1945/entry/1945_Page_738 (1)_2.png', 'cd1945/entry/1945_Page_738 (1)_3.png', 'cd1945/entry/1945_Page_738 (1)_4.png', 'cd1945/entry/1945_Page_738 (1)_5.png']",N/A,"INTERLAKEN MILLS, Fiskeville RI tels VAlley 0480-0481-0482-For fur- ther information see page 132 Buyers Guide"
71,FAILED TO PARSE AN ADDRESS,"['cd1945/entry/1945_Page_738 (1)_7.png', 'cd1945/entry/1945_Page_738 (1)_8.png', 'cd1945/entry/1945_Page_738 (1)_9.png', 'cd1945/entry/1945_Page_738 (1)_10.png']",N/A,"INTERLAKEN MILLS, Fiskeville, R I tels VAlley 0480-0481-0482-For fur- ther information see page 132 Buy- ers Guide"
72,FAILED TO PARSE AN ADDRESS,"['cd1945/entry/1945_Page_738 (1)_47.png', 'cd1945/entry/1945_Page_738 (1)_48.png']",N/A,(For everything connected with this industry see shoes)
73,"SCORE LESS THAN CUTOFF: Pond, W Warwick,79.0,PROVIDENCE","['cd1945/entry/1945_Page_738 (1)_61.png', 'cd1945/entry/1945_Page_738 (1)_62.png', 'cd1945/entry/1945_Page_738 (1)_63.png']",WARWICK AV,"WARWICK CLUB GINGER ALE O Inc 108 Pond, W Warwick tel VAlley 0565"
74,"SCORE LESS THAN CUTOFF: Iroquois,62.0,PROVIDENCE",['cd1945/entry/1945_Page_738 (2)_5.png'],LOUIS AVE,Import Beverage Corp 19 Iroquois
75,"SCORE LESS THAN CUTOFF: Edgeworth av,74.5,PROVIDENCE",['cd1945/entry/1945_Page_738 (2)_31.png'],EDGEWOOD AV,Cerrone Michl 8 Edgeworth av
76,"SCORE LESS THAN CUTOFF: Sabin Pawtucket,71.5,PROVIDENCE","['cd1945/entry/1945_Page_738 (2)_71.png', 'cd1945/entry/1945_Page_738 (2)_72.png', 'cd1945/entry/1945_Page_738 (2)_73.png', 'cd1945/entry/1945_Page_738 (2)_74.png']",PAWTUXET AV,SHAW PAPER BOX CO 37 Sabin Paw- tucket tels PErry 0410 and 0411For further information see page 28 Buy- ers Guide
77,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_739 (1)_38.png'],N/A,BrokersMerchandise
78,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_739 (1)_40.png'],N/A,' (yarn)
79,"SCORE LESS THAN CUTOFF: Hast av,75.0,PROVIDENCE","['cd1945/entry/1945_Page_739 (2)_47.png', 'cd1945/entry/1945_Page_739 (2)_48.png']",EAST ST,CHASE BRUSH CO 334 Hast av Paw- tucket tel PErry 2252
80,"SCORE LESS THAN CUTOFF: Armistice blvd Pawtucket,52.0,PROVIDENCE","['cd1945/entry/1945_Page_739 (3)_5.png', 'cd1945/entry/1945_Page_739 (3)_6.png', 'cd1945/entry/1945_Page_739 (3)_7.png', 'cd1945/entry/1945_Page_739 (3)_8.png']",HARBORSIDE BLVD,SOULE HENRY M CO 110 Armistice blvd Pawtucket tel PErry 0350For further information see page 47 Buy- ers Guide
81,EMPTY STREET,"['cd1945/entry/1945_Page_739 (3)_10.png', 'cd1945/entry/1945_Page_739 (3)_11.png', 'cd1945/entry/1945_Page_739 (3)_12.png', 'cd1945/entry/1945_Page_739 (3)_13.png', 'cd1945/entry/1945_Page_739 (3)_14.png']",,PHILIPS ROSCOE W office and yard Turner st at Pawtucket and S Attle- boro state line PO Box 198 Pawtucket tel PErry 0147For further informa- tion see page 95 Buyers Guide
82,"SCORE LESS THAN CUTOFF: -262 Pine Pawtucket, RI,65.0,PROVIDENCE","['cd1945/entry/1945_Page_739 (3)_44.png', 'cd1945/entry/1945_Page_739 (3)_45.png', 'cd1945/entry/1945_Page_739 (3)_46.png', 'cd1945/entry/1945_Page_739 (3)_47.png']",PAWTUXET AV,"BUILDERS SPECIALTIES CO 258-262 Pine Pawtucket, RI tels PErry 2988- 89F'or further information see page 32 Buyers Guide and back cover"
83,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_740 (1)_1.png'],N/A,Building Materials & SuppliesCon
84,"SCORE LESS THAN CUTOFF: High, Pawtucket,73,PROVIDENCE","['cd1945/entry/1945_Page_740 (1)_3.png', 'cd1945/entry/1945_Page_740 (1)_4.png', 'cd1945/entry/1945_Page_740 (1)_5.png', 'cd1945/entry/1945_Page_740 (1)_6.png']",PAWTUXET AV,"NEWELL COAL & LUMBER CO 28 High, Pawtucket tels PErry 7900 and GAspee 3392For further informa- tion see page 94 Buyers Guide"
85,EMPTY STREET,"['cd1945/entry/1945_Page_740 (1)_17.png', 'cd1945/entry/1945_Page_740 (1)_18.png', 'cd1945/entry/1945_Page_740 (1)_19.png', 'cd1945/entry/1945_Page_740 (1)_20.png']",,RHODE ISLAND SAND & GRAVEL CO Inc Kilvert st Hillsgrove tel WIlliams 3760 (sand)For further informa- tion see page 47 Buyers Guide
86,"SCORE LESS THAN CUTOFF: first floor 10 Weybosset,77,PROVIDENCE","['cd1945/entry/1945_Page_740 (1)_49.png', 'cd1945/entry/1945_Page_740 (1)_50.png', 'cd1945/entry/1945_Page_740 (1)_51.png', 'cd1945/entry/1945_Page_740 (1)_52.png', 'cd1945/entry/1945_Page_740 (1)_53.png', 'cd1945/entry/1945_Page_740 (1)_54.png']",WEYBOSSET ST,ROGER WILLIAMS SAVINGS FUND AND LOAN ASSOCIATION 105 Gros- venor bldg first floor 10 Weybosset tel GAspee 5112For further infor- mation see page 24 Buyers Guide and right side lines
87,FAILED TO PARSE AN ADDRESS,"['cd1945/entry/1945_Page_740 (2)_7.png', 'cd1945/entry/1945_Page_740 (2)_8.png']",N/A,"Brown John Carter Library, Brown opp George"
88,"SCORE LESS THAN CUTOFF: Crawford sq,69,PROVIDENCE",['cd1945/entry/1945_Page_740 (2)_45.png'],BRADFORD ST,Day Building 5 Crawford sq
89,EMPTY STREET,"['cd1945/entry/1945_Page_740 (2)_65.png', 'cd1945/entry/1945_Page_740 (2)_66.png']",,"Equitable Bldg, Customs House st cor Weybosset"
90,FAILED TO PARSE AN ADDRESS,"['cd1945/entry/1945_Page_740 (2)_69.png', 'cd1945/entry/1945_Page_740 (2)_70.png']",N/A,"Federal Building, Exchange cor Ex- change pl"
91,"SCORE LESS THAN CUTOFF: 6,50,PROVIDENCE","['cd1945/entry/1945_Page_740 (3)_11.png', 'cd1945/entry/1945_Page_740 (3)_12.png']",6TH ST,General Fire Extinguisher Co Bldg 26( W Exchange
92,FAILED TO PARSE AN ADDRESS,"['cd1945/entry/1945_Page_740 (3)_21.png', 'cd1945/entry/1945_Page_740 (3)_22.png']",N/A,"Hay John Library Bldg, Prospect co College"
93,FAILED TO PARSE AN ADDRESS,"['cd1945/entry/1945_Page_740 (3)_80.png', 'cd1945/entry/1945_Page_740 (3)_81.png']",N/A,New England Telephone & Telegrap) Co Building 234 Wash
94,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_741 (1)_1.png'],N/A,"NYNH &HRR Bildes, Exchange ter"
95,"SCORE LESS THAN CUTOFF: Weybosset Eddy Pine Garnet,75.5,PROVIDENCE","['cd1945/entry/1945_Page_741 (1)_9.png', 'cd1945/entry/1945_Page_741 (1)_10.png']",WEYBOSSET ST,"Outlet Building 176 Weybosset, Eddy, Pine and Garnet"
96,EMPTY STREET,['cd1945/entry/1945_Page_741 (1)_21.png'],,"Post Office, Exchange st"
97,FAILED TO PARSE AN ADDRESS,"['cd1945/entry/1945_Page_741 (1)_22.png', 'cd1945/entry/1945_Page_741 (1)_23.png']",N/A,"Post Office Annex, Exchange cor Ex- change ter"
98,EMPTY STREET,"['cd1945/entry/1945_Page_741 (1)_51.png', 'cd1945/entry/1945_Page_741 (1)_52.png']",,"Rhode Island School of Design Audi- torium, Canal st"
99,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_741 (2)_15.png'],N/A,"Union Station, Exchange ter"
100,"SCORE LESS THAN CUTOFF: Wash rm 315,76.5,PROVIDENCE","['cd1945/entry/1945_Page_741 (2)_62.png', 'cd1945/entry/1945_Page_741 (2)_63.png']",WASHINGTON ST,Arrow Line 38 Fountain and 77 Wash rm 315
101,"SCORE LESS THAN CUTOFF: Hddy,75.0,PROVIDENCE",['cd1945/entry/1945_Page_741 (2)_72.png'],EDDY ST,Grey Goose Line 5 Hddy
102,"SCORE LESS THAN CUTOFF: Sabin elev A,79,PROVIDENCE",['cd1945/entry/1945_Page_741 (3)_53.png'],SABIN ST,Fiynn Frank Mfg Co 93 Sabin elev A
103,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_742 (1)_1.png'],N/A,Cabinet MakersCon
104,"SCORE LESS THAN CUTOFF: Black,67,PROVIDENCE",['cd1945/entry/1945_Page_742 (2)_7.png'],BLACKSTONE ST,Doyle Jos 55 Black
105,"SCORE LESS THAN CUTOFF: Armistice blvd Pawtucket,52.0,PROVIDENCE","['cd1945/entry/1945_Page_742 (2)_52.png', 'cd1945/entry/1945_Page_742 (2)_53.png', 'cd1945/entry/1945_Page_742 (2)_54.png', 'cd1945/entry/1945_Page_742 (2)_55.png']",HARBORSIDE BLVD,SOULE HENRY M CO 110 Armistice blvd Pawtucket tel PErry 0350For further information see page 47 Buy- ers Guide
106,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_743 (1)_22.png'],N/A,
107,EMPTY STREET,['cd1945/entry/1945_Page_743 (1)_36.png'],,"North Burial Ground, Branch av cor"
108,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_743 (1)_37.png'],N/A,N Main
109,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_743 (1)_54.png'],N/A,*Cemetery Lettering
110,FAILED TO PARSE AN ADDRESS,['cd1945/entry/1945_Page_743 (1)_67.png'],N/A,*Chains
111,"SCORE LESS THAN CUTOFF: Sabin, Pawtucket,71.5,PROVIDENCE","['cd1945/entry/1945_Page_743 (2)_47.png', 'cd1945/entry/1945_Page_743 (2)_48.png', 'cd1945/entry/1945_Page_743 (2)_49.png', 'cd1945/entry/1945_Page_743 (2)_50.png']",PAWTUXET AV,"HALL J C CO The 21 Sabin, Pawtucket tels DExter 1124 and PHErry 9512 For further information see page 91 Buyers Guide"
