,Drop_Reason,File_List,Street,Text
19,"SCORE LESS THAN CUTOFF: Wash 2d fi,78.5,PROVIDENCE","['cd1938/entry/1938_Page_212 (2)_32.png', 'cd1938/entry/1938_Page_212 (2)_33.png']",WASHINGTON ST,Town Criers of Rhode Island Inc 44 Wash 2d fi
20,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_212 (3)_2.png'],N/A,(See also Accountants and Auditors)
21,"SCORE LESS THAN CUTOFF: -490 Main Pawtucket,68.0,PROVIDENCE","['cd1938/entry/1938_Page_213 (1)_21.png', 'cd1938/entry/1938_Page_213 (1)_22.png', 'cd1938/entry/1938_Page_213 (1)_23.png']",PAWTUXET AV,PACKARD (Frank Crook Inc) 450-490 Main Pawtucket tel Perry 4900See page 67
22,"SCORE LESS THAN CUTOFF: Main Pawtucket,73.0,PROVIDENCE","['cd1938/entry/1938_Page_213 (1)_29.png', 'cd1938/entry/1938_Page_213 (1)_30.png', 'cd1938/entry/1938_Page_213 (1)_31.png']",PAWTUXET AV,STUDEBAKER (Frank Crook Inc) 450- 490 Main Pawtucket tel Perry 4900 See page 67
23,"SCORE LESS THAN CUTOFF: -490 Main Pawtucket,68.0,PROVIDENCE","['cd1938/entry/1938_Page_213 (1)_63.png', 'cd1938/entry/1938_Page_213 (1)_64.png', 'cd1938/entry/1938_Page_213 (1)_65.png']",PAWTUXET AV,REO (Frank Crook Inc) 450-490 Main Pawtucket tel Perry 4900See page 67
24,"SCORE LESS THAN CUTOFF: Broad annex 1198 do,71.0,PROVIDENCE","['cd1938/entry/1938_Page_213 (3)_27.png', 'cd1938/entry/1938_Page_213 (3)_28.png']",BROAD ST,Park Motors Inc 1195 Broad annex 1198 do
25,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_213 (3)_39.png'],N/A,(See Gasoline & Oil Service Stations)
26,EMPTY STREET,['cd1938/entry/1938_Page_213 (3)_64.png'],,Eddy & Ship St Garage 305 Eddy
27,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_214 (1)_1.png'],N/A,214
28,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_214 (1)_2.png'],N/A,Automobile GaragesCon
29,"SCORE LESS THAN CUTOFF: Ormsbee av,73.0,PROVIDENCE","['cd1938/entry/1938_Page_214 (1)_19.png', 'cd1938/entry/1938_Page_214 (1)_20.png']",ORMS ST,Ormsbee Avenue Garage 105 Ormsbee av
30,"SCORE LESS THAN CUTOFF: Ormsbee av,73,PROVIDENCE",['cd1938/entry/1938_Page_214 (1)_39.png'],ORMS ST,Speedway Garage Inc 19 Ormsbee av
31,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_214 (2)_1.png'],N/A,PROVIDENCE BUSINESS FINDER
32,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_214 (2)_29.png', 'cd1938/entry/1938_Page_214 (2)_30.png']",N/A,"Court House Parking Station, S Main nr Crawford"
33,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_214 (2)_34.png', 'cd1938/entry/1938_Page_214 (2)_35.png']",N/A,"Empire Parking Co, Empire corner Wash"
34,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_214 (2)_50.png', 'cd1938/entry/1938_Page_214 (2)_51.png']",N/A,"Majestic Parking Station, Fountain cor Aborn"
35,"SCORE LESS THAN CUTOFF: S Water S Main near Crawford Snow,66.5,PROVIDENCE","['cd1938/entry/1938_Page_214 (2)_53.png', 'cd1938/entry/1938_Page_214 (2)_54.png', 'cd1938/entry/1938_Page_214 (2)_55.png', 'cd1938/entry/1938_Page_214 (2)_56.png']",CRAWFORD ST,"New Jersey Parking Corp 110 Dyer, 45 Exchange pl, 120 Dorrance, 120 S Water, S Main near Crawford, Snow corner Chapel and 44 N Main"
36,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_214 (2)_71.png'],N/A,"Sullivan Jos A, Fountain cor Empire"
37,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_214 (2)_75.png'],N/A,(See Radiator RepairersAutomobile)
38,"SCORE LESS THAN CUTOFF: Third,67,PROVIDENCE","['cd1938/entry/1938_Page_215 (1)_73.png', 'cd1938/entry/1938_Page_215 (1)_74.png', 'cd1938/entry/1938_Page_215 (1)_75.png']",TIDD ST,WILLIAMS & ANDERSON CO Inc The 14 Third tels Gaspee 3621-3622 See page 123
39,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1938/entry/1938_Page_215 (2)_7.png'],SHAW ST,Atlantic Burlap Bag Co 10 Shawmut
40,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1938/entry/1938_Page_215 (2)_9.png'],SHAW ST,Backman S & Co 11 Shawmut
41,"SCORE LESS THAN CUTOFF: Black,67,PROVIDENCE",['cd1938/entry/1938_Page_215 (2)_10.png'],BLACKSTONE ST,Blazer Bag Co 58 Black
42,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_215 (2)_15.png'],N/A,Barstow Henry B foot of South Angell
43,"SCORE LESS THAN CUTOFF: Mussolini,63,PROVIDENCE",['cd1938/entry/1938_Page_215 (2)_50.png'],MESSINA ST,Corrente Lorenzo 58 Mussolini
44,"SCORE LESS THAN CUTOFF: to 394 WestminsterSee insert opp page,67.0,PROVIDENCE","['cd1938/entry/1938_Page_215 (3)_53.png', 'cd1938/entry/1938_Page_215 (3)_54.png', 'cd1938/entry/1938_Page_215 (3)_55.png']",WESTMINSTER ST,PROVIDENCE PUBLIC MARKET CO 380 to 394 WestminsterSee insert opp page
45,"SCORE LESS THAN CUTOFF: Broad 418 S Main,70.0,PROVIDENCE",['cd1938/entry/1938_Page_215 (3)_58.png'],BROAD ST,Purity Bakery 742 Broad 418 S Main
46,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1938/entry/1938_Page_215 (3)_77.png'],SHAW ST,Skackauskos John 16 Shawmut
47,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_216 (1)_1.png'],N/A,216
48,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_216 (1)_2.png'],N/A,"Bakers, RetailCon"
49,"SCORE LESS THAN CUTOFF: Delaine, 785 Westminster, 104 Prairie av, 183,71.0,PROVIDENCE","['cd1938/entry/1938_Page_216 (1)_8.png', 'cd1938/entry/1938_Page_216 (1)_9.png']",WESTMINSTER ST,"Tommy Tucker Baking Co 114 Delaine, 785 Westminster, 104 Prairie av, 183"
50,"SCORE LESS THAN CUTOFF: Smith, 104 Wash,79.0,PROVIDENCE",['cd1938/entry/1938_Page_216 (1)_10.png'],SMITH HILL ST,"and 385 Smith, 104 Wash"
51,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_216 (1)_72.png', 'cd1938/entry/1938_Page_216 (1)_73.png']",N/A,CITIZENS SAVINGS BANK Westmin- ster junction CranstonSee page 78
52,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_216 (2)_1.png'],N/A,PROVIDENCE BUSINESS FINDER
53,"SCORE LESS THAN CUTOFF: S Main branches Empire-Aborn sts 87-93 Empire 22-30 Aborn, Olneyville Branch 1917-1921 Westminster,60,PROVIDENCE","['cd1938/entry/1938_Page_216 (2)_25.png', 'cd1938/entry/1938_Page_216 (2)_26.png', 'cd1938/entry/1938_Page_216 (2)_27.png', 'cd1938/entry/1938_Page_216 (2)_28.png', 'cd1938/entry/1938_Page_216 (2)_29.png']",WESTMINSTER ST,"PROVIDENCE INSTITUTION FOR SAVINGS 86 S Main branches Em- pire-Aborn sts 87-93 Empire 22-30 Aborn, Olneyville Branch 1917-1921 WestminsterSee page 72"
54,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_216 (3)_2.png'],N/A,"Bigney Clarence M, Union sta"
55,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_217 (3)_50.png', 'cd1938/entry/1938_Page_217 (3)_51.png']",N/A,"Providence-Biltmore Hotel Barber Shop, Providence-Biltmore"
56,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_218 (1)_1.png'],N/A,218
57,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_218 (1)_2.png'],N/A,BarbersCon
58,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_218 (2)_1.png'],N/A,PROVIDENCE BUSINESS FINDER
59,"SCORE LESS THAN CUTOFF: Quaid,71,PROVIDENCE","['cd1938/entry/1938_Page_218 (2)_9.png', 'cd1938/entry/1938_Page_218 (2)_10.png']",QUAIL RIDGE RD,Quaid St Bath House 47 Quaid (pub- lic)
60,"SCORE LESS THAN CUTOFF: Paca pl,65.0,PROVIDENCE",['cd1938/entry/1938_Page_218 (3)_66.png'],PACKARD ST,Dutchies Beauty Shop 104 Paca pl
61,"SCORE LESS THAN CUTOFF: D,50,PROVIDENCE",['cd1938/entry/1938_Page_219 (3).chop_39.png'],ADA ST,Virginia Margt Beauty Salon 7 D
62,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_219 (3).chop_68.png'],N/A,(See Liquor DealersWholesale)
63,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_219 (3).chop_71.png'],N/A,(See Liquor DealersWholesale)
64,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_220 (1)_1.png'],N/A,220
65,"SCORE LESS THAN CUTOFF: Codding,67,PROVIDENCE",['cd1938/entry/1938_Page_220 (1)_63.png'],GOULDING ST,Zimarino Michele A 116 Codding
66,"SCORE LESS THAN CUTOFF: warehouse 144 S Water,52.0,PROVIDENCE","['cd1938/entry/1938_Page_220 (1)_72.png', 'cd1938/entry/1938_Page_220 (1)_73.png', 'cd1938/entry/1938_Page_220 (1)_74.png']",AVENUE OF THE ARTS,WILKINSON E DeF CO office 410 Hos- pital Trust bldg warehouse 144 S Water tel Gaspee 4515-See page 166
67,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_220 (2)_1.png'],N/A,PROVIDENCE BUSINESS FINDER
68,"SCORE LESS THAN CUTOFF: Union sq New York ctiy,68.5,PROVIDENCE","['cd1938/entry/1938_Page_220 (3)_76.png', 'cd1938/entry/1938_Page_220 (3)_77.png']",UNION ST,DAVISON PUBLISHING CO 50 Union sq New York ctiySee page 100
69,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_221 (1)_5.png'],N/A,See page 155
70,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_221 (1)_15.png'],N/A,(For everything connected with this
71,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_221 (1)_16.png'],N/A,industry see Shoes)
72,"SCORE LESS THAN CUTOFF: Sprague Attleboro Falls Mass,50,PROVIDENCE","['cd1938/entry/1938_Page_221 (2)_4.png', 'cd1938/entry/1938_Page_221 (2)_5.png']",ALBRO ST,"MASON BOX CO The 69 Sprague and Attleboro Falls, MassSee page 82"
73,"SCORE LESS THAN CUTOFF: Broadway Pawtucket,68,PROVIDENCE","['cd1938/entry/1938_Page_221 (2)_8.png', 'cd1938/entry/1938_Page_221 (2)_9.png', 'cd1938/entry/1938_Page_221 (2)_10.png']",PAWTUXET AV,SHAW PAPER BOX CO 48 Broadway Pawtucket tel Perry 0410See page 83
74,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_221 (3)_18.png', 'cd1938/entry/1938_Page_221 (3)_19.png']",N/A,"Anderson Clayton Co, Chamber of Com- merce bldg"
75,"SCORE LESS THAN CUTOFF: Market sq 3d fi James Lawrence & Co 26 N Main,64.5,PROVIDENCE","['cd1938/entry/1938_Page_221 (3)_28.png', 'cd1938/entry/1938_Page_221 (3)_29.png']",LAWRENCE ST,"Henshaw Stanley H 13 Market sq 3d fi
James Lawrence & Co 26 N Main rm 14"
76,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_222 (1)_1.png'],N/A,222
77,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_222 (1)_2.png'],N/A,"Brokers, MoneyCon"
78,"SCORE LESS THAN CUTOFF: Wash United Guaranty Corporation 10 Wey-,51.0,PROVIDENCE",['cd1938/entry/1938_Page_222 (1)_19.png'],CELEBRATION WY,"State Loan Co 145 Wash
United Guaranty Corporation 10 Wey-"
79,"SCORE LESS THAN CUTOFF: Workingmens Loan Assn The 49 Westminster,46.5,PROVIDENCE","['cd1938/entry/1938_Page_222 (1)_20.png', 'cd1938/entry/1938_Page_222 (1)_21.png']",MONGENAIS ST,"bosset rm 104
Workingmens Loan Assn The 49 West- minster rm 602"
80,"SCORE LESS THAN CUTOFF: Westmin-,78.0,PROVIDENCE",['cd1938/entry/1938_Page_222 (1)_23.png'],WESTMINSTER ST,Chester-Neal Company 111 Westmin-
81,"SCORE LESS THAN CUTOFF: COLONIAL FINANCE CORP 74 Weybosset,71.0,PROVIDENCE",['cd1938/entry/1938_Page_222 (1)_24.png'],WEYBOSSET ST,"ster rm 1012
COLONIAL FINANCE CORP 74 Wey-
bosset (opp the Arcade) tel GA 0296-"
82,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_222 (1)_25.png'],N/A,"0297See page 127
K & H Finance Co 272 W Exchange"
83,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_222 (2)_1.png'],N/A,PROVIDENCE BUSINESS FINDER
84,"SCORE LESS THAN CUTOFF: High Pawtucket,73,PROVIDENCE","['cd1938/entry/1938_Page_222 (3)_19.png', 'cd1938/entry/1938_Page_222 (3)_20.png', 'cd1938/entry/1938_Page_222 (3)_21.png']",PAWTUXET AV,NEWELL COAL & LUMBER CO 4 High Pawtucket tel Perry 7900 and Gaspee 3392See page 130
85,EMPTY STREET,"['cd1938/entry/1938_Page_222 (3)_27.png', 'cd1938/entry/1938_Page_222 (3)_28.png']",,RI SAND & GRAVEL CO Kilvert st Hillsgrove (sand)See page 98
86,"SCORE LESS THAN CUTOFF: first floor 10 Weybosset,77,PROVIDENCE","['cd1938/entry/1938_Page_222 (3)_54.png', 'cd1938/entry/1938_Page_222 (3)_55.png', 'cd1938/entry/1938_Page_222 (3)_56.png', 'cd1938/entry/1938_Page_222 (3)_57.png', 'cd1938/entry/1938_Page_222 (3)_58.png']",WEYBOSSET ST,ROGER WILLIAMS SAVINGS FUND AND LOAN ASSOCIATION 105 Gros- venor bldg first floor 10 Weybosset tel Gaspee 5112-See front colored page 4
87,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_222 (3)_62.png', 'cd1938/entry/1938_Page_222 (3)_63.png']",N/A,"Administration Building, B U, Prospect cor College"
88,"SCORE LESS THAN CUTOFF: Wash, 109-111 Mathewson,79,PROVIDENCE","['cd1938/entry/1938_Page_222 (3)_76.png', 'cd1938/entry/1938_Page_222 (3)_77.png']",MATHEWSON ST,"Arnold Building 124 Wash, 109-111 Mathewson"
89,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_223 (1)_5.png', 'cd1938/entry/1938_Page_223 (1)_6.png']",N/A,"Brown John Carter Library, Brown opp George"
90,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_223 (1)_7.png', 'cd1938/entry/1938_Page_223 (1)_8.png']",N/A,"Brown University, Prospect opp Col- lege"
91,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_223 (1)_24.png'],N/A,"Central Fire Station, Exchange ter"
92,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_223 (1)_26.png', 'cd1938/entry/1938_Page_223 (1)_27.png']",N/A,"Chamber of Commerce Building, Mar- ket sq"
93,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_223 (1)_31.png', 'cd1938/entry/1938_Page_223 (1)_32.png']",N/A,"Citizens Savings Bank Building, West- minster junction Cranston"
94,"SCORE LESS THAN CUTOFF: Crawford sq,69,PROVIDENCE",['cd1938/entry/1938_Page_223 (1)_48.png'],BRADFORD ST,Day Building 5 Crawford sq
95,EMPTY STREET,"['cd1938/entry/1938_Page_223 (1)_75.png', 'cd1938/entry/1938_Page_223 (1)_76.png']",,"Equitable Building, Custom House st cor Weybosset"
96,EMPTY STREET,['cd1938/entry/1938_Page_223 (1)_81.png'],,"Federal Building, Exchange st"
97,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_223 (2)_27.png', 'cd1938/entry/1938_Page_223 (2)_28.png']",N/A,"Hay John Library, Prospect corner College"
98,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_223 (2)_47.png', 'cd1938/entry/1938_Page_223 (2)_48.png']",N/A,"Journal Building, Fountain cor Mathew- son"
99,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_223 (2)_80.png'],N/A,"Museum, Roger Williams Park"
100,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_223 (3)_1.png', 'cd1938/entry/1938_Page_223 (3)_2.png']",N/A,New England Telephone & Telegraph Co Building 112 Union and 234 Wash
101,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_223 (3)_4.png', 'cd1938/entry/1938_Page_223 (3)_5.png']",N/A,"NY, NH & H RR Buildings, Exchange ter"
102,EMPTY STREET,"['cd1938/entry/1938_Page_223 (3)_20.png', 'cd1938/entry/1938_Page_223 (3)_21.png']",,"Peterson Block, Charles cor Chalkstone av"
103,"SCORE LESS THAN CUTOFF: Plain sub station 45 Hamilton,71,PROVIDENCE","['cd1938/entry/1938_Page_223 (3)_28.png', 'cd1938/entry/1938_Page_223 (3)_29.png']",HAMILTON ST,"Police Precinct No 5, 111 Plain sub sta- tion 45 Hamilton"
104,EMPTY STREET,['cd1938/entry/1938_Page_223 (3)_31.png'],,"Post Office, Exchange st"
105,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_223 (3)_35.png', 'cd1938/entry/1938_Page_223 (3)_36.png']",N/A,"Providence Biltmore The, Dorrance cor Wash"
106,EMPTY STREET,['cd1938/entry/1938_Page_223 (3)_45.png'],,"Providence Post Office, Exchange st"
107,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_224 (1)_1.png'],N/A,224
108,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_224 (1)_2.png'],N/A,"Buildings, Office & PublicCon"
109,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_224 (1)_31.png'],N/A,"Union Station, Exchange ter"
110,EMPTY STREET,['cd1938/entry/1938_Page_224 (1)_34.png'],,"U S Post Office, Exchange st"
111,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_224 (2)_1.png'],N/A,PROVIDENCE BUSINESS FINDER
112,"SCORE LESS THAN CUTOFF: -394 WestminsterSee insert opp page 397,66.5,PROVIDENCE","['cd1938/entry/1938_Page_224 (2)_29.png', 'cd1938/entry/1938_Page_224 (2)_30.png', 'cd1938/entry/1938_Page_224 (2)_31.png']",WESTMINSTER ST,PROVIDENCE PUBLIC MARKET CO 380-394 WestminsterSee insert opp page 397
113,"SCORE LESS THAN CUTOFF: Locust Boston Mass,75,PROVIDENCE","['cd1938/entry/1938_Page_224 (2)_67.png', 'cd1938/entry/1938_Page_224 (2)_68.png']",LOCUST AVE,NATIONAL CAN CORPORATION 71 Locust Boston MassSee page 168
114,"SCORE LESS THAN CUTOFF: Black,67,PROVIDENCE",['cd1938/entry/1938_Page_224 (3)_22.png'],BLACKSTONE ST,Doyle Jos A 55 Black
115,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_225 (1)_47.png'],N/A,*Cement Building Blocks
116,EMPTY STREET,"['cd1938/entry/1938_Page_225 (1)_56.png', 'cd1938/entry/1938_Page_225 (1)_57.png']",,"Grace Church Cemetery, Broad junction Elmwood av"
117,EMPTY STREET,"['cd1938/entry/1938_Page_225 (1)_66.png', 'cd1938/entry/1938_Page_225 (1)_67.png']",,"North Burial Ground, Branch av cor N Main"
118,EMPTY STREET,"['cd1938/entry/1938_Page_225 (1)_72.png', 'cd1938/entry/1938_Page_225 (1)_73.png', 'cd1938/entry/1938_Page_225 (1)_74.png']",,"Providence City of North Burial Ground, Branch av corner N Main"
119,"SCORE LESS THAN CUTOFF: 9,53.5,PROVIDENCE",['cd1938/entry/1938_Page_225 (2)_1.png'],I 95,FOR YEAR ENDING APRIL 1939
120,"SCORE LESS THAN CUTOFF: Hospital Trust bldg,79,PROVIDENCE","['cd1938/entry/1938_Page_225 (2)_4.png', 'cd1938/entry/1938_Page_225 (2)_5.png', 'cd1938/entry/1938_Page_225 (2)_6.png', 'cd1938/entry/1938_Page_225 (2)_7.png', 'cd1938/entry/1938_Page_225 (2)_8.png']",HOSPITAL ST,SWAN POINT CEMETERY office 535 Hospital Trust bldg 15 Westminster and 585 Blackstone blvdSee page 87
121,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_225 (2)_17.png'],N/A,(See also Accountants & Auditors)
122,"SCORE LESS THAN CUTOFF: Printery office 80 Clifford,73,PROVIDENCE","['cd1938/entry/1938_Page_225 (2)_78.png', 'cd1938/entry/1938_Page_225 (2)_79.png']",PRINTERY ST,Alrose Chemical Co 92 Printery office 80 Clifford
123,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_225 (3)_1.png'],N/A,225
124,"SCORE LESS THAN CUTOFF: 7,50,PROVIDENCE",['cd1938/entry/1938_Page_225 (3)_64.png'],7TH ST,telephone Gaspee 0977See page 89
125,FAILED TO PARSE AN ADDRESS,['cd1938/entry/1938_Page_226 (2)_1.png'],N/A,PROVIDENCE BUSINESS FINDER
126,"SCORE LESS THAN CUTOFF: 57 Hddy,65.0,PROVIDENCE",['cd1938/entry/1938_Page_226 (2)_32.png'],EDDY ST,Ahrweiler Randolph 8 57 Hddy rm 304
127,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_226 (3)_25.png', 'cd1938/entry/1938_Page_226 (3)_26.png']",N/A,"Federal Hill Italian, Knight corner Tell"
128,EMPTY STREET,"['cd1938/entry/1938_Page_226 (3)_28.png', 'cd1938/entry/1938_Page_226 (3)_29.png']",,"First Italian, Charles near Branch av"
129,EMPTY STREET,"['cd1938/entry/1938_Page_226 (3)_35.png', 'cd1938/entry/1938_Page_226 (3)_36.png']",,"Roger Williams, Woodward rd cor Beulah"
130,"SCORE LESS THAN CUTOFF: East United 118 Park,73.0,PROVIDENCE","['cd1938/entry/1938_Page_226 (3)_44.png', 'cd1938/entry/1938_Page_226 (3)_45.png']",UNITED ST,Union 10 East United 118 Park
131,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_226 (3)_46.png', 'cd1938/entry/1938_Page_226 (3)_47.png']",N/A,"Christian Scientist First Church of Christ Scientist,"
132,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_226 (3)_51.png', 'cd1938/entry/1938_Page_226 (3)_52.png']",N/A,Congregational Armenian Euphrates Evangelical
133,"SCORE LESS THAN CUTOFF: Weybosset Central 296 Angell Central,70,PROVIDENCE","['cd1938/entry/1938_Page_226 (3)_55.png', 'cd1938/entry/1938_Page_226 (3)_56.png', 'cd1938/entry/1938_Page_226 (3)_57.png']",WEYBOSSET ST,Beneficent 300 Weybosset Central 296 Angell Central (Portuguese Chapel) 51
134,"SCORE LESS THAN CUTOFF: Broad Swedish Free 13 Hoyle,48.5,PROVIDENCE","['cd1938/entry/1938_Page_226 (3)_62.png', 'cd1938/entry/1938_Page_226 (3)_63.png']",OBEDIAH BROWN RD,Plymouth-Union 1014 Broad Swedish Free 13 Hoyle
135,"SCORE LESS THAN CUTOFF: Westmin-,78,PROVIDENCE","['cd1938/entry/1938_Page_226 (3)_66.png', 'cd1938/entry/1938_Page_226 (3)_67.png']",WESTMINSTER ST,Episcopalian All Saints Memorial 674 Westmin-
136,"SCORE LESS THAN CUTOFF: N Main Christ 909 Eddy Church of the Epiphany 538 Pot-,40,PROVIDENCE","['cd1938/entry/1938_Page_226 (3)_69.png', 'cd1938/entry/1938_Page_226 (3)_70.png', 'cd1938/entry/1938_Page_226 (3)_71.png']",STEPHANIE DR,Cathedral of StJohn 265 N Main Christ 909 Eddy Church of the Epiphany 538 Pot-
137,FAILED TO PARSE AN ADDRESS,"['cd1938/entry/1938_Page_226 (3)_76.png', 'cd1938/entry/1938_Page_226 (3)_77.png']",N/A,"Church of the Saviour, Bway cor Courtland"
