,Drop_Reason,File_List,Street,Text
28,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_109 (1)_12.png'],N/A,W JAR RADIO & TELEVISION STATION
29,FAILED TO PARSE AN ADDRESS,"['cd1966/entry/1966_Page_109 (1)_14.png', 'cd1966/entry/1966_Page_109 (1)_15.png']",N/A,176 WEYBOSSET TELEPHONE
30,"SCORE LESS THAN CUTOFF: Turks Head Bldg, 76 Westminster.,77.0,PROVIDENCE","['cd1966/entry/1966_Page_109 (1)_34.png', 'cd1966/entry/1966_Page_109 (1)_35.png', 'cd1966/entry/1966_Page_109 (1)_36.png']",WESTMINSTER ST,"H RTON, CHURCH GOFF INC, 800 Turks Head Bldg, 76 Westminster. Tel 421-4901"
31,EMPTY STREET,"['cd1966/entry/1966_Page_109 (1)_65.png', 'cd1966/entry/1966_Page_109 (1)_66.png']",,THORNDIKE SCHONFARBER & THOMAS S8 WEYEOSSET ST RM 704
32,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_109 (2)_1.png'],N/A,
33,EMPTY STREET,"['cd1966/entry/1966_Page_109 (2)_54.png', 'cd1966/entry/1966_Page_109 (2)_55.png']",,MARY'S FUR & TAILOR SHOP SS EDOY ST RM 208
34,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_109 (3)_1.png'],N/A,
35,EMPTY STREET,['cd1966/entry/1966_Page_109 (3)_54.png'],,ALBERANNE APARTMENTS S4& MEDWAY ST
36,EMPTY STREET,['cd1966/entry/1966_Page_109 (3)_65.png'],,BARLOW MARIE S4& WESLEYAN AV
37,EMPTY STREET,['cd1966/entry/1966_Page_109 (3)_72.png'],,BLACKSTONE APARTMENTS S22 BROAD ST
38,ERROR IN STREET MATCHING,['cd1966/entry/1966_Page_110 (1)_11.png'],6st,e 6st
39,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_110 (1)_14.png'],N/A,"tan

st"
40,"SCORE LESS THAN CUTOFF: 8,50,PROVIDENCE",['cd1966/entry/1966_Page_110 (1)_21.png'],8TH ST,3 COMSTOCK AVENUE APARTMENTS 118
41,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_110 (1)_22.png'],N/A,COMSTOCK AV
42,EMPTY STREET,['cd1966/entry/1966_Page_110 (1)_23.png'],,""" CONGDON APARTMENTS THE S CONGDON ST"
43,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_110 (1)_25.png'],N/A,"+

st"
44,"SCORE LESS THAN CUTOFF: 8,50,PROVIDENCE",['cd1966/entry/1966_Page_110 (1)_28.png'],8TH ST,. OECLEMENTE FRANCIS APARTMENTS 48
45,EMPTY STREET,['cd1966/entry/1966_Page_110 (1)_29.png'],,* MARLBOROUGH AV
46,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_110 (1)_61.png'],N/A,st
47,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_110 (1)_65.png'],N/A,st
48,EMPTY STREET,['cd1966/entry/1966_Page_110 (1)_66.png'],,je HARVARD APARTMENTS SO HARVARD AV
49,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_110 (1)_72.png'],N/A,AV
50,EMPTY STREET,['cd1966/entry/1966_Page_110 (2)_34.png'],,O*CGNNOR APTS SO JEWETT ST
51,EMPTY STREET,"['cd1966/entry/1966_Page_110 (3)_48.png', 'cd1966/entry/1966_Page_110 (3)_49.png']",,JUSTIN A H & ASSOCIATES tit WESTMINSTER ST RM 1004
52,EMPTY STREET,['cd1966/entry/1966_Page_110 (3)_74.png'],,wAtcuF INN AS WEYANSSFT ST RM 403
53,EMPTY STREET,['cd1966/entry/1966_Page_111 (1)_36.png'],,FLORAL PROOUCTS INC SO ALEPPO ST
54,"SCORE LESS THAN CUTOFF: CABOT ST,77,PROVIDENCE",['cd1966/entry/1966_Page_111 (1)_50.png'],TALBOT ST,FLETCHER E0OW G JR 29 CABOT ST
55,EMPTY STREET,['cd1966/entry/1966_Page_111 (1)_58.png'],,HILLIS WM H SS MATHEWSON ST
56,"SCORE LESS THAN CUTOFF: S MEOWAY ST,75.0,PROVIDENCE",['cd1966/entry/1966_Page_111 (1)_59.png'],MEDWAY ST,ITCHKAWICH HERMAN I 5S MEOWAY ST
57,EMPTY STREET,['cd1966/entry/1966_Page_111 (1)_67.png'],,NINCHERI GUIDO S45 MT PLEASANT AV
58,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_111 (2)_1.png'],N/A,
59,EMPTY STREET,['cd1966/entry/1966_Page_111 (2)_59.png'],,ALWIN STUOIO S STEEPLE ST
60,EMPTY STREET,['cd1966/entry/1966_Page_111 (2)_74.png'],,CELLETTI JOSEPH T S44 DEXTER ST
61,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_111 (3)_1.png'],N/A,
62,EMPTY STREET,['cd1966/entry/1966_Page_111 (3)_6.png'],,QUINTAVALLO MICH. SOO RIVER AV
63,EMPTY STREET,['cd1966/entry/1966_Page_111 (3)_9.png'],,WILCOX & SNOW .9 HARVARD AV
64,"SCORE LESS THAN CUTOFF: PANY, 233 Allens Av,,78.5,PROVIDENCE","['cd1966/entry/1966_Page_111 (3)_17.png', 'cd1966/entry/1966_Page_111 (3)_18.png']",ALLENS AVE,"NARRAGANSETT IMPROVEMENT COM- 4
PANY, 233 Allens Av, Tel 331-0051 (See Page 29 Buyers Guide)"
65,"SCORE LESS THAN CUTOFF: 4 HOSPITAL TRUST BLOG 15 WESTMINSTER,,73.5,PROVIDENCE","['cd1966/entry/1966_Page_111 (3)_24.png', 'cd1966/entry/1966_Page_111 (3)_25.png', 'cd1966/entry/1966_Page_111 (3)_26.png']",WESTMINSTER ST,"BOSS, CONLON, KEENAN & RICE, 705 4 HOSPITAL TRUST BLOG 15 WEST- MINSTER, TEL 421-6600

ve"
66,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST % BLOG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1966/entry/1966_Page_111 (3)_27.png', 'cd1966/entry/1966_Page_111 (3)_28.png', 'cd1966/entry/1966_Page_111 (3)_29.png']",WESTMINSTER ST,"=
BOWEN E HOWLAND, 440 HOSPITAL TRUST % BLOG 15 WESTMINSTER, TEL 421-2154"
67,"SCORE LESS THAN CUTOFF: WESTMINSTER, TEL g 421-5927,79.5,PROVIDENCE","['cd1966/entry/1966_Page_111 (3)_30.png', 'cd1966/entry/1966_Page_111 (3)_31.png', 'cd1966/entry/1966_Page_111 (3)_32.png']",WESTMINSTER ST,"COTTAM CHARLES F, 309-20 TURKS HEAD BUILDING 76 WESTMINSTER, TEL

g 421-5927"
68,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLOG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1966/entry/1966_Page_111 (3)_33.png', 'cd1966/entry/1966_Page_111 (3)_34.png', 'cd1966/entry/1966_Page_111 (3)_35.png']",WESTMINSTER ST,"CURRAN WILLIAM A, 440 HOSPITAL TRUST BLOG 15 WESTMINSTER, TEL 421-2154

3."
69,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLOG 15 v WESTMINSTER, TEL 421-7730,68.5,PROVIDENCE","['cd1966/entry/1966_Page_111 (3)_39.png', 'cd1966/entry/1966_Page_111 (3)_40.png', 'cd1966/entry/1966_Page_111 (3)_41.png']",WESTMINSTER ST,"GRAHAM, REID, EWING & STAPLETON,

t 1130 HOSPITAL TRUST BLOG 15

v WESTMINSTER,

TEL 421-7730"
70,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLOG 15 WESTMINSTER, TEL De 421-2154,68.0,PROVIDENCE","['cd1966/entry/1966_Page_111 (3)_42.png', 'cd1966/entry/1966_Page_111 (3)_43.png', 'cd1966/entry/1966_Page_111 (3)_44.png']",WESTMINSTER ST,"HANSON KIRK, 440 HOSPITAL TRUST BLOG 15 WESTMINSTER, TEL

De 421-2154"
71,"SCORE LESS THAN CUTOFF: +> HOSPITAL TRUST BLOG 15 WEST-= MINSTER,,68.5,PROVIDENCE","['cd1966/entry/1966_Page_111 (3)_45.png', 'cd1966/entry/1966_Page_111 (3)_46.png', 'cd1966/entry/1966_Page_111 (3)_47.png']",HOSPITAL ST,"JORDAN, HANSON ANO CURRAN, 440

+> HOSPITAL TRUST BLOG 15 WEST-= MINSTER, TEL 421-2154"
72,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLOG 15 WESTMINSTER, TEL a,71.5,PROVIDENCE","['cd1966/entry/1966_Page_111 (3)_48.png', 'cd1966/entry/1966_Page_111 (3)_49.png']",WESTMINSTER ST,"JORDAN RAYWOND E, 440 HOSPITAL TRUST BLOG 15 WESTMINSTER, TEL

a"
73,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLOG 15 WESTMINSTER, TEL rey 521-5650,67.5,PROVIDENCE","['cd1966/entry/1966_Page_111 (3)_50.png', 'cd1966/entry/1966_Page_111 (3)_51.png', 'cd1966/entry/1966_Page_111 (3)_52.png']",WESTMINSTER ST,"LETTS & QUINN, 830 HOSPITAL TRUST BLOG 15 WESTMINSTER, TEL

rey 521-5650"
74,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLOG, 15 WESTMINSTER, TEL ae 421-2154,68.0,PROVIDENCE","['cd1966/entry/1966_Page_111 (3)_53.png', 'cd1966/entry/1966_Page_111 (3)_54.png', 'cd1966/entry/1966_Page_111 (3)_55.png']",WESTMINSTER ST,"LIETAR PAUL A, 480 HOSPITAL TRUST BLOG,

15 WESTMINSTER, TEL

ae 421-2154"
75,"SCORE LESS THAN CUTOFF: HOSPITAL 4q TRUST BLOG 15 WESTMINSTER,,73.0,PROVIDENCE","['cd1966/entry/1966_Page_111 (3)_56.png', 'cd1966/entry/1966_Page_111 (3)_57.png', 'cd1966/entry/1966_Page_111 (3)_58.png']",WESTMINSTER ST,"PARKS A LAURISTON, 440 HOSPITAL

4q TRUST BLOG 15 WESTMINSTER, TEL $ 421-2154"
76,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLOG 15 WESTMIN] STER,,68.5,PROVIDENCE","['cd1966/entry/1966_Page_111 (3)_62.png', 'cd1966/entry/1966_Page_111 (3)_63.png', 'cd1966/entry/1966_Page_111 (3)_64.png']",HOSPITAL ST,"TILLINGHAST, COLLINS & TANNER, 1030 HOSPITAL TRUST BLOG 15 WESTMIN] STER, TEL 8631-7400"
77,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_1.png'],N/A,
78,EMPTY STREET,['cd1966/entry/1966_Page_112 (1).chop_4.png'],,PE JONG OAVID E S HAYES ST
79,EMPTY STREET,['cd1966/entry/1966_Page_112 (1).chop_5.png'],,MONK WALTER A S1 VINEYARD ST
80,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_6.png'],N/A,*AUTOMATIC TRANSMISSIONS
81,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_8.png'],N/A,\ Main Cor Rochambeau Av. Tel
82,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_12.png'],N/A,AUTOMOBILE ACCESSORIES
83,FAILED TO PARSE AN ADDRESS,"['cd1966/entry/1966_Page_112 (1).chop_13.png', 'cd1966/entry/1966_Page_112 (1).chop_14.png']",N/A,AND PARTSRETAIL
84,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_17.png'],N/A,st
85,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_20.png'],N/A,- $T
86,"SCORE LESS THAN CUTOFF: 5,53,PROVIDENCE",['cd1966/entry/1966_Page_112 (1).chop_21.png'],I 95,ATLANTIC AUTG & TRUCK SUPPLY INC 1005
87,EMPTY STREET,['cd1966/entry/1966_Page_112 (1).chop_22.png'],,", BROAD ST"
88,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_35.png'],N/A,AV
89,"SCORE LESS THAN CUTOFF: 7,50,PROVIDENCE",['cd1966/entry/1966_Page_112 (1).chop_36.png'],7TH ST,DURFEE*S AUTO SUPPLY STATION 1197
90,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_37.png'],N/A,BROAD ST
91,EMPTY STREET,['cd1966/entry/1966_Page_112 (1).chop_40.png'],,GASPEE AUTO CO S25 PRAIRIE AV
92,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_43.png'],N/A,st
93,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_51.png'],N/A,AV
94,"SCORE LESS THAN CUTOFF: 5,53,PROVIDENCE",['cd1966/entry/1966_Page_112 (1).chop_55.png'],I 95,MORROCCO BROTHERS AUTO PARTS 375
95,EMPTY STREET,['cd1966/entry/1966_Page_112 (1).chop_56.png'],,* HUNTINGTON AV
96,"SCORE LESS THAN CUTOFF: 3,50.0,PROVIDENCE",['cd1966/entry/1966_Page_112 (1).chop_57.png'],3RD ST,NEW ENGLAND WHEEL & RIM CO 313
97,EMPTY STREET,['cd1966/entry/1966_Page_112 (1).chop_58.png'],,* FOUNTAIN ST
98,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_60.png'],N/A,AV
99,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_66.png'],N/A,st
100,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_68.png'],N/A,st
101,"SCORE LESS THAN CUTOFF: R) 316,36.5,PROVIDENCE",['cd1966/entry/1966_Page_112 (1).chop_71.png'],I 195,THORPE AUTOMOTIVE CO (8R) 316
102,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_72.png'],N/A,LocKwooo sT
103,"SCORE LESS THAN CUTOFF: 9,53.5,PROVIDENCE",['cd1966/entry/1966_Page_112 (1).chop_74.png'],I 95,WERNER SULLIVAN ANO NILSSON INC 459
104,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_75.png'],N/A,WASHINGTON ST
105,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_76.png'],N/A,AUTOMOBILE ACCESSORIES AND
106,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_77.png'],N/A,PARTSWHOLESALE AND
107,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_78.png'],N/A,"a

JOBBERS"
108,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (1).chop_82.png'],N/A,st
109,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (2).chop_1.png'],N/A,
110,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (2).chop_13.png'],N/A,
111,FAILED TO PARSE AN ADDRESS,"['cd1966/entry/1966_Page_112 (2).chop_14.png', 'cd1966/entry/1966_Page_112 (2).chop_15.png']",N/A,POLK R L& CO POLK BUILDING
112,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (2).chop_17.png'],N/A,DETROIT
113,"SCORE LESS THAN CUTOFF: ORMSBEE AV,73.0,PROVIDENCE","['cd1966/entry/1966_Page_112 (2).chop_29.png', 'cd1966/entry/1966_Page_112 (2).chop_30.png']",ORMS ST,ALLSTAR BODY & RADIATOR WORKS INC 19 ORMSBEE AV
114,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_112 (2).chop_47.png'],N/A,DELAINE AUTO BODY & RADIATOR WORKS
115,EMPTY STREET,"['cd1966/entry/1966_Page_112 (3).chop_48.png', 'cd1966/entry/1966_Page_112 (3).chop_49.png']",,"705 EtmMwnon av
wood Av. Tel 467-8500"
116,"SCORE LESS THAN CUTOFF: -9100,50.0,PROVIDENCE",['cd1966/entry/1966_Page_112 (3).chop_51.png'],10TH ST,"Tel 861-9100 (See Page 5 Buyers Guide)
FOREIGN CARS LTD 686 BROAD ST"
117,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_113 (1).chop_1.png'],N/A,
118,EMPTY STREET,['cd1966/entry/1966_Page_113 (1).chop_23.png'],,BEL-AIR MOTORS S32 HARTFORD AV
119,EMPTY STREET,['cd1966/entry/1966_Page_113 (1).chop_29.png'],,COCHRANE AUTO SALES INC SO9 N MAIN ST
120,"SCORE LESS THAN CUTOFF: Elmwood Ay, Tel 467-8500,73.5,PROVIDENCE",['cd1966/entry/1966_Page_113 (1).chop_41.png'],ELMWOOD AVE,"ELLIOTT BUICK INC, 635 Elmwood Ay,
Tel 467-8500"
121,"SCORE LESS THAN CUTOFF: Elmwood Av, Tel 861-9100,73.5,PROVIDENCE",['cd1966/entry/1966_Page_113 (1).chop_42.png'],ELMWOOD AVE,"ELMWOOD DODGE INC, 220 Elmwood Av,

Tel 861-9100 (See Page 5 Buyers Guida
FRACASSA MOTOR SALES INC 560 BROAD"
122,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_113 (2).chop_1.png'],N/A,
123,EMPTY STREET,"['cd1966/entry/1966_Page_113 (2).chop_25.png', 'cd1966/entry/1966_Page_113 (2).chop_26.png']",,LOUTTIT GARAGE CO INC $54 WESTMINSTER ST
124,"SCORE LESS THAN CUTOFF: Waterman Tels 421-5746 And 421-8433,68.5,PROVIDENCE","['cd1966/entry/1966_Page_113 (2).chop_33.png', 'cd1966/entry/1966_Page_113 (2).chop_34.png']",WATERMAN ST,"SHIPPEE E W & SONS INC, 221 Waterman
Tels 421-5746 And 421-8433 (See Front Cover)"
125,EMPTY STREET,['cd1966/entry/1966_Page_113 (2).chop_44.png'],,BAKER PARKING GROUNDS &3 PAGE ST
126,"SCORE LESS THAN CUTOFF: wevsosse#,71.0,PROVIDENCE",['cd1966/entry/1966_Page_113 (3).chop_39.png'],WEYBOSSET ST,ROUND TOP HITCHING POST 320 wevsosse#
127,"SCORE LESS THAN CUTOFF: weveosserd ST,67.5,PROVIDENCE",['cd1966/entry/1966_Page_113 (3).chop_42.png'],WEYBOSSET ST,"SHOPPER*S PARKING DECK 231 weveosserd
ST

1
a"
128,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_113 (3).chop_51.png'],N/A,
129,"SCORE LESS THAN CUTOFF: N Main Cor Rochambeau Dr.,78.5,PROVIDENCE","['cd1966/entry/1966_Page_113 (3).chop_67.png', 'cd1966/entry/1966_Page_113 (3).chop_68.png', 'cd1966/entry/1966_Page_113 (3).chop_69.png', 'cd1966/entry/1966_Page_113 (3).chop_70.png', 'cd1966/entry/1966_Page_113 (3).chop_71.png']",ROCHAMBEAU AVE,"A A M CO TRANSMISSIONS, Rear 951 N Main Cor Rochambeau Dr. Tel 831-6920; 1616 Warwick Av (Warwick) Tel 737-0200 (See Page 2 Buyers Guide)"
130,"SCORE LESS THAN CUTOFF: 5,53,PROVIDENCE","['cd1966/entry/1966_Page_114 (1)_3.png', 'cd1966/entry/1966_Page_114 (1)_4.png']",I 95,ST ETTA*S DOWNTOWN GARAGE 425
131,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_114 (1)_5.png'],N/A,RICHMOND ST
132,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_114 (1)_12.png'],N/A,"tucket Av (Pawtucket), Tel 722-1960"
133,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_114 (1)_13.png'],N/A,(See Page 4 Buyers Guide)
134,"SCORE LESS THAN CUTOFF: tor1o's TRANSMISSION SERVICE 152,54.5,PROVIDENCE",['cd1966/entry/1966_Page_114 (1)_16.png'],MISSION PL,_1tor1o's TRANSMISSION SERVICE 152
135,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_114 (1)_17.png'],N/A,FEDERAL ST
136,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_114 (1)_21.png'],N/A,st
137,"SCORE LESS THAN CUTOFF: 8,50,PROVIDENCE",['cd1966/entry/1966_Page_114 (1)_22.png'],8TH ST,ATUS BRAKE & WHEEL SERVICE INC 138
138,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_114 (1)_23.png'],N/A,RANDALL ST
139,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_114 (1)_26.png'],N/A,SPRING ST
140,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_114 (1)_34.png'],N/A,"aad

st"
141,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE",['cd1966/entry/1966_Page_114 (1)_38.png'],1ST ST,">;
INTERSTATE TRANSMISSION CO 271"
142,EMPTY STREET,['cd1966/entry/1966_Page_114 (1)_39.png'],,""" RESERVOIR AV"
143,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_114 (1)_41.png'],N/A,' st
144,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_114 (1)_44.png'],N/A,.- $T
145,"SCORE LESS THAN CUTOFF: 5,53,PROVIDENCE",['cd1966/entry/1966_Page_114 (1)_45.png'],I 95,KAPLAN'S JAKE AUTG RECONDITIONING 75
146,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_114 (1)_46.png'],N/A,WILLOW ST
147,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_114 (1)_48.png'],N/A,AV
148,FAILED TO PARSE AN ADDRESS,['cd1966/entry/1966_Page_114 (1)_53.png'],N/A,MOUNT PLEASANT AUTOMATIC TRANSMISSION
149,"SCORE LESS THAN CUTOFF: 2,50,PROVIDENCE",['cd1966/entry/1966_Page_114 (1)_55.png'],2ND ST,MOUNT PLEASANT TRANSMISSION 422
150,EMPTY STREET,['cd1966/entry/1966_Page_114 (1)_56.png'],,* WALLEY st
151,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE",['cd1966/entry/1966_Page_114 (1)_62.png'],10TH ST,"""PARKHURST AUTOMOTIVE SERVICE 600"
152,EMPTY STREET,['cd1966/entry/1966_Page_114 (1)_63.png'],,@ CRANSTON ST
