,Drop_Reason,File_List,Street,Text
24,"SCORE LESS THAN CUTOFF: Cowesett Av,,67,PROVIDENCE","['cd1976/entry/1976_Page_73 (3)_33.png', 'cd1976/entry/1976_Page_73 (3)_34.png', 'cd1976/entry/1976_Page_73 (3)_35.png']",WEST ST,"KNIGHTS GARAGE DATSUN BMW 225 Cowesett Av, (West Warwick, 02893), Tel 828-0446"
25,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_73 (3)_56.png'],N/A,PONTIAC SALES AND SERVICE
26,ERROR IN STREET MATCHING,"['cd1976/entry/1976_Page_73 (3)_61.png', 'cd1976/entry/1976_Page_73 (3)_62.png']",02886),399 BALD HILL ROAD (WARWICK R I 02886)
27,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE","['cd1976/entry/1976_Page_73 (3)_64.png', 'cd1976/entry/1976_Page_73 (3)_65.png']",10TH ST,739-2100 (See Index To Advertisers)
28,"SCORE LESS THAN CUTOFF: Putnam Pike Rt 44,76,PROVIDENCE","['cd1976/entry/1976_Page_73 (3)_70.png', 'cd1976/entry/1976_Page_73 (3)_71.png', 'cd1976/entry/1976_Page_73 (3)_72.png']",PUTNAM ST,SCUNCIO CHEVROLET INC 446 Putnam Pike Rt 44 (Greenville 02828) Tel 949-2300
29,EMPTY STREET,"['cd1976/entry/1976_Page_73 (3)_77.png', 'cd1976/entry/1976_Page_73 (3)_78.png']",,"WEBBER CHEVROLET CO Tioque Av (Coventry, R I; 02816), Tel 821-8700"
30,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_75 (2)_7.png'],N/A,POLK RL & CO
31,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE","['cd1976/entry/1976_Page_75 (2)_9.png', 'cd1976/entry/1976_Page_75 (2)_10.png']",1ST ST,"431 HOWARD STREET DETROIT, MICHIGAN 48231"
32,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_75 (3)_50.png'],N/A,
33,"SCORE LESS THAN CUTOFF: ELM HILL PIKE PO BOX 17307 NASHVILLE, TENNESSEE 37217,49.5,PROVIDENCE","['cd1976/entry/1976_Page_75 (3)_51.png', 'cd1976/entry/1976_Page_75 (3)_52.png', 'cd1976/entry/1976_Page_75 (3)_53.png', 'cd1976/entry/1976_Page_75 (3)_54.png']",OLD SIMMONSVILLE RD,"POLK R L & CO 2001 ELM HILL PIKE PO BOX 17307 NASHVILLE, TENNESSEE 37217"
34,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_75 (3)_61.png'],N/A,AMERICAN BANK & TRUST
35,EMPTY STREET,"['cd1976/entry/1976_Page_75 (3)_63.png', 'cd1976/entry/1976_Page_75 (3)_64.png']",,"1128 Mineral Spring Av (North Providence, 02911), Tel 725-1345"
36,"SCORE LESS THAN CUTOFF: -6090, Huntington Park 125,79,PROVIDENCE",['cd1976/entry/1976_Page_76 (1)_41.png'],HUNTINGTON AVE,"Tel 278-6090, Huntington Park 125"
37,FAILED TO PARSE AN ADDRESS,"['cd1976/entry/1976_Page_76 (1)_42.png', 'cd1976/entry/1976_Page_76 (1)_43.png']",N/A,"Dupont Circle, Tel 278-6035 (See Index To Advertisers)"
38,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (1)_59.png'],N/A,"Newport, Tel 847-4410, 192 Bellevue"
39,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (1)_60.png'],N/A,"Avenue, Newport, Tel 849-6444"
40,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (1)_61.png'],N/A,"Connell Highway, Newport, Tel 849-"
41,"SCORE LESS THAN CUTOFF: Waterman Avenue, North,77,PROVIDENCE",['cd1976/entry/1976_Page_76 (1)_62.png'],WATERMAN ST,"5545, 11 Waterman Avenue, North"
42,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (1)_63.png'],N/A,"Providence, Tel 231-7900, 171 Main"
43,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (1)_64.png'],N/A,"Street, Pawtucket, Tel 722-7300, 335"
44,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (1)_65.png'],N/A,"Main Street, Pawtucket, Tel 724-7900,"
45,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (1)_66.png'],N/A,"3040 East Main Road, Portsmouth,"
46,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (1)_68.png'],N/A,"Rumford, Tel 438-4844, Dale Carlia"
47,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (1)_69.png'],N/A,"Corner, Wakefield, Tel 783-3392, 1600"
48,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (1)_70.png'],N/A,"Warwick Avenue, Warwick, Tel 739-"
49,"SCORE LESS THAN CUTOFF: Midland Mall, Warwick, Tel,58,PROVIDENCE",['cd1976/entry/1976_Page_76 (1)_71.png'],RHODE ISLAND COLL,"1600, 140 Midland Mall, Warwick, Tel"
50,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (1)_73.png'],N/A,"Warwick, Tel 821-7900, 1675 Diamond"
51,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (1)_74.png'],N/A,"Hill Road, Woonsocket, Tel 766-8500,"
52,FAILED TO PARSE AN ADDRESS,"['cd1976/entry/1976_Page_76 (1)_75.png', 'cd1976/entry/1976_Page_76 (1)_76.png']",N/A,"141 Main Street, Woonsocket, Tel 769-7900 (See Index To Advertisers)"
53,ERROR IN STREET MATCHING,"['cd1976/entry/1976_Page_76 (2)_3.png', 'cd1976/entry/1976_Page_76 (2)_4.png', 'cd1976/entry/1976_Page_76 (2)_5.png', 'cd1976/entry/1976_Page_76 (2)_6.png', 'cd1976/entry/1976_Page_76 (2)_7.png', 'cd1976/entry/1976_Page_76 (2)_8.png', 'cd1976/entry/1976_Page_76 (2)_9.png', 'cd1976/entry/1976_Page_76 (2)_10.png', 'cd1976/entry/1976_Page_76 (2)_11.png']","02907),","OLD STONE BANKCONTD (02907), Tel 785-0040 792 Hope St (02906), Tel 861-2840, 1340 N Main St (02904), Tel 351-5450, 1917 Westminster St (02909), Tel 351-3355 1477 Broad St (02905), Tel 941-4400, Other Branches: 464 Hope St (Bristol, RI 02809), 1030 Park Av (Cranston, RI 02910), 555 Main St (East"
54,"SCORE LESS THAN CUTOFF: ), 1450,50,PROVIDENCE",['cd1976/entry/1976_Page_76 (2)_13.png'],I 195,"Av (East Providence, RI 02914), 1450"
55,"SCORE LESS THAN CUTOFF: ), 22,40,PROVIDENCE",['cd1976/entry/1976_Page_76 (2)_14.png'],2ND ST,"Hartford Av (Johnston, RI 02919), 22"
56,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_76 (2)_15.png'],02840),"Washington Sq (Newport, RI 02840)"
57,EMPTY STREET,['cd1976/entry/1976_Page_76 (2)_16.png'],,99 William St (Newport 02840) Park
58,EMPTY STREET,['cd1976/entry/1976_Page_76 (2)_17.png'],146 ,Sq-Rte 146 (North Smithfield) 65 Goff
59,"SCORE LESS THAN CUTOFF: ) 401,33,PROVIDENCE",['cd1976/entry/1976_Page_76 (2)_18.png'],1ST ST,"Av (Pawtucket, RI 02860) 401"
60,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_76 (2)_19.png'],"02879),","Kingstown Rd (Wakefield, RI 02879),"
61,EMPTY STREET,['cd1976/entry/1976_Page_76 (2)_20.png'],,"521 Main St (Warren, RI 02885), 555"
62,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_76 (2)_21.png'],"02886),","Greenwich Av (Warwick RI, 02886),"
63,EMPTY STREET,['cd1976/entry/1976_Page_76 (2)_22.png'],,"Hoxie-10 West Shore Rd (Warwick,"
64,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_76 (2)_24.png'],"02891),","Shopping Plaza (Westerly, RI 02891),"
65,EMPTY STREET,['cd1976/entry/1976_Page_76 (2)_25.png'],,"1155 Main St (West Warwick, RI"
66,"SCORE LESS THAN CUTOFF: Howard Bldg,76,PROVIDENCE","['cd1976/entry/1976_Page_76 (2)_52.png', 'cd1976/entry/1976_Page_76 (2)_53.png']",NORTH HOWARD AVE,Peoples Savings Bank & Trust Co (Mortgage Dept) 240 Howard Bldg
67,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (2)_59.png'],N/A,RHODE ISLAND HOSPITAL TRUST
68,ERROR IN STREET MATCHING,"['cd1976/entry/1976_Page_76 (2)_63.png', 'cd1976/entry/1976_Page_76 (2)_64.png', 'cd1976/entry/1976_Page_76 (2)_65.png', 'cd1976/entry/1976_Page_76 (2)_66.png', 'cd1976/entry/1976_Page_76 (2)_67.png']",02903),(02903) TELEPHONE 521-6700 10 DORRANCE STREET (02903) 244 WEYBOSSET STREET (02903) 155 ANGELL ST (02906)
69,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_76 (2)_68.png'],02909),1 OLNEYVILLE SQ (02909)
70,"SCORE LESS THAN CUTOFF: -8070,29,PROVIDENCE",['cd1976/entry/1976_Page_76 (2)_69.png'],7TH ST,TELEPHONE 278-8070
71,ERROR IN STREET MATCHING,"['cd1976/entry/1976_Page_76 (2)_70.png', 'cd1976/entry/1976_Page_76 (2)_71.png', 'cd1976/entry/1976_Page_76 (2)_72.png']",02908),434 SMITH STREET (02908) (See Index To Advertisers)
72,"SCORE LESS THAN CUTOFF: d FI,62.0,PROVIDENCE","['cd1976/entry/1976_Page_76 (2)_79.png', 'cd1976/entry/1976_Page_76 (2)_80.png']",DI FAZIO DR,Rhode Island Hospital Trust Natl Bk One Hosp Trust Plaza 2d FI
73,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (3)_16.png'],N/A,Advertisers)
74,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (3)_18.png'],N/A,RHODE ISLAND
75,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_76 (3)_22.png'],02903),1 HOSPITAL TRUST PLAZA (02903)
76,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_76 (3)_27.png'],02908),1 OLNEYVILLE SQUARE (02908)
77,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_76 (3)_28.png'],02908),434 SMITH STREET (02908)
78,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_76 (3)_29.png'],02903),244 WEYBOSSET STREET (02903)
79,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (3)_30.png'],N/A,(See Index To Advertisers)
80,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_76 (3)_31.png'],N/A,BAR FIXTURES AND
81,"SCORE LESS THAN CUTOFF: Broadway Suite E,79,PROVIDENCE","['cd1976/entry/1976_Page_77 (2)_15.png', 'cd1976/entry/1976_Page_77 (2)_16.png']",BROADWAY ST,Tony Carbone Barber Salon 60 Broadway Suite E
82,"SCORE LESS THAN CUTOFF: Pomfret St,71,PROVIDENCE",['cd1976/entry/1976_Page_79 (2)_41.png'],SOMERSET ST,Abraams Philip Inc 1 Pomfret St
83,"SCORE LESS THAN CUTOFF: th Fl,65,PROVIDENCE","['cd1976/entry/1976_Page_79 (3)_40.png', 'cd1976/entry/1976_Page_79 (3)_41.png']",4TH ST,Hutton E F One Hosp Trust Plaza 24th Fl
84,"SCORE LESS THAN CUTOFF: th Fl,65,PROVIDENCE","['cd1976/entry/1976_Page_79 (3)_45.png', 'cd1976/entry/1976_Page_79 (3)_46.png']",4TH ST,Merrill Lynch Pierce Fenner & Smith Inc One Hosp Trust Plaza 14th Fl
85,"SCORE LESS THAN CUTOFF: th Fl,65,PROVIDENCE","['cd1976/entry/1976_Page_79 (3)_49.png', 'cd1976/entry/1976_Page_79 (3)_50.png']",4TH ST,Paine Webber Jackson & Curtis Inc One Hosp Trust Plaza 15th Fl
86,"SCORE LESS THAN CUTOFF: Howard Bldg,76,PROVIDENCE","['cd1976/entry/1976_Page_79 (3)_51.png', 'cd1976/entry/1976_Page_79 (3)_52.png']",NORTH HOWARD AVE,Reiser Milton P Co Inc 320 Howard Bldg
87,"SCORE LESS THAN CUTOFF: th Fl,65,PROVIDENCE","['cd1976/entry/1976_Page_79 (3)_55.png', 'cd1976/entry/1976_Page_79 (3)_56.png']",4TH ST,White Weld & Co Inc One Hosp Trust Plaza 18th Fl
88,FAILED TO PARSE AN ADDRESS,"['cd1976/entry/1976_Page_80 (3)_20.png', 'cd1976/entry/1976_Page_80 (3)_21.png']",N/A,New England Telephone & Telegraph Co Bldg 234 Washington St
89,FAILED TO PARSE AN ADDRESS,"['cd1976/entry/1976_Page_80 (3)_55.png', 'cd1976/entry/1976_Page_80 (3)_56.png', 'cd1976/entry/1976_Page_80 (3)_57.png']",N/A,Rhode Island Hospital Trust Natl Bank Building One Hosp Trust Plaza
90,"SCORE LESS THAN CUTOFF: Blanding Rd,,71,PROVIDENCE","['cd1976/entry/1976_Page_81 (1)_43.png', 'cd1976/entry/1976_Page_81 (1)_44.png', 'cd1976/entry/1976_Page_81 (1)_45.png', 'cd1976/entry/1976_Page_81 (1)_46.png']",BLAINE ST,"HOME & COMMERCIAL SECURITY 44 Blanding Rd, (Rehoboth Mass, 02769), Tel 336-8833 (See Index To Advertisers)"
91,ERROR IN STREET MATCHING,"['cd1976/entry/1976_Page_81 (1)_75.png', 'cd1976/entry/1976_Page_81 (1)_76.png']","02903),","JOHNSON & WALES COLLEGE Abbott Park Place (02903), Tel (401) 331-3915"
92,"SCORE LESS THAN CUTOFF: Howard Bldg,76,PROVIDENCE","['cd1976/entry/1976_Page_81 (1)_80.png', 'cd1976/entry/1976_Page_81 (1)_81.png']",NORTH HOWARD AVE,Lawrence A Paley Inc 307 Howard Bldg
93,"SCORE LESS THAN CUTOFF: Pomfret St,71,PROVIDENCE",['cd1976/entry/1976_Page_81 (3)_47.png'],SOMERSET ST,Stiller Carpet Co 9 Pomfret St
94,"SCORE LESS THAN CUTOFF: S County Trail,75,PROVIDENCE","['cd1976/entry/1976_Page_82 (1)_9.png', 'cd1976/entry/1976_Page_82 (1)_10.png', 'cd1976/entry/1976_Page_82 (1)_11.png']",COUNTY ST,"EKROTHS INC 3347 S County Trail (East Greenwich; 02886), Res Tel 884- 1820"
95,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_82 (1)_40.png'],N/A,CATHOLIC CEMETERIES
96,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_82 (1)_42.png'],02903),CATHEDRAL SQ (02903)
97,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE",['cd1976/entry/1976_Page_82 (1)_44.png'],10TH ST,861-9800
98,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_82 (1)_53.png'],N/A,SWAN POINT CEMETERY
99,ERROR IN STREET MATCHING,"['cd1976/entry/1976_Page_82 (1)_56.png', 'cd1976/entry/1976_Page_82 (1)_57.png', 'cd1976/entry/1976_Page_82 (1)_58.png']",02906),585 BLACKSTONE BLVD (02906) TELEPHONE 272-1314 (See Index To Advertisers)
100,EMPTY STREET,['cd1976/entry/1976_Page_82 (2)_53.png'],,Lenox Chemical Co Printery St
101,"SCORE LESS THAN CUTOFF: Howard Bldg,76,PROVIDENCE","['cd1976/entry/1976_Page_82 (2)_57.png', 'cd1976/entry/1976_Page_82 (2)_58.png']",NORTH HOWARD AVE,Nationwide Chemical Corp Inc 428 Howard Bldg
102,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_82 (2)_69.png'],N/A,9 offices ...
103,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_82 (3)_72.png'],N/A,RUST
104,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_82 (3)_73.png'],N/A,IS FEDERAL DEPOSIT INSURANCE CORPORATION
105,"SCORE LESS THAN CUTOFF: WASHINGTON STREET BOSTON, MASS 02111,73,PROVIDENCE","['cd1976/entry/1976_Page_83 (3)_38.png', 'cd1976/entry/1976_Page_83 (3)_39.png', 'cd1976/entry/1976_Page_83 (3)_40.png']",WASHINGTON PL,"POLK RL & CO 600 WASHINGTON STREET BOSTON, MASS 02111"
106,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_85 (2)_15.png'],N/A,To Advertisers)
107,EMPTY STREET,"['cd1976/entry/1976_Page_85 (3)_82.png', 'cd1976/entry/1976_Page_85 (3)_83.png']",,Brown University Boat House River Dr
108,EMPTY STREET,"['cd1976/entry/1976_Page_85 (3)_84.png', 'cd1976/entry/1976_Page_85 (3)_85.png']",,Brown University Yacht Club River Dr
109,"SCORE LESS THAN CUTOFF: Howard Bldg,76,PROVIDENCE","['cd1976/entry/1976_Page_86 (1)_42.png', 'cd1976/entry/1976_Page_86 (1)_43.png']",NORTH HOWARD AVE,Heritage Auto Club Inc Rm434 Howard Bldg
110,EMPTY STREET,['cd1976/entry/1976_Page_86 (1)_60.png'],,Narragansett Yacht Club River Dr
111,"SCORE LESS THAN CUTOFF: 6,50,PROVIDENCE",['cd1976/entry/1976_Page_86 (1)_72.png'],6TH ST,Polish American Citizens Club 86
112,"SCORE LESS THAN CUTOFF: 8,50,PROVIDENCE",['cd1976/entry/1976_Page_86 (1)_90.png'],8TH ST,Providence Turners Club 118
113,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE",['cd1976/entry/1976_Page_86 (1)_100.png'],1ST ST,Rhode Island Chess Club 681
114,"SCORE LESS THAN CUTOFF: . Rhode Island Federation Garden Club,58.5,PROVIDENCE",['cd1976/entry/1976_Page_86 (1)_101.png'],CELEBRATION WY,"Broadway Rm 4
. Rhode Island Federation Garden Club"
115,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_86 (2)_64.png'],N/A,"SWAN POINT CEMETERY
BUSINESS AND CEMETERY"
116,ERROR IN STREET MATCHING,"['cd1976/entry/1976_Page_86 (2)_66.png', 'cd1976/entry/1976_Page_86 (2)_67.png', 'cd1976/entry/1976_Page_86 (2)_68.png']",02906),585 BLACKSTONE BLVD (02906) TELEPHONE 272-1314 (See Index To Advertisers)
117,ERROR IN STREET MATCHING,"['cd1976/entry/1976_Page_86 (3)_3.png', 'cd1976/entry/1976_Page_86 (3)_4.png', 'cd1976/entry/1976_Page_86 (3)_5.png', 'cd1976/entry/1976_Page_86 (3)_6.png', 'cd1976/entry/1976_Page_86 (3)_7.png', 'cd1976/entry/1976_Page_86 (3)_8.png', 'cd1976/entry/1976_Page_86 (3)_9.png', 'cd1976/entry/1976_Page_86 (3)_10.png']","02909),","Westminster St (02909), Tel 351-3355 1477 Broad St (02905), Tel 941-4400, Other Branches: 464 Hope St (Bristol, RI 02809), 1030 Park Av (Cranston, RI 02910), 555 Main St (East Greenwich RI 02818), 1859 Pawtucket Av (East Providence, RI 02914), 1450 Hartford Av (Johnston, RI 02919), 22"
118,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_86 (3)_11.png'],02840),"Washington Sq (Newport, RI 02840)"
119,EMPTY STREET,['cd1976/entry/1976_Page_86 (3)_12.png'],,99 William St (Newport 02840) Park
120,EMPTY STREET,['cd1976/entry/1976_Page_86 (3)_13.png'],146 ,Sq-Rte 146 (North Smithfield) 65 Goff
121,"SCORE LESS THAN CUTOFF: ) 401,33,PROVIDENCE",['cd1976/entry/1976_Page_86 (3)_14.png'],1ST ST,"Av (Pawtucket, RI 02860) 401"
122,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_86 (3)_15.png'],"02879),","Kingstown Rd (Wakefield, RI 02879),"
123,EMPTY STREET,['cd1976/entry/1976_Page_86 (3)_16.png'],,"521 Main St (Warren, RI 02885), 555"
124,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_86 (3)_17.png'],"02886),","Greenwich Av (Warwick RI, 02886),"
125,EMPTY STREET,['cd1976/entry/1976_Page_86 (3)_18.png'],,"Hoxie-10 West Shore Rd (Warwick,"
126,ERROR IN STREET MATCHING,['cd1976/entry/1976_Page_86 (3)_20.png'],"02891),","Shopping Plaza (Westerly, RI 02891),"
127,EMPTY STREET,['cd1976/entry/1976_Page_86 (3)_21.png'],,"1155 Main St (West Warwick, RI"
128,"SCORE LESS THAN CUTOFF: Burgess St,72,PROVIDENCE","['cd1976/entry/1976_Page_86 (3)_42.png', 'cd1976/entry/1976_Page_86 (3)_43.png']",BURNS ST,Hope John Settlement House 7 Burgess St
129,FAILED TO PARSE AN ADDRESS,['cd1976/entry/1976_Page_86 (3)_50.png'],N/A,Nixon Wallace R State Office Bldg
130,EMPTY STREET,"['cd1976/entry/1976_Page_87 (3)_64.png', 'cd1976/entry/1976_Page_87 (3)_65.png', 'cd1976/entry/1976_Page_87 (3)_66.png']",,"TURGEON E CONSTRUCTION CO INC 1001 Turks Head Bldg (02903), Tel 421-0528 (See Index To Advertisers)"
131,"SCORE LESS THAN CUTOFF: Alice St,77,PROVIDENCE","['cd1976/entry/1976_Page_87 (3)_71.png', 'cd1976/entry/1976_Page_87 (3)_72.png', 'cd1976/entry/1976_Page_87 (3)_73.png']",ARLINE ST,"WHITE HOME IMPROVEMENTS INC 3 Alice St (Pawtucket; 02860), Tel 722- 2321 (See Index To Advertisers)"
132,EMPTY STREET,"['cd1976/entry/1976_Page_88 (2)_79.png', 'cd1976/entry/1976_Page_88 (2)_80.png']",,J B Home Improvement F7 Wiggin Hunt Ct
133,EMPTY STREET,"['cd1976/entry/1976_Page_89 (3)_12.png', 'cd1976/entry/1976_Page_89 (3)_13.png', 'cd1976/entry/1976_Page_89 (3)_14.png']",5097 ,"CAPALDI BROS CORP PO Box 5097 (Esmond, 02917), Office Washington Hwy (Smithfield), Tel 231-1350"
134,"SCORE LESS THAN CUTOFF: Edendale Ave,79,PROVIDENCE","['cd1976/entry/1976_Page_90 (1)_19.png', 'cd1976/entry/1976_Page_90 (1)_20.png']",VERNDALE AVE,Saint Thomas Convent 41 Edendale Av
135,"SCORE LESS THAN CUTOFF: Bishop St,68,PROVIDENCE",['cd1976/entry/1976_Page_90 (1)_62.png'],BRISTOW ST,Rankin Harold Inc 28 Bishop St
136,"SCORE LESS THAN CUTOFF: Uspo,67,PROVIDENCE","['cd1976/entry/1976_Page_90 (2)_25.png', 'cd1976/entry/1976_Page_90 (2)_26.png']",RUSSO ST,Providence Postal Employees Credit Union 105 Federal Bldg Uspo
137,"SCORE LESS THAN CUTOFF: 4,50,PROVIDENCE",['cd1976/entry/1976_Page_90 (2)_74.png'],4TH ST,Cumberland Farms Dairy Stores 634
138,"SCORE LESS THAN CUTOFF: 7,50,PROVIDENCE",['cd1976/entry/1976_Page_90 (2)_75.png'],7TH ST,"Hope St
Cumberland Farms Dairy Stores 1297"
139,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE",['cd1976/entry/1976_Page_90 (2)_78.png'],10TH ST,Cumberland Farms Dairy Stores 600
