,Drop_Reason,File_List,Street,Text
13,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_2 (3)_35.png'],N/A,ALLSTATE AMBULANCE & OXYGEN
14,FAILED TO PARSE AN ADDRESS,"['cd1970/entry/1970_Page_2 (3)_45.png', 'cd1970/entry/1970_Page_2 (3)_46.png']",N/A,"ee Also Parks And Play- "" grounds)

-"
15,EMPTY STREET,"['cd1970/entry/1970_Page_3 (1)_3.png', 'cd1970/entry/1970_Page_3 (1)_4.png', 'cd1970/entry/1970_Page_3 (1)_5.png', 'cd1970/entry/1970_Page_3 (1)_6.png']",,"ANSERPHONE SERVICE. Fletcher St Ext (Plainville, Mass 02762), Tel 724-8912 (See Index To Advertisers)"
16,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_3 (3)_49.png'],N/A,Advertisers)
17,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_3 (3)_58.png'],N/A,Advertisers)
18,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_3 (3)_62.png'],N/A,Advertisers)
19,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_4 (1)_1.png'],N/A,ARC HITECTSContd
20,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_4 (1)_29.png'],N/A,PROUT DONALD J & ASSOCIATES
21,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_4 (1)_63.png'],"02903),","St (02903), Tel 421-4349"
22,FAILED TO PARSE AN ADDRESS,"['cd1970/entry/1970_Page_4 (2)_19.png', 'cd1970/entry/1970_Page_4 (2)_20.png']",N/A,ee Also Artists Commerc- ial)
23,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_5 (1)_1.png'],N/A,
24,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_5 (1)_20.png'],N/A,
25,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE",['cd1970/entry/1970_Page_5 (2)_62.png'],10TH ST,"GREER AUTO BODY CO INC, 110"
26,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_5 (2)_63.png', 'cd1970/entry/1970_Page_5 (2)_64.png', 'cd1970/entry/1970_Page_5 (2)_65.png']","02905),","Aldrich St (02905), Tel 781-6288
INDUSTRIAL AUTO BODY, 17-21
Cliff St (02908), Tels 421-9526, 421-3614 (See Index To Advertis- ers)"
27,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_5 (3)_1.png'],N/A,
28,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_5 (3)_5.png'],"02908),","St (02908), Tel 621-5172"
29,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE",['cd1970/entry/1970_Page_5 (3)_6.png'],1ST ST,"PARK COLLISION SERVICE, 271"
30,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_5 (3)_7.png', 'cd1970/entry/1970_Page_5 (3)_8.png']","02907),","Reservoir Av (02907), Tels 467-2765 942-8571 Gee Index To Advertisers)"
31,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_5 (3)_38.png'],"02860),","St (Pawtucket, 02860), Tel 723-8000"
32,"SCORE LESS THAN CUTOFF: 3,50.0,PROVIDENCE",['cd1970/entry/1970_Page_5 (3)_39.png'],3RD ST,"BEECROFT CHEVROLET CO, 333"
33,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_5 (3)_40.png', 'cd1970/entry/1970_Page_5 (3)_41.png']","02907),","Niantic Av (02907), Tel 944-2500 (See Index To Advertisers)"
34,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_5 (3)_54.png'],"02907),","Av (02907), Tel 467-8500"
35,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_5 (3)_61.png', 'cd1970/entry/1970_Page_5 (3)_62.png']","02907),","Av (02907), Tel 467-9111 (See Index To Advertisers)"
36,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_6 (1)_1.png'],N/A,AUTOMOBILE DEALERSContd
37,EMPTY STREET,['cd1970/entry/1970_Page_6 (1)_16.png'],,Suburban Auto Sales Inc.720 Cranston St
38,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_6 (1)_20.png'],N/A,tisers)
39,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_6 (1)_46.png'],"02907),","_ Av (02907), Tel 467-8500"
40,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_6 (1)_53.png'],"02907),","St (02907), Tels 467-8606, 467-8959"
41,FAILED TO PARSE AN ADDRESS,"['cd1970/entry/1970_Page_6 (2)_22.png', 'cd1970/entry/1970_Page_6 (2)_23.png']",N/A,(See Also Automobile Repair- ing)
42,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_6 (2)_34.png'],N/A,Advertisers)
43,"SCORE LESS THAN CUTOFF: In-,67.0,PROVIDENCE",['cd1970/entry/1970_Page_6 (2)_35.png'],PINE ST,"KAGAN & SHAWCROSS INC, 1430 In-"
44,FAILED TO PARSE AN ADDRESS,"['cd1970/entry/1970_Page_6 (2)_37.png', 'cd1970/entry/1970_Page_6 (2)_38.png']",N/A,"St, Tel 521-3900 (See Index To Ad- vertisers)"
45,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_6 (3)_72.png'],N/A,(ee Also Automobile Garages)
46,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_6 (3)_75.png'],"02904),","Main St (02904), Tel 831-6920; 1616"
47,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_6 (3)_76.png', 'cd1970/entry/1970_Page_6 (3)_77.png', 'cd1970/entry/1970_Page_6 (3)_78.png', 'cd1970/entry/1970_Page_6 (3)_79.png']",02889).,Warwick Av (Warwick; 02889). Tel 737-0200 (See Index To Advertisers)
48,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_7 (1)_1.png'],N/A,
49,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_7 (1)_10.png', 'cd1970/entry/1970_Page_7 (1)_11.png']","02907),","Av (02907), Tel 467-8981 (See Index To Advertisers)"
50,"SCORE LESS THAN CUTOFF: 4,50,PROVIDENCE",['cd1970/entry/1970_Page_7 (1)_15.png'],4TH ST,"CHRISTYS AUTO SERVICE, 534"
51,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_7 (1)_16.png', 'cd1970/entry/1970_Page_7 (1)_17.png']","02909),","Manton Av (02909), Tel 621-6665 (See Index To Advertisers)"
52,"SCORE LESS THAN CUTOFF: -21,40.0,PROVIDENCE",['cd1970/entry/1970_Page_7 (1)_41.png'],1ST ST,"INDUSTRIAL AUTO BODY, 17-21"
53,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_7 (1)_42.png'],"02908),","Cliff St (02908), Tels 421-9526, 421-"
54,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_7 (1)_43.png'],N/A,3614 (See Index To Advertisers)
55,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_7 (1)_84.png', 'cd1970/entry/1970_Page_7 (1)_85.png']","02909),","ton Av (02909), Tel 941-9560 See Index To Advertisers)"
56,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_7 (2)_1.png'],N/A,
57,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_7 (2)_3.png'],N/A,FOX POINT AUTO SALVAGE (FOX
58,"SCORE LESS THAN CUTOFF: 2,50,PROVIDENCE",['cd1970/entry/1970_Page_7 (2)_4.png'],2ND ST,POINT AUTO WRECKING INC). 32
59,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_7 (2)_5.png'],"02903),","India St (02903), Tels 421-1980."
60,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE",['cd1970/entry/1970_Page_7 (2)_6.png'],1ST ST,421-1961 (See Index To Advertisers)
61,FAILED TO PARSE AN ADDRESS,"['cd1970/entry/1970_Page_7 (2)_20.png', 'cd1970/entry/1970_Page_7 (2)_21.png']",N/A,POLK RL &CO - POLK BUILDING
62,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_7 (2)_22.png'],N/A,431 HOWARD STREET
63,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE",['cd1970/entry/1970_Page_7 (2)_23.png'],1ST ST,"DETROIT, MICHIGAN 48231"
64,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_7 (2)_41.png'],N/A,Robo Car Wash (Self Serv) Harborside Blvd
65,FAILED TO PARSE AN ADDRESS,"['cd1970/entry/1970_Page_7 (2)_51.png', 'cd1970/entry/1970_Page_7 (2)_52.png']",N/A,POLK RL & Cu POLK BUILDING
66,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_7 (2)_53.png'],N/A,431 HOWARD STREET
67,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE",['cd1970/entry/1970_Page_7 (2)_54.png'],1ST ST,"DETROIT, MICHIGAN 48231"
68,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (1)_1.png'],N/A,BAKED GOODSRETAILContd
69,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (1)_33.png'],N/A,BENS BAKERIES INC. Home Office
70,EMPTY STREET,['cd1970/entry/1970_Page_8 (1)_34.png'],,"4651 High St (Central Falls; 02863),"
71,"SCORE LESS THAN CUTOFF: -3950,58.5,PROVIDENCE",['cd1970/entry/1970_Page_8 (1)_35.png'],I 95,Tel 724-3950 (See Index To Adver-
72,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (1)_36.png'],N/A,tisers)
73,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (1)_65.png'],N/A,POLK RL &CO
74,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (1)_66.png'],N/A,2001 ELM HILL PIKE
75,"SCORE LESS THAN CUTOFF: 7,50,PROVIDENCE",['cd1970/entry/1970_Page_8 (1)_67.png'],7TH ST,"NASHVILLE, TENNESSEE 37217"
76,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (2)_4.png'],N/A,"02860), Tel 724-5000 (See Index To"
77,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (2)_5.png'],N/A,Advertiser s)
78,"SCORE LESS THAN CUTOFF: 8,50,PROVIDENCE",['cd1970/entry/1970_Page_8 (2)_7.png'],8TH ST,"CENTREVILLE SAVINGS BANK, 1218"
79,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_8 (2)_8.png', 'cd1970/entry/1970_Page_8 (2)_9.png', 'cd1970/entry/1970_Page_8 (2)_10.png']","02893),","Main St (West Warwick; 02893), Tel 821-9100. Branch: 777 Tiozue Av (Coventry, 02816), Tel 821-4120"
80,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (2)_16.png'],N/A,CITIZENS TRUST COMPANY. Main
81,"SCORE LESS THAN CUTOFF: -5800, Downtown Office 63,55.5,PROVIDENCE",['cd1970/entry/1970_Page_8 (2)_18.png'],DOWNING DRIVE,"Tel 351-5800, Downtown Office 63"
82,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_8 (2)_19.png', 'cd1970/entry/1970_Page_8 (2)_20.png']","02903),","Westminster St (02903), Tel 272- 1500, Mt Pleasant Office, 270"
83,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_8 (2)_21.png'],"02908),","Academy Av (02908), Tel 521-4550,"
84,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (2)_26.png'],N/A,COLUMBUS NATIONAL BANK OF
85,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_8 (2)_29.png'],"02903),","Av (02903), Tel 421-3244, 591"
86,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_8 (2)_30.png', 'cd1970/entry/1970_Page_8 (2)_31.png']","02904),","Charles St (02904), Tel 861-0250. 131 Elmgrove Av (02906), 1025"
87,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_8 (2)_36.png'],"02910),","Av (Cranston, 02910), Tel 944-1650,"
88,EMPTY STREET,['cd1970/entry/1970_Page_8 (2)_37.png'],,7727 Post Rd (North Kingstown.
89,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (2)_38.png'],N/A,"02852), Tel 295-8808, 3040 West"
90,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_8 (2)_39.png', 'cd1970/entry/1970_Page_8 (2)_40.png']","02886),","Shore Rd (Warwick, 02886), Tel 739-8333 Gee Index To Advertisers)"
91,EMPTY STREET,"['cd1970/entry/1970_Page_8 (2)_65.png', 'cd1970/entry/1970_Page_8 (2)_66.png']",,Industrial Natl Bank Of Ri (Hope St Br) 814 Hope St
92,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (2)_69.png'],N/A,"OLD STONE SAVINGS BANK, Main"
93,EMPTY STREET,['cd1970/entry/1970_Page_8 (2)_78.png'],,"1340 N Main St (02904), Tel 351-5450"
94,EMPTY STREET,['cd1970/entry/1970_Page_8 (2)_79.png'],,1917 Westminster St (02909). Tel
95,EMPTY STREET,['cd1970/entry/1970_Page_8 (3)_10.png'],,10 West Shore Rd (Warwick. RI
96,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_8 (3)_14.png', 'cd1970/entry/1970_Page_8 (3)_15.png']",02895),RI 02895) (See Index To Advertis- ers)
97,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_8 (3)_26.png'],"02904),","(02904), Tel $51-5450, 1917 West-"
98,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_8 (3)_27.png'],"02909),","minster St (02909), Tel 351-9830,"
99,EMPTY STREET,['cd1970/entry/1970_Page_8 (3)_28.png'],,"1477 Broad St (02905), Tel 941-4400"
100,"SCORE LESS THAN CUTOFF: ), 1859,50.5,PROVIDENCE",['cd1970/entry/1970_Page_8 (3)_32.png'],I 195,"(East Greenwich, RI 02818), 1859"
101,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (3)_33.png'],N/A,"Pawtucket Av (East Providence,"
102,"SCORE LESS THAN CUTOFF: Goff Ave,62.5,PROVIDENCE",['cd1970/entry/1970_Page_8 (3)_36.png'],GANO AVE,"(North Smithfield), 65 Goff Av"
103,"SCORE LESS THAN CUTOFF: ), 521,34.5,PROVIDENCE",['cd1970/entry/1970_Page_8 (3)_38.png'],I 95,"town Rd (Wakefield, RI 02879), 521"
104,"SCORE LESS THAN CUTOFF: ), 555,34.5,PROVIDENCE",['cd1970/entry/1970_Page_8 (3)_39.png'],I 95,"Main St (Warren, RI 02885), 555"
105,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_8 (3)_40.png'],"02886),","Greenwich Av (Warwick, RI 02886),"
106,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_8 (3)_45.png', 'cd1970/entry/1970_Page_8 (3)_46.png']",02895),RI 02895) (See Index To Advertis- ers)
107,"SCORE LESS THAN CUTOFF: 6,50,PROVIDENCE",['cd1970/entry/1970_Page_8 (3)_47.png'],6TH ST,"PAWTUCKET TRUST COMPANY, 286"
108,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_8 (3)_48.png'],"02860),","Main St (Pawtucket, 02860), Tel 724-"
109,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (3)_49.png'],N/A,5000 Gee Index To Advertisers)
110,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_8 (3)_58.png'],N/A,PEOPLE'S TRUST COMPANY. Main
111,EMPTY STREET,['cd1970/entry/1970_Page_8 (3)_63.png'],,"326 County Rd (Barrington, 02806),"
112,EMPTY STREET,['cd1970/entry/1970_Page_8 (3)_64.png'],,"208 Taunton Av (East Providence,"
113,"SCORE LESS THAN CUTOFF: Namquid Dr,62.0,PROVIDENCE",['cd1970/entry/1970_Page_8 (3)_65.png'],AQUIDNECK ST,"o79aay 963 Namquid Dr (Warwick
02888), 2 High St (Westerly, 02891),
1440 Hartford Av (Johnston, 02919),"
114,EMPTY STREET,['cd1970/entry/1970_Page_8 (3)_66.png'],,6633 Post Rd (North Kingstown.
115,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_9 (1)_2.png'],N/A,Contd
116,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_9 (2)_84.png'],N/A,Persia Mario (Persia Barber Salon)
117,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_9 (3)_53.png'],N/A,Union Station Barber Shop Union Station
118,"SCORE LESS THAN CUTOFF: 4,50,PROVIDENCE",['cd1970/entry/1970_Page_10 (1)_4.png'],4TH ST,Battery Shop & Rebuilding Co Inc 294
119,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_10 (1)_5.png'],N/A,Broadway
120,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_10 (1)_23.png'],N/A,tisers)
121,"SCORE LESS THAN CUTOFF: Edgeworth Ave,75.5,PROVIDENCE",['cd1970/entry/1970_Page_10 (2)_55.png'],EDGEWOOD AVE,Frechette Lola F 48 Edgeworth Av
122,"SCORE LESS THAN CUTOFF: Ul nnteninntne G4 Don END,51.5,PROVIDENCE",['cd1970/entry/1970_Page_10 (2)_85.png'],HUNTINGTON AVE,Tauan OF Tala O00 Ul nnteninntne G4 Don END
123,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_10 (3)_20.png', 'cd1970/entry/1970_Page_10 (3)_21.png']","02911),","St (North Providence, 02911), Tel 353-9872"
124,"SCORE LESS THAN CUTOFF: Ananall Cr,65.5,PROVIDENCE",['cd1970/entry/1970_Page_10 (3)_85.png'],RANDALL SQ,Me Vado Uannae Of Raante A111 Ananall Cr
125,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_11 (1)_1.png'],N/A,BEAUTY SHOPSC ontd
126,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_11 (2)_17.png'],N/A,Advertisers)
127,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_11 (2)_22.png'],N/A,Advertisers)
128,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_11 (2)_32.png', 'cd1970/entry/1970_Page_11 (2)_33.png']","02915),","St (East Providence; 02915), Tel 437- 1200"
129,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_11 (2)_41.png', 'cd1970/entry/1970_Page_11 (2)_42.png']","02865),","ginson Av (Lincoln; 02865), Tel 723- 7600 (See Index To Advertisers)"
130,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_11 (3)_29.png'],N/A,PETROLEUM HEAT & POWER CO
131,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_11 (3)_32.png'],N/A,Advertisers)
132,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_11 (3)_45.png'],N/A,Advertisers)
133,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_11 (3)_49.png', 'cd1970/entry/1970_Page_11 (3)_50.png']","02906),","St (02906), Tel 861-6800 (See Index To Advertisers)"
134,FAILED TO PARSE AN ADDRESS,"['cd1970/entry/1970_Page_11 (3)_53.png', 'cd1970/entry/1970_Page_11 (3)_54.png']",N/A,Nites And Holidays Tel 884-1177 (See Index To Advertisers)
135,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_12 (1)_1.png'],N/A,BOOKBINDERSC ontd
136,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_12 (1)_19.png'],N/A,
137,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_12 (2)_2.png'],N/A,(See Also Billiards And Pool)
138,"SCORE LESS THAN CUTOFF: Pomfret St,71,PROVIDENCE",['cd1970/entry/1970_Page_12 (2)_17.png'],SOMERSET ST,Waste Brokers Inc 1 Pomfret St
139,EMPTY STREET,"['cd1970/entry/1970_Page_12 (2)_24.png', 'cd1970/entry/1970_Page_12 (2)_25.png']",,"NARRAGANSETT BREWING CO, Cranston St And Garfield Av (Crans-"
140,EMPTY STREET,"['cd1970/entry/1970_Page_12 (2)_26.png', 'cd1970/entry/1970_Page_12 (2)_27.png']",6848 ,"ton, 02920), PO Box 6848 (Provi- dence, 02904), Tel 942-7000"
141,"SCORE LESS THAN CUTOFF: & TV 10,43.0,PROVIDENCE",['cd1970/entry/1970_Page_12 (2)_33.png'],TEVERE DR,WJAR RADIO 920 & TV 10 (The
142,"SCORE LESS THAN CUTOFF: -9200,29.0,PROVIDENCE",['cd1970/entry/1970_Page_12 (2)_35.png'],I 95,Tel 861-9200
143,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_12 (2)_54.png'],N/A,(See Also Investment Bankers)
144,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_12 (3)_13.png'],N/A,"PAINE, WEBBER, JACKSON &"
145,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_12 (3)_15.png'],"408,","R408, Tel 274-6000 Gee Index To"
146,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_12 (3)_16.png'],N/A,Advertisers)
147,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_12 (3)_45.png'],N/A,Advertisers)
148,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_13 (1)_2.png'],N/A,Contd
149,"SCORE LESS THAN CUTOFF: STATION STREET CRANSTON, RI 02910,70.0,PROVIDENCE","['cd1970/entry/1970_Page_13 (1)_17.png', 'cd1970/entry/1970_Page_13 (1)_18.png', 'cd1970/entry/1970_Page_13 (1)_19.png', 'cd1970/entry/1970_Page_13 (1)_20.png']",CRANSTON ST,"MANCHESTER & HUDSON CO 300 STATION STREET CRANSTON, RI 02910 TELEPHONE 467-8815"
150,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE",['cd1970/entry/1970_Page_13 (1)_33.png'],10TH ST,"CRANSTON HARDWARE CO INC, 40"
151,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_13 (1)_34.png', 'cd1970/entry/1970_Page_13 (1)_35.png']","02920),","Haven Av (Cranston, 02920), Tel 944- 1811 (See Index To Advertisers)"
152,"SCORE LESS THAN CUTOFF: Hospital Trust Bldg. 15 Westminster,74.5,PROVIDENCE","['cd1970/entry/1970_Page_13 (2)_57.png', 'cd1970/entry/1970_Page_13 (2)_58.png']",WESTMINSTER ST,"HOSPITAL TRUST BUILDING, 540 Hospital Trust Bldg. 15 Westminster"
153,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_13 (2)_59.png'],"62903),","St (62903), Tel 521-6700"
154,FAILED TO PARSE AN ADDRESS,"['cd1970/entry/1970_Page_13 (3)_8.png', 'cd1970/entry/1970_Page_13 (3)_9.png']",N/A,New England Telephone & Telegraph Co Bldg 234 Washington St
155,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_14 (1)_2.png'],N/A,Contd
156,ERROR IN STREET MATCHING,['cd1970/entry/1970_Page_14 (1)_56.png'],"02914),","(East Providence, 02914), Tel 434-"
157,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_14 (1)_65.png'],N/A,"Sup lies, Tel 421-6057, Service Tel
421-2011"
158,"SCORE LESS THAN CUTOFF: 6,50,PROVIDENCE",['cd1970/entry/1970_Page_14 (2)_54.png'],6TH ST,"PROVIDENCE CARPET CO, 626"
159,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_14 (2)_55.png', 'cd1970/entry/1970_Page_14 (2)_56.png']","02910),","Reservoir Av (Cranston, 02910), Tel 331-8086 (Gee Index To Advertisers)"
160,"SCORE LESS THAN CUTOFF: Pomfret St,71,PROVIDENCE",['cd1970/entry/1970_Page_14 (3)_28.png'],SOMERSET ST,Stiller Carpet Co 9 Pomfret St
161,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_14 (3)_38.png'],N/A,
162,EMPTY STREET,['cd1970/entry/1970_Page_14 (3)_46.png'],,Narragansett Casket Co:-30 Salmon St
163,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_15 (1)_1.png'],N/A,CATERERSContd
164,ERROR IN STREET MATCHING,"['cd1970/entry/1970_Page_15 (1)_34.png', 'cd1970/entry/1970_Page_15 (1)_35.png']","02903),","CATHOLIC CEMETERIES INC, Cathedral Sq (02903), Tel 861-9800"
165,"SCORE LESS THAN CUTOFF: -1314,50.0,PROVIDENCE","['cd1970/entry/1970_Page_15 (1)_44.png', 'cd1970/entry/1970_Page_15 (1)_45.png']",11TH ST,TELEPHONE 272-1314 (See Index To Advertisers)
166,FAILED TO PARSE AN ADDRESS,['cd1970/entry/1970_Page_15 (2)_15.png'],N/A,"OLD STONE TRUST CO, Main Office"
