,Drop_Reason,File_List,Street,Text
25,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1956/entry/1956_Page_148 (1)_43.png', 'cd1956/entry/1956_Page_148 (1)_44.png', 'cd1956/entry/1956_Page_148 (1)_45.png', 'cd1956/entry/1956_Page_148 (1)_46.png']",WESTMINSTER ST,"HURLEY RICHARD A, 723 HOSPITAL TRUST BLDG 15 WESTMINSTER, TEL GAspee 1-7210 (See Yellow Page 95 and left side lines)"
26,"SCORE LESS THAN CUTOFF: WARREN av, EAST PROVIDENCE,,78.5,PROVIDENCE","['cd1956/entry/1956_Page_148 (3)_47.png', 'cd1956/entry/1956_Page_148 (3)_48.png', 'cd1956/entry/1956_Page_148 (3)_49.png', 'cd1956/entry/1956_Page_148 (3)_50.png']",PROVIDENCE ST,"ADAMS SALES AND SERVICE INC (HUDSON SALES and SERVICE), 317 WARREN av, EAST PROVIDENCE, TELS GEneva 4-0570. 4-0571"
27,"SCORE LESS THAN CUTOFF: PAWTUCKET av, PAWTUCKET,64.5,PROVIDENCE","['cd1956/entry/1956_Page_148 (3)_65.png', 'cd1956/entry/1956_Page_148 (3)_66.png', 'cd1956/entry/1956_Page_148 (3)_67.png']",PAWTUXET AV,"DAIRO B A COMPANY 550 PAWTUCKET av, PAWTUCKET TEL PAwtucket 2-1960"
28,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_149 (1)_1.png'],N/A,AUTOMOBILE DEALERSContd
29,FAILED TO PARSE AN ADDRESS,"['cd1956/entry/1956_Page_149 (1)_3.png', 'cd1956/entry/1956_Page_149 (1)_4.png']",N/A,"1184 N MAIN, TEL DExter 1-8420 (See Yellow Page 3 and left side lines)"
30,"SCORE LESS THAN CUTOFF: left side lines Petteruti Motor Sales Inc,46.5,PROVIDENCE","['cd1956/entry/1956_Page_149 (1)_12.png', 'cd1956/entry/1956_Page_149 (1)_13.png']",PETER ST,"Yellow Page 3 and left side lines
Petteruti Motor Sales Inc 1051 Chalkstone av"
31,"SCORE LESS THAN CUTOFF: t bgine P Bontiac Li C 83 Smit h Cranston,66.5,PROVIDENCE",['cd1956/entry/1956_Page_149 (1)_17.png'],CRANSTON ST,"ide Will o Inc 746 t
bgine P Bontiac Li C 83 Smit h Cranston"
32,"SCORE LESS THAN CUTOFF: MAIN, PAWTUCKET,,73.0,PROVIDENCE","['cd1956/entry/1956_Page_149 (1)_35.png', 'cd1956/entry/1956_Page_149 (1)_36.png', 'cd1956/entry/1956_Page_149 (1)_37.png', 'cd1956/entry/1956_Page_149 (1)_38.png']",PAWTUXET AV,"WINTERS WALTER INC (DODGE, PLYMOUTH CARS and TRUCKS), 483 MAIN, PAWTUCKET, TEL PAwtucket 3-2100 (See Yellow Page 4)"
33,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_149 (1)_58.png'],N/A,"|

WOOD av, TEL HOpkins 1-0086 (See"
34,"SCORE LESS THAN CUTOFF: right top lines),69.0,PROVIDENCE",['cd1956/entry/1956_Page_149 (1)_59.png'],BRIGHTON ST,"{

Yellow Page 5 and right top lines)"
35,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_149 (1)_63.png'],N/A,"{ WOOD av, TEL STuart 1-4000 (See"
36,ERROR IN STREET MATCHING,['cd1956/entry/1956_Page_149 (1)_64.png'],2),|! Yellow Page 2)
37,"SCORE LESS THAN CUTOFF: -5513,29.0,PROVIDENCE",['cd1956/entry/1956_Page_149 (1)_67.png'],I 95,"f

i ee ELmhurst 1-5513 (See Yellow Page"
38,"SCORE LESS THAN CUTOFF: TAUNTON av, TEL GEneva 4-4900,70.0,PROVIDENCE","['cd1956/entry/1956_Page_149 (1)_81.png', 'cd1956/entry/1956_Page_149 (1)_82.png']",TAUNTON AVE,"LONG LLOYD INC, 325 TAUNTON av, TEL
GEneva 4-4900 (See Yellow Page 5 and left side lines)"
39,"SCORE LESS THAN CUTOFF: Eddy Matts Motor Sales Inc 232 Silver Spring,73.0,PROVIDENCE","['cd1956/entry/1956_Page_149 (1)_83.png', 'cd1956/entry/1956_Page_149 (1)_84.png']",SILVER SPRING ST,Lubin's Used Cars & Parts 932 Eddy Matts Motor Sales Inc 232 Silver Spring
40,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1956/entry/1956_Page_149 (2)_77.png', 'cd1956/entry/1956_Page_149 (2)_78.png', 'cd1956/entry/1956_Page_149 (2)_79.png', 'cd1956/entry/1956_Page_149 (2)_80.png']",WESTMINSTER ST,"BEACH & SWEET INC, 608 HOSPITAL TRUST BLDG 15 WESTMINSTER, TEL GAspee 1-9870 (ee Yellow Page 55 and right bottom lines)"
41,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_149 (3)_1.png'],N/A,* AUTOMOBILE INSURANCE Contd
42,FAILED TO PARSE AN ADDRESS,"['cd1956/entry/1956_Page_149 (3)_3.png', 'cd1956/entry/1956_Page_149 (3)_4.png']",N/A,"MAN, TELS GAspee 1-5746 and 1-8432 (See Yellow Page 51 and Front cover)"
43,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_149 (3)_41.png'],N/A,Coppola Edw E Canal
44,"SCORE LESS THAN CUTOFF: S Main nr Crawford,76.5,PROVIDENCE","['cd1956/entry/1956_Page_149 (3)_42.png', 'cd1956/entry/1956_Page_149 (3)_43.png']",CRAWFORD ST,Court House Parking Station 99 S Main nr Crawford
45,FAILED TO PARSE AN ADDRESS,"['cd1956/entry/1956_Page_149 (3)_47.png', 'cd1956/entry/1956_Page_149 (3)_48.png']",N/A,Gaspee Parking Grounds W Exchange cor Gaspee
46,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_149 (3)_87.png'],N/A,Sherman & Violet Chapel cor Symonds
47,"SCORE LESS THAN CUTOFF: MAIN, PAWTUCKET,,73.0,PROVIDENCE","['cd1956/entry/1956_Page_150 (1)_3.png', 'cd1956/entry/1956_Page_150 (1)_4.png', 'cd1956/entry/1956_Page_150 (1)_5.png']",PAWTUXET AV,"MOUTH CARS and TRUCKS), 483 MAIN, PAWTUCKET, TEL PAwtucket 3-2100 | (See Yellow Page 4)"
48,"SCORE LESS THAN CUTOFF: MAIN, PAWTUCKET,,73.0,PROVIDENCE","['cd1956/entry/1956_Page_150 (1)_9.png', 'cd1956/entry/1956_Page_150 (1)_10.png', 'cd1956/entry/1956_Page_150 (1)_11.png']",PAWTUXET AV,"MOPAR (WALTER WINTERS INC), 483 MAIN, PAWTUCKET, TEL PAwtucket 3-2100 (See Yellow Page 4)"
49,FAILED TO PARSE AN ADDRESS,"['cd1956/entry/1956_Page_150 (1)_19.png', 'cd1956/entry/1956_Page_150 (1)_20.png', 'cd1956/entry/1956_Page_150 (1)_21.png', 'cd1956/entry/1956_Page_150 (1)_22.png']",N/A,"AVIS RENT-A-CAR SYSTEM, SHERATON- BILTMORE LOBBY, TEL DExter 1-2624 (See Yellow Page 8 and right top corner cards)"
50,"SCORE LESS THAN CUTOFF: Ormsbee av,73,PROVIDENCE",['cd1956/entry/1956_Page_150 (1)_36.png'],ORMS ST,Andrews Auto Service 19 Ormsbee av
51,"SCORE LESS THAN CUTOFF: Cass CHEVROLET, H T MULRY CHEVROLET CO 126-128 BROADWAY,,43.5,PROVIDENCE","['cd1956/entry/1956_Page_150 (1)_49.png', 'cd1956/entry/1956_Page_150 (1)_50.png']",CHERYL DR,"Castellos Garage 43 Cass CHEVROLET, H T MULRY CHEVROLET
CO 126-128 BROADWAY, TELS GAspee
1-6394 through to GAspee 1-6399 (See
Yellow Page 5)"
52,"SCORE LESS THAN CUTOFF: Eddv,75,PROVIDENCE",['cd1956/entry/1956_Page_150 (2)_1.png'],EDDY ST,Janicki Edith 1113 Eddv
53,"SCORE LESS THAN CUTOFF: TAUNTON av, EAST PROVIDENCE,,78.0,PROVIDENCE","['cd1956/entry/1956_Page_150 (2)_5.png', 'cd1956/entry/1956_Page_150 (2)_6.png', 'cd1956/entry/1956_Page_150 (2)_7.png', 'cd1956/entry/1956_Page_150 (2)_8.png']",PROVIDENCE ST,"LONG LLOYD INC, 325 TAUNTON av, EAST PROVIDENCE, TEL GEneva 4\-4900 (See Yellow Page 5 and left side lines)"
54,"SCORE LESS THAN CUTOFF: Ormsbee av,73.0,PROVIDENCE",['cd1956/entry/1956_Page_150 (2)_22.png'],ORMS ST,Perlow's Auto Repairs 53 Ormsbee av
55,"SCORE LESS THAN CUTOFF: HOWARD DETROIT 31, MICHIGAN,73.5,PROVIDENCE","['cd1956/entry/1956_Page_150 (3)_3.png', 'cd1956/entry/1956_Page_150 (3)_4.png', 'cd1956/entry/1956_Page_150 (3)_5.png']",MICHIGAN AVE,"POLK RL & CO 431 HOWARD DETROIT 31, MICHIGAN"
56,"SCORE LESS THAN CUTOFF: MAIN, PAWTUCKET,,73.0,PROVIDENCE","['cd1956/entry/1956_Page_150 (3)_13.png', 'cd1956/entry/1956_Page_150 (3)_14.png', 'cd1956/entry/1956_Page_150 (3)_15.png', 'cd1956/entry/1956_Page_150 (3)_16.png']",PAWTUXET AV,"DODGE-PLYMOUTH MOTOR CARS (WALTER WINTERS INC), 483 MAIN, PAWTUCKET, TEL PAwtucket 3-2100 (See Yellow Page 4)"
57,"SCORE LESS THAN CUTOFF: INSKIP INC) SALES SERVICE,75.0,PROVIDENCE","['cd1956/entry/1956_Page_150 (3)_27.png', 'cd1956/entry/1956_Page_150 (3)_28.png', 'cd1956/entry/1956_Page_150 (3)_29.png', 'cd1956/entry/1956_Page_150 (3)_30.png']",HIGH SERVICE AVE,"ROLLS ROYCE (J 8 INSKIP INC), SALES and SERVICE 355 BROAD, TEL UNion 1-3883 (See Yellow Page 2 and right side lines)"
58,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_150 (3)_36.png'],N/A,
59,"SCORE LESS THAN CUTOFF: HOWARD DETROIT 31, MICHIGAN,73.5,PROVIDENCE","['cd1956/entry/1956_Page_150 (3)_37.png', 'cd1956/entry/1956_Page_150 (3)_38.png', 'cd1956/entry/1956_Page_150 (3)_39.png']",MICHIGAN AVE,"POLK RL & CO 431 HOWARD DETROIT 31, MICHIGAN"
60,"SCORE LESS THAN CUTOFF: POWER rd; FACTORY 310 OWEN av, PAWTUCKET,,56.0,PROVIDENCE","['cd1956/entry/1956_Page_150 (3)_48.png', 'cd1956/entry/1956_Page_150 (3)_49.png', 'cd1956/entry/1956_Page_150 (3)_50.png', 'cd1956/entry/1956_Page_150 (3)_51.png']",PAWTUXET AV,"CAPWELL A A CO, OFFICE 526 POWER rd; FACTORY 310 OWEN av, PAW- TUCKET, TEL PAwtucket 2-3386 (See Yellow Page 8 and right side lines)"
61,"SCORE LESS THAN CUTOFF: -2253 1-0254,47.5,PROVIDENCE","['cd1956/entry/1956_Page_151 (1)_3.png', 'cd1956/entry/1956_Page_151 (1)_4.png']",I 295,DExter 1-2253 and 1-0254 (See Yellow Page 100 and teft top lines)
62,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1956/entry/1956_Page_151 (1)_6.png'],SHAW ST,Atlantic Burlap Bag Co 11 Shawmut
63,"SCORE LESS THAN CUTOFF: Black,67,PROVIDENCE",['cd1956/entry/1956_Page_151 (1)_7.png'],BLACKSTONE ST,Blazer Bag Co 58 Black
64,"SCORE LESS THAN CUTOFF: CHAPEL, SAYLESVILLE, RI,,64.0,PROVIDENCE","['cd1956/entry/1956_Page_151 (1)_21.png', 'cd1956/entry/1956_Page_151 (1)_22.png', 'cd1956/entry/1956_Page_151 (1)_23.png']",SEVILLE ST,"ARNOLDS LONSDALE BAKERY CO, 234 CHAPEL, SAYLESVILLE, RI, TEL PAwtucket 2-6300"
65,"SCORE LESS THAN CUTOFF: DEXTER, CENTRAL FALLS,,76.0,PROVIDENCE","['cd1956/entry/1956_Page_151 (2)_35.png', 'cd1956/entry/1956_Page_151 (2)_36.png', 'cd1956/entry/1956_Page_151 (2)_37.png']",CENTRAL AVE,"GORMANS BAKERY INC, 817 DEXTER, CENTRAL FALLS, TEL PAwtucket 2-5650"
66,FAILED TO PARSE AN ADDRESS,"['cd1956/entry/1956_Page_151 (2)_55.png', 'cd1956/entry/1956_Page_151 (2)_56.png', 'cd1956/entry/1956_Page_151 (2)_57.png', 'cd1956/entry/1956_Page_151 (2)_58.png', 'cd1956/entry/1956_Page_151 (2)_59.png']",N/A,"RUMFORD COMPANY THE, RUMFORD, RHODE, ISLAND, TEL EAst PROVIDENCE 1-2880 (See Yellow Page 24)"
67,"SCORE LESS THAN CUTOFF: MAIN, PAWTUCKET,,73.0,PROVIDENCE","['cd1956/entry/1956_Page_151 (2)_79.png', 'cd1956/entry/1956_Page_151 (2)_80.png', 'cd1956/entry/1956_Page_151 (2)_81.png']",PAWTUXET AV,"PAWTUCKET INSTITUTION FOR SAVINGS, 255 MAIN, PAWTUCKET, TEL PAwtucket 5-3520"
68,FAILED TO PARSE AN ADDRESS,"['cd1956/entry/1956_Page_151 (3)_3.png', 'cd1956/entry/1956_Page_151 (3)_4.png', 'cd1956/entry/1956_Page_151 (3)_5.png', 'cd1956/entry/1956_Page_151 (3)_6.png', 'cd1956/entry/1956_Page_151 (3)_7.png', 'cd1956/entry/1956_Page_151 (3)_8.png', 'cd1956/entry/1956_Page_151 (3)_9.png', 'cd1956/entry/1956_Page_151 (3)_10.png', 'cd1956/entry/1956_Page_151 (3)_11.png']",N/A,"870 WESTMINSTER, PROVIDENCE, TEL ELmhurst 1-5800; DOWNTOWN OFFICE 20 WESTMINSTER; MT PLEAS ANT OFFICE 1082 CHALK- STONE, SIX OTHER CONVENIENT COM- MUNITY OFFICES in BARRINGTON, CRANSTON, CENTREDALE, PAWTUCKET and GREENVILLE (See Yellow Page 9 and left top lines)"
69,FAILED TO PARSE AN ADDRESS,"['cd1956/entry/1956_Page_151 (3)_37.png', 'cd1956/entry/1956_Page_151 (3)_38.png', 'cd1956/entry/1956_Page_151 (3)_39.png', 'cd1956/entry/1956_Page_151 (3)_40.png']",N/A,"PEOPLES SAVINGS BANK IN PROVIDENCE, WESTMINSTER to the MALL, TEL JAcskon 1-6600 (See Yellow Page 14 and left top lines)"
70,FAILED TO PARSE AN ADDRESS,"['cd1956/entry/1956_Page_151 (3)_56.png', 'cd1956/entry/1956_Page_151 (3)_57.png']",N/A,"WARREN, RI, TEL WArren 1-0598 (See Yellow Page 15 and left top lines)"
71,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_152 (1)_1.png'],N/A,BARBER SHOPSContd
72,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_152 (1)_45.png'],N/A,Christys Barber Shop r Messer
73,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_152 (1)_55.png'],N/A,Corvese Ernest Union Station
74,"SCORE LESS THAN CUTOFF: Lucite,77.0,PROVIDENCE",['cd1956/entry/1956_Page_152 (2)_68.png'],LUCILLE ST,Lessac Floyd A 400 Lucite
75,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_152 (3)_1.png'],N/A,BARBER SHOPS~Contd
76,FAILED TO PARSE AN ADDRESS,"['cd1956/entry/1956_Page_152 (3)_64.png', 'cd1956/entry/1956_Page_152 (3)_65.png']",N/A,Sheraton-Biltmore Hotel Barber Shop Providence- Biltmore
77,"SCORE LESS THAN CUTOFF: 5S Main,71.0,PROVIDENCE",['cd1956/entry/1956_Page_152 (3)_73.png'],MAIDEN LN,Stone Clarence 254 5S Main
78,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_153 (1)_1.png'],N/A,BARBER SHOPSContd
79,EMPTY STREET,['cd1956/entry/1956_Page_153 (1)_43.png'],5 ,City Bath No 5 (public) 511 Wickenden
80,FAILED TO PARSE AN ADDRESS,"['cd1956/entry/1956_Page_153 (1)_44.png', 'cd1956/entry/1956_Page_153 (1)_45.png']",N/A,Federal Hill Pool Dept of Recreation Gesler
81,"SCORE LESS THAN CUTOFF: Quaid,71.0,PROVIDENCE",['cd1956/entry/1956_Page_153 (1)_51.png'],QUAIL RIDGE RD,Quaid Street Bath House 47 Quaid
82,"SCORE LESS THAN CUTOFF: 7,50,PROVIDENCE",['cd1956/entry/1956_Page_153 (1)_58.png'],7TH ST,-Elmwood Ignition & Battery Service 347
83,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_153 (1)_59.png'],N/A,Elmwood av
84,"SCORE LESS THAN CUTOFF: Shaw BNET Wied CO. ""b9261 BROAD; WAY: ATACTORY 45 RIVER av.,44.0,PROVIDENCE","['cd1956/entry/1956_Page_153 (1)_63.png', 'cd1956/entry/1956_Page_153 (1)_64.png', 'cd1956/entry/1956_Page_153 (1)_65.png']",VICTORY ST,"&Z Batt Ss 14 Shaw
BNET Wied CO. ""b9261 BROAD-
; WAY: ATACTORY 45 RIVER av. TEL GAspee 1-0610 (See Yellow Page 7 and right side lines)"
85,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_153 (3)_1.png'],N/A,BEAUTY SHOPSContd
86,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_153 (3)_71.png'],N/A,Lanthere Beauty Salon Sheraton-Biltmore
87,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_154 (1)_1.png'],N/A,BEAUTY SHOPSContd
88,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1956/entry/1956_Page_154 (3)_47.png', 'cd1956/entry/1956_Page_154 (3)_48.png', 'cd1956/entry/1956_Page_154 (3)_49.png', 'cd1956/entry/1956_Page_154 (3)_50.png']",WESTMINSTER ST,"BEACH & SWEET INC, 608 HOSPITAL TRUST BLDG 15 WESTMINSTER, TEL GAspee 1-9870 (See Yellow Page 55 and right bottom lines)"
89,FAILED TO PARSE AN ADDRESS,"['cd1956/entry/1956_Page_154 (3)_65.png', 'cd1956/entry/1956_Page_154 (3)_66.png', 'cd1956/entry/1956_Page_154 (3)_67.png', 'cd1956/entry/1956_Page_154 (3)_68.png']",N/A,"(See Yellow Page 55 and right top lines). |

ARRAHAN WILLIAM H & CO. INC. 7 DYER | cor WESTMINSTER, TELS DExter 1-8313 | and 1-8314 (See Yellow Page 52 and right | top lines)"
90,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST BLDG 15 WESTMINSTER,,74.5,PROVIDENCE","['cd1956/entry/1956_Page_154 (3)_80.png', 'cd1956/entry/1956_Page_154 (3)_81.png', 'cd1956/entry/1956_Page_154 (3)_82.png']",WESTMINSTER ST,"MILLER & GEORGE, 330 HOSPITAL TRUST BLDG 15 WESTMINSTER, TEL | GAspee 1-6070 (See Yellow Page 20)

|"
91,FAILED TO PARSE AN ADDRESS,"['cd1956/entry/1956_Page_155 (1)_3.png', 'cd1956/entry/1956_Page_155 (1)_4.png']",N/A,15 WESTMINSTER TEL GAspee 1-0520
92,"SCORE LESS THAN CUTOFF: Charles *BOTTLERSWINES-WHOLESALE,50.0,PROVIDENCE","['cd1956/entry/1956_Page_155 (1)_43.png', 'cd1956/entry/1956_Page_155 (1)_44.png', 'cd1956/entry/1956_Page_155 (1)_45.png']",HARBORSIDE BLVD,' Lobello Spring Water & Soda Co 828 Charles *BOTTLERSWINES-WHOLESALE
93,"SCORE LESS THAN CUTOFF: d fl,50.5,PROVIDENCE","['cd1956/entry/1956_Page_155 (1)_60.png', 'cd1956/entry/1956_Page_155 (1)_61.png']",FLORA ST,' Washington Bowling Alleys 109 Washington - and 88 Mathewson 2d fl
94,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_155 (1)_63.png'],N/A,
95,"SCORE LESS THAN CUTOFF: Point Ist fl,79.5,PROVIDENCE",['cd1956/entry/1956_Page_155 (1)_70.png'],POINT ST,| C&M Manufacturing Co 112 Point Ist fl
96,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE",['cd1956/entry/1956_Page_155 (1)_74.png'],10TH ST,| Feeley P F Paper Box Co (paper) 380
97,FAILED TO PARSE AN ADDRESS,['cd1956/entry/1956_Page_155 (1)_75.png'],N/A,Washington
98,"SCORE LESS THAN CUTOFF: Stukely,67.0,PROVIDENCE",['cd1956/entry/1956_Page_155 (2)_1.png'],WESTERLY AVE,Paramount Box Co Inc 41 Stukely
99,"SCORE LESS THAN CUTOFF: SABIN, PAWTUCKET,,71.5,PROVIDENCE","['cd1956/entry/1956_Page_155 (2)_5.png', 'cd1956/entry/1956_Page_155 (2)_6.png', 'cd1956/entry/1956_Page_155 (2)_7.png']",PAWTUXET AV,"SHAW PAPER BOX CO, 38 SABIN, PAWTUCKET, TEL PAwtucket 2-7800 (See Yellow Page 19)"
100,"SCORE LESS THAN CUTOFF: SABIN, PAWTUCKET,,71.5,PROVIDENCE","['cd1956/entry/1956_Page_155 (2)_9.png', 'cd1956/entry/1956_Page_155 (2)_10.png', 'cd1956/entry/1956_Page_155 (2)_11.png']",PAWTUXET AV,"SHAW PAPER BOX CO, 37 SABIN, PAWTUCKET, TEL PAwtucket 2-7800 (See Yellow Page 19)"
