,Drop_Reason,File_List,Street,Text
12,"SCORE LESS THAN CUTOFF: Woonas: Ave,73.5,PROVIDENCE",['cd1980/entry/1980_Page_76 (1)_12.png'],POMONA AVE,Allendale Manor 511 Woonas: Av (N Prov)
13,EMPTY STREET,['cd1980/entry/1980_Page_76 (2)_5.png'],,Eight Elmgrove Av Apts 8 Elmgrove Av
14,"SCORE LESS THAN CUTOFF: Fenway Ave,71.0,PROVIDENCE",['cd1980/entry/1980_Page_76 (2)_18.png'],GREENWAY ST,Fenway Apartments 10 Fenway Av (N Prov)
15,EMPTY STREET,['cd1980/entry/1980_Page_76 (2)_24.png'],,Fifty Common St Apts 50 Common St
16,EMPTY STREET,"['cd1980/entry/1980_Page_76 (3)_54.png', 'cd1980/entry/1980_Page_76 (3)_55.png']",,Two Seventy Five Wayland Av Apartments 275 Wayland Av
17,"SCORE LESS THAN CUTOFF: Village Green North, East Providence,72.0,PROVIDENCE","['cd1980/entry/1980_Page_76 (3)_65.png', 'cd1980/entry/1980_Page_76 (3)_66.png', 'cd1980/entry/1980_Page_76 (3)_67.png']",PROVIDENCE ST,"VILLAGE PARK 40 Village Green North, East Providence (02914), Tel 438-3077 (See Index To Advertisers)"
18,"SCORE LESS THAN CUTOFF: -14 Ternay Gardens,72.0,PROVIDENCE",['cd1980/entry/1980_Page_76 (3)_96.png'],GARDEN ST,Yorktown Village Apts 1-14 Ternay Gardens
19,"SCORE LESS THAN CUTOFF: Belcourt Ave,72.5,PROVIDENCE",['cd1980/entry/1980_Page_77 (3)_24.png'],BELMONT AVE,Ribeiro Arlene M Mrs 83 Belcourt Av (N Prov)
20,EMPTY STREET,"['cd1980/entry/1980_Page_77 (3)_29.png', 'cd1980/entry/1980_Page_77 (3)_30.png']",,Stevens Richd H Graphic Design .170 Westminster St Rm 415
21,"SCORE LESS THAN CUTOFF: ), Mailing Address, PO Box 7175, Johnston, RI,61.5,PROVIDENCE","['cd1980/entry/1980_Page_78 (1)_3.png', 'cd1980/entry/1980_Page_78 (1)_4.png', 'cd1980/entry/1980_Page_78 (1)_5.png', 'cd1980/entry/1980_Page_78 (1)_6.png', 'cd1980/entry/1980_Page_78 (1)_7.png']",JOHNSON ST,"CASBRO CONSTRUCTION INC Shun Pike, Johnston, RI (02919), Mailing Address, PO Box 7175, Johnston, RI (02919), Tel (401) 942-9070 (See Index To Advertisers)"
22,EMPTY STREET,"['cd1980/entry/1980_Page_78 (1)_9.png', 'cd1980/entry/1980_Page_78 (1)_10.png', 'cd1980/entry/1980_Page_78 (1)_11.png']",,"ASQUITH WILEY AND RYAN 911 Turks Head Bldg (02903), Tel (401) 331-9100"
23,"SCORE LESS THAN CUTOFF: th Floor,71.0,PROVIDENCE","['cd1980/entry/1980_Page_78 (1)_12.png', 'cd1980/entry/1980_Page_78 (1)_13.png']",FLORA ST,"Davis Jenckes & Kilmarx One Hospital Trust Plaza, 14th Floor (02903), Tel 273-9000"
24,"SCORE LESS THAN CUTOFF: Hospital Trust Tower Providence, RI 02903,71,PROVIDENCE","['cd1980/entry/1980_Page_78 (1)_19.png', 'cd1980/entry/1980_Page_78 (1)_20.png']",PROVIDENCE PL,"Letts Quinn & Licht 1616 Hospital Trust Tower Providence, RI 02903 Tel 421-5650"
25,"SCORE LESS THAN CUTOFF: Woodlawn Av, Pawtucket, RI,63.0,PROVIDENCE","['cd1980/entry/1980_Page_78 (1)_70.png', 'cd1980/entry/1980_Page_78 (1)_71.png', 'cd1980/entry/1980_Page_78 (1)_72.png']",PAWTUXET AV,"ALL-TRON AUTO ELECTRIC CO 57 Woodlawn Av, Pawtucket, RI (02860) (See Index To Advertisers)"
26,"SCORE LESS THAN CUTOFF: High St, Central Falls, RI,72.5,PROVIDENCE","['cd1980/entry/1980_Page_78 (2)_25.png', 'cd1980/entry/1980_Page_78 (2)_26.png', 'cd1980/entry/1980_Page_78 (2)_27.png', 'cd1980/entry/1980_Page_78 (2)_28.png']",CENTRAL AVE,"KING AUTO PARTS CORP 935 High St, Central Falls, RI (02863), Tel (401) 725-1298, Toll Free Tel 1-800-556-7033 (See Index To Advertisers)"
27,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_78 (3)_57.png'],N/A,FALL RIVER MOTOR SALES
28,ERROR IN STREET MATCHING,"['cd1980/entry/1980_Page_78 (3)_59.png', 'cd1980/entry/1980_Page_78 (3)_60.png', 'cd1980/entry/1980_Page_78 (3)_61.png']","02721),","Williams Canning Blvd, Fall River, Ma (02721), Tel 678-2855, In Providence Tel 336-6111"
29,"SCORE LESS THAN CUTOFF: Bald Hill Rd,67.5,PROVIDENCE","['cd1980/entry/1980_Page_78 (3)_62.png', 'cd1980/entry/1980_Page_78 (3)_63.png', 'cd1980/entry/1980_Page_78 (3)_64.png']",BALDWIN CT,"FIORE PONTIAC INC 399 Bald Hill Rd (Warwick; 02886), Tel 739-2100 (See Index To Advertisers)"
30,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE",['cd1980/entry/1980_Page_78 (3)_69.png'],TARA DR,Gino's Auto Sales 4 Tag Dr (N Prov)
31,"SCORE LESS THAN CUTOFF: POST ROAD WARWICK,79.0,PROVIDENCE","['cd1980/entry/1980_Page_78 (3)_79.png', 'cd1980/entry/1980_Page_78 (3)_80.png', 'cd1980/entry/1980_Page_78 (3)_81.png']",WARWICK AV,NORWOOD CHEVROLET 1338 POST ROAD WARWICK (02888)
32,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE",['cd1980/entry/1980_Page_78 (3)_83.png'],10TH ST,781-4300
33,"SCORE LESS THAN CUTOFF: Hartford Av, Johnston, RI,76.0,PROVIDENCE","['cd1980/entry/1980_Page_79 (1)_2.png', 'cd1980/entry/1980_Page_79 (1)_3.png', 'cd1980/entry/1980_Page_79 (1)_4.png', 'cd1980/entry/1980_Page_79 (1)_5.png']",HARTFORD AVE,"PARK VIEW MOTORS INC 1601 Hartford Av, Johnston, RI (02919), Tel 331-8306 (See Index To"
34,"SCORE LESS THAN CUTOFF: -55 Division St, Pawtucket, RI,61.0,PROVIDENCE","['cd1980/entry/1980_Page_79 (1)_7.png', 'cd1980/entry/1980_Page_79 (1)_8.png', 'cd1980/entry/1980_Page_79 (1)_9.png']",PAWTUXET AV,"PIERCE CHEVROLET/BUICK INC 45-55 Division St, Pawtucket, RI (02862), Tels 723-7200, 723-4900"
35,"SCORE LESS THAN CUTOFF: Quaker Lane, Route 2, West Warwick, R2,66.5,PROVIDENCE","['cd1980/entry/1980_Page_79 (1)_23.png', 'cd1980/entry/1980_Page_79 (1)_24.png', 'cd1980/entry/1980_Page_79 (1)_25.png']",WARWICK AV,"WEBBER CHEVROLET CO 885 Quaker Lane, Route 2, West Warwick, R2 (02893), Tel 884-5800"
36,"SCORE LESS THAN CUTOFF: , Chepachet, RI,65.5,PROVIDENCE","['cd1980/entry/1980_Page_79 (1)_32.png', 'cd1980/entry/1980_Page_79 (1)_33.png', 'cd1980/entry/1980_Page_79 (1)_34.png']",CANONCHET TRL,"ANGELLS AUTO SALES Putnam Pike, PO Box 211, Chepachet, RI (02814), Tel 949-3952"
37,"SCORE LESS THAN CUTOFF: Woodlawn Av, Pawtucket, RI,63.0,PROVIDENCE","['cd1980/entry/1980_Page_79 (2)_8.png', 'cd1980/entry/1980_Page_79 (2)_9.png', 'cd1980/entry/1980_Page_79 (2)_10.png']",PAWTUXET AV,"ALL-TRON AUTO ELECTRIC CO 57 Woodlawn Av, Pawtucket, RI (02860) (See Index To Advertisers)"
38,"SCORE LESS THAN CUTOFF: High St, Central Falls, RI,72.5,PROVIDENCE","['cd1980/entry/1980_Page_79 (2)_77.png', 'cd1980/entry/1980_Page_79 (2)_78.png', 'cd1980/entry/1980_Page_79 (2)_79.png', 'cd1980/entry/1980_Page_79 (2)_80.png']",CENTRAL AVE,"KING AUTO PARTS CORP 935 High St, Central Falls, RI (02863), Tel (401) 725-1298, Toll Free Tel 1-800-556-7033 (See Index To Advertisers)"
39,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE",['cd1980/entry/1980_Page_79 (3)_73.png'],TARA DR,Lion Auto Sales 5 Tag Dr (N Prov)
40,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE",['cd1980/entry/1980_Page_80 (1)_6.png'],TARA DR,Olympia Auto 1 Tag Dr (N Prov)
41,"SCORE LESS THAN CUTOFF: Hartford Av, Johnston, RI,76.0,PROVIDENCE","['cd1980/entry/1980_Page_80 (1)_8.png', 'cd1980/entry/1980_Page_80 (1)_9.png', 'cd1980/entry/1980_Page_80 (1)_10.png', 'cd1980/entry/1980_Page_80 (1)_11.png']",HARTFORD AVE,"PARK VIEW MOTORS INC 1601 Hartford Av, Johnston, RI (02919), Tel 331-8306 (See Index To"
42,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_80 (1)_60.png'],N/A,POLK RL & CO
43,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE","['cd1980/entry/1980_Page_80 (1)_62.png', 'cd1980/entry/1980_Page_80 (1)_63.png', 'cd1980/entry/1980_Page_80 (1)_64.png']",1ST ST,"431 HOWARD STREET DETROIT, MICHIGAN 48231 TELEPHONE (313) 961-9470"
44,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_80 (2)_5.png'],N/A,POLK R L & CO
45,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE","['cd1980/entry/1980_Page_80 (2)_7.png', 'cd1980/entry/1980_Page_80 (2)_8.png', 'cd1980/entry/1980_Page_80 (2)_9.png']",1ST ST,"431 HOWARD STREET DETROIT, MICHIGAN 48231 TELEPHONE (313) 961-9470"
46,"SCORE LESS THAN CUTOFF: ELM HILL PIKE PO BOX 17307 NASHVILLE, TENNESSEE 37217,49.5,PROVIDENCE","['cd1980/entry/1980_Page_80 (3)_43.png', 'cd1980/entry/1980_Page_80 (3)_44.png', 'cd1980/entry/1980_Page_80 (3)_45.png', 'cd1980/entry/1980_Page_80 (3)_46.png', 'cd1980/entry/1980_Page_80 (3)_47.png']",OLD SIMMONSVILLE RD,"POLK R L & CO 2001 ELM HILL PIKE PO BOX 17307 NASHVILLE, TENNESSEE 37217 TELEPHONE (615) 889-3350"
47,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_80 (3)_68.png'],N/A,INDUSTRIAL NATIONAL
48,ERROR IN STREET MATCHING,"['cd1980/entry/1980_Page_80 (3)_71.png', 'cd1980/entry/1980_Page_80 (3)_72.png', 'cd1980/entry/1980_Page_80 (3)_73.png']",02903),111 WESTMINSTER STREET (PROVIDENCE 02903) TELEPHONE 278-6000
49,FAILED TO PARSE AN ADDRESS,"['cd1980/entry/1980_Page_80 (3)_75.png', 'cd1980/entry/1980_Page_80 (3)_76.png', 'cd1980/entry/1980_Page_80 (3)_77.png']",N/A,215 ATWELLS AVENUE TELEPHONE 278-6020 582 ELMWOOD AVENUE
50,"SCORE LESS THAN CUTOFF: -6980 814 HOPE STREET,72.0,PROVIDENCE","['cd1980/entry/1980_Page_80 (3)_78.png', 'cd1980/entry/1980_Page_80 (3)_79.png', 'cd1980/entry/1980_Page_80 (3)_80.png']",POINT STREET BRG,TELEPHONE 278-6980 814 HOPE STREET
51,"SCORE LESS THAN CUTOFF: -6030,29.0,PROVIDENCE",['cd1980/entry/1980_Page_81 (1)_3.png'],3RD ST,TELEPHONE 278-6030
52,FAILED TO PARSE AN ADDRESS,"['cd1980/entry/1980_Page_81 (1)_5.png', 'cd1980/entry/1980_Page_81 (1)_6.png', 'cd1980/entry/1980_Page_81 (1)_7.png', 'cd1980/entry/1980_Page_81 (1)_8.png', 'cd1980/entry/1980_Page_81 (1)_9.png']",N/A,575 CHARLES STREET TELEPHONE 278-6040  661 BROADWAY TELEPHONE 278-6050
53,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_81 (1)_11.png'],N/A,1473 BROAD STREET
54,"SCORE LESS THAN CUTOFF: -6025,50.5,PROVIDENCE",['cd1980/entry/1980_Page_81 (1)_12.png'],I 295,TELEPHONE 278-6025
55,"SCORE LESS THAN CUTOFF: -6090,29.0,PROVIDENCE",['cd1980/entry/1980_Page_81 (1)_15.png'],I 95,TELEPHONE 278-6090
56,"SCORE LESS THAN CUTOFF: -6035,29.0,PROVIDENCE",['cd1980/entry/1980_Page_81 (1)_18.png'],I 95,TELEPHONE 278-6035
57,"SCORE LESS THAN CUTOFF: -6300,29.0,PROVIDENCE",['cd1980/entry/1980_Page_81 (1)_21.png'],3RD ST,TELEPHONE 231-6300
58,"SCORE LESS THAN CUTOFF: Woonas Ave,73.5,PROVIDENCE","['cd1980/entry/1980_Page_81 (1)_38.png', 'cd1980/entry/1980_Page_81 (1)_39.png']",POMONA AVE,Citizens Bank & Trust Co 660 Woonas Av (N Prov)
59,ERROR IN STREET MATCHING,"['cd1980/entry/1980_Page_81 (1)_62.png', 'cd1980/entry/1980_Page_81 (1)_63.png']","02909),","Plainfield St (02909), Tel 456-7080, 120 Waterman St (02906), Tel 456-7050"
60,ERROR IN STREET MATCHING,"['cd1980/entry/1980_Page_81 (1)_67.png', 'cd1980/entry/1980_Page_81 (1)_68.png', 'cd1980/entry/1980_Page_81 (1)_69.png', 'cd1980/entry/1980_Page_81 (1)_70.png', 'cd1980/entry/1980_Page_81 (1)_71.png', 'cd1980/entry/1980_Page_81 (1)_72.png', 'cd1980/entry/1980_Page_81 (1)_73.png', 'cd1980/entry/1980_Page_81 (1)_74.png', 'cd1980/entry/1980_Page_81 (1)_75.png']","02903),","COLUMBUS NATIONAL BANK OF RHODE ISLAND One Turks Head Pi (02903), Tel 751-9200, 591 Charles St (02904), Tel 751-9260, 131 Elmgrove Av (02906), Tel 751-9220, 280 Atwells Av (02903), Tel 421-3244, 1925 Mineral Spring Av, N Providence (02911), Tel 353-1000, 1025 Smith St, Tel 274-1025 (See Index To Advertisers)"
61,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_81 (2)_66.png'],N/A,RHODE ISLAND
62,ERROR IN STREET MATCHING,"['cd1980/entry/1980_Page_81 (2)_70.png', 'cd1980/entry/1980_Page_81 (2)_71.png', 'cd1980/entry/1980_Page_81 (2)_72.png', 'cd1980/entry/1980_Page_81 (2)_73.png', 'cd1980/entry/1980_Page_81 (2)_74.png']",02903),(02903) TELEPHONE 278-8000 10 DORRANCE STREET (02903) 244 WEYBOSSET STREET (02903) 238 THAYER ST (02906)
63,ERROR IN STREET MATCHING,['cd1980/entry/1980_Page_81 (2)_75.png'],02909),1 OLNEYVILLE SQ (02909)
64,ERROR IN STREET MATCHING,"['cd1980/entry/1980_Page_81 (2)_76.png', 'cd1980/entry/1980_Page_81 (2)_77.png']",02908),434 SMITH STREET (02908)
65,ERROR IN STREET MATCHING,['cd1980/entry/1980_Page_81 (2)_78.png'],02904),501 NORTH MAIN STREET (02904)
66,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_81 (2)_79.png'],N/A,RHODE ISLAND HOSPITAL
67,ERROR IN STREET MATCHING,['cd1980/entry/1980_Page_81 (2)_81.png'],02902),593 EDDY STREET (02902)
68,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_81 (2)_82.png'],N/A,PROVIDENCE COLLEGE OFFICE
69,ERROR IN STREET MATCHING,"['cd1980/entry/1980_Page_81 (2)_83.png', 'cd1980/entry/1980_Page_81 (2)_84.png']",02918),SLAVIN CENTER (02918) (See Index To Advertisers)
70,FAILED TO PARSE AN ADDRESS,"['cd1980/entry/1980_Page_81 (3)_49.png', 'cd1980/entry/1980_Page_81 (3)_50.png']",N/A,Hospital Trust Barber Shop One Hosp Trust
71,"SCORE LESS THAN CUTOFF: In The Avenue 163 Pocasset Ave,78.5,PROVIDENCE",['cd1980/entry/1980_Page_82 (1)_8.png'],POCASSET AVE,Salon 163 In The Avenue 163 Pocasset Av
72,EMPTY STREET,['cd1980/entry/1980_Page_82 (1)_43.png'],,North Prov Little League Rockwell St (NP)
73,"SCORE LESS THAN CUTOFF: Woonas Ave,73.5,PROVIDENCE",['cd1980/entry/1980_Page_82 (2)_83.png'],POMONA AVE,Hair Styles By US 121 Woonas Av (N Prov)
74,"SCORE LESS THAN CUTOFF: Merchant St,71.5,PROVIDENCE","['cd1980/entry/1980_Page_82 (3)_75.png', 'cd1980/entry/1980_Page_82 (3)_76.png']",AMERICA ST,Normas Beauty Shop 12 Merchant St (N Prov)
75,"SCORE LESS THAN CUTOFF: Haircutting 220 Waterman St,58.0,PROVIDENCE",['cd1980/entry/1980_Page_83 (1)_21.png'],WHITING ST,Salon 220 Haircutting 220 Waterman St
76,"SCORE LESS THAN CUTOFF: Sack St,77.5,PROVIDENCE",['cd1980/entry/1980_Page_83 (1)_59.png'],SACKETT ST,Valletta Ann Mrs 19 Sack St (N Prov)
77,"SCORE LESS THAN CUTOFF: Woonas Ave,73.5,PROVIDENCE",['cd1980/entry/1980_Page_83 (1)_78.png'],POMONA AVE,Centura Belt 494 Woonas Av (N Prov) 2d Fl
78,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_83 (2)_42.png'],N/A,
79,"SCORE LESS THAN CUTOFF: Pomfret St,71,PROVIDENCE",['cd1980/entry/1980_Page_83 (3)_41.png'],SOMERSET ST,Abraams Philip Inc 1 Pomfret St '
80,"SCORE LESS THAN CUTOFF: Woonas Ave,73.5,PROVIDENCE",['cd1980/entry/1980_Page_83 (3)_64.png'],POMONA AVE,Fuller Box Co 184 Woonas Av (N Prov)
81,"SCORE LESS THAN CUTOFF: Howard Bldg,76,PROVIDENCE","['cd1980/entry/1980_Page_84 (1)_3.png', 'cd1980/entry/1980_Page_84 (1)_4.png']",NORTH HOWARD AVE,Sholes & Sholes Business Brokers & Consultants 606 Howard Bldg
82,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_84 (1)_28.png'],N/A,
83,"SCORE LESS THAN CUTOFF: th Fl,65,PROVIDENCE","['cd1980/entry/1980_Page_84 (1)_41.png', 'cd1980/entry/1980_Page_84 (1)_42.png']",4TH ST,Hutton E F Company Inc One Hosp Trust Plaza 24th Fl
84,"SCORE LESS THAN CUTOFF: th Fl,65,PROVIDENCE","['cd1980/entry/1980_Page_84 (1)_49.png', 'cd1980/entry/1980_Page_84 (1)_50.png']",4TH ST,Merrill Lynch Pierce Fenner & Smith Inc One Hosp Trust Plaza 18th Fl
85,"SCORE LESS THAN CUTOFF: th Fl,65,PROVIDENCE","['cd1980/entry/1980_Page_84 (1)_56.png', 'cd1980/entry/1980_Page_84 (1)_57.png']",4TH ST,Paine Webber Jackson & Curtis Inc One Hosp Trust Plaza 15th Fl
86,"SCORE LESS THAN CUTOFF: Howard Bldg,76,PROVIDENCE",['cd1980/entry/1980_Page_84 (1)_60.png'],NORTH HOWARD AVE,Reiser Milton P Co Inc 620 Howard Bldg
87,"SCORE LESS THAN CUTOFF: Lincoln Dr, Johnston, RI,70.5,PROVIDENCE","['cd1980/entry/1980_Page_84 (2)_15.png', 'cd1980/entry/1980_Page_84 (2)_16.png', 'cd1980/entry/1980_Page_84 (2)_17.png', 'cd1980/entry/1980_Page_84 (2)_18.png']",JOHNSON ST,"SUPERIOR BUILDING & REMODELING CO ENC 22 Lincoln Dr, Johnston, RI (02857), Tel 934-0505 Or 421-0142 (See Index To Advertisers)"
88,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_84 (2)_31.png'],N/A,Apt 5
89,"SCORE LESS THAN CUTOFF: One Hospital Trust Plaza,75.0,PROVIDENCE","['cd1980/entry/1980_Page_84 (3)_71.png', 'cd1980/entry/1980_Page_84 (3)_72.png', 'cd1980/entry/1980_Page_84 (3)_73.png', 'cd1980/entry/1980_Page_84 (3)_74.png']",HOSPITAL ST,HOSPITAL TRUST TOWER-HOSPITAL TRUST BUILDING Rental Office Suite 810 One Hospital Trust Plaza (02903) Tel 278-8193
90,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_85 (1)_2.png'],N/A,
91,FAILED TO PARSE AN ADDRESS,"['cd1980/entry/1980_Page_85 (1)_24.png', 'cd1980/entry/1980_Page_85 (1)_25.png']",N/A,New England Telephone Co Bldg 234 Washington St
92,EMPTY STREET,"['cd1980/entry/1980_Page_85 (1)_48.png', 'cd1980/entry/1980_Page_85 (1)_49.png']",,Providence County Court House County Ct House
93,EMPTY STREET,['cd1980/entry/1980_Page_85 (1)_59.png'],,Rhode Island Hosp-Potter Bldg Plain St
94,FAILED TO PARSE AN ADDRESS,"['cd1980/entry/1980_Page_85 (1)_60.png', 'cd1980/entry/1980_Page_85 (1)_61.png']",N/A,Rhode Island Hospital Trust Natl Bank Building One Hosp Trust Plaza
95,EMPTY STREET,['cd1980/entry/1980_Page_85 (1)_83.png'],,Somerset Building.2 Richmond St
96,"SCORE LESS THAN CUTOFF: Blanding Rd,,71,PROVIDENCE","['cd1980/entry/1980_Page_85 (2)_33.png', 'cd1980/entry/1980_Page_85 (2)_34.png', 'cd1980/entry/1980_Page_85 (2)_35.png']",BLAINE ST,"HOME & COMMERCIAL SECURITY INC 44 Blanding Rd, (Rehoboth Mass, 02769), Tel 336-8833"
97,"SCORE LESS THAN CUTOFF: Atwood Av, Johnston, RI,71.5,PROVIDENCE","['cd1980/entry/1980_Page_85 (3)_26.png', 'cd1980/entry/1980_Page_85 (3)_27.png', 'cd1980/entry/1980_Page_85 (3)_28.png', 'cd1980/entry/1980_Page_85 (3)_29.png']",JOHNSON ST,"CARPET COLOR SYSTEMS Lexington Bldg, 1478 Atwood Av, Johnston, RI (02919), Tel 521-2500 (See Index To Advertisers)"
98,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_85 (3)_35.png'],N/A,
99,"SCORE LESS THAN CUTOFF: Atwood Av, Johneton, RI,61.5,PROVIDENCE","['cd1980/entry/1980_Page_85 (3)_37.png', 'cd1980/entry/1980_Page_85 (3)_38.png', 'cd1980/entry/1980_Page_85 (3)_39.png', 'cd1980/entry/1980_Page_85 (3)_40.png']",JOHNSON ST,"CARPET COLOR SYSTEMS Lexington Bldg, 1478 Atwood Av, Johneton, RI (02919), Tel 521-2500 (See Index To"
100,"SCORE LESS THAN CUTOFF: Comstock St, Pawtucket, RI,63.0,PROVIDENCE","['cd1980/entry/1980_Page_85 (3)_63.png', 'cd1980/entry/1980_Page_85 (3)_64.png', 'cd1980/entry/1980_Page_85 (3)_65.png']",PAWTUXET AV,"J S KITCHEN CENTER 74 Comstock St, Pawtucket, RI (02860), Tel 724-6727 (See Index To Advertisers)"
101,"SCORE LESS THAN CUTOFF: Pomfret St,71,PROVIDENCE",['cd1980/entry/1980_Page_86 (1)_11.png'],SOMERSET ST,Stiller Carpet Co 9 Pomfret St
102,"SCORE LESS THAN CUTOFF: Warren Av, N Providence,78.0,PROVIDENCE","['cd1980/entry/1980_Page_86 (1)_42.png', 'cd1980/entry/1980_Page_86 (1)_43.png', 'cd1980/entry/1980_Page_86 (1)_44.png']",PROVIDENCE ST,"PROVIDENCE CASTING CO INC 3 Warren Av, N Providence (02911), Tel 231-0860"
103,EMPTY STREET,"['cd1980/entry/1980_Page_86 (1)_48.png', 'cd1980/entry/1980_Page_86 (1)_49.png', 'cd1980/entry/1980_Page_86 (1)_50.png']",6 ,"SILVERCRAFT CASTING COMPANY 387 Charles St, Bldg 6 (02904), Tel (401) 331-0569"
104,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_86 (1)_52.png'],N/A,CATERERS
105,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_86 (2)_26.png'],N/A,CATHOLIC CEMETERIES
106,ERROR IN STREET MATCHING,"['cd1980/entry/1980_Page_86 (2)_28.png', 'cd1980/entry/1980_Page_86 (2)_29.png']","02903),","Cathedral Square (02903), Tel 278- 4575"
107,EMPTY STREET,"['cd1980/entry/1980_Page_86 (2)_32.png', 'cd1980/entry/1980_Page_86 (2)_33.png', 'cd1980/entry/1980_Page_86 (2)_34.png']",,"HIGHLAND MEMORIAL PARK Rhode Island Av (Johnston; 02919), Tel 231- 1440 (See Index To Advertisers)"
108,"SCORE LESS THAN CUTOFF: Bellows St, Warwick, RI,53.5,PROVIDENCE","['cd1980/entry/1980_Page_86 (3)_18.png', 'cd1980/entry/1980_Page_86 (3)_19.png', 'cd1980/entry/1980_Page_86 (3)_20.png']",BIGELOW RD,"SMITH PRECIOUS METALS CO 131 Bellows St, Warwick, RI (02888), Tel 467-5025"
109,"SCORE LESS THAN CUTOFF: Woonas Ave,73.5,PROVIDENCE","['cd1980/entry/1980_Page_86 (3)_62.png', 'cd1980/entry/1980_Page_86 (3)_63.png']",POMONA AVE,Allendale Baptist Church 545 Woonas Av (N Prov)
110,"SCORE LESS THAN CUTOFF: 2,50,PROVIDENCE",['cd1980/entry/1980_Page_87 (1)_10.png'],2ND ST,Central Baptist Church Of Providence 372
111,FAILED TO PARSE AN ADDRESS,['cd1980/entry/1980_Page_87 (1)_11.png'],N/A,Wayland Av
112,EMPTY STREET,['cd1980/entry/1980_Page_87 (1)_21.png'],,Church Of God Ocean St
113,"SCORE LESS THAN CUTOFF: Oakleigh Ave,72.5,PROVIDENCE","['cd1980/entry/1980_Page_87 (1)_73.png', 'cd1980/entry/1980_Page_87 (1)_74.png']",OAKDALE AVE,Greystone Primitive Methodist Church 7 Oakleigh Av (NP)
