,Drop_Reason,File_List,Street,Text
15,FAILED TO PARSE AN ADDRESS,['cd1954/entry/1954_Page_4 (1)_1.png'],N/A,Apartment BuildingsCon
16,"SCORE LESS THAN CUTOFF: Main Pawtucket,73.0,PROVIDENCE","['cd1954/entry/1954_Page_4 (2)_35.png', 'cd1954/entry/1954_Page_4 (2)_36.png', 'cd1954/entry/1954_Page_4 (2)_37.png', 'cd1954/entry/1954_Page_4 (2)_38.png']",PAWTUXET AV,GALLAGHER MATTHEW J AGENCY Inc 347 Main Pawtucket tel PAwtuc- ket 38-1290 Blackstone Valley and Attleboros
17,"SCORE LESS THAN CUTOFF: Post road, Apponaug,57.0,PROVIDENCE","['cd1954/entry/1954_Page_4 (2)_47.png', 'cd1954/entry/1954_Page_4 (2)_48.png', 'cd1954/entry/1954_Page_4 (2)_49.png']",EAST APPROACH,"WALLACE R E 3129 Post road, Appon- aug tel REgent 7-9100See page 103 Buyers Guide"
18,"SCORE LESS THAN CUTOFF: Hewes,73.0,PROVIDENCE","['cd1954/entry/1954_Page_4 (3)_29.png', 'cd1954/entry/1954_Page_4 (3)_30.png']",HAWKES ST,Nationwide House Plan Service 17 Hewes
19,"SCORE LESS THAN CUTOFF: Aborn apt 30,79.5,PROVIDENCE",['cd1954/entry/1954_Page_4 (3)_71.png'],ABORN ST,Caione Edw 23 Aborn apt 30
20,EMPTY STREET,"['cd1954/entry/1954_Page_5 (1).chop_70.png', 'cd1954/entry/1954_Page_5 (1).chop_71.png', 'cd1954/entry/1954_Page_5 (1).chop_72.png']",,"GAMMINO M A CONSTRUCTION CO ING, Ernest st tel STuart 1-5130See page 30 Buyers Guide"
21,"SCORE LESS THAN CUTOFF: Turks Head bidg 76 Westminster,77.0,PROVIDENCE","['cd1954/entry/1954_Page_5 (2).chop_38.png', 'cd1954/entry/1954_Page_5 (2).chop_39.png', 'cd1954/entry/1954_Page_5 (2).chop_40.png']",WESTMINSTER ST,Jordan Raymond E (Sherwood & Clif- ford) 1003 Turks Head bidg 76 West- minster tel GAspee 1-2154
22,FAILED TO PARSE AN ADDRESS,['cd1954/entry/1954_Page_5 (3).chop_1.png'],N/A,
23,FAILED TO PARSE AN ADDRESS,['cd1954/entry/1954_Page_5 (3).chop_5.png'],N/A,1119 Industrial Bank Building
24,"SCORE LESS THAN CUTOFF: Warren av, East Providence,78.5,PROVIDENCE","['cd1954/entry/1954_Page_6 (2)_55.png', 'cd1954/entry/1954_Page_6 (2)_56.png', 'cd1954/entry/1954_Page_6 (2)_57.png', 'cd1954/entry/1954_Page_6 (2)_58.png']",PROVIDENCE ST,"ADAMS SALES AND SERVICE (Hud- son Sales & Service) 317 Warren av, East Providence tel EAst Providence 1-0571"
25,"SCORE LESS THAN CUTOFF: Charles, N Providence,79.5,PROVIDENCE","['cd1954/entry/1954_Page_6 (2)_65.png', 'cd1954/entry/1954_Page_6 (2)_66.png', 'cd1954/entry/1954_Page_6 (2)_67.png']",PROVIDENCE ST,"CALS PONTIAC CO (Authorized Sales & Service) 915 Charles, N Providence tel PAwtucket 2-5700"
26,"SCORE LESS THAN CUTOFF: Mineral Spring av, North Providence,72.5,PROVIDENCE","['cd1954/entry/1954_Page_6 (3)_41.png', 'cd1954/entry/1954_Page_6 (3)_42.png', 'cd1954/entry/1954_Page_6 (3)_43.png']",PROVIDENCE ST,"NOTARANTONIO BROS Ine (Ford) 1703 Mineral Spring av, North Provi- dence tel ELmhurst 3-3350"
27,"SCORE LESS THAN CUTOFF: Main Pawtucket,73.0,PROVIDENCE","['cd1954/entry/1954_Page_6 (3)_73.png', 'cd1954/entry/1954_Page_6 (3)_74.png', 'cd1954/entry/1954_Page_6 (3)_75.png', 'cd1954/entry/1954_Page_6 (3)_76.png']",PAWTUXET AV,"WINTERS WALTER Ine 483 Main Pawtucket tel PAwtucket 3-2100 (Dodge, Plymouth cars and trucks) See page 3 Buyers Guide"
28,"SCORE LESS THAN CUTOFF: S Main near Crawford st,79.0,PROVIDENCE","['cd1954/entry/1954_Page_7 (3).chop_52.png', 'cd1954/entry/1954_Page_7 (3).chop_53.png']",CRAWFORD ST,Court House Parking Station 99 S Main near Crawford st
29,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_7 (3).chop_58.png', 'cd1954/entry/1954_Page_7 (3).chop_59.png']",N/A,"Gaspee Parking Grounds, W Exchange cor Gaspee sts"
30,FAILED TO PARSE AN ADDRESS,['cd1954/entry/1954_Page_8 (1)_1.png'],N/A,Automobile ParkingCon
31,EMPTY STREET,['cd1954/entry/1954_Page_8 (1)_20.png'],,"Rossignoli Paul, Canal st"
32,EMPTY STREET,"['cd1954/entry/1954_Page_8 (1)_23.png', 'cd1954/entry/1954_Page_8 (1)_24.png']",,"Sherman & Violet, Chapel st cor Sy- monds st"
33,"SCORE LESS THAN CUTOFF: Main Pawtucekt,73.0,PROVIDENCE","['cd1954/entry/1954_Page_8 (1)_30.png', 'cd1954/entry/1954_Page_8 (1)_31.png', 'cd1954/entry/1954_Page_8 (1)_32.png', 'cd1954/entry/1954_Page_8 (1)_33.png']",PAWTUXET AV,WINTERS WALTER Inc 483 Main Pawtucekt tel PAwtucket 3-2100 (Dodge-Plymouth cars and trucks) See page 3 Buyers Guide
34,"SCORE LESS THAN CUTOFF: Main Pawtucket,73.0,PROVIDENCE","['cd1954/entry/1954_Page_8 (1)_36.png', 'cd1954/entry/1954_Page_8 (1)_37.png', 'cd1954/entry/1954_Page_8 (1)_38.png']",PAWTUXET AV,MOPAR (Walter Winters Inc) 483 Main Pawtucket tel PAwtucket 3-2100 See page 3 Buyers Guide
35,"SCORE LESS THAN CUTOFF: Ormsbee av,73,PROVIDENCE",['cd1954/entry/1954_Page_8 (1)_60.png'],ORMS ST,Andrews Auto Service 19 Ormsbee av
36,"SCORE LESS THAN CUTOFF: Eddy Iacono Frank 17 Slocum,52.5,PROVIDENCE",['cd1954/entry/1954_Page_8 (2)_39.png'],BEACON CIR,"Hobins Walt Garage 1117 Eddy
Iacono Frank 17 Slocum"
37,"SCORE LESS THAN CUTOFF: Ormsbee av,73.0,PROVIDENCE",['cd1954/entry/1954_Page_8 (2)_57.png'],ORMS ST,Perlows Auto Repairs 53 Ormsbee av
38,"SCORE LESS THAN CUTOFF: Main Pawtucket,73.0,PROVIDENCE","['cd1954/entry/1954_Page_8 (3)_60.png', 'cd1954/entry/1954_Page_8 (3)_61.png', 'cd1954/entry/1954_Page_8 (3)_62.png', 'cd1954/entry/1954_Page_8 (3)_63.png']",PAWTUXET AV,DODGE-PLYMOUTH MOTOR CARS (Walter Winters Inc) 483 Main Paw- tucket tel PAwtucket 3-2100See page 3 Buyers Guide
39,"SCORE LESS THAN CUTOFF: 8d,40.0,PROVIDENCE","['cd1954/entry/1954_Page_9 (1)_41.png', 'cd1954/entry/1954_Page_9 (1)_42.png', 'cd1954/entry/1954_Page_9 (1)_43.png']",ADA ST,WILLIAMS & ANDERSON CO Inc The 14 8d tels GAspee 1-3621-1-4622See page 67 Buyers Guide
40,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1954/entry/1954_Page_9 (1)_56.png'],SHAW ST,Atlantic Burlap Bag Co 10 Shawmut
41,"SCORE LESS THAN CUTOFF: Dexter Central Falls,76.0,PROVIDENCE","['cd1954/entry/1954_Page_9 (3)_43.png', 'cd1954/entry/1954_Page_9 (3)_44.png']",CENTRAL AVE,GORMANS BAKERY Inc 817 Dexter Central Falls tel PAwtucket 2-5650
42,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_9 (3)_61.png', 'cd1954/entry/1954_Page_9 (3)_62.png', 'cd1954/entry/1954_Page_9 (3)_63.png']",N/A,"RUMFORD COMPANY The Rumford, Rhode Island tel EAst Providence 1-2880See page 25 Buyers Guide"
43,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_10 (1)_57.png', 'cd1954/entry/1954_Page_10 (1)_58.png']",N/A,Broad tel WIlliams 1-4400See page 16 Buyers Guide and left top lines
44,"SCORE LESS THAN CUTOFF: Item av,67.0,PROVIDENCE",['cd1954/entry/1954_Page_10 (1)_78.png'],WHITE ST,Aleone Watson L 246 Item av
45,FAILED TO PARSE AN ADDRESS,['cd1954/entry/1954_Page_10 (2)_60.png'],N/A,"Corvese Ernest, Union sta"
46,"SCORE LESS THAN CUTOFF: STOW,75.0,PROVIDENCE","['cd1954/entry/1954_Page_10 (3)_46.png', 'cd1954/entry/1954_Page_10 (3)_47.png']",SNOW ST,Hotel Abbott Park Barber Shop 133 STOW
47,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_11 (2)_21.png', 'cd1954/entry/1954_Page_11 (2)_22.png']",N/A,Sheraton-Biltmore Hotel Barber Shop Prov-Biltmore
48,EMPTY STREET,"['cd1954/entry/1954_Page_11 (3)_24.png', 'cd1954/entry/1954_Page_11 (3)_25.png']",,"Federal Hill Pool, Dept of Recreation Gesler st"
49,"SCORE LESS THAN CUTOFF: Quaid,71.0,PROVIDENCE",['cd1954/entry/1954_Page_11 (3)_33.png'],QUAIL RIDGE RD,Quaid St Bath House 47 Quaid (public)
50,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_12 (3)_6.png', 'cd1954/entry/1954_Page_12 (3)_7.png']",N/A,"Lanthere Beauty Salon, Sheraton-Bilt- more"
51,"SCORE LESS THAN CUTOFF: Geo M Cohan blvd,54.5,PROVIDENCE","['cd1954/entry/1954_Page_13 (3)_10.png', 'cd1954/entry/1954_Page_13 (3)_11.png']",GEORGE M COHAN BLVD,Plibrico Sales & Service Co 251 Geo M Cohan blvd (boiler setters)
52,"SCORE LESS THAN CUTOFF: Geo M Cohan blvd,54.5,PROVIDENCE",['cd1954/entry/1954_Page_13 (3)_14.png'],GEORGE M COHAN BLVD,Smith P H Co 251 Geo M Cohan blvd
53,"SCORE LESS THAN CUTOFF: Howard bidg 171 Westminster,79.0,PROVIDENCE","['cd1954/entry/1954_Page_14 (1)_5.png', 'cd1954/entry/1954_Page_14 (1)_6.png', 'cd1954/entry/1954_Page_14 (1)_7.png']",WESTMINSTER ST,HOLT HAROLD & CO all forms of in- surance 521 Howard bidg 171 West- minster tel GAspee 1-7771
54,EMPTY STREET,"['cd1954/entry/1954_Page_14 (2)_34.png', 'cd1954/entry/1954_Page_14 (2)_35.png']",10 ,Bruin Paper Box Inc 387 Charles bldg 10 (paper)
55,"SCORE LESS THAN CUTOFF: Sabin Pawtucket,71.5,PROVIDENCE","['cd1954/entry/1954_Page_14 (2)_61.png', 'cd1954/entry/1954_Page_14 (2)_62.png', 'cd1954/entry/1954_Page_14 (2)_63.png']",PAWTUXET AV,SHAW PAPER BOX CO 37 Sabin Paw- tucket tels PAwtucket 2-0410 and 2-0411See page 20 Buyers Guide
56,"SCORE LESS THAN CUTOFF: Sabins Pawtucket,70.0,PROVIDENCE","['cd1954/entry/1954_Page_14 (2)_65.png', 'cd1954/entry/1954_Page_14 (2)_66.png', 'cd1954/entry/1954_Page_14 (2)_67.png']",PAWTUXET AV,SHAW PAPER BOX CO 37 Sabins Paw- tucket tels PAwtucket 2-0410 and 2-0411See page 20 Buyers Guide
57,"SCORE LESS THAN CUTOFF: Child, Warren, R. I.,78.0,PROVIDENCE","['cd1954/entry/1954_Page_14 (2)_69.png', 'cd1954/entry/1954_Page_14 (2)_70.png', 'cd1954/entry/1954_Page_14 (2)_71.png', 'cd1954/entry/1954_Page_14 (2)_72.png']",WARREN WY,"TAYLOR BOX COMPANY new location 293 Child, Warren, R. I. tel WArren 1-2540 (set-up boxes, industrial jewel- ry)"
58,"SCORE LESS THAN CUTOFF: Hospital Trust bldg,79,PROVIDENCE","['cd1954/entry/1954_Page_15 (1)_51.png', 'cd1954/entry/1954_Page_15 (1)_52.png', 'cd1954/entry/1954_Page_15 (1)_53.png']",HOSPITAL ST,RICHARDSON & CLARK 340 Hospital Trust bldg tel GAspee 1-6202See page 21 Buyers Guide
59,"SCORE LESS THAN CUTOFF: Main Pawtucket,73.0,PROVIDENCE","['cd1954/entry/1954_Page_15 (2)_25.png', 'cd1954/entry/1954_Page_15 (2)_26.png', 'cd1954/entry/1954_Page_15 (2)_27.png', 'cd1954/entry/1954_Page_15 (2)_28.png']",PAWTUXET AV,CENTRAL ENGINEERING & CON- STRUCTION CO 155 Main Pawtucket tel PAwtucket 5-5400See page 26 Buvers Guide
60,"SCORE LESS THAN CUTOFF: Walcott Pawtucket,69,PROVIDENCE","['cd1954/entry/1954_Page_15 (2)_43.png', 'cd1954/entry/1954_Page_15 (2)_44.png', 'cd1954/entry/1954_Page_15 (2)_45.png']",PAWTUXET AV,SOULE HENRY M CO 421 Walcott Pawtucket tel PAwtucket 2-2110See page 32 Buyers Guide
61,"SCORE LESS THAN CUTOFF: High, Pawtucket,73,PROVIDENCE","['cd1954/entry/1954_Page_15 (3)_45.png', 'cd1954/entry/1954_Page_15 (3)_46.png', 'cd1954/entry/1954_Page_15 (3)_47.png']",PAWTUXET AV,"NEWELL COAL & LUMBER CO 28 High, Pawtucket tel PAwtucket 2-7900See page 76 Buyers Guide"
62,EMPTY STREET,"['cd1954/entry/1954_Page_15 (3)_70.png', 'cd1954/entry/1954_Page_15 (3)_71.png']",,"Jannetta Bros, Silver Spring cor Bacheller av"
63,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_16 (1)_26.png', 'cd1954/entry/1954_Page_16 (1)_27.png']",N/A,"Brown John Carter Library, Brown opp George sts"
64,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_16 (1)_46.png', 'cd1954/entry/1954_Page_16 (1)_47.png']",N/A,"Citizens Savings Bank Bldg, Westmin- ster june Cranston sts"
65,"SCORE LESS THAN CUTOFF: Crawford sq,69,PROVIDENCE",['cd1954/entry/1954_Page_16 (1)_62.png'],BRADFORD ST,Day Building 5 Crawford sq
66,EMPTY STREET,"['cd1954/entry/1954_Page_16 (1)_80.png', 'cd1954/entry/1954_Page_16 (1)_81.png']",,"Equitable Bldg, Custom House st cor Weybosset st"
67,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_16 (1)_83.png', 'cd1954/entry/1954_Page_16 (1)_84.png']",N/A,"Federal Bldg, Exchange cor Exchange pl"
68,EMPTY STREET,"['cd1954/entry/1954_Page_16 (2)_1.png', 'cd1954/entry/1954_Page_16 (2)_2.png']",,Forty-Nine Westminster St Bldg 49 Westminster
69,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_16 (2)_74.png', 'cd1954/entry/1954_Page_16 (2)_75.png']",N/A,New England Telephone & Telegraph Co Bldg 234 Wash
70,FAILED TO PARSE AN ADDRESS,['cd1954/entry/1954_Page_16 (2)_77.png'],N/A,"NYNH&HRR Bidgs, Exchange ter"
71,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_16 (2)_79.png', 'cd1954/entry/1954_Page_16 (2)_80.png']",N/A,Odd Fellows Temple Building Associa- tion of RI
72,"SCORE LESS THAN CUTOFF: Weybosset Eddy Pine Garnet sts,73.0,PROVIDENCE","['cd1954/entry/1954_Page_16 (2)_88.png', 'cd1954/entry/1954_Page_16 (2)_89.png']",WEYBOSSET ST,"Outlet Building 176 Weybosset, Eddy, Pine and Garnet sts"
73,EMPTY STREET,['cd1954/entry/1954_Page_16 (3)_8.png'],,"Post Office, Exchange st"
74,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_16 (3)_9.png', 'cd1954/entry/1954_Page_16 (3)_10.png']",N/A,"Post Office Annex, Exchange cor Ex- change ter"
75,EMPTY STREET,"['cd1954/entry/1954_Page_16 (3)_37.png', 'cd1954/entry/1954_Page_16 (3)_38.png']",,"RI School of Design Auditorium, Canal st"
76,FAILED TO PARSE AN ADDRESS,['cd1954/entry/1954_Page_16 (3)_84.png'],N/A,"Union Station, Exchange ter"
77,"SCORE LESS THAN CUTOFF: Benefit Brown Typewriter Service 27 Bway,48.0,PROVIDENCE",['cd1954/entry/1954_Page_17 (1)_80.png'],PRINTERY ST,"Apco Typewriter Hospital 38 Benefit
Brown Typewriter Service 27 Bway"
78,"SCORE LESS THAN CUTOFF: Westminster business office 17 Warren,73.0,PROVIDENCE","['cd1954/entry/1954_Page_17 (2)_14.png', 'cd1954/entry/1954_Page_17 (2)_15.png', 'cd1954/entry/1954_Page_17 (2)_16.png']",WESTMINSTER ST,Grants Money-Meters Co exec office 204 Westminster business office 17 Warren (coin collecting)
79,"SCORE LESS THAN CUTOFF: 8 Main,73.5,PROVIDENCE","['cd1954/entry/1954_Page_17 (2)_55.png', 'cd1954/entry/1954_Page_17 (2)_56.png']",MAIDEN LN,RI Cabinet & Woodworking Co 224 8 Main
80,FAILED TO PARSE AN ADDRESS,['cd1954/entry/1954_Page_17 (2)_69.png'],N/A,MONROE .CALCULATING MACHINE
81,"SCORE LESS THAN CUTOFF: Geo M Cohan blvd,54.5,PROVIDENCE","['cd1954/entry/1954_Page_17 (3)_8.png', 'cd1954/entry/1954_Page_17 (3)_9.png']",GEORGE M COHAN BLVD,Saltesea Packing Co 315 Geo M Cohan blvd (clam chowder)
82,"SCORE LESS THAN CUTOFF: 2,50,PROVIDENCE",['cd1954/entry/1954_Page_17 (3)_27.png'],2ND ST,RELCO CARBIDE TOOL COMPANY 12
83,FAILED TO PARSE AN ADDRESS,['cd1954/entry/1954_Page_17 (3)_28.png'],N/A,Anthony av tel STuart 1-5800
84,"SCORE LESS THAN CUTOFF: Walcott Pawtucket,69,PROVIDENCE","['cd1954/entry/1954_Page_17 (3)_74.png', 'cd1954/entry/1954_Page_17 (3)_75.png', 'cd1954/entry/1954_Page_17 (3)_76.png']",PAWTUXET AV,SOULE HENRY M CO 421 Walcott Pawtucket tel PAwtucket 2-2110 See page 32 Buyers Guide
85,"SCORE LESS THAN CUTOFF: Weybosset Randall Supply Co 109 Charles,69.0,PROVIDENCE",['cd1954/entry/1954_Page_18 (1)_35.png'],WEYBOSSET ST,"Pauls Floor Covering 366 Weybosset
Randall Supply Co 109 Charles"
86,"SCORE LESS THAN CUTOFF: Geo M Cohan blvd,54.5,PROVIDENCE",['cd1954/entry/1954_Page_18 (1)_43.png'],GEORGE M COHAN BLVD,"Gold Sanford & Co 285 Geo M Cohan
blvd"
87,"SCORE LESS THAN CUTOFF: Stiller Carpet Co 32 Park,64.0,PROVIDENCE",['cd1954/entry/1954_Page_18 (1)_44.png'],STILLWATER AVE,"Leif Albert O Co 387 Charles bldg 4
Stiller Carpet Co 32 Park"
88,"SCORE LESS THAN CUTOFF: Dexter, Pawtucket,70.0,PROVIDENCE","['cd1954/entry/1954_Page_18 (1)_56.png', 'cd1954/entry/1954_Page_18 (1)_57.png']",PAWTUXET AV,"WHITE J S CO 22 Dexter, Pawtucket tel PAwtucket 2-0342See page 45
Buyers Guide"
89,EMPTY STREET,['cd1954/entry/1954_Page_18 (2)_9.png'],,Marocco A & Sons.294 Pocasset av
90,EMPTY STREET,"['cd1954/entry/1954_Page_18 (2)_48.png', 'cd1954/entry/1954_Page_18 (2)_49.png']",,"North Burial Ground, Branch av cor N"
91,"SCORE LESS THAN CUTOFF: Blackstone blvd office 15 Westminster,73.0,PROVIDENCE","['cd1954/entry/1954_Page_18 (2)_53.png', 'cd1954/entry/1954_Page_18 (2)_54.png']",WESTMINSTER ST,Swan Point Cemetery 585 Blackstone blvd office 15 Westminster rm 535
92,"SCORE LESS THAN CUTOFF: , Georgiaville, RI,69.0,PROVIDENCE","['cd1954/entry/1954_Page_18 (2)_59.png', 'cd1954/entry/1954_Page_18 (2)_60.png', 'cd1954/entry/1954_Page_18 (2)_61.png']",GEORGIA AVE,"ECONOMY CESSPOOL CLEANERS. PO Box 95, Georgiaville, RI tel CEn- tredale 1-7982"
93,"SCORE LESS THAN CUTOFF: Ormsbee av,73,PROVIDENCE","['cd1954/entry/1954_Page_18 (3)_42.png', 'cd1954/entry/1954_Page_18 (3)_43.png']",ORMS ST,Aborn Chemical Industries 24 Ormsbee av
94,EMPTY STREET,"['cd1954/entry/1954_Page_18 (3)_61.png', 'cd1954/entry/1954_Page_18 (3)_62.png', 'cd1954/entry/1954_Page_18 (3)_63.png', 'cd1954/entry/1954_Page_18 (3)_64.png', 'cd1954/entry/1954_Page_18 (3)_65.png']",,"HARRISON A & CO Inc offices and works Hurdis st off Charles, North Providence PO Box 494 Pawtucket tels PAwtucket 5-7450-5-7451See page 24 Buyers Guide"
95,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_19 (1).chop_6.png', 'cd1954/entry/1954_Page_19 (1).chop_7.png', 'cd1954/entry/1954_Page_19 (1).chop_8.png', 'cd1954/entry/1954_Page_19 (1).chop_9.png']",N/A,"RUMFORD CHEMICAL WORKS Rum- ford, Rhode Island tel EAst Provi- dence 1-2880See page 25 Buyers Guide"
96,"SCORE LESS THAN CUTOFF: Geo M Cohan blvd,54.5,PROVIDENCE",['cd1954/entry/1954_Page_19 (1).chop_12.png'],GEORGE M COHAN BLVD,Wilson G E Co 251 Geo M Cohan blvd
97,EMPTY STREET,"['cd1954/entry/1954_Page_19 (3).chop_44.png', 'cd1954/entry/1954_Page_19 (3).chop_45.png']",,Federal Hill Italian Church. Knight cor Tell st
98,EMPTY STREET,['cd1954/entry/1954_Page_19 (3).chop_61.png'],,"United Church, Park cor Jewett st"
99,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_19 (3).chop_62.png', 'cd1954/entry/1954_Page_19 (3).chop_63.png']",N/A,Unristian science First Church of Christ Scientist.
100,FAILED TO PARSE AN ADDRESS,"['cd1954/entry/1954_Page_19 (3).chop_67.png', 'cd1954/entry/1954_Page_19 (3).chop_68.png']",N/A,Congregational Armenian Euphrates Evangelical
101,"SCORE LESS THAN CUTOFF: Weybosset Central Church 296 Angell Central Portuguese Chapel 51,40.0,PROVIDENCE","['cd1954/entry/1954_Page_19 (3).chop_71.png', 'cd1954/entry/1954_Page_19 (3).chop_72.png', 'cd1954/entry/1954_Page_19 (3).chop_73.png']",SPRAGUE CIR,Beneficent Church 300 Weybosset Central Church 296 Angell Central Portuguese Chapel 51
102,"SCORE LESS THAN CUTOFF: 4,50,PROVIDENCE",['cd1954/entry/1954_Page_19 (3).chop_80.png'],4TH ST,Plymouth Union Church 1014
103,"SCORE LESS THAN CUTOFF: Benefit Sheldon Street Church 51 Sheldon,65.0,PROVIDENCE","['cd1954/entry/1954_Page_19 (3).chop_82.png', 'cd1954/entry/1954_Page_19 (3).chop_83.png', 'cd1954/entry/1954_Page_19 (3).chop_84.png']",BENEFIT ST,Congregational Unitarian First Church 285 Benefit Sheldon Street Church 51 Sheldon
104,"SCORE LESS THAN CUTOFF: 4,50,PROVIDENCE","['cd1954/entry/1954_Page_19 (3).chop_85.png', 'cd1954/entry/1954_Page_19 (3).chop_86.png']",4TH ST,Episcopal All Saints Memorial Church 674
105,"SCORE LESS THAN CUTOFF: N Main Christ Church 909 Eddy,53.5,PROVIDENCE","['cd1954/entry/1954_Page_19 (3).chop_88.png', 'cd1954/entry/1954_Page_19 (3).chop_89.png']",CHRISTOPHER ST,Cathedral of StJohn 265 N Main Christ Church 909 Eddy
106,"SCORE LESS THAN CUTOFF: Hope Church of the Saviour 517 N Main Grace Church, Mathewson cor,61.5,PROVIDENCE","['cd1954/entry/1954_Page_20 (1)_6.png', 'cd1954/entry/1954_Page_20 (1)_7.png', 'cd1954/entry/1954_Page_20 (1)_8.png']",MATHEWSON ST,"Church of the Redeemer 655 Hope Church of the Saviour 517 N Main Grace Church, Mathewson cor"
107,EMPTY STREET,"['cd1954/entry/1954_Page_20 (1)_11.png', 'cd1954/entry/1954_Page_20 (1)_12.png']",,"StAnsgarius Swedish, Beacon av cor Maple st"
108,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE","['cd1954/entry/1954_Page_20 (1)_22.png', 'cd1954/entry/1954_Page_20 (1)_23.png']",10TH ST,Jewish Ahavath Sholom Synagogue 20
