,Drop_Reason,File_List,Street,Text
10,"SCORE LESS THAN CUTOFF: HOSPITAL TRUST TOWER PROVIDENCE RI,73.5,PROVIDENCE","['cd1985/entry/1985_Page_105 (1)_29.png', 'cd1985/entry/1985_Page_105 (1)_30.png', 'cd1985/entry/1985_Page_105 (1)_31.png', 'cd1985/entry/1985_Page_105 (1)_32.png', 'cd1985/entry/1985_Page_105 (1)_33.png']",PROVIDENCE PL,DELOITTE HASKINS &  1501 HOSPITAL TRUST TOWER PROVIDENCE RI (02903) TELEPHONE 861-0740
11,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_105 (1)_56.png'],N/A,Rooney Plotkin & Willey Westminster Sq Bldg
12,"SCORE LESS THAN CUTOFF: th Fi,65.0,PROVIDENCE","['cd1985/entry/1985_Page_105 (1)_57.png', 'cd1985/entry/1985_Page_105 (1)_58.png']",4TH ST,Schwab Charles & Co One Hosp Trust Plaza 17th Fi
13,"SCORE LESS THAN CUTOFF: FLEET NATIONAL BANK,56.5,PROVIDENCE","['cd1985/entry/1985_Page_105 (1)_66.png', 'cd1985/entry/1985_Page_105 (1)_67.png']",STATION ST,YOUNG ARTHUR 800 FLEET NATIONAL BANK
14,ERROR IN STREET MATCHING,"['cd1985/entry/1985_Page_105 (1)_69.png', 'cd1985/entry/1985_Page_105 (1)_70.png']",02903),PROVIDENCE RI (02903) TELEPHONE 274-1800
15,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_105 (2)_1.png'],N/A,
16,"SCORE LESS THAN CUTOFF: Turks Head Building,59.5,PROVIDENCE","['cd1985/entry/1985_Page_105 (2)_66.png', 'cd1985/entry/1985_Page_105 (2)_67.png', 'cd1985/entry/1985_Page_105 (2)_68.png']",GOULDING ST,"PATTERSON & PATTERSON INC 302 Turks Head Building (02903), Tel (401) 351-9597"
17,FAILED TO PARSE AN ADDRESS,"['cd1985/entry/1985_Page_105 (3)_1.png', 'cd1985/entry/1985_Page_105 (3)_2.png']",N/A,
18,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_105 (3)_3.png'],N/A,ADVERTISING AGENCIESCONTD
19,"SCORE LESS THAN CUTOFF: Perkiomen Ave,79.0,PROVIDENCE","['cd1985/entry/1985_Page_105 (3)_4.png', 'cd1985/entry/1985_Page_105 (3)_5.png', 'cd1985/entry/1985_Page_105 (3)_6.png']",PERKINS AVE,"REESER AND SPERLING ADVERTISING 2325 Perkiomen Av

i (19606), Tel (215) 779-6796

te"
20,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_105 (3)_23.png'],N/A,
21,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_105 (3)_24.png'],N/A,POLK RL & CO
22,"SCORE LESS THAN CUTOFF: 8,50,PROVIDENCE","['cd1985/entry/1985_Page_105 (3)_26.png', 'cd1985/entry/1985_Page_105 (3)_27.png', 'cd1985/entry/1985_Page_105 (3)_28.png', 'cd1985/entry/1985_Page_105 (3)_29.png']",8TH ST,"300 COMMERCIAL STREET MALDEN, MA 02148 TELEPHONE (617) 322-0500"
23,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_105 (3)_35.png'],N/A,
24,"SCORE LESS THAN CUTOFF: Dorrance St, PO Box 1207,78.5,PROVIDENCE","['cd1985/entry/1985_Page_105 (3)_44.png', 'cd1985/entry/1985_Page_105 (3)_45.png', 'cd1985/entry/1985_Page_105 (3)_46.png']",DORRANCE PLZ,"SUPER COUPS 76 Dorrance St, PO Box 1207 (02001), Tel (401) 331-6477, Kw Toll Free 1-800-626-2620"
25,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_105 (3)_66.png'],N/A,
26,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_5.png'],N/A,AGRICULTURAL
27,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_10.png'],N/A,- AIR COMPRESSORS
28,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_11.png'],N/A,
29,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_15.png'],N/A,
30,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_20.png'],N/A,MUTUAL ENGINEERING SERVICE CO
31,"SCORE LESS THAN CUTOFF: 7,50,PROVIDENCE",['cd1985/entry/1985_Page_106 (1)_23.png'],7TH ST,SPAZIANO SHEET METAL INC 87
32,EMPTY STREET,['cd1985/entry/1985_Page_106 (1)_24.png'],,"* Acorn St (02903), Tel 272-8730"
33,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_25.png'],N/A,
34,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_26.png'],N/A,AIR CONDITIONING
35,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_29.png'],N/A,
36,ERROR IN STREET MATCHING,['cd1985/entry/1985_Page_106 (1)_31.png'],"02909),","4. Av (02909), Tel 944-3038"
37,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_33.png'],N/A,EQUIPMENT AND
38,"SCORE LESS THAN CUTOFF: Whipple & s Circulator Rebuilding 256 Washington,48.0,PROVIDENCE","['cd1985/entry/1985_Page_106 (1)_36.png', 'cd1985/entry/1985_Page_106 (1)_37.png', 'cd1985/entry/1985_Page_106 (1)_38.png']",CIRCUIT DR,"et

asters Temperature Control 66 Whipple - & s Circulator Rebuilding 256 Washington"
39,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_39.png'],N/A,Av
40,"SCORE LESS THAN CUTOFF: 3,50.0,PROVIDENCE","['cd1985/entry/1985_Page_106 (1)_41.png', 'cd1985/entry/1985_Page_106 (1)_42.png']",3RD ST,fAv (NP) ENGINEERING CO INC 343
41,EMPTY STREET,"['cd1985/entry/1985_Page_106 (1)_43.png', 'cd1985/entry/1985_Page_106 (1)_44.png']",,"*! Broad St (02907), Tel 421-2400 STOP SUPPLY CO INC 420"
42,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_45.png'],N/A,"% Lincoln Av, Warwick, RI, Tel 401-"
43,"SCORE LESS THAN CUTOFF: -0853,29.0,PROVIDENCE",['cd1985/entry/1985_Page_106 (1)_46.png'],I 95,* 792-0853
44,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_47.png'],N/A,
45,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_48.png'],N/A,* AIR FREIGHT AND
46,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_50.png'],N/A,
47,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE",['cd1985/entry/1985_Page_106 (1)_51.png'],10TH ST,FREIGHT SERVICES INC 110
48,EMPTY STREET,['cd1985/entry/1985_Page_106 (1)_52.png'],,"*, Access Rd (Warwick; 02886), Tel"
49,"SCORE LESS THAN CUTOFF: -9725,58.5,PROVIDENCE",['cd1985/entry/1985_Page_106 (1)_53.png'],I 95,"}, AOD 738-9725"
50,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_54.png'],N/A,% AIR LINE COMPANIES.
51,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_55.png'],N/A,ican Airlines Inc-U S Air Westminster
52,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_56.png'],N/A,Ba Bldg
53,"SCORE LESS THAN CUTOFF: ! AIR POLLUTION CONTROL,53.5,PROVIDENCE",['cd1985/entry/1985_Page_106 (1)_57.png'],WOLLASTON ST,"i
2! AIR POLLUTION CONTROL"
54,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (1)_58.png'],N/A,l SYSTEMS
55,FAILED TO PARSE AN ADDRESS,"['cd1985/entry/1985_Page_106 (2)_2.png', 'cd1985/entry/1985_Page_106 (2)_3.png', 'cd1985/entry/1985_Page_106 (2)_4.png']",N/A,"NEW ENGLAND SECURITY INC Tel 861-1220 (Prov), Tel 789-5610 (Narra), Tel 596-0660 (Western)"
56,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (2)_33.png'],N/A,RHODE ISLAND
57,EMPTY STREET,"['cd1985/entry/1985_Page_106 (2)_36.png', 'cd1985/entry/1985_Page_106 (2)_37.png']",,"240 N Brow St (E Providence; 02914), Tel (401) 438-8370"
58,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_106 (3)_5.png'],N/A,CAPITOL ANSWERING
59,EMPTY STREET,"['cd1985/entry/1985_Page_106 (3)_7.png', 'cd1985/entry/1985_Page_106 (3)_8.png']",,"1414 Atwood Av (Johnston; 02919), Tel 276-5656"
60,ERROR IN STREET MATCHING,"['cd1985/entry/1985_Page_106 (3)_22.png', 'cd1985/entry/1985_Page_106 (3)_23.png', 'cd1985/entry/1985_Page_106 (3)_24.png']","02857),","EDWARDS L L CO Danielson Pike (N Scituate; 02857), Tel (401) 647-3197"
61,"SCORE LESS THAN CUTOFF: Fenway Ave,71.0,PROVIDENCE",['cd1985/entry/1985_Page_107 (1)_75.png'],GREENWAY ST,Fenway Apartments 10 Fenway Av (NP)
62,FAILED TO PARSE AN ADDRESS,"['cd1985/entry/1985_Page_107 (3)_20.png', 'cd1985/entry/1985_Page_107 (3)_21.png']",N/A,Quisset Louis Country Club Condominiums Nipmuc Trl (NP)
63,"SCORE LESS THAN CUTOFF: Bicentennial Way,57.5,PROVIDENCE","['cd1985/entry/1985_Page_107 (3)_42.png', 'cd1985/entry/1985_Page_107 (3)_43.png']",CENTRAL AVE,Stony Brook Apartments 1776 Bicentennial Way (NP)
64,"SCORE LESS THAN CUTOFF: -14 Ternay Gardens,72.0,PROVIDENCE",['cd1985/entry/1985_Page_108 (1)_10.png'],GARDEN ST,Yorktown Village Apts 1-14 Ternay Gardens
65,ERROR IN STREET MATCHING,"['cd1985/entry/1985_Page_108 (1)_14.png', 'cd1985/entry/1985_Page_108 (1)_15.png']",02903),Av (02903)
66,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_108 (1)_16.png'],N/A,PROVIDENCE GAS
67,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_108 (1)_17.png'],N/A,"= COMPANY

4"
68,ERROR IN STREET MATCHING,['cd1985/entry/1985_Page_108 (1)_18.png'],02903),100 WEYBOSSET STREET (02903)
69,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_108 (1)_19.png'],N/A,. TELEPHONE 831-8800
70,FAILED TO PARSE AN ADDRESS,"['cd1985/entry/1985_Page_108 (1)_21.png', 'cd1985/entry/1985_Page_108 (1)_22.png', 'cd1985/entry/1985_Page_108 (1)_23.png', 'cd1985/entry/1985_Page_108 (1)_24.png']",N/A,", TELEPHONE 272-5040 EMERGENCY TELEPHONE 272-3330"
71,FAILED TO PARSE AN ADDRESS,"['cd1985/entry/1985_Page_108 (1)_25.png', 'cd1985/entry/1985_Page_108 (1)_26.png']",N/A,APPRAISERS
72,ERROR IN STREET MATCHING,"['cd1985/entry/1985_Page_108 (1)_31.png', 'cd1985/entry/1985_Page_108 (1)_32.png']","02904),","n
oe

Spring Av (North Providence; - 02904), Tel 353-2200"
73,"SCORE LESS THAN CUTOFF: 2,50,PROVIDENCE",['cd1985/entry/1985_Page_108 (1)_47.png'],2ND ST,Rm 322
74,"SCORE LESS THAN CUTOFF: 6,50,PROVIDENCE",['cd1985/entry/1985_Page_108 (1)_50.png'],6TH ST,Beckman Blydenburgh & Assocs Inc 116
75,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_108 (1)_51.png'],N/A,Chestnut St
76,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE",['cd1985/entry/1985_Page_108 (1)_67.png'],10TH ST,Bm 400
77,"SCORE LESS THAN CUTOFF: 5,53,PROVIDENCE",['cd1985/entry/1985_Page_108 (1)_73.png'],I 95,Rm 515
78,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_108 (2)_39.png'],N/A,PROVIDENCE CIVIC
79,ERROR IN STREET MATCHING,['cd1985/entry/1985_Page_108 (2)_42.png'],02903),PROVIDENCE RI (02903)
80,ERROR IN STREET MATCHING,"['cd1985/entry/1985_Page_108 (2)_55.png', 'cd1985/entry/1985_Page_108 (2)_56.png', 'cd1985/entry/1985_Page_108 (2)_57.png']","02903),","BERT GALLERY INC Biltmore Plaza Hotel, Kennedy Plaza (02903), Tel (401) 353-1723"
81,"SCORE LESS THAN CUTOFF: Belcourt Ave,72.5,PROVIDENCE",['cd1985/entry/1985_Page_109 (1)_13.png'],BELMONT AVE,Ribeiro Arlene M Mrs 3 Belcourt Av (NP)
82,EMPTY STREET,['cd1985/entry/1985_Page_109 (1)_70.png'],,Rose Betsey S Mrs'7 Spruce St
83,"SCORE LESS THAN CUTOFF: d,50,PROVIDENCE","['cd1985/entry/1985_Page_109 (2)_29.png', 'cd1985/entry/1985_Page_109 (2)_30.png', 'cd1985/entry/1985_Page_109 (2)_31.png']",ADA ST,"ADLER POLLOCK & SHEEHAN INC One Hospital Trust Plaza 23d Fl (02903), Tel 274-7200"
84,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_109 (2)_32.png'],N/A,ASQUITH MEROLLA
85,ERROR IN STREET MATCHING,"['cd1985/entry/1985_Page_109 (2)_35.png', 'cd1985/entry/1985_Page_109 (2)_36.png', 'cd1985/entry/1985_Page_109 (2)_37.png']",02903),911 TURKS HEAD BUILDING (02903) TELEPHONE (401) 331-8100
86,"SCORE LESS THAN CUTOFF: th Floor,71.0,PROVIDENCE","['cd1985/entry/1985_Page_109 (2)_38.png', 'cd1985/entry/1985_Page_109 (2)_39.png', 'cd1985/entry/1985_Page_109 (2)_40.png']",FLORA ST,"Davis Jenckes Kilmarx & Swan Inc One Hospital Trust Plaza, 14th Floor (02903), Tel 273-9000"
87,"SCORE LESS THAN CUTOFF: Turks Head Bidg, Providence, RI,76.0,PROVIDENCE","['cd1985/entry/1985_Page_109 (2)_44.png', 'cd1985/entry/1985_Page_109 (2)_45.png', 'cd1985/entry/1985_Page_109 (2)_46.png']",PROVIDENCE PL,"GARDNER SAWYER GATES AND SLOAN 1309 Turks Head Bidg, Providence, RI (02903), Tel 421-5927"
88,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_109 (2)_49.png'],N/A,GUNNING LaFAZIA AND
89,EMPTY STREET,"['cd1985/entry/1985_Page_109 (2)_51.png', 'cd1985/entry/1985_Page_109 (2)_52.png']",1437 ,"410 Turks Head Bldg, PO Box 1437 (02903), Tel (401) 521-6900"
90,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_109 (2)_53.png'],N/A,HANSON CURRAN &
91,ERROR IN STREET MATCHING,"['cd1985/entry/1985_Page_109 (2)_55.png', 'cd1985/entry/1985_Page_109 (2)_56.png']","1210,","1 Turks Head Pl, Rm 1210, Tel 421-2154"
92,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_109 (3)_3.png'],N/A,HIGGINS CAVANAGH &
93,EMPTY STREET,['cd1985/entry/1985_Page_109 (3)_5.png'],,"123 Dyer St (02903), Tel 272-3500"
94,"SCORE LESS THAN CUTOFF: High St, Central Falls, RI,72.5,PROVIDENCE","['cd1985/entry/1985_Page_110 (1)_39.png', 'cd1985/entry/1985_Page_110 (1)_40.png', 'cd1985/entry/1985_Page_110 (1)_41.png', 'cd1985/entry/1985_Page_110 (1)_42.png']",CENTRAL AVE,"KING AUTO PARTS INC 935 High St, Central Falls, RI (02863), Tel (401) 725-1298, Toll Free Tel 1-800- 556-7033"
95,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_110 (1)_45.png'],N/A,",MC LAUGHLIN AUTOMOTIVE STORES"
96,EMPTY STREET,"['cd1985/entry/1985_Page_110 (1)_48.png', 'cd1985/entry/1985_Page_110 (1)_49.png']",44 ,"Pike, Rt 44 (Smithfield), Tel 943-"
97,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_110 (1)_51.png'],N/A,Fountain St
98,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_110 (1)_53.png'],N/A,' (NP)
99,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_110 (1)_62.png'],N/A,AUTOMOBILE
100,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_110 (1)_63.png'],N/A,ACCESSORIES AND
101,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_110 (1)_65.png'],N/A,AND JOBBERS
102,ERROR IN STREET MATCHING,['cd1985/entry/1985_Page_110 (1)_67.png'],"02903),","% Av (02903), Tel 943-6625"
103,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_110 (1)_70.png'],N/A,*& (NP)
104,EMPTY STREET,['cd1985/entry/1985_Page_110 (1)_73.png'],116 ,"Room 116 (Cranston; 02920), Tel"
105,"SCORE LESS THAN CUTOFF: 2,50,PROVIDENCE",['cd1985/entry/1985_Page_110 (1)_74.png'],2ND ST,944-2592
106,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_110 (2)_29.png'],N/A,FOGARTY AUTO BODY
107,EMPTY STREET,"['cd1985/entry/1985_Page_110 (2)_31.png', 'cd1985/entry/1985_Page_110 (2)_32.png']",,"2258 Pawtucket Av (East Providence; 02914), Tel 438-5290"
108,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE","['cd1985/entry/1985_Page_110 (2)_40.png', 'cd1985/entry/1985_Page_110 (2)_41.png', 'cd1985/entry/1985_Page_110 (2)_42.png']",TARA DR,"GINOS AUTO SALES INC 4 Tag Dr (North Providence; 02911), Tels 353-3773 And 231-9000"
109,"SCORE LESS THAN CUTOFF: Garibaldi St,74.5,PROVIDENCE","['cd1985/entry/1985_Page_110 (2)_50.png', 'cd1985/entry/1985_Page_110 (2)_51.png', 'cd1985/entry/1985_Page_110 (2)_52.png']",GARFIELD ST,"MICHAELS AUTO BODY 8 Garibaldi St (N Providence; 02911), Tel 232- 0140"
110,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_110 (3)_9.png'],N/A,BAILEYS PAUL FORD
111,EMPTY STREET,"['cd1985/entry/1985_Page_110 (3)_11.png', 'cd1985/entry/1985_Page_110 (3)_12.png']",,"2700 Post Rd (Warwick; 02886), Tel 737-8100"
112,"SCORE LESS THAN CUTOFF: Taunton Av, E Providence, RI,76.0,PROVIDENCE","['cd1985/entry/1985_Page_110 (3)_30.png', 'cd1985/entry/1985_Page_110 (3)_31.png', 'cd1985/entry/1985_Page_110 (3)_32.png']",PROVIDENCE PL,"ELMWOOD DODGE INC 625 Taunton Av, E Providence, RI (02914), Tel 438-0400"
113,"SCORE LESS THAN CUTOFF: Fortin Dr, Rt 122,60.5,PROVIDENCE","['cd1985/entry/1985_Page_110 (3)_48.png', 'cd1985/entry/1985_Page_110 (3)_49.png', 'cd1985/entry/1985_Page_110 (3)_50.png', 'cd1985/entry/1985_Page_110 (3)_51.png']",FORAND CIR,"GILBERT PONTIAC-CADILLAC 55 Fortin Dr, Rt 122 (Woonsocket; 02895), Tel (401) 762-2300, Parts Dept Tel 765-3600"
114,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE",['cd1985/entry/1985_Page_110 (3)_52.png'],TARA DR,Ginos Auto Sales Inc 4 Tag Dr (NP)
115,"SCORE LESS THAN CUTOFF: POST ROAD WARWICK,79.0,PROVIDENCE","['cd1985/entry/1985_Page_110 (3)_70.png', 'cd1985/entry/1985_Page_110 (3)_71.png', 'cd1985/entry/1985_Page_110 (3)_72.png']",WARWICK AV,NORWOOD CHEVROLET 1338 POST ROAD WARWICK (02888)
116,"SCORE LESS THAN CUTOFF: Quaker Lane, Route 2, West Warwick,68.0,PROVIDENCE","['cd1985/entry/1985_Page_111 (1)_23.png', 'cd1985/entry/1985_Page_111 (1)_24.png', 'cd1985/entry/1985_Page_111 (1)_25.png', 'cd1985/entry/1985_Page_111 (1)_26.png']",WARWICK AV,"WEBBER CHEVROLET CO 885 Quaker Lane, Route 2, West Warwick (02893), Exit 8 South Off 95, Tel 884-5800"
117,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE",['cd1985/entry/1985_Page_111 (1)_59.png'],TARA DR,J & J Auto 6 Tag Dr (NP)
118,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE",['cd1985/entry/1985_Page_111 (1)_63.png'],TARA DR,Lion Auto Inc 5 Tag Dr (NP)
119,"SCORE LESS THAN CUTOFF: High St, Central Falls, RI,72.5,PROVIDENCE","['cd1985/entry/1985_Page_111 (3)_12.png', 'cd1985/entry/1985_Page_111 (3)_13.png', 'cd1985/entry/1985_Page_111 (3)_14.png', 'cd1985/entry/1985_Page_111 (3)_15.png']",CENTRAL AVE,"KING AUTO PARTS INC 935 High St, Central Falls, RI (02863), Tel

1 (401) 725-1298, Toll Free Tel 1-800- 556-7033"
120,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_111 (3)_44.png'],N/A,RHODES LEASING CO
121,"SCORE LESS THAN CUTOFF: And Swamp Pike,50.0,PROVIDENCE","['cd1985/entry/1985_Page_111 (3)_46.png', 'cd1985/entry/1985_Page_111 (3)_47.png', 'cd1985/entry/1985_Page_111 (3)_48.png']",SWAN CT,"Rt 663 And Swamp Pike (Gilbertsville, Pa; 19525), Tel 1-800- 362-7655 Or (215) 323-0500"
122,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE","['cd1985/entry/1985_Page_111 (3)_58.png', 'cd1985/entry/1985_Page_111 (3)_59.png', 'cd1985/entry/1985_Page_111 (3)_60.png']",TARA DR,"ABLE FOREIGN AUTO REPAIR Honda Specialist, 1 Tag Dr (North Providence; 02911)"
123,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_111 (3)_61.png'],N/A,ACE SPRING COMPANY
124,EMPTY STREET,"['cd1985/entry/1985_Page_111 (3)_63.png', 'cd1985/entry/1985_Page_111 (3)_64.png']",,"184 Metcalf St (02904), Tel (401) 272-3060"
125,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_112 (1)_66.png'],N/A,MADENFORD & SONS
126,EMPTY STREET,"['cd1985/entry/1985_Page_112 (1)_68.png', 'cd1985/entry/1985_Page_112 (1)_69.png']",,"241 E Arch St (Fleetwood, Pa; 19522), Tel (215) 944-8026"
127,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_112 (1)_71.png'],N/A,MARIEVILLE TOWING &
128,EMPTY STREET,"['cd1985/entry/1985_Page_112 (1)_73.png', 'cd1985/entry/1985_Page_112 (1)_74.png']",,"1132 Mineral Spring Av (N Providence; 02904), Tel 726-4464"
129,"SCORE LESS THAN CUTOFF: Tag Dr,67.0,PROVIDENCE",['cd1985/entry/1985_Page_112 (2)_22.png'],TARA DR,S & J Automotive 7 Tag Dr (NP)
130,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_112 (2)_68.png'],N/A,POLK R L & CO
131,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE","['cd1985/entry/1985_Page_112 (2)_70.png', 'cd1985/entry/1985_Page_112 (2)_71.png', 'cd1985/entry/1985_Page_112 (2)_72.png']",1ST ST,"431 HOWARD STREET DETROIT, MI 48231 TELEPHONE (313) 961-9470"
132,"SCORE LESS THAN CUTOFF: BOX 67,58.5,PROVIDENCE","['cd1985/entry/1985_Page_112 (3)_4.png', 'cd1985/entry/1985_Page_112 (3)_5.png', 'cd1985/entry/1985_Page_112 (3)_6.png']",FOX PL,A TO Z RUSTPROOFING ROUTE 222 BOX 67
133,"SCORE LESS THAN CUTOFF: -0067),29.0,PROVIDENCE",['cd1985/entry/1985_Page_112 (3)_8.png'],6TH ST,(19538-0067)
134,"SCORE LESS THAN CUTOFF: ) 683-8745,33.0,PROVIDENCE",['cd1985/entry/1985_Page_112 (3)_10.png'],I 95,(215) 683-8745
135,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_112 (3)_35.png'],N/A,POLK RL & CO
136,"SCORE LESS THAN CUTOFF: 1,50,PROVIDENCE","['cd1985/entry/1985_Page_112 (3)_37.png', 'cd1985/entry/1985_Page_112 (3)_38.png', 'cd1985/entry/1985_Page_112 (3)_39.png']",1ST ST,"431 HOWARD STREET DETROIT, MI 48231 TELEPHONE (313) 961-9470"
137,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_113 (1)_66.png'],N/A,CRUGNALE BAKERY
138,EMPTY STREET,['cd1985/entry/1985_Page_113 (1)_68.png'],,"11 Newark St (02908), Tel 831-9592"
139,"SCORE LESS THAN CUTOFF: ELM HILL PIKE NASHVILLE, TN 37202,54.5,PROVIDENCE","['cd1985/entry/1985_Page_113 (2)_22.png', 'cd1985/entry/1985_Page_113 (2)_23.png', 'cd1985/entry/1985_Page_113 (2)_24.png', 'cd1985/entry/1985_Page_113 (2)_25.png']",OLD SIMMONSVILLE RD,"POLK RL & CO 2001 ELM HILL PIKE NASHVILLE, TN 37202 TELEPHONE (615) 889-3350"
140,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_113 (2)_27.png'],N/A,CITIZENS BANK FSB
141,FAILED TO PARSE AN ADDRESS,['cd1985/entry/1985_Page_113 (2)_28.png'],N/A,Citizens Trust Company
142,EMPTY STREET,['cd1985/entry/1985_Page_113 (2)_29.png'],,"870 Westminster St (02903),"
