,Drop_Reason,File_List,Street,Text
15,FAILED TO PARSE AN ADDRESS,['cd1946/entry/1946_Page_740 (1)_1.png'],N/A,Appraisers of Real EstateCon
16,"SCORE LESS THAN CUTOFF: Fountain tower room,79.5,PROVIDENCE","['cd1946/entry/1946_Page_740 (2)_76.png', 'cd1946/entry/1946_Page_740 (2)_77.png']",FOUNTAIN ST,Holmes Caroline B 40 Fountain tower room
17,"SCORE LESS THAN CUTOFF: Jefferson blvd Hills* grove, RI,73.5,PROVIDENCE","['cd1946/entry/1946_Page_740 (3)_55.png', 'cd1946/entry/1946_Page_740 (3)_56.png', 'cd1946/entry/1946_Page_740 (3)_57.png', 'cd1946/entry/1946_Page_740 (3)_58.png', 'cd1946/entry/1946_Page_740 (3)_59.png']",JEFFERSON ST,"CAMPANELLA & CARDI CONSTRUE. J TION CO 780 Jefferson blvd Hills- * grove, RI tel WIlliams 8600For. % further information see page 51 Buy- # ers Guide"
18,FAILED TO PARSE AN ADDRESS,['cd1946/entry/1946_Page_741 (1)_1.png'],N/A,
19,"SCORE LESS THAN CUTOFF: 5,53,PROVIDENCE",['cd1946/entry/1946_Page_741 (1)_30.png'],I 95,Insurance Association of Providence 15
20,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE",['cd1946/entry/1946_Page_741 (1)_31.png'],10TH ST,Westminster rm 310
21,"SCORE LESS THAN CUTOFF: -211,57,PROVIDENCE","['cd1946/entry/1946_Page_741 (1)_36.png', 'cd1946/entry/1946_Page_741 (1)_37.png']",11TH ST,"Jewelers Protective Assn, Prov-Bilt- more rms 209-211"
22,FAILED TO PARSE AN ADDRESS,"['cd1946/entry/1946_Page_741 (1)_44.png', 'cd1946/entry/1946_Page_741 (1)_45.png']",N/A,"Narragansett Racing Assn, Prov-Bilt- more"
23,"SCORE LESS THAN CUTOFF: -211,57,PROVIDENCE","['cd1946/entry/1946_Page_741 (1)_46.png', 'cd1946/entry/1946_Page_741 (1)_47.png', 'cd1946/entry/1946_Page_741 (1)_48.png']",11TH ST,"New England Manufacturing Jewelers and. Silversmiths Assn, Prov-Biltmore rms 209-211"
24,FAILED TO PARSE AN ADDRESS,['cd1946/entry/1946_Page_741 (2)_1.png'],N/A,
25,"SCORE LESS THAN CUTOFF: Wash Ist fl,76.5,PROVIDENCE","['cd1946/entry/1946_Page_741 (2)_8.png', 'cd1946/entry/1946_Page_741 (2)_9.png']",WASHINGTON ST,Telephone Workers Building & Loan Assn 234 Wash Ist fl
26,"SCORE LESS THAN CUTOFF: Turks Head bidg 76 Westminster,77.0,PROVIDENCE","['cd1946/entry/1946_Page_741 (2)_20.png', 'cd1946/entry/1946_Page_741 (2)_21.png']",WESTMINSTER ST,Gardner Percy W 403 Turks Head bidg 76 Westminster tel GAspee 5927
27,"SCORE LESS THAN CUTOFF: Weybosset 300 Grosvenor bldg,74.5,PROVIDENCE","['cd1946/entry/1946_Page_741 (2)_30.png', 'cd1946/entry/1946_Page_741 (2)_31.png', 'cd1946/entry/1946_Page_741 (2)_32.png']",WEYBOSSET ST,Hodosh Saul 10 Weybosset 300 Grosve- nor bldg tel GAsSpee 8582 res tel HOp- kins 1305
28,"SCORE LESS THAN CUTOFF: Turks Head bidg 76 Westminster,77.0,PROVIDENCE","['cd1946/entry/1946_Page_741 (2)_40.png', 'cd1946/entry/1946_Page_741 (2)_41.png', 'cd1946/entry/1946_Page_741 (2)_42.png']",WESTMINSTER ST,"Wilson, Budlong & Clough 1512 Turks Head bidg 76 Westminster tel DEx- ter 4542"
29,FAILED TO PARSE AN ADDRESS,"['cd1946/entry/1946_Page_742 (1)_1.png', 'cd1946/entry/1946_Page_742 (1)_2.png']",N/A,"Automobile Accessories & Parts, Whole- sale & JobbersCon"
30,"SCORE LESS THAN CUTOFF: Main, Pawtucket,73.0,PROVIDENCE","['cd1946/entry/1946_Page_742 (1)_12.png', 'cd1946/entry/1946_Page_742 (1)_13.png', 'cd1946/entry/1946_Page_742 (1)_14.png', 'cd1946/entry/1946_Page_742 (1)_15.png', 'cd1946/entry/1946_Page_742 (1)_16.png']",PAWTUXET AV,"CHEVROLET MOTOR CARS, Frank Crook Ine 490 Main, Pawtucket tels PErry 4900 and Plantations 4900 For further information see page 6 Buvers Guide"
31,"SCORE LESS THAN CUTOFF: Main, Pawtucket,73.0,PROVIDENCE","['cd1946/entry/1946_Page_742 (2)_69.png', 'cd1946/entry/1946_Page_742 (2)_70.png', 'cd1946/entry/1946_Page_742 (2)_71.png', 'cd1946/entry/1946_Page_742 (2)_72.png', 'cd1946/entry/1946_Page_742 (2)_73.png']",PAWTUXET AV,"CHEVROLET MOTOR CARS, Frank Crook Inc 490 Main, Pawtucket tels PErry 4900 and PLantations 4900 For further information see page 6 Buyers Guide"
32,"SCORE LESS THAN CUTOFF: Main, Pawtucket,73.0,PROVIDENCE","['cd1946/entry/1946_Page_742 (3)_1.png', 'cd1946/entry/1946_Page_742 (3)_2.png', 'cd1946/entry/1946_Page_742 (3)_3.png', 'cd1946/entry/1946_Page_742 (3)_4.png']",PAWTUXET AV,"CROOK FRANK Inc (Chevrolet) 490 Main, Pawtucket tels PErry 4900 and PLantations 4900-For further information see page 6 Buyers Guide"
33,"SCORE LESS THAN CUTOFF: Main Pawtucket,73.0,PROVIDENCE","['cd1946/entry/1946_Page_743 (1)_1.png', 'cd1946/entry/1946_Page_743 (1)_2.png', 'cd1946/entry/1946_Page_743 (1)_3.png', 'cd1946/entry/1946_Page_743 (1)_4.png', 'cd1946/entry/1946_Page_743 (1)_5.png']",PAWTUXET AV,WINTERS WALTER Inc 483 Main Pawtucket tel PErry 2017 (Dodge- Plymouth cars and trucks)For fur: ther information see page 9 Buyers Guide
34,"SCORE LESS THAN CUTOFF: Main, Pawtucket,73.0,PROVIDENCE","['cd1946/entry/1946_Page_743 (1)_24.png', 'cd1946/entry/1946_Page_743 (1)_25.png', 'cd1946/entry/1946_Page_743 (1)_26.png', 'cd1946/entry/1946_Page_743 (1)_27.png']",PAWTUXET AV,"GROOK FRANK Inc 490 Main, Paw- tucket tels PErry 4900 and PLanta- tions 4900For further information see page 6 Buyers Guide"
35,"SCORE LESS THAN CUTOFF: Broad Pawtucket,71,PROVIDENCE","['cd1946/entry/1946_Page_743 (2)_12.png', 'cd1946/entry/1946_Page_743 (2)_13.png']",PAWTUXET AV,BLACKSTONE FINANCE Inc 23 Broad Pawtucket tel PErry 1235
36,"SCORE LESS THAN CUTOFF: For further information see page,51.5,PROVIDENCE","['cd1946/entry/1946_Page_743 (3)_45.png', 'cd1946/entry/1946_Page_743 (3)_46.png', 'cd1946/entry/1946_Page_743 (3)_47.png', 'cd1946/entry/1946_Page_743 (3)_48.png']",NORMAN DR,ATLANTIC FINANCE CORP 42 West- minster tel] DExter 2214For further information see page 113 Buyers Guide and right side lines
37,"SCORE LESS THAN CUTOFF: Buyers Guide right side lines,51.0,PROVIDENCE","['cd1946/entry/1946_Page_743 (3)_45.png', 'cd1946/entry/1946_Page_743 (3)_46.png', 'cd1946/entry/1946_Page_743 (3)_47.png', 'cd1946/entry/1946_Page_743 (3)_48.png']",BURNS ST,ATLANTIC FINANCE CORP 42 West- minster tel] DExter 2214For further information see page 113 Buyers Guide and right side lines
38,"SCORE LESS THAN CUTOFF: National Bank of Commerce bldg,52.5,PROVIDENCE","['cd1946/entry/1946_Page_743 (3)_49.png', 'cd1946/entry/1946_Page_743 (3)_50.png', 'cd1946/entry/1946_Page_743 (3)_51.png', 'cd1946/entry/1946_Page_743 (3)_52.png', 'cd1946/entry/1946_Page_743 (3)_53.png']",NATURAL HISTORY WY,BEACON FINANCE CO 202 National Bank of Commerce bldg tel GAspee 0248For further information see page 113 Buyers Guide and left top lines
39,"SCORE LESS THAN CUTOFF: Canal, 26 N Main,74.0,PROVIDENCE","['cd1946/entry/1946_Page_743 (3)_54.png', 'cd1946/entry/1946_Page_743 (3)_55.png', 'cd1946/entry/1946_Page_743 (3)_56.png', 'cd1946/entry/1946_Page_743 (3)_57.png', 'cd1946/entry/1946_Page_743 (3)_58.png']",CANAL WALK,"MORRIS PLAN BANK OF RHODE IS- LAND The 25 Canal, 26 N Main tel DExter 9800 and 30 Olneyville sq For further information see page 18 Buyers Guide and left side lines"
40,"SCORE LESS THAN CUTOFF: S Main nr Crawford,76.5,PROVIDENCE","['cd1946/entry/1946_Page_744 (1)_18.png', 'cd1946/entry/1946_Page_744 (1)_19.png']",CRAWFORD ST,Court House Parking Station 99 S Main nr Crawford
41,FAILED TO PARSE AN ADDRESS,['cd1946/entry/1946_Page_744 (1)_23.png'],N/A,"Empire Parking Co, Empire cor Wash"
42,"SCORE LESS THAN CUTOFF: Main, Pawtucket,73.0,PROVIDENCE","['cd1946/entry/1946_Page_744 (1)_67.png', 'cd1946/entry/1946_Page_744 (1)_68.png', 'cd1946/entry/1946_Page_744 (1)_69.png', 'cd1946/entry/1946_Page_744 (1)_70.png', 'cd1946/entry/1946_Page_744 (1)_71.png']",PAWTUXET AV,"WINTERS WALTER Inc 483 Main, Pawtucket tel PErry 2017 (Dodge- Plymouth cars and trucks)For further information see page 9 Buy- ers Guide"
43,"SCORE LESS THAN CUTOFF: Ormsbee av,73,PROVIDENCE",['cd1946/entry/1946_Page_744 (2)_4.png'],ORMS ST,Andrews Auto Service 19 Ormsbee av
44,EMPTY STREET,['cd1946/entry/1946_Page_744 (2)_66.png'],,New Olney St Garage 1 Pratt
45,EMPTY STREET,"['cd1946/entry/1946_Page_744 (3)_30.png', 'cd1946/entry/1946_Page_744 (3)_31.png', 'cd1946/entry/1946_Page_744 (3)_32.png', 'cd1946/entry/1946_Page_744 (3)_33.png', 'cd1946/entry/1946_Page_744 (3)_34.png']",,PONTIAC MOTOR CARS (Bradburn Motors Company) 79.Elmwood av tel DExter 2350For further informa- tion see page 5 Buyers Guide
46,"SCORE LESS THAN CUTOFF: Third,67,PROVIDENCE","['cd1946/entry/1946_Page_745 (1)_33.png', 'cd1946/entry/1946_Page_745 (1)_34.png', 'cd1946/entry/1946_Page_745 (1)_35.png', 'cd1946/entry/1946_Page_745 (1)_36.png']",TIDD ST,WILLIAMS & ANDERSON CO Inc The 14 Third tels GAspee 3621-3622For further information see page 108 Buy- ers Guide
47,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1946/entry/1946_Page_745 (1)_45.png'],SHAW ST,Atlantic Burlap Bag Co 10 Shawmut
48,"SCORE LESS THAN CUTOFF: Black,67,PROVIDENCE",['cd1946/entry/1946_Page_745 (1)_46.png'],BLACKSTONE ST,Blazer Bag Co 58 Black
49,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1946/entry/1946_Page_745 (1)_47.png'],SHAW ST,Dwares Saml 11 Shawmut
50,"SCORE LESS THAN CUTOFF: Dexter Central Falls,76.0,PROVIDENCE","['cd1946/entry/1946_Page_745 (2)_17.png', 'cd1946/entry/1946_Page_745 (2)_18.png']",CENTRAL AVE,GORMANS BAKERY Ine 817 Dexter Central Falls tel PErry 5644
51,FAILED TO PARSE AN ADDRESS,"['cd1946/entry/1946_Page_745 (3)_25.png', 'cd1946/entry/1946_Page_745 (3)_26.png', 'cd1946/entry/1946_Page_745 (3)_27.png', 'cd1946/entry/1946_Page_745 (3)_28.png', 'cd1946/entry/1946_Page_745 (3)_29.png']",N/A,"RUMFORD CHEMICAL WORKS, Rum- ford tel East Providence 2880For further information see page 40 Buy- ers Guide"
52,"SCORE LESS THAN CUTOFF: Sabin, Pawtucket,71.5,PROVIDENCE","['cd1946/entry/1946_Page_745 (3)_38.png', 'cd1946/entry/1946_Page_745 (3)_39.png', 'cd1946/entry/1946_Page_745 (3)_40.png', 'cd1946/entry/1946_Page_745 (3)_41.png']",PAWTUXET AV,"HALL J C CO The 21 Sabin, Pawtucket tels DExter 1124 and PErry 9512 For further information see page 146 Buyers Guide"
53,"SCORE LESS THAN CUTOFF: Main, W Warwick,79.0,PROVIDENCE","['cd1946/entry/1946_Page_745 (3)_51.png', 'cd1946/entry/1946_Page_745 (3)_52.png', 'cd1946/entry/1946_Page_745 (3)_53.png', 'cd1946/entry/1946_Page_745 (3)_54.png']",WARWICK AV,"CENTREVILLE NATIONAL BANK 1218 Main, W Warwick tel Valley 0003For further information see page 27 Buyers Guide"
54,FAILED TO PARSE AN ADDRESS,"['cd1946/entry/1946_Page_745 (3)_55.png', 'cd1946/entry/1946_Page_745 (3)_56.png', 'cd1946/entry/1946_Page_745 (3)_57.png', 'cd1946/entry/1946_Page_745 (3)_58.png', 'cd1946/entry/1946_Page_745 (3)_59.png']",N/A,"CITIZENS SAVINGS BANK, Westmin- ster junction Cranston tel GAspee 1717For further information see page 13 Buyers Guide and left top lines"
55,FAILED TO PARSE AN ADDRESS,['cd1946/entry/1946_Page_746 (1)_1.png'],N/A,Banks & Trust CompaniesCon
56,FAILED TO PARSE AN ADDRESS,['cd1946/entry/1946_Page_746 (2)_10.png'],N/A,"Bigney Clarence M, Union Station"
57,FAILED TO PARSE AN ADDRESS,"['cd1946/entry/1946_Page_747 (2)_2.png', 'cd1946/entry/1946_Page_747 (2)_3.png']",N/A,"Prov-Biltmore Hotel Barber Shop, Prov- Biltmore"
58,"SCORE LESS THAN CUTOFF: Quaid,71.0,PROVIDENCE",['cd1946/entry/1946_Page_747 (3)_45.png'],QUAIL RIDGE RD,Quaid St Bath House 47 Quaid (public)
59,FAILED TO PARSE AN ADDRESS,['cd1946/entry/1946_Page_750 (1)_1.png'],N/A,"Bleachers & Finishers, FabricsCon"
60,"SCORE LESS THAN CUTOFF: Stevens,71,PROVIDENCE","['cd1946/entry/1946_Page_750 (1)_52.png', 'cd1946/entry/1946_Page_750 (1)_53.png', 'cd1946/entry/1946_Page_750 (1)_54.png', 'cd1946/entry/1946_Page_750 (1)_55.png']",STEUBEN ST,AMERICAN SCREW CO 21 Stevens tel DExter 1800 and 588 EddyFor fur- ther information see page 165 Buy- ers Guide
61,"SCORE LESS THAN CUTOFF: Hospital Trust bidg 15 Westminster,74.5,PROVIDENCE","['cd1946/entry/1946_Page_750 (2)_10.png', 'cd1946/entry/1946_Page_750 (2)_11.png', 'cd1946/entry/1946_Page_750 (2)_12.png', 'cd1946/entry/1946_Page_750 (2)_13.png', 'cd1946/entry/1946_Page_750 (2)_14.png']",WESTMINSTER ST,BEACH & SWEET Inc 608 Hospital Trust bidg 15 Westminster tel GAs- pee 9870For further information see page 85 Buyers Guide and back cover
62,FAILED TO PARSE AN ADDRESS,"['cd1946/entry/1946_Page_750 (2)_57.png', 'cd1946/entry/1946_Page_750 (2)_58.png', 'cd1946/entry/1946_Page_750 (2)_59.png', 'cd1946/entry/1946_Page_750 (2)_60.png', 'cd1946/entry/1946_Page_750 (2)_61.png']",N/A,"CITIZENS SAVINGS BANK, West- minster junction Cranston tel GAs- pee 1717-For further information see page 13 Buyers Guide and left top lines"
63,FAILED TO PARSE AN ADDRESS,"['cd1946/entry/1946_Page_750 (3)_25.png', 'cd1946/entry/1946_Page_750 (3)_26.png', 'cd1946/entry/1946_Page_750 (3)_27.png', 'cd1946/entry/1946_Page_750 (3)_28.png']",N/A,"INTERLAKEN MILLS, Fiskeville RI tels VAlley 0480-0481-0482For fur- ther information see page 171 Buyers Guide"
64,FAILED TO PARSE AN ADDRESS,"['cd1946/entry/1946_Page_750 (3)_30.png', 'cd1946/entry/1946_Page_750 (3)_31.png', 'cd1946/entry/1946_Page_750 (3)_32.png', 'cd1946/entry/1946_Page_750 (3)_33.png']",N/A,"INTERLAKEN MILLS, Fiskeville, R I tels VAlley 0480-0481-0482For fur- ther information see page 171 Buy- ers Guide"
65,FAILED TO PARSE AN ADDRESS,['cd1946/entry/1946_Page_751 (1)_6.png'],N/A,Bottle Dealers
66,"SCORE LESS THAN CUTOFF: Pond, W Warwick,79.0,PROVIDENCE","['cd1946/entry/1946_Page_751 (1)_19.png', 'cd1946/entry/1946_Page_751 (1)_20.png', 'cd1946/entry/1946_Page_751 (1)_21.png']",WARWICK AV,"WARWICK CLUB GINGER ALE CO ' Ine 108 Pond, W Warwick tel VAlley 0965"
67,"SCORE LESS THAN CUTOFF: Iroquois,62.0,PROVIDENCE",['cd1946/entry/1946_Page_751 (1)_34.png'],LOUIS AVE,Import Beverage Corp 19 Iroquois
68,"SCORE LESS THAN CUTOFF: Hilton BottlersMineral Spring & Dis-,62.0,PROVIDENCE","['cd1946/entry/1946_Page_751 (1)_41.png', 'cd1946/entry/1946_Page_751 (1)_42.png']",MINERAL SPRING AV,Weinbaum Bottling Co 29 Hilton BottlersMineral Spring & Dis-
69,FAILED TO PARSE AN ADDRESS,['cd1946/entry/1946_Page_751 (1)_51.png'],N/A,Bottlers Supplies & Machinery
70,"SCORE LESS THAN CUTOFF: Edgeworth av,74.5,PROVIDENCE",['cd1946/entry/1946_Page_751 (1)_57.png'],EDGEWOOD AV,Cerrone Michl 8 Edgeworth av
71,"SCORE LESS THAN CUTOFF: Recreation Center Inc 1300 N Main,50.5,PROVIDENCE",['cd1946/entry/1946_Page_751 (1)_69.png'],CRESTON WY,R 1 Recreation Center Inc 1300 N Main
72,FAILED TO PARSE AN ADDRESS,['cd1946/entry/1946_Page_751 (2)_1.png'],N/A,Box Dealers
73,"SCORE LESS THAN CUTOFF: Sabin Pawtucket,71.5,PROVIDENCE","['cd1946/entry/1946_Page_751 (2)_21.png', 'cd1946/entry/1946_Page_751 (2)_22.png', 'cd1946/entry/1946_Page_751 (2)_23.png', 'cd1946/entry/1946_Page_751 (2)_24.png']",PAWTUXET AV,SHAW PAPER BOX CO 37 Sabin Paw- tucket tels PErry 0410 and 0411For further information see page 32 Buy- ers Guide
74,FAILED TO PARSE AN ADDRESS,['cd1946/entry/1946_Page_752 (1)_1.png'],N/A,"Brokers, MoneyCon"
75,FAILED TO PARSE AN ADDRESS,"['cd1946/entry/1946_Page_752 (1)_63.png', 'cd1946/entry/1946_Page_752 (1)_64.png']",N/A,"Chapman John M jr, Bucklin & Wood- man sts"
76,"SCORE LESS THAN CUTOFF: Armistice blvd Pawtucket,52.0,PROVIDENCE","['cd1946/entry/1946_Page_752 (2)_29.png', 'cd1946/entry/1946_Page_752 (2)_30.png', 'cd1946/entry/1946_Page_752 (2)_31.png', 'cd1946/entry/1946_Page_752 (2)_32.png']",HARBORSIDE BLVD,SOULE HENRY M CO 110 Armistice blvd Pawtucket tel PErry 0350For further information see page 53 Buy- ers Guide
77,EMPTY STREET,"['cd1946/entry/1946_Page_752 (2)_34.png', 'cd1946/entry/1946_Page_752 (2)_35.png', 'cd1946/entry/1946_Page_752 (2)_36.png', 'cd1946/entry/1946_Page_752 (2)_37.png', 'cd1946/entry/1946_Page_752 (2)_38.png']",,PHILLIPS ROSCOE W office and yard Turner st at Pawtucket and S Attle- boro state line PO Box 198 Pawtucket tel PErry 0147For further informa- tion see page 118 Buyers Guide
78,"SCORE LESS THAN CUTOFF: -262 Pine Pawtucket, RI,65.0,PROVIDENCE","['cd1946/entry/1946_Page_752 (2)_64.png', 'cd1946/entry/1946_Page_752 (2)_65.png', 'cd1946/entry/1946_Page_752 (2)_66.png', 'cd1946/entry/1946_Page_752 (2)_67.png']",PAWTUXET AV,"BUILDERS SPECIALTIES CO 258-262 Pine Pawtucket, RI tels PErry 2988- 89For further information see page 35 Buyers Guide and back cover"
79,"SCORE LESS THAN CUTOFF: High, Pawtucket,73,PROVIDENCE","['cd1946/entry/1946_Page_752 (3)_28.png', 'cd1946/entry/1946_Page_752 (3)_29.png', 'cd1946/entry/1946_Page_752 (3)_30.png', 'cd1946/entry/1946_Page_752 (3)_31.png']",PAWTUXET AV,"McDUFF COAL & LUMBER CO 11 High, Pawtucket tel PErry 2400 and GAspee 4148For further informa- tion see page 118 Buyers Guide"
80,"SCORE LESS THAN CUTOFF: High, Pawtucket,73,PROVIDENCE","['cd1946/entry/1946_Page_752 (3)_39.png', 'cd1946/entry/1946_Page_752 (3)_40.png', 'cd1946/entry/1946_Page_752 (3)_41.png', 'cd1946/entry/1946_Page_752 (3)_42.png']",PAWTUXET AV,"NEWELL COAL & LUMBER CO 28 High, Pawtucket tels PErry 7900 and. GAspee 3392For further informa- tion see page 118 Buyers Guide"
81,EMPTY STREET,"['cd1946/entry/1946_Page_752 (3)_49.png', 'cd1946/entry/1946_Page_752 (3)_50.png', 'cd1946/entry/1946_Page_752 (3)_51.png', 'cd1946/entry/1946_Page_752 (3)_52.png']",,RHODE ISLAND SAND & GRAVEL CO Inc Kilvert st Hillsgrove tel Williams 3760 (sand)For further informa- tion see page 54 Buyers Guide
82,"SCORE LESS THAN CUTOFF: first floor 10 Weybosset,77,PROVIDENCE","['cd1946/entry/1946_Page_753 (1)_1.png', 'cd1946/entry/1946_Page_753 (1)_2.png', 'cd1946/entry/1946_Page_753 (1)_3.png', 'cd1946/entry/1946_Page_753 (1)_4.png', 'cd1946/entry/1946_Page_753 (1)_5.png', 'cd1946/entry/1946_Page_753 (1)_6.png']",WEYBOSSET ST,ROGER WILLIAMS SAVINGS FUND AND LOAN ASSOCIATION 105 Gros- venor bldg first floor 10 Weybosset tel GAspee 5112For further infor- mation see page 163 Buyers Guide and right side lines
83,FAILED TO PARSE AN ADDRESS,"['cd1946/entry/1946_Page_753 (1)_37.png', 'cd1946/entry/1946_Page_753 (1)_38.png']",N/A,"Brown John Carter Library, Brown opp George"
84,"SCORE LESS THAN CUTOFF: Crawford sq,69,PROVIDENCE",['cd1946/entry/1946_Page_753 (1)_74.png'],BRADFORD ST,Day Building 5 Crawford sq
85,ERROR IN STREET MATCHING,"['cd1946/entry/1946_Page_753 (1)_77.png', 'cd1946/entry/1946_Page_753 (1)_78.png']",180-,Dorrance Building 90 Dorrance and 180- 202 Westminster
86,EMPTY STREET,"['cd1946/entry/1946_Page_753 (2)_11.png', 'cd1946/entry/1946_Page_753 (2)_12.png']",,Equitable Bldg Custom House st cor Wey bosset
87,FAILED TO PARSE AN ADDRESS,"['cd1946/entry/1946_Page_753 (2)_15.png', 'cd1946/entry/1946_Page_753 (2)_16.png']",N/A,Federal Building Exchange cor Ex- change pl
88,FAILED TO PARSE AN ADDRESS,"['cd1946/entry/1946_Page_753 (2)_47.png', 'cd1946/entry/1946_Page_753 (2)_48.png']",N/A,"Hay John Library Bldg, Prospect cor College"
89,FAILED TO PARSE AN ADDRESS,"['cd1946/entry/1946_Page_753 (3)_25.png', 'cd1946/entry/1946_Page_753 (3)_26.png']",N/A,New England Telephone & Telegraph Co Building 234 Wash
90,FAILED TO PARSE AN ADDRESS,['cd1946/entry/1946_Page_753 (3)_28.png'],N/A,"NYNH&H RR Bldgs, Exchange terrace"
91,"SCORE LESS THAN CUTOFF: Weybosset, Bddy Pine & Garnet,75.5,PROVIDENCE","['cd1946/entry/1946_Page_753 (3)_36.png', 'cd1946/entry/1946_Page_753 (3)_37.png']",WEYBOSSET ST,"Outlet Building 176 Weybosset, Bddy Pine & Garnet"
92,EMPTY STREET,['cd1946/entry/1946_Page_753 (3)_49.png'],,"Post Office, Exchange st"
