,Drop_Reason,File_List,Street,Text
31,"SCORE LESS THAN CUTOFF: Westminster R42 AUTOMOBILE ACCESSORIES and,71.0,PROVIDENCE","['cd1959/entry/1959_Page_96 (2)_61.png', 'cd1959/entry/1959_Page_96 (2)_62.png', 'cd1959/entry/1959_Page_96 (2)_63.png']",WESTMINSTER ST,Hydraulic Products Co Inc 509 Westminster R42 AUTOMOBILE ACCESSORIES and
32,"SCORE LESS THAN CUTOFF: Broadway Durfees Auto Supply Station 1197 Broad,65.0,PROVIDENCE","['cd1959/entry/1959_Page_96 (2)_77.png', 'cd1959/entry/1959_Page_96 (2)_78.png']",GRAND BROADWAY,Doyle Auto Supply Co 181 Broadway Durfees Auto Supply Station 1197 Broad
33,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_96 (3)_50.png'],N/A,(See also ClubsAutomobile)
34,"SCORE LESS THAN CUTOFF: Codding,67,PROVIDENCE",['cd1959/entry/1959_Page_96 (3)_63.png'],GOULDING ST,Bay Motors 76 Codding
35,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_97 (1).chop_1.png'],N/A,AUTOMOBILE BODY REPAIRERSContd
36,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_97 (1).chop_3.png'],N/A,"341 Fountain, Tel GAspee 1-8456"
37,"SCORE LESS THAN CUTOFF: Warren av, East Providence,,78.5,PROVIDENCE","['cd1959/entry/1959_Page_97 (1).chop_24.png', 'cd1959/entry/1959_Page_97 (1).chop_25.png', 'cd1959/entry/1959_Page_97 (1).chop_26.png', 'cd1959/entry/1959_Page_97 (1).chop_27.png']",PROVIDENCE ST,"ADAMS RAMBLER, AMBASSADOR and METROPOLITAN, 317 Warren av, East Providence, Tels GEneva 4-0570 and 4-0571"
38,"SCORE LESS THAN CUTOFF: Pawtucket av, Pawtucket,,64.5,PROVIDENCE","['cd1959/entry/1959_Page_97 (1).chop_42.png', 'cd1959/entry/1959_Page_97 (1).chop_43.png', 'cd1959/entry/1959_Page_97 (1).chop_44.png']",PAWTUXET AV,"DARIO FORD, B A Dario Co. 550 Paw- tucket av, Pawtucket, Tel PAwtocket 2-1960 (See Yellow Page 3)"
39,"SCORE LESS THAN CUTOFF: MAIN, PAWTUCKET,73.0,PROVIDENCE","['cd1959/entry/1959_Page_97 (1).chop_77.png', 'cd1959/entry/1959_Page_97 (1).chop_78.png', 'cd1959/entry/1959_Page_97 (1).chop_79.png', 'cd1959/entry/1959_Page_97 (1).chop_80.png']",PAWTUXET AV,"PIERCE CHEVROLET 490 MAIN, PAWTUCKET TELEPHONES PAWTUCKET 3-4900 and PLANTATIONS 1-4900"
40,"SCORE LESS THAN CUTOFF: Reservoir av, Cranston, Jel STuart 1-8000,69.0,PROVIDENCE","['cd1959/entry/1959_Page_97 (1).chop_83.png', 'cd1959/entry/1959_Page_97 (1).chop_84.png', 'cd1959/entry/1959_Page_97 (1).chop_85.png']",RESERVOIR AVE,"ROSSI FORD INC (Ford Thunderbird), 721 Reservoir av, Cranston, Jel STuart 1-8000 (See Yellow Page 4)"
41,"SCORE LESS THAN CUTOFF: Pawtucket av, Pawtucket,,64.5,PROVIDENCE","['cd1959/entry/1959_Page_97 (2).chop_23.png', 'cd1959/entry/1959_Page_97 (2).chop_24.png', 'cd1959/entry/1959_Page_97 (2).chop_25.png']",PAWTUXET AV,"DARIO FORD, B A Dario Co, 550 Paw- tucket av, Pawtucket, Tel PAwtucket 2-1960 (See Yellow Page 3)"
42,"SCORE LESS THAN CUTOFF: Elmwood av, Te STuart 1-4000,70.5,PROVIDENCE","['cd1959/entry/1959_Page_97 (2).chop_30.png', 'cd1959/entry/1959_Page_97 (2).chop_31.png']",ELMWOOD AVE,"DUNNE MOTORS INC, 643 Elmwood av, Te STuart 1-4000 (See Yellow Page 2)"
43,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_97 (3).chop_43.png'],N/A,(See PaintersAutomobile and Carriage)
44,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_97 (3).chop_49.png'],N/A,Ace Parking Service Chapel cor Symonds
45,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_97 (3).chop_50.png'],N/A,Annex Parking Washington cor Jackson
46,"SCORE LESS THAN CUTOFF: S Main nr Crawford,76.5,PROVIDENCE","['cd1959/entry/1959_Page_97 (3).chop_64.png', 'cd1959/entry/1959_Page_97 (3).chop_65.png']",CRAWFORD ST,Court House Parking Station 99 S Main nr Crawford
47,FAILED TO PARSE AN ADDRESS,"['cd1959/entry/1959_Page_97 (3).chop_71.png', 'cd1959/entry/1959_Page_97 (3).chop_72.png']",N/A,Gaspee Parking Grounds W Exchange cor Gaspee
48,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_98 (1)_1.png'],N/A,AUTOMOBILE PARKINGContd
49,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_98 (1)_44.png'],N/A,Avis Rent-A-Car System Sheraton- Biltmore
50,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_98 (1)_50.png'],N/A,(See also Automobile Garages)
51,"SCORE LESS THAN CUTOFF: Ormsbee av,73,PROVIDENCE",['cd1959/entry/1959_Page_98 (1)_53.png'],ORMS ST,Andrews Auto Service 19 Ormsbee av
52,"SCORE LESS THAN CUTOFF: Ormsbee av,73.0,PROVIDENCE",['cd1959/entry/1959_Page_98 (2)_21.png'],ORMS ST,Perlows Auto Repair 53 Ormsbee av
53,"SCORE LESS THAN CUTOFF: Ianthe AUTOMOBILE TRIMMERS and,45.0,PROVIDENCE","['cd1959/entry/1959_Page_98 (2)_60.png', 'cd1959/entry/1959_Page_98 (2)_61.png']",BUTTONHOLE DR,Stanley Trailer Sales 15 Ianthe AUTOMOBILE TRIMMERS and
54,"SCORE LESS THAN CUTOFF: MICHIGAN AUTOMOBILE WASHING and,45.5,PROVIDENCE","['cd1959/entry/1959_Page_98 (2)_77.png', 'cd1959/entry/1959_Page_98 (2)_78.png', 'cd1959/entry/1959_Page_98 (2)_79.png', 'cd1959/entry/1959_Page_98 (2)_80.png']",CAMILLE DR,"POLK RL& CO 431 HOWARD DETROIT 31, MICHIGAN AUTOMOBILE WASHING and"
55,"SCORE LESS THAN CUTOFF: HOWARD DETROIT 31, MICHIGAN,73.5,PROVIDENCE","['cd1959/entry/1959_Page_98 (3)_32.png', 'cd1959/entry/1959_Page_98 (3)_33.png', 'cd1959/entry/1959_Page_98 (3)_34.png', 'cd1959/entry/1959_Page_98 (3)_35.png']",MICHIGAN AVE,"POLK R L& CO 431 HOWARD DETROIT 31, MICHIGAN"
56,"SCORE LESS THAN CUTOFF: Power rd; Factory 310 Owen av, Pawtucket,,56.0,PROVIDENCE","['cd1959/entry/1959_Page_98 (3)_50.png', 'cd1959/entry/1959_Page_98 (3)_51.png', 'cd1959/entry/1959_Page_98 (3)_52.png', 'cd1959/entry/1959_Page_98 (3)_53.png', 'cd1959/entry/1959_Page_98 (3)_54.png']",PAWTUXET AV,"CAPWELL AWNING CO, Office 526 Power rd; Factory 310 Owen av, Pawtucket, Tel PAwtucket 2-3386 (See Yellow Page 5) BADGES, CHECKS and MEDALS"
57,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_99 (1)_1.png'],N/A,BAG DEALERSContd
58,"SCORE LESS THAN CUTOFF: Shawmut,73,PROVIDENCE",['cd1959/entry/1959_Page_99 (1)_2.png'],SHAW ST,Atlantic Burlap Bag Co 10 Shawmut
59,"SCORE LESS THAN CUTOFF: Black,67,PROVIDENCE",['cd1959/entry/1959_Page_99 (1)_5.png'],BLACKSTONE ST,Blazer Bag Co 58 Black
60,"SCORE LESS THAN CUTOFF: Admiral, Teil DEx~ ter 1-8329,70.5,PROVIDENCE","['cd1959/entry/1959_Page_99 (1)_48.png', 'cd1959/entry/1959_Page_99 (1)_49.png']",ADMIRAL ST,". GUADAGNI & SONS, 639 Admiral, Teil DEx~ ter 1-8329"
61,"SCORE LESS THAN CUTOFF: Dexter, Central Falls,,76.0,PROVIDENCE","['cd1959/entry/1959_Page_99 (2)_24.png', 'cd1959/entry/1959_Page_99 (2)_25.png', 'cd1959/entry/1959_Page_99 (2)_26.png', 'cd1959/entry/1959_Page_99 (2)_27.png']",CENTRAL AVE,"GORMANS BAKERY INC, 817 Dexter, Cen- tral Falls, Tel PAwtucket 2-5650  BAKERSWHOLESALE and MANU-"
62,"SCORE LESS THAN CUTOFF: Eddy BAKERS SUPPLIES EQUIPMENT,47.0,PROVIDENCE","['cd1959/entry/1959_Page_99 (2)_45.png', 'cd1959/entry/1959_Page_99 (2)_46.png']",CLEMENT ST,Ward Baking Co 461 Eddy BAKERS SUPPLIES and EQUIPMENT
63,FAILED TO PARSE AN ADDRESS,"['cd1959/entry/1959_Page_99 (2)_50.png', 'cd1959/entry/1959_Page_99 (2)_51.png', 'cd1959/entry/1959_Page_99 (2)_52.png']",N/A,"RUMFORD COMPANY THE, Rumford, Rhode Island, Tel GEneva 4-2400 (See Yellow Page 22)"
64,"SCORE LESS THAN CUTOFF: Weybosset PEOPLES SAVINGS BANK IN PROVIDENCE, Westminster to the Mall,,64.0,PROVIDENCE","['cd1959/entry/1959_Page_99 (3)_33.png', 'cd1959/entry/1959_Page_99 (3)_34.png', 'cd1959/entry/1959_Page_99 (3)_35.png', 'cd1959/entry/1959_Page_99 (3)_36.png', 'cd1959/entry/1959_Page_99 (3)_37.png']",WESTMINSTER ST,"Old Colony Cooperative Bank 58 Weybosset
PEOPLES SAVINGS BANK IN PROVI- DENCE, Westminster to the Mall, Tel JAckson 1-6600, Wayland Square Branch 144 Medway, Tel ELmhurst 1-3100 (See Yellow Page 11)"
65,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_99 (3)_50.png'],N/A,"1477 Broad, Tel Williams 1-4400, War-"
66,"SCORE LESS THAN CUTOFF: Main, Warren, RI. Tel,76.0,PROVIDENCE",['cd1959/entry/1959_Page_99 (3)_51.png'],WARREN WY,"ren Branch 463 Main, Warren, RI. Tel"
67,"SCORE LESS THAN CUTOFF: -0598, Westminster Office cor,79.0,PROVIDENCE",['cd1959/entry/1959_Page_99 (3)_52.png'],WESTMINSTER ST,"WaArren 1-0598, Westminster Office cor"
68,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_100 (1)_1.png'],N/A,BARBER SHOPSContd
69,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_100 (1)_62.png'],N/A,Corvese Ernest Union Station
70,"SCORE LESS THAN CUTOFF: Barber Shop 379 Broadway,76.5,PROVIDENCE",['cd1959/entry/1959_Page_100 (2)_91.png'],GRAND BROADWAY,Marzillis A 1 Barber Shop 379 Broadway
71,"SCORE LESS THAN CUTOFF: 5 Main,73.5,PROVIDENCE",['cd1959/entry/1959_Page_100 (3)_7.png'],MAIDEN LN,Montrond Mich] 412 5 Main
72,FAILED TO PARSE AN ADDRESS,"['cd1959/entry/1959_Page_100 (3)_59.png', 'cd1959/entry/1959_Page_100 (3)_60.png']",N/A,Sheraton- Biltmore Hotel Barber Shop Providence- Biltmore
73,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_101 (1)_1.png'],N/A,BARBER SHOPSContd
74,FAILED TO PARSE AN ADDRESS,"['cd1959/entry/1959_Page_101 (1)_22.png', 'cd1959/entry/1959_Page_101 (1)_23.png']",N/A,Federal Hill Pool Department of Recreation Gesler
75,"SCORE LESS THAN CUTOFF: Quaid,71.0,PROVIDENCE",['cd1959/entry/1959_Page_101 (1)_28.png'],QUAIL RIDGE RD,Quaid Street Bath House 47 Quaid
76,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_101 (3)_35.png'],N/A,Lanthere Beauty Salon Sheraton- Biltmore
77,"SCORE LESS THAN CUTOFF: Hope Ist front,65.5,PROVIDENCE",['cd1959/entry/1959_Page_101 (3)_47.png'],FREMONT ST,Leval Beauty Shop 828 Hope Ist front
78,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_102 (1)_1.png'],N/A,BEAUTY SHOPSContd
79,"SCORE LESS THAN CUTOFF: 9,53.5,PROVIDENCE",['cd1959/entry/1959_Page_102 (1)_53.png'],I 95,Thomas System The til Westminster R1029
80,"SCORE LESS THAN CUTOFF: D,50,PROVIDENCE",['cd1959/entry/1959_Page_102 (1)_68.png'],ADA ST,West Margaret V 7 D
81,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_102 (1)_80.png'],N/A,(See also Spring Manufacturers)
82,"SCORE LESS THAN CUTOFF: Bishop,62,PROVIDENCE",['cd1959/entry/1959_Page_102 (2)_22.png'],BRISTOW ST,C & D Tap 22 Bishop
83,"SCORE LESS THAN CUTOFF: Burrill,73.0,PROVIDENCE",['cd1959/entry/1959_Page_102 (3)_57.png'],RILL ST,Richards Bar 23 Burrill
84,"SCORE LESS THAN CUTOFF: Eddy R306 BILLIARDS POOL,59.5,PROVIDENCE","['cd1959/entry/1959_Page_103 (1)_26.png', 'cd1959/entry/1959_Page_103 (1)_27.png']",ROGER WILLIAMS CIR,Eureka Billiard Supply Co 55 Eddy R306 BILLIARDS and POOL
85,"SCORE LESS THAN CUTOFF: Gano BOAT DEALERSRE PAIR and,48.5,PROVIDENCE","['cd1959/entry/1959_Page_103 (1)_48.png', 'cd1959/entry/1959_Page_103 (1)_49.png']",DEER RUN TRL,Washington Bridge Anchorage 49 Gano BOAT DEALERSRE PAIR and
86,"SCORE LESS THAN CUTOFF: Eddy BOILER INSTALLERS SETTERS,52.0,PROVIDENCE","['cd1959/entry/1959_Page_103 (1)_53.png', 'cd1959/entry/1959_Page_103 (1)_54.png']",LA SALLE DR,Wilson Marine Co 1200 Eddy BOILER INSTALLERS and SETTERS
87,"SCORE LESS THAN CUTOFF: Geo M Cohan blvd,54.5,PROVIDENCE","['cd1959/entry/1959_Page_103 (1)_55.png', 'cd1959/entry/1959_Page_103 (1)_56.png']",GEORGE M COHAN BLVD,Johnson & Maylor Co Inc 251 Geo M Cohan blvd
88,"SCORE LESS THAN CUTOFF: Geo M Cohan blvd,54.5,PROVIDENCE","['cd1959/entry/1959_Page_103 (2)_8.png', 'cd1959/entry/1959_Page_103 (2)_9.png']",GEORGE M COHAN BLVD,Plibrico Sales & Service Co 251 Geo M Cohan blvd
89,"SCORE LESS THAN CUTOFF: Lester BOTTLERSMINERAL SPRING and,62.0,PROVIDENCE","['cd1959/entry/1959_Page_103 (3)_41.png', 'cd1959/entry/1959_Page_103 (3)_42.png', 'cd1959/entry/1959_Page_103 (3)_43.png']",MINERAL SPRING AV,"Royal Crown Bottling Co of Rhode Island 116 Lester BOTTLERSMINERAL, SPRING and"
90,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_103 (3)_51.png'],N/A,(See also Billiards and Pool)
91,"SCORE LESS THAN CUTOFF: d fl,50.5,PROVIDENCE","['cd1959/entry/1959_Page_103 (3)_59.png', 'cd1959/entry/1959_Page_103 (3)_60.png']",FLORA ST,Washington Bowling Alleys 109 Washington and 88 Mathewson 2d fl
92,"SCORE LESS THAN CUTOFF: 0,40,PROVIDENCE",['cd1959/entry/1959_Page_103 (3)_63.png'],10TH ST,Bruin Paper Box Inc 387 Charles Bldg 10
93,"SCORE LESS THAN CUTOFF: Point Ist fl,79.5,PROVIDENCE",['cd1959/entry/1959_Page_103 (3)_67.png'],POINT ST,C & M Manufacturing Co 112 Point Ist fl
94,"SCORE LESS THAN CUTOFF: 7,50,PROVIDENCE","['cd1959/entry/1959_Page_103 (3)_76.png', 'cd1959/entry/1959_Page_103 (3)_77.png']",7TH ST,Miller Geo Box. & Supply Co (paper) 217
95,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_104 (1)_1.png'],N/A,BOX MANUFAC TURERSContd
96,"SCORE LESS THAN CUTOFF: Stukely,67.0,PROVIDENCE",['cd1959/entry/1959_Page_104 (1)_3.png'],WESTERLY AVE,Paramount Box Co Inc 41 Stukely
97,"SCORE LESS THAN CUTOFF: 5,53,PROVIDENCE",['cd1959/entry/1959_Page_104 (1)_5.png'],I 95,Presbrey A A & Sons Co Inc (wooden) 125
98,"SCORE LESS THAN CUTOFF: Sabin, Paw| tucket,,64.0,PROVIDENCE","['cd1959/entry/1959_Page_104 (1)_6.png', 'cd1959/entry/1959_Page_104 (1)_7.png', 'cd1959/entry/1959_Page_104 (1)_8.png', 'cd1959/entry/1959_Page_104 (1)_9.png']",TUCKER AV,"Summer .
SHAW PAPER BOX CO, 37 Sabin, Paw- | tucket, Tel PAwtucket 2-7800 (See Yel- low Page 17) *BOX MANUFAC TURERSPAPER"
99,"SCORE LESS THAN CUTOFF: Sabin, Pawtucket,,71.5,PROVIDENCE","['cd1959/entry/1959_Page_104 (1)_10.png', 'cd1959/entry/1959_Page_104 (1)_11.png', 'cd1959/entry/1959_Page_104 (1)_12.png']",PAWTUXET AV,"SHAW PAPER BOX CO, 37 Sabin, Paw- tucket, Tel PAwtucket 2-7800 (See Yel- low Page 17)"
100,"SCORE LESS THAN CUTOFF: Pomfret,67,PROVIDENCE",['cd1959/entry/1959_Page_104 (1)_21.png'],SOMERSET ST,Scott Brass Inc 11 Pomfret
101,"SCORE LESS THAN CUTOFF: -8255 Nights Holidays Tel,52.0,PROVIDENCE","['cd1959/entry/1959_Page_104 (1)_30.png', 'cd1959/entry/1959_Page_104 (1)_31.png']",HOLLIS ST,"W JAR RADIO BROADCASTING STATION (The Outlet Co), 176 Weybosset, Tel
GAspee 1-8255, Nights and Holidays Tel"
102,"SCORE LESS THAN CUTOFF: -8255,50.5,PROVIDENCE","['cd1959/entry/1959_Page_104 (1)_32.png', 'cd1959/entry/1959_Page_104 (1)_33.png']",I 295,"GAspee 1-8255 (See Yellow Page 77)
W PRO BROADCASTING STATION, AM, FM & TV, W PRO Bldg 24 Mason, Tel
PLantations 1-9776 (See Yellow Page 78)"
103,"SCORE LESS THAN CUTOFF: Steeple *BROKERSINVESTME NT,49.0,PROVIDENCE","['cd1959/entry/1959_Page_104 (1)_58.png', 'cd1959/entry/1959_Page_104 (1)_59.png']",BROOKSIDE AVE,Warren Edw (sugar) 2 Steeple *BROKERSINVESTME NT
104,"SCORE LESS THAN CUTOFF: Westminster R1012 BROKERSSTOCKS BONDS,44.0,PROVIDENCE","['cd1959/entry/1959_Page_104 (2)_12.png', 'cd1959/entry/1959_Page_104 (2)_13.png']",BROCKTON ST,Chester-Neal Co 111 Westminster R1012 BROKERSSTOCKS and BONDS
105,"SCORE LESS THAN CUTOFF: Hospital Trust Bldg,,79.5,PROVIDENCE","['cd1959/entry/1959_Page_104 (2)_30.png', 'cd1959/entry/1959_Page_104 (2)_31.png', 'cd1959/entry/1959_Page_104 (2)_32.png']",HOSPITAL ST,"RICHARDSON & CLARK, 340 Hospital Trust Bldg, Tel GAspee 1-6202 (See Yellow Page 18)"
106,"SCORE LESS THAN CUTOFF: Westminster R526 BUCKLE CLASP MANUFAC-,73.0,PROVIDENCE","['cd1959/entry/1959_Page_104 (2)_40.png', 'cd1959/entry/1959_Page_104 (2)_41.png']",WESTMINSTER ST,Fuller Brush Co 15 Westminster R526 BUCKLE and CLASP MANUFAC-
107,FAILED TO PARSE AN ADDRESS,['cd1959/entry/1959_Page_104 (2)_43.png'],N/A,(See also Fastener Manufacturers)
108,"SCORE LESS THAN CUTOFF: Walcott. Pawtucket,,69.0,PROVIDENCE","['cd1959/entry/1959_Page_104 (2)_64.png', 'cd1959/entry/1959_Page_104 (2)_65.png', 'cd1959/entry/1959_Page_104 (2)_66.png']",PAWTUXET AV,"SOULE HM CO INC, 421 Walcott. Paw- tucket, Tel PAwtucket 2-2110 (See Yel- low Page 27)"
